date,CSX UW Equity
2016-03-28,-2.1016
2016-03-29,1.0539
2016-03-30,1.5836000000000001
2016-03-31,-2.0913
2016-04-01,-0.5049
2016-04-02,
2016-04-03,
2016-04-04,-1.7955
2016-04-05,-0.4372
2016-04-06,-0.7984
2016-04-07,-0.9256
2016-04-08,0.7311
2016-04-09,
2016-04-10,
2016-04-11,-1.0887
2016-04-12,1.8753
2016-04-13,4.1617
2016-04-14,0.4226
2016-04-15,-0.8034
2016-04-16,
2016-04-17,
2016-04-18,0.5399
2016-04-19,1.3042
2016-04-20,0.4165
2016-04-21,1.0558
2016-04-22,2.7239
2016-04-23,
2016-04-24,
2016-04-25,-1.4166
2016-04-26,1.8791
2016-04-27,0.651
2016-04-28,-1.6529
2016-04-29,-0.3654
2016-04-30,
2016-05-01,
2016-05-02,0.4034
2016-05-03,-3.0679
2016-05-04,-1.3941
2016-05-05,-0.4968
2016-05-06,0.4608
2016-05-07,
2016-05-08,
2016-05-09,-1.185
2016-05-10,2.0116
2016-05-11,-1.8203
2016-05-12,-1.3519
2016-05-13,-1.6444999999999999
2016-05-14,
2016-05-15,
2016-05-16,0.4379
2016-05-17,0.7531
2016-05-18,1.2982
2016-05-19,-0.7767
2016-05-20,1.0568
2016-05-21,
2016-05-22,
2016-05-23,-0.9295
2016-05-24,-0.4691
2016-05-25,1.4533
2016-05-26,0.5033
2016-05-27,0.4267
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,2.0857
2016-06-01,-0.7946
2016-06-02,0.7628
2016-06-03,0.8327
2016-06-04,
2016-06-05,
2016-06-06,-0.5255
2016-06-07,-0.1132
2016-06-08,2.0023
2016-06-09,0.1852
2016-06-10,-0.9982
2016-06-11,
2016-06-12,
2016-06-13,-0.7095
2016-06-14,-0.7522
2016-06-15,0.0
2016-06-16,0.1516
2016-06-17,1.2107
2016-06-18,
2016-06-19,
2016-06-20,0.9346
2016-06-21,-1.3704
2016-06-22,-0.3004
2016-06-23,1.6949
2016-06-24,-4.8148
2016-06-25,
2016-06-26,
2016-06-27,-4.7471
2016-06-28,2.5327
2016-06-29,2.3108
2016-06-30,1.5575999999999999
2016-07-01,0.4985
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,-2.0603
2016-07-06,1.1687
2016-07-07,-0.3466
2016-07-08,2.5116
2016-07-09,
2016-07-10,
2016-07-11,0.5277
2016-07-12,1.3123
2016-07-13,4.4041
2016-07-14,2.9777
2016-07-15,-1.8244
2016-07-16,
2016-07-17,
2016-07-18,-0.1753
2016-07-19,-0.5971
2016-07-20,1.1307
2016-07-21,-0.9783
2016-07-22,0.494
2016-07-23,
2016-07-24,
2016-07-25,-0.3862
2016-07-26,1.2337
2016-07-27,-1.7758
2016-07-28,0.4963
2016-07-29,-0.0705
2016-07-30,
2016-07-31,
2016-08-01,-0.9531
2016-08-02,-1.4255
2016-08-03,1.9523000000000001
2016-08-04,-0.5319
2016-08-05,2.0677
2016-08-06,
2016-08-07,
2016-08-08,-0.5239
2016-08-09,-0.7725
2016-08-10,-0.92
2016-08-11,0.2857
2016-08-12,-0.0712
2016-08-13,
2016-08-14,
2016-08-15,-0.1782
2016-08-16,-0.1428
2016-08-17,0.7508
2016-08-18,1.7388
2016-08-19,0.0
2016-08-20,
2016-08-21,
2016-08-22,-0.7674
2016-08-23,0.2812
2016-08-24,-0.1753
2016-08-25,-1.5098
2016-08-26,0.4991
2016-08-27,
2016-08-28,
2016-08-29,1.3125
2016-08-30,0.3876
2016-08-31,-0.7371
2016-09-01,-0.3536
2016-09-02,-0.1419
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,-0.0711
2016-09-07,2.4538
2016-09-08,0.4859
2016-09-09,-3.6615
2016-09-10,
2016-09-11,
2016-09-12,2.7967
2016-09-13,-0.279
2016-09-14,1.2591999999999999
2016-09-15,0.9672
2016-09-16,0.3421
2016-09-17,
2016-09-18,
2016-09-19,-0.2046
2016-09-20,-0.5808
2016-09-21,2.0962
2016-09-22,-0.4712
2016-09-23,0.2367
2016-09-24,
2016-09-25,
2016-09-26,0.2362
2016-09-27,-0.3029
2016-09-28,1.3167
2016-09-29,-0.0666
2016-09-30,1.7006000000000001
2016-10-01,
2016-10-02,
2016-10-03,-0.2295
2016-10-04,-0.8544
2016-10-05,1.7899
2016-10-06,1.1397
2016-10-07,-0.0322
2016-10-08,
2016-10-09,
2016-10-10,-0.7085
2016-10-11,-1.1677
2016-10-12,-0.8533
2016-10-13,3.1116
2016-10-14,-0.4013
2016-10-15,
2016-10-16,
2016-10-17,-0.0483
2016-10-18,0.0322
2016-10-19,0.1612
2016-10-20,-2.3495
2016-10-21,-0.1648
2016-10-22,
2016-10-23,
2016-10-24,0.3962
2016-10-25,1.4469
2016-10-26,-1.5234999999999999
2016-10-27,-0.2304
2016-10-28,-0.099
2016-10-29,
2016-10-30,
2016-10-31,0.7596
2016-11-01,-0.3278
2016-11-02,1.0852
2016-11-03,1.2687
2016-11-04,-0.6746
2016-11-05,
2016-11-06,
2016-11-07,3.6546
2016-11-08,0.0624
2016-11-09,5.6439
2016-11-10,1.9184999999999999
2016-11-11,0.1448
2016-11-12,
2016-11-13,
2016-11-14,0.5784
2016-11-15,-0.7188
2016-11-16,-1.9114
2016-11-17,0.2657
2016-11-18,0.1178
2016-11-19,
2016-11-20,
2016-11-21,1.7941
2016-11-22,1.1846
2016-11-23,-0.257
2016-11-24,
2016-11-25,0.7443
2016-11-26,
2016-11-27,
2016-11-28,-0.9662
2016-11-29,0.375
2016-11-30,2.9023
2016-12-01,2.2619
2016-12-02,-0.3823
2016-12-03,
2016-12-04,
2016-12-05,0.1371
2016-12-06,-1.314
2016-12-07,2.9958
2016-12-08,0.2424
2016-12-09,0.1343
2016-12-10,
2016-12-11,
2016-12-12,-0.6708
2016-12-13,0.054
2016-12-14,-1.5119
2016-12-15,0.5208
2016-12-16,-1.718
2016-12-17,
2016-12-18,
2016-12-19,0.5272
2016-12-20,1.0765
2016-12-21,-0.3277
2016-12-22,0.5205
2016-12-23,-0.109
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,0.573
2016-12-28,-0.9224
2016-12-29,-0.7941
2016-12-30,-0.828
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,-0.1113
2017-01-04,2.0619
2017-01-05,0.9828
2017-01-06,1.4328
2017-01-07,
2017-01-08,
2017-01-09,-1.4126
2017-01-10,1.1625
2017-01-11,1.6569
2017-01-12,0.8938
2017-01-13,1.0943
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-1.8298999999999999
2017-01-18,-3.1767
2017-01-19,23.4002
2017-01-20,-2.5928
2017-01-21,
2017-01-22,
2017-01-23,3.7446
2017-01-24,1.5221
2017-01-25,2.356
2017-01-26,1.6949
2017-01-27,-1.1111
2017-01-28,
2017-01-29,
2017-01-30,-1.186
2017-01-31,-2.3163
2017-02-01,1.5089000000000001
2017-02-02,-1.6564
2017-02-03,1.0365
2017-02-04,
2017-02-05,
2017-02-06,1.0045
2017-02-07,0.8887
2017-02-08,0.5872
2017-02-09,-0.4379
2017-02-10,0.0419
2017-02-11,
2017-02-12,
2017-02-13,0.2931
2017-02-14,0.1879
2017-02-15,-1.375
2017-02-16,0.7393
2017-02-17,1.7823
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,0.7623
2017-02-22,-1.0632
2017-02-23,-0.9919
2017-02-24,1.5654
2017-02-25,
2017-02-26,
2017-02-27,0.4744
2017-02-28,-0.3079
2017-03-01,1.3386
2017-03-02,-1.3209
2017-03-03,1.8946
2017-03-04,
2017-03-05,
2017-03-06,0.6265
2017-03-07,-2.7114000000000003
2017-03-08,-1.6309
2017-03-09,-0.1469
2017-03-10,0.4624
2017-03-11,
2017-03-12,
2017-03-13,0.5858
2017-03-14,-0.52
2017-03-15,0.2509
2017-03-16,-0.7299
2017-03-17,-1.5126
2017-03-18,
2017-03-19,
2017-03-20,0.0
2017-03-21,-2.6877
2017-03-22,1.8194
2017-03-23,-0.732
2017-03-24,0.4554
2017-03-25,
2017-03-26,
2017-03-27,-0.2375
2017-03-28,2.4454000000000002
2017-03-29,-0.1267
2017-03-30,0.1269
2017-03-31,-1.6688
2017-04-01,
2017-04-02,
2017-04-03,0.1074
2017-04-04,1.4807000000000001
2017-04-05,-0.3172
2017-04-06,1.2092
2017-04-07,-0.5869
2017-04-08,
2017-04-09,
2017-04-10,0.5271
2017-04-11,-0.9857
2017-04-12,-1.7157
2017-04-13,0.0431
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,1.7449
2017-04-18,-1.2704
2017-04-19,0.6434
2017-04-20,5.6041
2017-04-21,2.4415
2017-04-22,
2017-04-23,
2017-04-24,-1.2606
2017-04-25,1.6158000000000001
2017-04-26,-0.2945
2017-04-27,0.9057
2017-04-28,-0.8
2017-04-29,
2017-04-30,
2017-05-01,1.3375
2017-05-02,-0.0582
2017-05-03,0.0583
2017-05-04,0.3882
2017-05-05,1.5081
2017-05-06,
2017-05-07,
2017-05-08,-1.3143
2017-05-09,0.0
2017-05-10,-0.1737
2017-05-11,0.8121
2017-05-12,0.0
2017-05-13,
2017-05-14,
2017-05-15,-1.5343
2017-05-16,-0.4285
2017-05-17,-3.2277
2017-05-18,1.5363
2017-05-19,0.2986
2017-05-20,
2017-05-21,
2017-05-22,2.1437
2017-05-23,0.6607
2017-05-24,1.0232
2017-05-25,2.79
2017-05-26,0.6879
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,0.4818
2017-05-31,-0.0922
2017-06-01,0.7753
2017-06-02,-0.0916
2017-06-03,
2017-06-04,
2017-06-05,-0.9351
2017-06-06,-0.1481
2017-06-07,-0.3336
2017-06-08,-0.0186
2017-06-09,-1.3207
2017-06-10,
2017-06-11,
2017-06-12,0.886
2017-06-13,0.654
2017-06-14,-1.2809
2017-06-15,0.2068
2017-06-16,-1.0321
2017-06-17,
2017-06-18,
2017-06-19,0.986
2017-06-20,-2.1217
2017-06-21,0.1151
2017-06-22,0.7856
2017-06-23,0.0951
2017-06-24,
2017-06-25,
2017-06-26,0.8927
2017-06-27,0.3765
2017-06-28,2.3631
2017-06-29,-1.3925
2017-06-30,1.375
2017-07-01,
2017-07-02,
2017-07-03,-0.1283
2017-07-04,
2017-07-05,1.1011
2017-07-06,-0.9076
2017-07-07,0.4763
2017-07-08,
2017-07-09,
2017-07-10,0.0729
2017-07-11,-1.3664
2017-07-12,1.9394
2017-07-13,-0.6523
2017-07-14,0.456
2017-07-15,
2017-07-16,
2017-07-17,-0.8351
2017-07-18,0.0366
2017-07-19,-5.0695
2017-07-20,-1.9279
2017-07-21,1.5923
2017-07-22,
2017-07-23,
2017-07-24,-1.6641
2017-07-25,1.4561
2017-07-26,0.9697
2017-07-27,-3.957
2017-07-28,-0.02
2017-07-29,
2017-07-30,
2017-07-31,-1.3003
2017-08-01,-1.4998
2017-08-02,-0.9465
2017-08-03,2.3473
2017-08-04,-1.0757
2017-08-05,
2017-08-06,
2017-08-07,1.8054999999999999
2017-08-08,1.048
2017-08-09,1.1169
2017-08-10,-1.6963
2017-08-11,0.8628
2017-08-12,
2017-08-13,
2017-08-14,0.9548
2017-08-15,0.7488
2017-08-16,-1.4668
2017-08-17,-2.9774000000000003
2017-08-18,-0.2046
2017-08-19,
2017-08-20,
2017-08-21,-0.164
2017-08-22,2.5051
2017-08-23,-2.1034
2017-08-24,-1.0027
2017-08-25,0.9715
2017-08-26,
2017-08-27,
2017-08-28,1.3306
2017-08-29,0.9697
2017-08-30,1.2656
2017-08-31,-0.4166
2017-09-01,-0.8367
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-1.587
2017-09-06,2.4903
2017-09-07,2.5095
2017-09-08,-0.6412
2017-09-09,
2017-09-10,
2017-09-11,1.8185
2017-09-12,-0.2881
2017-09-13,0.2889
2017-09-14,0.0192
2017-09-15,0.768
2017-09-16,
2017-09-17,
2017-09-18,-1.2005
2017-09-19,-0.135
2017-09-20,1.9891999999999999
2017-09-21,0.0757
2017-09-22,0.473
2017-09-23,
2017-09-24,
2017-09-25,0.4331
2017-09-26,0.4688
2017-09-27,0.4666
2017-09-28,-0.2601
2017-09-29,1.0617
2017-09-30,
2017-10-01,
2017-10-02,-2.7276
2017-10-03,-1.2505
2017-10-04,-0.5756
2017-10-05,1.0228
2017-10-06,0.0
2017-10-07,
2017-10-08,
2017-10-09,0.8787
2017-10-10,-0.7953
2017-10-11,1.317
2017-10-12,0.942
2017-10-13,-1.3998
2017-10-14,
2017-10-15,
2017-10-16,0.0189
2017-10-17,2.6306000000000003
2017-10-18,-1.0142
2017-10-19,0.7079
2017-10-20,0.8509
2017-10-21,
2017-10-22,
2017-10-23,-0.7337
2017-10-24,0.388
2017-10-25,-2.5953
2017-10-26,-1.0771
2017-10-27,0.3629
2017-10-28,
2017-10-29,
2017-10-30,-1.7891
2017-10-31,-2.2674
2017-11-01,-0.5552
2017-11-02,2.9312
2017-11-03,-0.6005
2017-11-04,
2017-11-05,
2017-11-06,-0.3118
2017-11-07,1.3099
2017-11-08,-0.6368
2017-11-09,-2.4471
2017-11-10,-0.2986
2017-11-11,
2017-11-12,
2017-11-13,-0.6589
2017-11-14,-0.7035
2017-11-15,-1.5587
2017-11-16,3.064
2017-11-17,-0.399
2017-11-18,
2017-11-19,
2017-11-20,-0.4207
2017-11-21,1.026
2017-11-22,1.5731000000000002
2017-11-23,
2017-11-24,-0.2156
2017-11-25,
2017-11-26,
2017-11-27,-0.4715
2017-11-28,2.9017
2017-11-29,4.8149
2017-11-30,2.4063
2017-12-01,0.6996
2017-12-02,
2017-12-03,
2017-12-04,1.5141
2017-12-05,-2.1056
2017-12-06,-0.2868
2017-12-07,0.9527
2017-12-08,0.5342
2017-12-09,
2017-12-10,
2017-12-11,0.9033
2017-12-12,0.0176
2017-12-13,1.2461
2017-12-14,-0.6587
2017-12-15,-7.6426
2017-12-16,
2017-12-17,
2017-12-18,1.2469000000000001
2017-12-19,2.3512
2017-12-20,1.021
2017-12-21,-0.9565
2017-12-22,0.2187
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,-0.2364
2017-12-27,0.4921
2017-12-28,-0.2539
2017-12-29,0.0182
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,2.4177
2018-01-03,1.2602
2018-01-04,-0.4733
2018-01-05,1.6555
2018-01-06,
2018-01-07,
2018-01-08,1.7671999999999999
2018-01-09,0.8853
2018-01-10,-1.3162
2018-01-11,0.3591
2018-01-12,0.9542
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,-1.8902999999999999
2018-01-17,-0.7569
2018-01-18,0.624
2018-01-19,-0.9647
2018-01-20,
2018-01-21,
2018-01-22,0.4175
2018-01-23,-1.0913
2018-01-24,-0.4028
2018-01-25,-1.2836
2018-01-26,3.1528
2018-01-27,
2018-01-28,
2018-01-29,-1.1742
2018-01-30,-0.6465
2018-01-31,-0.1583
2018-02-01,-0.3347
2018-02-02,-2.3507
2018-02-03,
2018-02-04,
2018-02-05,-5.9005
2018-02-06,3.5199
2018-02-07,-1.5793
2018-02-08,-4.7197
2018-02-09,0.8322
2018-02-10,
2018-02-11,
2018-02-12,4.4606
2018-02-13,0.7524
2018-02-14,2.9686
2018-02-15,0.7434
2018-02-16,0.9719
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,-2.6916
2018-02-21,0.6778
2018-02-22,0.0546
2018-02-23,1.5457
2018-02-24,
2018-02-25,
2018-02-26,0.6626
2018-02-27,-1.9392
2018-02-28,-2.1408
2018-03-01,1.4892
2018-03-02,0.9538
2018-03-03,
2018-03-04,
2018-03-05,2.4346
2018-03-06,-0.4257
2018-03-07,0.1959
2018-03-08,0.0
2018-03-09,3.1111
2018-03-10,
2018-03-11,
2018-03-12,-0.7069
2018-03-13,-0.191
2018-03-14,-1.1308
2018-03-15,-0.1408
2018-03-16,0.2996
2018-03-17,
2018-03-18,
2018-03-19,-0.4041
2018-03-20,0.4939
2018-03-21,-0.1229
2018-03-22,-2.8295
2018-03-23,-1.8448
2018-03-24,
2018-03-25,
2018-03-26,2.5427999999999997
2018-03-27,-1.7071
2018-03-28,-0.713
2018-03-29,2.5778
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-1.7412
2018-04-03,1.8085
2018-04-04,-0.4665
2018-04-05,0.2344
2018-04-06,-2.2482
2018-04-07,
2018-04-08,
2018-04-09,0.1288
2018-04-10,1.5436
2018-04-11,-0.4524
2018-04-12,1.9996
2018-04-13,-0.9268
2018-04-14,
2018-04-15,
2018-04-16,1.4751
2018-04-17,0.2836
2018-04-18,7.8487
2018-04-19,0.295
2018-04-20,-1.8794
2018-04-21,
2018-04-22,
2018-04-23,0.4997
2018-04-24,-1.9059
2018-04-25,1.3516
2018-04-26,-1.2502
2018-04-27,1.7556
2018-04-28,
2018-04-29,
2018-04-30,-1.4764
2018-05-01,0.7745
2018-05-02,-0.7853
2018-05-03,-0.4884
2018-05-04,1.4893
2018-05-05,
2018-05-06,
2018-05-07,0.8838
2018-05-08,0.1157
2018-05-09,2.7737
2018-05-10,0.8996
2018-05-11,0.4458
2018-05-12,
2018-05-13,
2018-05-14,-0.3012
2018-05-15,-0.461
2018-05-16,1.0701
2018-05-17,0.3793
2018-05-18,0.3778
2018-05-19,
2018-05-20,
2018-05-21,0.3921
2018-05-22,-0.8436
2018-05-23,0.126
2018-05-24,1.3847
2018-05-25,0.388
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,-0.7112
2018-05-30,2.5537
2018-05-31,-1.5082
2018-06-01,1.222
2018-06-02,
2018-06-03,
2018-06-04,-1.1461000000000001
2018-06-05,0.0
2018-06-06,0.9893
2018-06-07,0.6429
2018-06-08,2.0076
2018-06-09,
2018-06-10,
2018-06-11,0.3131
2018-06-12,-0.7878
2018-06-13,-0.9288
2018-06-14,-0.3629
2018-06-15,1.1534
2018-06-16,
2018-06-17,
2018-06-18,-0.8102
2018-06-19,-1.9362
2018-06-20,0.0617
2018-06-21,-1.2641
2018-06-22,1.1397
2018-06-23,
2018-06-24,
2018-06-25,-1.0806
2018-06-26,0.1561
2018-06-27,-0.6232
2018-06-28,-0.2979
2018-06-29,0.2988
2018-06-30,
2018-07-01,
2018-07-02,0.7526
2018-07-03,-0.638
2018-07-04,
2018-07-05,0.7987
2018-07-06,0.9944
2018-07-07,
2018-07-08,
2018-07-09,2.3077
2018-07-10,-0.6767
2018-07-11,-1.8774
2018-07-12,-0.2006
2018-07-13,0.0464
2018-07-14,
2018-07-15,
2018-07-16,-1.0972
2018-07-17,0.6875
2018-07-18,7.0764
2018-07-19,0.2174
2018-07-20,0.4483
2018-07-21,
2018-07-22,
2018-07-23,1.1804999999999999
2018-07-24,-1.6078999999999999
2018-07-25,2.6029999999999998
2018-07-26,-0.0846
2018-07-27,-0.8746
2018-07-28,
2018-07-29,
2018-07-30,0.0285
2018-07-31,0.5548
2018-08-01,-0.0849
2018-08-02,0.6655
2018-08-03,0.2391
2018-08-04,
2018-08-05,
2018-08-06,1.2489
2018-08-07,0.6098
2018-08-08,-0.0689
2018-08-09,-0.5101
2018-08-10,0.3048
2018-08-11,
2018-08-12,
2018-08-13,0.3039
2018-08-14,1.5011999999999999
2018-08-15,-0.7327
2018-08-16,0.3827
2018-08-17,0.3404
2018-08-18,
2018-08-19,
2018-08-20,0.1086
2018-08-21,1.2471
2018-08-22,-1.2852999999999999
2018-08-23,0.2984
2018-08-24,0.9466
2018-08-25,
2018-08-26,
2018-08-27,1.1386
2018-08-28,-0.3841
2018-08-29,-0.5185
2018-08-30,-0.5213
2018-08-31,-0.0674
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,0.9169
2018-09-05,-0.7215
2018-09-06,-0.323
2018-09-07,-0.5806
2018-09-08,
2018-09-09,
2018-09-10,0.9371
2018-09-11,-0.2826
2018-09-12,0.0405
2018-09-13,-1.2948
2018-09-14,0.4099
2018-09-15,
2018-09-16,
2018-09-17,-0.1905
2018-09-18,1.0499
2018-09-19,-0.1619
2018-09-20,-1.2704
2018-09-21,1.2868
2018-09-22,
2018-09-23,
2018-09-24,-0.9326
2018-09-25,0.0273
2018-09-26,0.7911
2018-09-27,0.4195
2018-09-28,-0.2156
2018-09-29,
2018-09-30,
2018-10-01,1.3234
2018-10-02,-0.933
2018-10-03,0.8879
2018-10-04,-0.4267
2018-10-05,-0.1607
2018-10-06,
2018-10-07,
2018-10-08,0.2817
2018-10-09,-0.2006
2018-10-10,-6.7684999999999995
2018-10-11,-1.1357
2018-10-12,2.0794
2018-10-13,
2018-10-14,
2018-10-15,0.9402
2018-10-16,1.8911
2018-10-17,-2.0637
2018-10-18,-2.9133
2018-10-19,-1.0342
2018-10-20,
2018-10-21,
2018-10-22,0.5446
2018-10-23,-2.1812
2018-10-24,-1.3618999999999999
2018-10-25,0.7283
2018-10-26,-0.7079
2018-10-27,
2018-10-28,
2018-10-29,-0.3489
2018-10-30,4.7496
2018-10-31,0.0727
2018-11-01,1.0601
2018-11-02,-0.5892
2018-11-03,
2018-11-04,
2018-11-05,-0.1301
2018-11-06,1.8527
2018-11-07,2.7569
2018-11-08,-0.8851
2018-11-09,-1.4092
2018-11-10,
2018-11-11,
2018-11-12,-1.4435
2018-11-13,0.919
2018-11-14,0.313
2018-11-15,2.4397
2018-11-16,0.54
2018-11-17,
2018-11-18,
2018-11-19,-0.7299
2018-11-20,-3.9678
2018-11-21,1.4302000000000001
2018-11-22,
2018-11-23,-0.6124
2018-11-24,
2018-11-25,
2018-11-26,0.9172
2018-11-27,-0.0142
2018-11-28,3.3234
2018-11-29,-1.0447
2018-11-30,1.1983
2018-12-01,
2018-12-02,
2018-12-03,0.716
2018-12-04,-3.4859999999999998
2018-12-05,
2018-12-06,-1.1048
2018-12-07,-2.5637
2018-12-08,
2018-12-09,
2018-12-10,0.3969
2018-12-11,-0.3075
2018-12-12,1.1602000000000001
2018-12-13,-0.0581
2018-12-14,-4.3725
2018-12-15,
2018-12-16,
2018-12-17,-1.7469000000000001
2018-12-18,-1.2214
2018-12-19,-2.8799
2018-12-20,-0.7091
2018-12-21,-1.4769999999999999
2018-12-22,
2018-12-23,
2018-12-24,-3.196
2018-12-25,
2018-12-26,5.0374
2018-12-27,0.5509
2018-12-28,0.0322
2018-12-29,
2018-12-30,
2018-12-31,0.0805
2019-01-01,
2019-01-02,-0.2897
2019-01-03,-1.5657999999999999
2019-01-04,2.9682
2019-01-05,
2019-01-06,
2019-01-07,-0.5415
2019-01-08,1.4412
2019-01-09,0.9945
2019-01-10,1.1097
2019-01-11,0.8193
2019-01-12,
2019-01-13,
2019-01-14,0.0767
2019-01-15,-0.2451
2019-01-16,0.4147
2019-01-17,-0.4436
2019-01-18,3.4875
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,-2.2714
2019-01-23,-1.1393
2019-01-24,-0.0461
2019-01-25,1.7679
2019-01-26,
2019-01-27,
2019-01-28,-0.8912
2019-01-29,-0.2896
2019-01-30,1.3452
2019-01-31,-0.905
2019-02-01,0.761
2019-02-02,
2019-02-03,
2019-02-04,1.8429
2019-02-05,1.2608
2019-02-06,-0.2637
2019-02-07,0.1762
2019-02-08,0.7917
2019-02-09,
2019-02-10,
2019-02-11,0.6691
2019-02-12,2.7597
2019-02-13,0.0141
2019-02-14,0.7029
2019-02-15,1.2704
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,-0.0414
2019-02-20,1.0205
2019-02-21,-0.9283
2019-02-22,1.0197
2019-02-23,
2019-02-24,
2019-02-25,-0.6684
2019-02-26,-0.0824
2019-02-27,0.1924
2019-02-28,0.0138
2019-03-01,-0.3027
2019-03-02,
2019-03-03,
2019-03-04,0.5245
2019-03-05,-0.508
2019-03-06,-0.5658
2019-03-07,-0.0416
2019-03-08,-0.3471
2019-03-09,
2019-03-10,
2019-03-11,1.6441
2019-03-12,-0.3975
2019-03-13,1.8029
2019-03-14,-1.3113000000000001
2019-03-15,-0.2603
2019-03-16,
2019-03-17,
2019-03-18,1.4558
2019-03-19,-1.2454
2019-03-20,-0.1782
2019-03-21,1.1261
2019-03-22,-1.5345
2019-03-23,
2019-03-24,
2019-03-25,0.3448
2019-03-26,0.3848
2019-03-27,0.4929
2019-03-28,1.4033
2019-03-29,0.524
2019-03-30,
2019-03-31,
2019-04-01,2.5127
2019-04-02,-0.678
2019-04-03,-1.2602
2019-04-04,-0.5584
2019-04-05,-0.508
2019-04-06,
2019-04-07,
2019-04-08,1.6125
2019-04-09,-1.2298
2019-04-10,0.5088
2019-04-11,0.4396
2019-04-12,1.6711
2019-04-13,
2019-04-14,
2019-04-15,-1.0305
2019-04-16,0.0264
2019-04-17,4.019
2019-04-18,0.038
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,-0.1899
2019-04-23,0.2537
2019-04-24,0.3797
2019-04-25,-0.9834
2019-04-26,0.8021
2019-04-27,
2019-04-28,
2019-04-29,0.2526
2019-04-30,0.3276
2019-05-01,-0.6279
2019-05-02,-0.278
2019-05-03,2.0403000000000002
2019-05-04,
2019-05-05,
2019-05-06,-0.5589
2019-05-07,-2.248
2019-05-08,-0.0894
2019-05-09,-0.0384
2019-05-10,0.6652
2019-05-11,
2019-05-12,
2019-05-13,-2.44
2019-05-14,1.9148
2019-05-15,-1.0864
2019-05-16,1.0725
2019-05-17,0.2301
2019-05-18,
2019-05-19,
2019-05-20,-0.4337
2019-05-21,0.3587
2019-05-22,-1.1488
2019-05-23,-2.6601
2019-05-24,-0.6368
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,-0.5073
2019-05-29,-0.7649
2019-05-30,1.7579
