date,CSRA UN Equity
2016-07-13,-0.4762
2016-07-14,-0.7576
2016-07-15,-1.5267
2016-07-16,
2016-07-17,
2016-07-18,2.4072
2016-07-19,-0.6773
2016-07-20,0.9226
2016-07-21,-0.1192
2016-07-22,1.7111
2016-07-23,
2016-07-24,
2016-07-25,1.3693
2016-07-26,2.6631
2016-07-27,0.9774
2016-07-28,0.5585
2016-07-29,-0.3332
2016-07-30,
2016-07-31,
2016-08-01,-1.3001
2016-08-02,-2.7098
2016-08-03,0.9671
2016-08-04,-0.9579
2016-08-05,1.5087000000000002
2016-08-06,
2016-08-07,
2016-08-08,-1.5244
2016-08-09,-0.0774
2016-08-10,1.7816
2016-08-11,0.8371
2016-08-12,-2.1132
2016-08-13,
2016-08-14,
2016-08-15,0.771
2016-08-16,-2.9074
2016-08-17,-0.8274
2016-08-18,0.1589
2016-08-19,1.1503
2016-08-20,
2016-08-21,
2016-08-22,-0.3137
2016-08-23,2.5177
2016-08-24,-1.1512
2016-08-25,0.1553
2016-08-26,-0.1163
2016-08-27,
2016-08-28,
2016-08-29,-0.8537
2016-08-30,0.3536
2016-08-31,-0.5873
2016-09-01,2.757
2016-09-02,1.1882
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,-1.0606
2016-09-07,1.9142000000000001
2016-09-08,0.5635
2016-09-09,-2.1292
2016-09-10,
2016-09-11,
2016-09-12,2.2137000000000002
2016-09-13,-1.7177
2016-09-14,0.114
2016-09-15,-1.6698
2016-09-16,-0.8491
2016-09-17,
2016-09-18,
2016-09-19,1.9851999999999999
2016-09-20,-0.9542
2016-09-21,3.7765
2016-09-22,0.7427
2016-09-23,-0.0369
2016-09-24,
2016-09-25,
2016-09-26,-1.3643
2016-09-27,0.4486
2016-09-28,0.8188
2016-09-29,-0.1107
2016-09-30,-0.5913
2016-10-01,
2016-10-02,
2016-10-03,0.3346
2016-10-04,-0.2223
2016-10-05,-1.1883
2016-10-06,0.0376
2016-10-07,-1.4651
2016-10-08,
2016-10-09,
2016-10-10,0.6862
2016-10-11,-1.3631
2016-10-12,-0.4223
2016-10-13,-0.0386
2016-10-14,1.0027
2016-10-15,
2016-10-16,
2016-10-17,-1.1455
2016-10-18,0.927
2016-10-19,0.7654
2016-10-20,-0.4937
2016-10-21,0.0382
2016-10-22,
2016-10-23,
2016-10-24,-0.3434
2016-10-25,-2.144
2016-10-26,-1.0172
2016-10-27,-2.7273
2016-10-28,1.3816
2016-10-29,
2016-10-30,
2016-10-31,0.5611
2016-11-01,0.9566
2016-11-02,0.908
2016-11-03,0.9781
2016-11-04,-0.155
2016-11-05,
2016-11-06,
2016-11-07,2.2119
2016-11-08,0.4176
2016-11-09,3.5539
2016-11-10,9.3465
2016-11-11,1.5693000000000001
2016-11-12,
2016-11-13,
2016-11-14,5.0296
2016-11-15,-1.6588
2016-11-16,0.0637
2016-11-17,2.0356
2016-11-18,-1.2781
2016-11-19,
2016-11-20,
2016-11-21,-1.1367
2016-11-22,1.4053
2016-11-23,-0.063
2016-11-24,
2016-11-25,0.6303
2016-11-26,
2016-11-27,
2016-11-28,-0.3132
2016-11-29,1.9478
2016-11-30,-1.3559
2016-12-01,-0.4998
2016-12-02,-0.0628
2016-12-03,
2016-12-04,
2016-12-05,0.7226
2016-12-06,0.4367
2016-12-07,-0.528
2016-12-08,1.8108
2016-12-09,0.276
2016-12-10,
2016-12-11,
2016-12-12,-3.211
2016-12-13,0.0316
2016-12-14,-0.7581
2016-12-15,0.2228
2016-12-16,0.6034
2016-12-17,
2016-12-18,
2016-12-19,2.0518
2016-12-20,-0.1856
2016-12-21,-0.8367
2016-12-22,-0.4063
2016-12-23,0.0628
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,0.4077
2016-12-28,-1.0306
2016-12-29,1.1044
2016-12-30,-0.3131
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,0.6281
2017-01-04,1.1236
2017-01-05,-0.9568
2017-01-06,0.2181
2017-01-07,
2017-01-08,
2017-01-09,-0.4975
2017-01-10,-0.1563
2017-01-11,2.0031
2017-01-12,1.166
2017-01-13,0.2426
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-1.0287
2017-01-18,0.2751
2017-01-19,-1.0976
2017-01-20,0.3083
2017-01-21,
2017-01-22,
2017-01-23,-1.4136
2017-01-24,0.4364
2017-01-25,-0.3104
2017-01-26,-0.7161
2017-01-27,-0.7212
2017-01-28,
2017-01-29,
2017-01-30,-1.8636
2017-01-31,-0.1609
2017-02-01,1.7086000000000001
2017-02-02,0.8241
2017-02-03,1.729
2017-02-04,
2017-02-05,
2017-02-06,-0.1854
2017-02-07,0.774
2017-02-08,-6.9124
2017-02-09,0.8581
2017-02-10,1.5051999999999999
2017-02-11,
2017-02-12,
2017-02-13,-1.1928
2017-02-14,-2.1532999999999998
2017-02-15,1.2004
2017-02-16,0.0988
2017-02-17,-1.185
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,2.032
2017-02-22,0.7183
2017-02-23,-2.5932
2017-02-24,0.9318
2017-02-25,
2017-02-26,
2017-02-27,0.9561
2017-02-28,-2.6127000000000002
2017-03-01,1.7772999999999999
2017-03-02,-0.7578
2017-03-03,-0.5976
2017-03-04,
2017-03-05,
2017-03-06,-4.2752
2017-03-07,-0.5583
2017-03-08,0.3509
2017-03-09,-0.7692
2017-03-10,0.1409
2017-03-11,
2017-03-12,
2017-03-13,1.3723
2017-03-14,0.3818
2017-03-15,0.657
2017-03-16,0.1374
2017-03-17,0.3774
2017-03-18,
2017-03-19,
2017-03-20,0.1367
2017-03-21,-1.1945000000000001
2017-03-22,-0.3109
2017-03-23,1.5246
2017-03-24,0.4437
2017-03-25,
2017-03-26,
2017-03-27,-1.2572
2017-03-28,1.5141
2017-03-29,0.339
2017-03-30,0.6757
2017-03-31,-1.7114
2017-04-01,
2017-04-02,
2017-04-03,-3.4141
2017-04-04,-0.8514
2017-04-05,0.0716
2017-04-06,0.2145
2017-04-07,0.1427
2017-04-08,
2017-04-09,
2017-04-10,0.3563
2017-04-11,0.071
2017-04-12,-0.7449
2017-04-13,-1.0722
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,3.0347
2017-04-18,-0.1052
2017-04-19,0.7722
2017-04-20,0.7315
2017-04-21,0.0
2017-04-22,
2017-04-23,
2017-04-24,0.3458
2017-04-25,0.2412
2017-04-26,0.5156
2017-04-27,-0.171
2017-04-28,-0.3768
2017-04-29,
2017-04-30,
2017-05-01,0.2751
2017-05-02,0.4115
2017-05-03,-0.888
2017-05-04,1.6196000000000002
2017-05-05,0.4747
2017-05-06,
2017-05-07,
2017-05-08,0.0337
2017-05-09,-1.7544
2017-05-10,1.0646
2017-05-11,-0.3738
2017-05-12,-0.7844
2017-05-13,
2017-05-14,
2017-05-15,0.7219
2017-05-16,1.5358
2017-05-17,-3.2269
2017-05-18,-0.4168
2017-05-19,0.279
2017-05-20,
2017-05-21,
2017-05-22,1.0087
2017-05-23,0.7576
2017-05-24,1.2987
2017-05-25,4.6221
2017-05-26,-1.7736
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,-0.7879
2017-05-31,-0.1985
2017-06-01,1.7241
2017-06-02,-0.7823
2017-06-03,
2017-06-04,
2017-06-05,1.6754
2017-06-06,-0.0969
2017-06-07,0.6792
2017-06-08,1.0601
2017-06-09,-0.0318
2017-06-10,
2017-06-11,
2017-06-12,1.8124
2017-06-13,1.218
2017-06-14,0.4952
2017-06-15,-0.2156
2017-06-16,-0.1543
2017-06-17,
2017-06-18,
2017-06-19,0.3709
2017-06-20,-0.9547
2017-06-21,-0.653
2017-06-22,-0.939
2017-06-23,0.8215
2017-06-24,
2017-06-25,
2017-06-26,-0.3761
2017-06-27,-0.9751
2017-06-28,1.1436
2017-06-29,-0.4397
2017-06-30,0.1577
2017-07-01,
2017-07-02,
2017-07-03,0.378
2017-07-04,
2017-07-05,0.1883
2017-07-06,-1.8477999999999999
2017-07-07,1.9783
2017-07-08,
2017-07-09,
2017-07-10,-0.3129
2017-07-11,1.0044
2017-07-12,1.9888
2017-07-13,-0.0609
2017-07-14,0.061
2017-07-15,
2017-07-16,
2017-07-17,0.2133
2017-07-18,-0.0608
2017-07-19,0.8214
2017-07-20,1.3277
2017-07-21,0.2382
2017-07-22,
2017-07-23,
2017-07-24,-0.5348
2017-07-25,-0.1195
2017-07-26,-0.7476
2017-07-27,-1.0847
2017-07-28,-0.4264
2017-07-29,
2017-07-30,
2017-07-31,-0.2447
2017-08-01,0.9813
2017-08-02,-1.6398000000000001
2017-08-03,1.0497
2017-08-04,-0.5194
2017-08-05,
2017-08-06,
2017-08-07,-0.7371
2017-08-08,-0.1856
2017-08-09,-0.217
2017-08-10,0.497
2017-08-11,-0.3709
2017-08-12,
2017-08-13,
2017-08-14,1.6444
2017-08-15,-1.3431
2017-08-16,-0.5569
2017-08-17,-0.9023
2017-08-18,-0.7849
2017-08-19,
2017-08-20,
2017-08-21,0.6013
2017-08-22,-0.2517
2017-08-23,-1.1984
2017-08-24,-0.5426
2017-08-25,0.8986
2017-08-26,
2017-08-27,
2017-08-28,-0.3829
2017-08-29,0.1281
2017-08-30,0.1599
2017-08-31,0.6388
2017-09-01,1.3012000000000001
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-1.1278
2017-09-06,3.5171
2017-09-07,-0.4897
2017-09-08,-0.9843
2017-09-09,
2017-09-10,
2017-09-11,1.3048
2017-09-12,-0.1533
2017-09-13,-0.7371
2017-09-14,-2.1968
2017-09-15,1.1705
2017-09-16,
2017-09-17,
2017-09-18,-1.0944
2017-09-19,0.3794
2017-09-20,0.7559
2017-09-21,0.3126
2017-09-22,-0.0935
2017-09-23,
2017-09-24,
2017-09-25,-0.7798
2017-09-26,0.4087
2017-09-27,0.5322
2017-09-28,-0.218
2017-09-29,0.7179
2017-09-30,
2017-10-01,
2017-10-02,1.2705
2017-10-03,-2.1726
2017-10-04,0.0313
2017-10-05,-1.1257
2017-10-06,-0.8539
2017-10-07,
2017-10-08,
2017-10-09,1.0207
2017-10-10,0.5999
2017-10-11,-2.6051
2017-10-12,1.1279
2017-10-13,0.0
2017-10-14,
2017-10-15,
2017-10-16,-0.4461
2017-10-17,-0.4161
2017-10-18,0.225
2017-10-19,0.2245
2017-10-20,1.536
2017-10-21,
2017-10-22,
2017-10-23,-0.4412
2017-10-24,-0.1583
2017-10-25,0.9829
2017-10-26,-0.0314
2017-10-27,-0.8794
2017-10-28,
2017-10-29,
2017-10-30,0.9189
2017-10-31,0.4396
2017-11-01,0.0938
2017-11-02,-0.4685
2017-11-03,-1.663
2017-11-04,
2017-11-05,
2017-11-06,1.3082
2017-11-07,-0.063
2017-11-08,-6.839
2017-11-09,-1.7930000000000001
2017-11-10,-0.7234
2017-11-11,
2017-11-12,
2017-11-13,-0.9715
2017-11-14,-1.787
2017-11-15,-1.7481
2017-11-16,1.4887000000000001
2017-11-17,-1.1807
2017-11-18,
2017-11-19,
2017-11-20,-0.3259
2017-11-21,4.1046
2017-11-22,-0.4187
2017-11-23,
2017-11-24,-0.911
2017-11-25,
2017-11-26,
2017-11-27,0.495
2017-11-28,0.7037
2017-11-29,-0.3843
2017-11-30,1.4732
2017-12-01,-0.8296
2017-12-02,
2017-12-03,
2017-12-04,1.917
2017-12-05,-0.8892
2017-12-06,-0.138
2017-12-07,1.3822
2017-12-08,-0.3408
2017-12-09,
2017-12-10,
2017-12-11,0.4446
2017-12-12,-0.681
2017-12-13,2.434
2017-12-14,-0.6024
2017-12-15,1.4478
2017-12-16,
2017-12-17,
2017-12-18,1.759
2017-12-19,-0.8806
2017-12-20,0.0987
2017-12-21,-0.4602
2017-12-22,-0.1651
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,0.1654
2017-12-27,0.6935
2017-12-28,-1.4431
2017-12-29,-0.4326
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,1.738
2018-01-03,0.4271
2018-01-04,1.1159
2018-01-05,0.8439
2018-01-06,
2018-01-07,
2018-01-08,0.0322
2018-01-09,-0.9974
2018-01-10,2.7624
2018-01-11,1.5497
2018-01-12,-0.0934
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,-0.4364
2018-01-17,0.0
2018-01-18,-0.8766
2018-01-19,1.5793
2018-01-20,
2018-01-21,
2018-01-22,0.1244
2018-01-23,1.1491
2018-01-24,0.0921
2018-01-25,0.6748
2018-01-26,0.7617
2018-01-27,
2018-01-28,
2018-01-29,0.5745
2018-01-30,-1.2026
2018-01-31,1.2781
2018-02-01,1.232
2018-02-02,-3.9774000000000003
2018-02-03,
2018-02-04,
2018-02-05,-4.2968
2018-02-06,-1.3243
2018-02-07,2.6187
2018-02-08,-1.5949
2018-02-09,-0.0972
2018-02-10,
2018-02-11,
2018-02-12,31.0513
2018-02-13,0.4704
2018-02-14,-0.1725
2018-02-15,0.0247
2018-02-16,0.0987
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,0.0493
2018-02-21,-0.0986
2018-02-22,-0.0493
2018-02-23,0.0494
2018-02-24,
2018-02-25,
2018-02-26,0.0987
2018-02-27,-0.1232
2018-02-28,0.0
2018-03-01,-0.0493
2018-03-02,0.0494
2018-03-03,
2018-03-04,
2018-03-05,0.4194
2018-03-06,-0.2211
2018-03-07,0.0985
2018-03-08,-0.0492
2018-03-09,-0.1477
2018-03-10,
2018-03-11,
2018-03-12,0.0739
2018-03-13,-0.0493
2018-03-14,0.2218
2018-03-15,0.0
2018-03-16,-0.0492
2018-03-17,
2018-03-18,
2018-03-19,0.9102
2018-03-20,1.1214
2018-03-21,0.217
2018-03-22,-0.3127
2018-03-23,0.0
2018-03-24,
2018-03-25,
2018-03-26,-0.0965
2018-03-27,-0.1691
2018-03-28,0.0
2018-03-29,0.0
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-0.0243
2018-04-03,0.0243
