date,APTV UN Equity
2012-04-25,2.0846999999999998
2012-04-26,-0.7455
2012-04-27,1.6002999999999998
2012-04-28,
2012-04-29,
2012-04-30,-1.35
2012-05-01,0.5539
2012-05-02,-0.3889
2012-05-03,-0.9434
2012-05-04,-3.5468
2012-05-05,
2012-05-06,
2012-05-07,0.9534
2012-05-08,-3.8786
2012-05-09,0.1053
2012-05-10,0.9113
2012-05-11,-0.2431
2012-05-12,
2012-05-13,
2012-05-14,-2.4721
2012-05-15,-1.4281
2012-05-16,1.3401
2012-05-17,-1.7513
2012-05-18,-0.8367
2012-05-19,
2012-05-20,
2012-05-21,2.7146
2012-05-22,0.6786
2012-05-23,-0.5676
2012-05-24,-1.1773
2012-05-25,2.7076000000000002
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,4.8858
2012-05-30,-3.3177
2012-05-31,0.6239
2012-06-01,-2.7213000000000003
2012-06-02,
2012-06-03,
2012-06-04,-1.8058999999999998
2012-06-05,1.9473
2012-06-06,2.5822000000000003
2012-06-07,-1.6207
2012-06-08,0.7711
2012-06-09,
2012-06-10,
2012-06-11,-0.8696
2012-06-12,1.2982
2012-06-13,-0.9352
2012-06-14,-0.5594
2012-06-15,0.3516
2012-06-16,
2012-06-17,
2012-06-18,1.2964
2012-06-19,0.6572
2012-06-20,-1.7869000000000002
2012-06-21,-3.5339
2012-06-22,-1.9949
2012-06-23,
2012-06-24,
2012-06-25,-4.7002
2012-06-26,0.6214
2012-06-27,-0.6561
2012-06-28,-1.2044
2012-06-29,0.2753
2012-06-30,
2012-07-01,
2012-07-02,-0.8235
2012-07-03,4.0332
2012-07-04,
2012-07-05,1.9003999999999999
2012-07-06,-1.5293
2012-07-07,
2012-07-08,
2012-07-09,0.9848
2012-07-10,-0.4876
2012-07-11,-1.5077
2012-07-12,0.4975
2012-07-13,2.3229
2012-07-14,
2012-07-15,
2012-07-16,-0.8932
2012-07-17,1.3894
2012-07-18,0.7778
2012-07-19,-0.0368
2012-07-20,-0.8088
2012-07-21,
2012-07-22,
2012-07-23,-0.3336
2012-07-24,-1.4132
2012-07-25,0.7544
2012-07-26,0.8985
2012-07-27,3.0798
2012-07-28,
2012-07-29,
2012-07-30,0.7559
2012-07-31,1.4291
2012-08-01,-1.4442
2012-08-02,-1.7513
2012-08-03,3.0557
2012-08-04,
2012-08-05,
2012-08-06,2.4356
2012-08-07,0.0689
2012-08-08,-1.2052
2012-08-09,0.8714
2012-08-10,-1.3822
2012-08-11,
2012-08-12,
2012-08-13,0.5957
2012-08-14,-0.2786
2012-08-15,-0.5239
2012-08-16,3.125
2012-08-17,0.4426
2012-08-18,
2012-08-19,
2012-08-20,-0.3729
2012-08-21,-0.3062
2012-08-22,-0.2048
2012-08-23,-0.3762
2012-08-24,0.1716
2012-08-25,
2012-08-26,
2012-08-27,1.3023
2012-08-28,3.2815
2012-08-29,-1.0809
2012-08-30,-1.3576
2012-08-31,1.6784
2012-09-01,
2012-09-02,
2012-09-03,
2012-09-04,-0.9574
2012-09-05,0.0
2012-09-06,2.8667
2012-09-07,0.9397
2012-09-08,
2012-09-09,
2012-09-10,-0.8989
2012-09-11,0.7451
2012-09-12,-0.3859
2012-09-13,-0.7101
2012-09-14,3.446
2012-09-15,
2012-09-16,
2012-09-17,-0.6285
2012-09-18,0.3795
2012-09-19,0.8822
2012-09-20,0.0
2012-09-21,-0.7495
2012-09-22,
2012-09-23,
2012-09-24,-0.3776
2012-09-25,-0.916
2012-09-26,-0.0956
2012-09-27,-0.2553
2012-09-28,-0.8317
2012-09-29,
2012-09-30,
2012-10-01,0.9677
2012-10-02,0.7668
2012-10-03,0.0634
2012-10-04,2.0279
2012-10-05,0.9317
2012-10-06,
2012-10-07,
2012-10-08,-0.7077
2012-10-09,-1.2086000000000001
2012-10-10,-1.2233
2012-10-11,1.7147999999999999
2012-10-12,0.1561
2012-10-13,
2012-10-14,
2012-10-15,1.2469000000000001
2012-10-16,0.8621
2012-10-17,-0.7937
2012-10-18,-0.1231
2012-10-19,-1.6636
2012-10-20,
2012-10-21,
2012-10-22,1.3158
2012-10-23,-2.9375
2012-10-24,-0.1593
2012-10-25,0.2872
2012-10-26,-2.959
2012-10-27,
2012-10-28,
2012-10-29,
2012-10-30,
2012-10-31,3.082
2012-11-01,3.5623
2012-11-02,0.9214
2012-11-03,
2012-11-04,
2012-11-05,-2.0085
2012-11-06,2.0497
2012-11-07,-2.3737
2012-11-08,-1.2157
2012-11-09,1.7671000000000001
2012-11-10,
2012-11-11,
2012-11-12,0.6512
2012-11-13,-0.8318
2012-11-14,-0.8077
2012-11-15,-0.783
2012-11-16,1.452
2012-11-17,
2012-11-18,
2012-11-19,3.827
2012-11-20,0.0899
2012-11-21,0.5988
2012-11-22,
2012-11-23,1.3393
2012-11-24,
2012-11-25,
2012-11-26,-2.0264
2012-11-27,0.2098
2012-11-28,0.5085
2012-11-29,1.1012
2012-11-30,0.0589
2012-12-01,
2012-12-02,
2012-12-03,-1.4416
2012-12-04,1.194
2012-12-05,-0.0885
2012-12-06,0.1771
2012-12-07,0.1179
2012-12-08,
2012-12-09,
2012-12-10,0.2355
2012-12-11,0.5286
2012-12-12,0.4674
2012-12-13,-0.1745
2012-12-14,-0.2039
2012-12-15,
2012-12-16,
2012-12-17,0.3211
2012-12-18,0.2328
2012-12-19,3.4833
2012-12-20,1.094
2012-12-21,0.2775
2012-12-22,
2012-12-23,
2012-12-24,0.3874
2012-12-25,
2012-12-26,2.591
2012-12-27,2.4449
2012-12-28,-1.0753
2012-12-29,
2012-12-30,
2012-12-31,1.4051
2013-01-01,
2013-01-02,1.6471
2013-01-03,-1.3632
2013-01-04,0.4172
2013-01-05,
2013-01-06,
2013-01-07,-0.831
2013-01-08,-0.0262
2013-01-09,0.7596
2013-01-10,0.8838
2013-01-11,-1.8552
2013-01-12,
2013-01-13,
2013-01-14,-1.2339
2013-01-15,1.7810000000000001
2013-01-16,0.0783
2013-01-17,1.7745
2013-01-18,-0.4615
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,0.0773
2013-01-23,-0.5148
2013-01-24,0.5692
2013-01-25,1.0291
2013-01-26,
2013-01-27,
2013-01-28,1.3496000000000001
2013-01-29,-0.5276
2013-01-30,-1.7934
2013-01-31,-0.5658
2013-02-01,1.4485000000000001
2013-02-02,
2013-02-03,
2013-02-04,-1.0454
2013-02-05,1.3656
2013-02-06,-1.881
2013-02-07,-0.7513
2013-02-08,0.5482
2013-02-09,
2013-02-10,
2013-02-11,1.7393999999999998
2013-02-12,1.5819999999999999
2013-02-13,0.3517
2013-02-14,0.0501
2013-02-15,0.025
2013-02-16,
2013-02-17,
2013-02-18,
2013-02-19,-0.5503
2013-02-20,-2.4396
2013-02-21,-2.2686
2013-02-22,1.2134
2013-02-23,
2013-02-24,
2013-02-25,-0.6255
2013-02-26,4.1962
2013-02-27,5.2102
2013-02-28,0.1196
2013-03-01,0.8363
2013-03-02,
2013-03-03,
2013-03-04,0.1659
2013-03-05,0.5441
2013-03-06,-0.3294
2013-03-07,0.8971
2013-03-08,0.6083
2013-03-09,
2013-03-10,
2013-03-11,0.4651
2013-03-12,-0.3935
2013-03-13,0.7901
2013-03-14,0.1157
2013-03-15,0.0694
2013-03-16,
2013-03-17,
2013-03-18,-1.1322
2013-03-19,0.7478
2013-03-20,0.5335
2013-03-21,0.0923
2013-03-22,-0.3919
2013-03-23,
2013-03-24,
2013-03-25,-0.6711
2013-03-26,3.5648
2013-03-27,0.1575
2013-03-28,-0.2695
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,-0.9009
2013-04-02,0.25
2013-04-03,-1.7003
2013-04-04,-0.2306
2013-04-05,-1.202
2013-04-06,
2013-04-07,
2013-04-08,-0.5849
2013-04-09,0.0235
2013-04-10,2.6824
2013-04-11,1.3978
2013-04-12,1.4463
2013-04-13,
2013-04-14,
2013-04-15,-5.7251
2013-04-16,2.9064
2013-04-17,-3.8576
2013-04-18,-2.2212
2013-04-19,2.1983
2013-04-20,
2013-04-21,
2013-04-22,0.8843
2013-04-23,1.6821000000000002
2013-04-24,2.027
2013-04-25,2.0324
2013-04-26,0.0448
2013-04-27,
2013-04-28,
2013-04-29,1.4094
2013-04-30,1.9413
2013-05-01,-1.6014
2013-05-02,0.066
2013-05-03,0.5275
2013-05-04,
2013-05-05,
2013-05-06,1.1587
2013-05-07,0.0864
2013-05-08,-0.4535
2013-05-09,-1.8655
2013-05-10,0.3537
2013-05-11,
2013-05-12,
2013-05-13,0.7269
2013-05-14,1.6901000000000002
2013-05-15,0.4317
2013-05-16,1.0101
2013-05-17,3.234
2013-05-18,
2013-05-19,
2013-05-20,0.5565
2013-05-21,0.5329
2013-05-22,-0.5708
2013-05-23,-0.8612
2013-05-24,-0.6205
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,3.6837
2013-05-29,-0.542
2013-05-30,-0.5449
2013-05-31,-0.9537
2013-06-01,
2013-06-02,
2013-06-03,0.1844
2013-06-04,-0.2863
2013-06-05,-1.3126
2013-06-06,2.6391999999999998
2013-06-07,2.0449
2013-06-08,
2013-06-09,
2013-06-10,0.5159
2013-06-11,-1.5002
2013-06-12,0.2004
2013-06-13,2.12
2013-06-14,0.3134
2013-06-15,
2013-06-16,
2013-06-17,-0.0195
2013-06-18,1.4060000000000001
2013-06-19,0.3081
2013-06-20,-3.5323
2013-06-21,-1.1144
2013-06-22,
2013-06-23,
2013-06-24,-3.059
2013-06-25,1.7438
2013-06-26,3.2442
2013-06-27,0.7905
2013-06-28,-0.6078
2013-06-29,
2013-06-30,
2013-07-01,2.5054
2013-07-02,-0.0577
2013-07-03,-0.597
2013-07-04,
2013-07-05,1.5497999999999998
2013-07-06,
2013-07-07,
2013-07-08,2.3083
2013-07-09,0.2797
2013-07-10,0.0
2013-07-11,1.8408
2013-07-12,0.2921
2013-07-13,
2013-07-14,
2013-07-15,0.1274
2013-07-16,-1.8182
2013-07-17,0.8148
2013-07-18,1.194
2013-07-19,-0.2541
2013-07-20,
2013-07-21,
2013-07-22,0.273
2013-07-23,-0.853
2013-07-24,1.5742
2013-07-25,0.0721
2013-07-26,0.3422
2013-07-27,
2013-07-28,
2013-07-29,-0.9332
2013-07-30,0.2174
2013-07-31,-2.8923
2013-08-01,3.1832
2013-08-02,0.7577
2013-08-03,
2013-08-04,
2013-08-05,0.1074
2013-08-06,-0.5008
2013-08-07,-1.2943
2013-08-08,1.1655
2013-08-09,0.018
2013-08-10,
2013-08-11,
2013-08-12,0.216
2013-08-13,2.0115
2013-08-14,-1.9014
2013-08-15,-2.4302
2013-08-16,1.4022000000000001
2013-08-17,
2013-08-18,
2013-08-19,-0.4549
2013-08-20,0.0366
2013-08-21,-0.5481
2013-08-22,0.5328
2013-08-23,1.5351
2013-08-24,
2013-08-25,
2013-08-26,0.144
2013-08-27,-3.0733
2013-08-28,2.5589
2013-08-29,0.3616
2013-08-30,-0.8827
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,1.7448000000000001
2013-09-04,1.2504
2013-09-05,1.3938
2013-09-06,-1.6878
2013-09-07,
2013-09-08,
2013-09-09,0.0708
2013-09-10,1.521
2013-09-11,0.4355
2013-09-12,-1.8907
2013-09-13,0.6011
2013-09-14,
2013-09-15,
2013-09-16,0.2109
2013-09-17,0.1052
2013-09-18,0.4905
2013-09-19,1.3075
2013-09-20,-0.1893
2013-09-21,
2013-09-22,
2013-09-23,-1.1897
2013-09-24,1.1691
2013-09-25,-0.5347
2013-09-26,1.2138
2013-09-27,0.1199
2013-09-28,
2013-09-29,
2013-09-30,-0.0342
2013-10-01,0.7018
2013-10-02,-1.0539
2013-10-03,-1.151
2013-10-04,0.8168
2013-10-05,
2013-10-06,
2013-10-07,-0.4137
2013-10-08,-3.2716
2013-10-09,0.0537
2013-10-10,3.2373
2013-10-11,-0.7103
2013-10-12,
2013-10-13,
2013-10-14,0.1221
2013-10-15,-0.8365
2013-10-16,3.7961
2013-10-17,1.6593
2013-10-18,-0.0666
2013-10-19,
2013-10-20,
2013-10-21,-0.85
2013-10-22,-0.1345
2013-10-23,-2.5417
2013-10-24,0.5872
2013-10-25,-0.3606
2013-10-26,
2013-10-27,
2013-10-28,-1.7405
2013-10-29,-0.7541
2013-10-30,-0.0353
2013-10-31,1.1137
2013-11-01,0.542
2013-11-02,
2013-11-03,
2013-11-04,0.852
2013-11-05,-5.1552
2013-11-06,1.5452
2013-11-07,-3.2939
2013-11-08,2.5916
2013-11-09,
2013-11-10,
2013-11-11,-1.1187
2013-11-12,0.6752
2013-11-13,1.5769
2013-11-14,1.9331
2013-11-15,1.9842
2013-11-16,
2013-11-17,
2013-11-18,-0.7059
2013-11-19,-2.5663
2013-11-20,1.2636
2013-11-21,1.6872
2013-11-22,0.0346
2013-11-23,
2013-11-24,
2013-11-25,-0.3801
2013-11-26,0.0694
2013-11-27,0.5719
2013-11-28,
2013-11-29,0.8961
2013-11-30,
2013-12-01,
2013-12-02,-1.298
2013-12-03,-0.9863
2013-12-04,0.4369
2013-12-05,0.0174
2013-12-06,1.6701000000000001
2013-12-07,
2013-12-08,
2013-12-09,-0.3422
2013-12-10,1.5110000000000001
2013-12-11,-2.4865
2013-12-12,0.3816
2013-12-13,1.2614
2013-12-14,
2013-12-15,
2013-12-16,1.7577
2013-12-17,0.3019
2013-12-18,0.535
2013-12-19,-1.9292
2013-12-20,-1.0514000000000001
2013-12-21,
2013-12-22,
2013-12-23,1.8679999999999999
2013-12-24,0.9253
2013-12-25,
2013-12-26,0.1
2013-12-27,-0.3664
2013-12-28,
2013-12-29,
2013-12-30,0.0167
2013-12-31,0.4846
2014-01-01,
2014-01-02,-1.1808
2014-01-03,-0.2524
2014-01-04,
2014-01-05,
2014-01-06,0.0169
2014-01-07,1.7881
2014-01-08,0.6961
2014-01-09,-0.2304
2014-01-10,1.4022000000000001
2014-01-11,
2014-01-12,
2014-01-13,-2.066
2014-01-14,2.9568
2014-01-15,0.6938
2014-01-16,-0.3044
2014-01-17,0.7715
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,0.4785
2014-01-22,0.3968
2014-01-23,-1.502
2014-01-24,-3.8202
2014-01-25,
2014-01-26,
2014-01-27,-0.5507
2014-01-28,0.7552
2014-01-29,-0.3498
2014-01-30,1.9221
2014-01-31,-0.1476
2014-02-01,
2014-02-02,
2014-02-03,-2.8905
2014-02-04,1.4882
2014-02-05,1.5997
2014-02-06,0.9513
2014-02-07,1.3972
2014-02-08,
2014-02-09,
2014-02-10,0.2724
2014-02-11,0.6232
2014-02-12,1.7786
2014-02-13,0.5149
2014-02-14,-0.0779
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,1.3412
2014-02-19,0.2616
2014-02-20,0.8596
2014-02-21,0.3044
2014-02-22,
2014-02-23,
2014-02-24,0.9103
2014-02-25,-0.1052
2014-02-26,0.5719
2014-02-27,-0.3143
2014-02-28,-0.0601
2014-03-01,
2014-03-02,
2014-03-03,-0.4507
2014-03-04,0.8299
2014-03-05,-1.5114999999999998
2014-03-06,1.7475
2014-03-07,-0.4928
2014-03-08,
2014-03-09,
2014-03-10,0.3452
2014-03-11,1.3611
2014-03-12,-0.8853
2014-03-13,-2.0992
2014-03-14,-1.2013
2014-03-15,
2014-03-16,
2014-03-17,2.3857
2014-03-18,1.4883
2014-03-19,-0.5333
2014-03-20,0.5361
2014-03-21,-1.2887
2014-03-22,
2014-03-23,
2014-03-24,-0.5852
2014-03-25,-1.2377
2014-03-26,-0.0764
2014-03-27,0.4436
2014-03-28,1.6294
2014-03-29,
2014-03-30,
2014-03-31,1.6782
2014-04-01,2.4167
2014-04-02,0.8777
2014-04-03,-0.542
2014-04-04,-2.7535
2014-04-05,
2014-04-06,
2014-04-07,-2.7872
2014-04-08,0.2882
2014-04-09,3.2975
2014-04-10,-2.4308
2014-04-11,-2.5964
2014-04-12,
2014-04-13,
2014-04-14,1.1094
2014-04-15,0.061
2014-04-16,0.3655
2014-04-17,1.9727000000000001
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,0.9524
2014-04-22,1.4593
2014-04-23,-0.1162
2014-04-24,-0.5964
2014-04-25,-2.7217000000000002
2014-04-26,
2014-04-27,
2014-04-28,-0.9928
2014-04-29,0.6229
2014-04-30,0.921
2014-05-01,0.389
2014-05-02,1.1623999999999999
2014-05-03,
2014-05-04,
2014-05-05,0.0737
2014-05-06,-0.9716
2014-05-07,0.3716
2014-05-08,-1.2885
2014-05-09,0.2851
2014-05-10,
2014-05-11,
2014-05-12,1.1969
2014-05-13,0.1039
2014-05-14,-0.7264
2014-05-15,-1.5081
2014-05-16,0.091
2014-05-17,
2014-05-18,
2014-05-19,1.0603
2014-05-20,0.2398
2014-05-21,0.9719
2014-05-22,0.5035
2014-05-23,3.1384
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,0.5714
2014-05-28,-1.3778000000000001
2014-05-29,-0.3169
2014-05-30,-0.2167
2014-05-31,
2014-06-01,
2014-06-02,-0.3186
2014-06-03,1.2347
2014-06-04,0.4735
2014-06-05,0.6998
2014-06-06,0.3262
2014-06-07,
2014-06-08,
2014-06-09,-0.7068
2014-06-10,-0.4129
2014-06-11,-1.015
2014-06-12,-2.7296
2014-06-13,0.9503
2014-06-14,
2014-06-15,
2014-06-16,-0.4118
2014-06-17,-0.1477
2014-06-18,0.5029
2014-06-19,-0.8389
2014-06-20,0.0
2014-06-21,
2014-06-22,
2014-06-23,-0.8014
2014-06-24,1.0622
2014-06-25,0.6662
2014-06-26,0.2353
2014-06-27,0.4988
2014-06-28,
2014-06-29,
2014-06-30,0.3504
2014-07-01,1.5711
2014-07-02,0.0716
2014-07-03,0.5009
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-0.8829
2014-07-08,-0.3017
2014-07-09,0.5188
2014-07-10,-0.4014
2014-07-11,0.1296
2014-07-12,
2014-07-13,
2014-07-14,0.2731
2014-07-15,-0.2867
2014-07-16,-0.6902
2014-07-17,-1.3609
2014-07-18,0.7045
2014-07-19,
2014-07-20,
2014-07-21,-0.4227
2014-07-22,0.9221
2014-07-23,-0.2901
2014-07-24,-0.1891
2014-07-25,0.2477
2014-07-26,
2014-07-27,
2014-07-28,0.2471
2014-07-29,-1.4646
2014-07-30,-0.5445
2014-07-31,-1.1542
2014-08-01,0.1198
2014-08-02,
2014-08-03,
2014-08-04,1.4055
2014-08-05,0.9142
2014-08-06,-0.6283
2014-08-07,-1.0293
2014-08-08,1.7234
2014-08-09,
2014-08-10,
2014-08-11,-0.2921
2014-08-12,-0.3087
2014-08-13,0.5604
2014-08-14,1.2025000000000001
2014-08-15,-0.5217
2014-08-16,
2014-08-17,
2014-08-18,0.9905
2014-08-19,0.6635
2014-08-20,1.1463
2014-08-21,0.085
2014-08-22,-0.0283
2014-08-23,
2014-08-24,
2014-08-25,0.1557
2014-08-26,-1.0319
2014-08-27,-0.7285
2014-08-28,-0.2446
2014-08-29,0.3606
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,1.0492
2014-09-03,-0.4267
2014-09-04,0.3428
2014-09-05,0.3274
2014-09-06,
2014-09-07,
2014-09-08,1.3195000000000001
2014-09-09,-0.2381
2014-09-10,-0.5334
2014-09-11,-0.5504
2014-09-12,-0.4257
2014-09-13,
2014-09-14,
2014-09-15,-1.5534
2014-09-16,-2.6635999999999997
2014-09-17,-0.9964
2014-09-18,-1.0215
2014-09-19,-0.683
2014-09-20,
2014-09-21,
2014-09-22,-0.6571
2014-09-23,-1.0768
2014-09-24,0.3887
2014-09-25,-0.4802
2014-09-26,-0.1868
2014-09-27,
2014-09-28,
2014-09-29,-2.0739
2014-09-30,-2.3247999999999998
2014-10-01,-0.2608
2014-10-02,2.1903
2014-10-03,1.1676
2014-10-04,
2014-10-05,
2014-10-06,0.3478
2014-10-07,-1.1974
2014-10-08,0.6219
2014-10-09,-2.1236
2014-10-10,-2.283
2014-10-11,
2014-10-12,
2014-10-13,-3.3969
2014-10-14,5.4374
2014-10-15,0.1789
2014-10-16,1.2342
2014-10-17,1.2031
2014-10-18,
2014-10-19,
2014-10-20,0.6657
2014-10-21,2.2674
2014-10-22,-0.816
2014-10-23,1.987
2014-10-24,1.6438000000000001
2014-10-25,
2014-10-26,
2014-10-27,0.1497
2014-10-28,2.9605
2014-10-29,-1.6555
2014-10-30,0.0295
2014-10-31,1.8305
2014-11-01,
2014-11-02,
2014-11-03,0.1595
2014-11-04,-0.9408
2014-11-05,2.1917
2014-11-06,0.7006
2014-11-07,-0.8377
2014-11-08,
2014-11-09,
2014-11-10,0.4024
2014-11-11,0.5296
2014-11-12,0.299
2014-11-13,0.3691
2014-11-14,-0.0424
2014-11-15,
2014-11-16,
2014-11-17,0.2405
2014-11-18,1.2562
2014-11-19,-0.8921
2014-11-20,0.0563
2014-11-21,1.0261
2014-11-22,
2014-11-23,
2014-11-24,1.3079
2014-11-25,-1.2772999999999999
2014-11-26,-0.1391
2014-11-27,
2014-11-28,1.63
2014-11-29,
2014-11-30,
2014-12-01,-0.0685
2014-12-02,0.4252
2014-12-03,1.2703
2014-12-04,-1.0116
2014-12-05,0.0
2014-12-06,
2014-12-07,
2014-12-08,-0.8857
2014-12-09,0.1375
2014-12-10,-2.6634
2014-12-11,0.3667
2014-12-12,-1.9533
2014-12-13,
2014-12-14,
2014-12-15,0.473
2014-12-16,-0.8845
2014-12-17,2.1877
2014-12-18,2.1549
2014-12-19,1.3512
2014-12-20,
2014-12-21,
2014-12-22,0.2721
2014-12-23,0.2171
2014-12-24,-0.5686
2014-12-25,
2014-12-26,0.2314
2014-12-27,
2014-12-28,
2014-12-29,0.2309
2014-12-30,-0.6369
2014-12-31,-0.8183
2015-01-01,
2015-01-02,-0.1788
2015-01-03,
2015-01-04,
2015-01-05,-4.367
2015-01-06,-0.6338
2015-01-07,0.7973
2015-01-08,2.4594
2015-01-09,-1.516
2015-01-10,
2015-01-11,
2015-01-12,-1.8101
2015-01-13,-1.8
2015-01-14,-0.7539
2015-01-15,0.0
2015-01-16,-0.8192
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,1.3215
2015-01-21,1.7193
2015-01-22,0.9034
2015-01-23,0.6065
2015-01-24,
2015-01-25,
2015-01-26,-0.1435
2015-01-27,0.3306
2015-01-28,-2.3352
2015-01-29,1.4668999999999999
2015-01-30,-0.6361
2015-01-31,
2015-02-01,
2015-02-02,3.0263
2015-02-03,2.7256
2015-02-04,0.0137
2015-02-05,4.3024000000000004
2015-02-06,1.6869
2015-02-07,
2015-02-08,
2015-02-09,0.0648
2015-02-10,1.7873
2015-02-11,-0.8653
2015-02-12,0.1925
2015-02-13,1.1401
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,-0.2541
2015-02-18,-0.0764
2015-02-19,1.2366
2015-02-20,-0.1763
2015-02-21,
2015-02-22,
2015-02-23,-0.0883
2015-02-24,-0.4545
2015-02-25,1.2811
2015-02-26,-0.9894
2015-02-27,-0.2783
2015-02-28,
2015-03-01,
2015-03-02,1.6489
2015-03-03,-0.1497
2015-03-04,0.9498
2015-03-05,-0.8047
2015-03-06,-1.2979
2015-03-07,
2015-03-08,
2015-03-09,-0.1391
2015-03-10,-1.6966
2015-03-11,-0.9789
2015-03-12,1.3788
2015-03-13,-1.4627
2015-03-14,
2015-03-15,
2015-03-16,1.9271
2015-03-17,-0.0894
2015-03-18,1.2275
2015-03-19,0.0126
2015-03-20,0.9851
2015-03-21,
2015-03-22,
2015-03-23,-0.1501
2015-03-24,-0.7766
2015-03-25,-2.2217000000000002
2015-03-26,-0.7359
2015-03-27,0.7803
2015-03-28,
2015-03-29,
2015-03-30,2.2196
2015-03-31,0.6691
2015-04-01,-1.1161
2015-04-02,2.955
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,3.2274
2015-04-07,-1.0979
2015-04-08,0.3982
2015-04-09,1.2258
2015-04-10,0.5699
2015-04-11,
2015-04-12,
2015-04-13,-0.8736
2015-04-14,0.1786
2015-04-15,-0.4398
2015-04-16,0.3224
2015-04-17,-0.8926
2015-04-18,
2015-04-19,
2015-04-20,0.0721
2015-04-21,-0.36
2015-04-22,-0.1807
2015-04-23,0.374
2015-04-24,0.3847
2015-04-25,
2015-04-26,
2015-04-27,-0.946
2015-04-28,-0.0484
