date,ANET UN Equity
2014-09-22,-4.3468
2014-09-23,0.7514
2014-09-24,3.1254
2014-09-25,-3.2258
2014-09-26,0.9846
2014-09-27,
2014-09-28,
2014-09-29,9.6088
2014-09-30,-5.337
2014-10-01,-4.8341
2014-10-02,0.2022
2014-10-03,1.7808000000000002
2014-10-04,
2014-10-05,
2014-10-06,-1.2248
2014-10-07,-2.2083
2014-10-08,6.7987
2014-10-09,-2.9625
2014-10-10,-8.9606
2014-10-11,
2014-10-12,
2014-10-13,-5.6828
2014-10-14,-0.2307
2014-10-15,2.0811
2014-10-16,-0.6396
2014-10-17,2.8832
2014-10-18,
2014-10-19,
2014-10-20,-0.4301
2014-10-21,1.4662
2014-10-22,-6.8765
2014-10-23,2.2998
2014-10-24,1.4762
2014-10-25,
2014-10-26,
2014-10-27,-2.0953
2014-10-28,0.6543
2014-10-29,-1.097
2014-10-30,1.1776
2014-10-31,9.9608
2014-11-01,
2014-11-02,
2014-11-03,5.4646
2014-11-04,0.8169
2014-11-05,-2.6276
2014-11-06,3.7209
2014-11-07,-10.7966
2014-11-08,
2014-11-09,
2014-11-10,-1.3362
2014-11-11,2.5394
2014-11-12,-1.905
2014-11-13,-0.3496
2014-11-14,0.9354
2014-11-15,
2014-11-16,
2014-11-17,-1.2743
2014-11-18,0.1304
2014-11-19,0.2604
2014-11-20,-2.3636
2014-11-21,-1.37
2014-11-22,
2014-11-23,
2014-11-24,-1.6318000000000001
2014-11-25,1.0968
2014-11-26,3.2682
2014-11-27,
2014-11-28,-0.3677
2014-11-29,
2014-11-30,
2014-12-01,-5.6544
2014-12-02,-3.0176
2014-12-03,4.624
2014-12-04,1.2392
2014-12-05,-7.1943
2014-12-06,
2014-12-07,
2014-12-08,-5.0117
2014-12-09,2.1135
2014-12-10,-1.541
2014-12-11,4.189
2014-12-12,0.0736
2014-12-13,
2014-12-14,
2014-12-15,-0.8241
2014-12-16,1.4097
2014-12-17,-1.5511
2014-12-18,-0.758
2014-12-19,-0.3594
2014-12-20,
2014-12-21,
2014-12-22,-1.8939
2014-12-23,-0.8733
2014-12-24,0.4637
2014-12-25,
2014-12-26,0.3846
2014-12-27,
2014-12-28,
2014-12-29,-5.6398
2014-12-30,-1.5105
2014-12-31,0.1979
2015-01-01,
2015-01-02,3.16
2015-01-03,
2015-01-04,
2015-01-05,1.7869000000000002
2015-01-06,0.0157
2015-01-07,2.0843
2015-01-08,1.5045
2015-01-09,0.4537
2015-01-10,
2015-01-11,
2015-01-12,-0.5269
2015-01-13,-1.2107999999999999
2015-01-14,-0.3217
2015-01-15,-2.8435
2015-01-16,2.1041
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,1.441
2015-01-21,-1.8176
2015-01-22,-1.2134
2015-01-23,-0.1417
2015-01-24,
2015-01-25,
2015-01-26,1.4824
2015-01-27,-1.1344
2015-01-28,2.8449999999999998
2015-01-29,-3.0109
2015-01-30,-0.5358
2015-01-31,
2015-02-01,
2015-02-02,-0.7288
2015-02-03,0.0798
2015-02-04,-2.9501
2015-02-05,-0.5915
2015-02-06,-6.2645
2015-02-07,
2015-02-08,
2015-02-09,5.8014
2015-02-10,5.1167
2015-02-11,-2.4734
2015-02-12,-0.8454
2015-02-13,3.1808
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,1.6844000000000001
2015-02-18,1.8597000000000001
2015-02-19,4.3111
2015-02-20,0.7501
2015-02-21,
2015-02-22,
2015-02-23,0.8029
2015-02-24,-3.9102
2015-02-25,1.0249
2015-02-26,2.5959
2015-02-27,0.6398
2015-02-28,
2015-03-01,
2015-03-02,-0.2023
2015-03-03,0.4633
2015-03-04,-2.839
2015-03-05,2.7588
2015-03-06,-2.0064
2015-03-07,
2015-03-08,
2015-03-09,0.8838
2015-03-10,-0.6862
2015-03-11,1.1320000000000001
2015-03-12,0.2035
2015-03-13,0.1741
2015-03-14,
2015-03-15,
2015-03-16,3.5916
2015-03-17,2.9638
2015-03-18,0.7875
2015-03-19,-1.3202
2015-03-20,-1.843
2015-03-21,
2015-03-22,
2015-03-23,1.0431
2015-03-24,-3.4825
2015-03-25,-1.9966
2015-03-26,0.1601
2015-03-27,-1.3801999999999999
2015-03-28,
2015-03-29,
2015-03-30,0.9428
2015-03-31,2.9335
2015-04-01,-1.2902
2015-04-02,-5.1853
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,-0.3333
2015-04-07,0.5624
2015-04-08,-0.0756
2015-04-09,-0.7261
2015-04-10,-0.579
2015-04-11,
2015-04-12,
2015-04-13,1.3639999999999999
2015-04-14,0.2721
2015-04-15,2.2165
2015-04-16,-3.1273
2015-04-17,-1.0659
2015-04-18,
2015-04-19,
2015-04-20,0.1539
2015-04-21,1.2294
2015-04-22,0.6073
2015-04-23,-0.1811
2015-04-24,0.3628
2015-04-25,
2015-04-26,
2015-04-27,-2.6962
2015-04-28,1.7183000000000002
2015-04-29,-1.4457
2015-04-30,-1.1581
2015-05-01,1.0936
2015-05-02,
2015-05-03,
2015-05-04,-0.0927
2015-05-05,-1.2838
2015-05-06,-0.4544
2015-05-07,2.2352
2015-05-08,1.3087
2015-05-09,
2015-05-10,
2015-05-11,2.8116
2015-05-12,-2.6608
2015-05-13,0.6986
2015-05-14,3.9210000000000003
2015-05-15,-5.0646
2015-05-16,
2015-05-17,
2015-05-18,3.531
2015-05-19,-0.2658
2015-05-20,-0.1036
2015-05-21,0.6372
2015-05-22,1.4136
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,-0.1742
2015-05-27,-0.8436
2015-05-28,1.2909
2015-05-29,1.2455
2015-05-30,
2015-05-31,
2015-06-01,-0.143
2015-06-02,2.5784000000000002
2015-06-03,4.5245
2015-06-04,-1.149
2015-06-05,4.1898
2015-06-06,
2015-06-07,
2015-06-08,2.1274
2015-06-09,1.3336999999999999
2015-06-10,1.5417
2015-06-11,-0.8271
2015-06-12,1.0207
2015-06-13,
2015-06-14,
2015-06-15,2.5628
2015-06-16,2.0783
2015-06-17,0.8827
2015-06-18,1.5749
2015-06-19,-0.4135
2015-06-20,
2015-06-21,
2015-06-22,1.1187
2015-06-23,-0.2509
2015-06-24,-0.2858
2015-06-25,-2.1213
2015-06-26,-3.6551
2015-06-27,
2015-06-28,
2015-06-29,-1.5564
2015-06-30,0.9634
2015-07-01,0.1223
2015-07-02,0.0244
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,-1.2705
2015-07-07,-1.2002
2015-07-08,-2.9555
2015-07-09,1.0324
2015-07-10,2.8612
2015-07-11,
2015-07-12,
2015-07-13,-1.3163
2015-07-14,2.6173
2015-07-15,0.4047
2015-07-16,2.5037000000000003
2015-07-17,0.9174
2015-07-18,
2015-07-19,
2015-07-20,-0.7556
2015-07-21,-0.571
2015-07-22,1.9383
2015-07-23,-1.1854
2015-07-24,0.6295
2015-07-25,
2015-07-26,
2015-07-27,-2.3371
2015-07-28,-2.4051
2015-07-29,-0.4211
2015-07-30,5.6709
2015-07-31,-0.5884
2015-08-01,
2015-08-02,
2015-08-03,0.1894
2015-08-04,-1.9969000000000001
2015-08-05,1.9893999999999998
2015-08-06,-3.5583
2015-08-07,3.0645
2015-08-08,
2015-08-09,
2015-08-10,-0.666
2015-08-11,-4.7893
2015-08-12,1.0438
2015-08-13,1.2943
2015-08-14,-0.7249
2015-08-15,
2015-08-16,
2015-08-17,1.4604
2015-08-18,-2.5616
2015-08-19,-0.4256
2015-08-20,-6.8519
2015-08-21,-0.162
2015-08-22,
2015-08-23,
2015-08-24,-3.177
2015-08-25,0.6004
2015-08-26,3.6364
2015-08-27,0.7634
2015-08-28,1.5019
2015-08-29,
2015-08-30,
2015-08-31,-2.0689
2015-09-01,-3.8508
2015-09-02,1.7939
2015-09-03,1.0383
2015-09-04,1.2304
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,4.5278
2015-09-09,-5.4051
2015-09-10,-5.6058
2015-09-11,-7.7562
2015-09-12,
2015-09-13,
2015-09-14,-1.9702
2015-09-15,0.4906
2015-09-16,0.0157
2015-09-17,1.921
2015-09-18,3.3215
2015-09-19,
2015-09-20,
2015-09-21,-0.314
2015-09-22,-0.465
2015-09-23,-1.2658
2015-09-24,-0.7937
2015-09-25,-2.3077
2015-09-26,
2015-09-27,
2015-09-28,-1.9843
2015-09-29,-2.2012
2015-09-30,0.5257
2015-10-01,-0.3105
2015-10-02,2.9508
2015-10-03,
2015-10-04,
2015-10-05,1.7675
2015-10-06,5.4295
2015-10-07,-0.6085
2015-10-08,-0.3285
2015-10-09,0.6891
2015-10-10,
2015-10-11,
2015-10-12,-0.9076
2015-10-13,-1.3963999999999999
2015-10-14,-1.1268
2015-10-15,3.6501
2015-10-16,0.4458
2015-10-17,
2015-10-18,
2015-10-19,-2.4408
2015-10-20,-1.956
2015-10-21,-0.2938
2015-10-22,4.126
2015-10-23,1.8919000000000001
2015-10-24,
2015-10-25,
2015-10-26,-0.6287
2015-10-27,-3.0455
2015-10-28,0.1669
2015-10-29,-1.2877
2015-10-30,-0.9975
2015-10-31,
2015-11-01,
2015-11-02,-4.0459
2015-11-03,0.5331
2015-11-04,1.2373
2015-11-05,-1.6508
2015-11-06,13.7185
2015-11-07,
2015-11-08,
2015-11-09,-2.214
2015-11-10,0.0
2015-11-11,-2.3948
2015-11-12,-2.0372
2015-11-13,-1.0474
2015-11-14,
2015-11-15,
2015-11-16,4.1264
2015-11-17,1.8709
2015-11-18,0.7809
2015-11-19,2.4968
2015-11-20,-0.014
2015-11-21,
2015-11-22,
2015-11-23,3.5704000000000002
2015-11-24,0.9598
2015-11-25,-1.2319
2015-11-26,
2015-11-27,-1.0304
2015-11-28,
2015-11-29,
2015-11-30,0.7123
2015-12-01,1.0609
2015-12-02,1.3728
2015-12-03,-0.1328
2015-12-04,-1.3559999999999999
2015-12-05,
2015-12-06,
2015-12-07,0.027
2015-12-08,-1.3743
2015-12-09,-1.8578999999999999
2015-12-10,-1.8653
2015-12-11,-4.1986
2015-12-12,
2015-12-13,
2015-12-14,4.2049
2015-12-15,2.0318
2015-12-16,-0.2924
2015-12-17,1.7598
2015-12-18,-3.5548
2015-12-19,
2015-12-20,
2015-12-21,1.8357999999999999
2015-12-22,1.6629
2015-12-23,2.7491
2015-12-24,0.3478
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,4.0395
2015-12-29,0.8457
2015-12-30,0.0635
2015-12-31,-1.1556
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,-0.5653
2016-01-05,1.137
2016-01-06,-6.068
2016-01-07,-6.5007
2016-01-08,0.1745
2016-01-09,
2016-01-10,
2016-01-11,-1.2487
2016-01-12,-2.2497
2016-01-13,-2.6625
2016-01-14,1.0508
2016-01-15,-0.8258
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,-3.4695
2016-01-20,1.2141
2016-01-21,-1.2942
2016-01-22,2.8622
2016-01-23,
2016-01-24,
2016-01-25,-6.8864
2016-01-26,0.1836
2016-01-27,1.3998
2016-01-28,-2.3007
2016-01-29,0.9756
2016-01-30,
2016-01-31,
2016-02-01,-1.2827
2016-02-02,-2.7337
2016-02-03,7.4774
2016-02-04,0.678
2016-02-05,-5.0505
2016-02-06,
2016-02-07,
2016-02-08,-8.8821
2016-02-09,-1.7791000000000001
2016-02-10,1.0755
2016-02-11,1.4934
2016-02-12,3.4394
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,5.1743
2016-02-17,1.2003
2016-02-18,-2.8567
2016-02-19,11.7799
2016-02-20,
2016-02-21,
2016-02-22,0.6154
2016-02-23,0.8563
2016-02-24,2.2286
2016-02-25,0.3411
2016-02-26,2.0101
2016-02-27,
2016-02-28,
2016-02-29,-0.6955
2016-03-01,1.0213
2016-03-02,-3.6684
2016-03-03,0.5997
2016-03-04,-4.2474
2016-03-05,
2016-03-06,
2016-03-07,0.2335
2016-03-08,-3.9130000000000003
2016-03-09,3.0058
2016-03-10,-4.1261
2016-03-11,2.7819000000000003
2016-03-12,
2016-03-13,
2016-03-14,-9.9984
2016-03-15,-0.7607
2016-03-16,2.959
2016-03-17,1.2985
2016-03-18,-0.2393
2016-03-19,
2016-03-20,
2016-03-21,4.1631
2016-03-22,-2.1217
2016-03-23,-0.0672
2016-03-24,-0.7735
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,0.1186
2016-03-29,4.7562999999999995
2016-03-30,0.8402
2016-03-31,1.1056
2016-04-01,-1.5213999999999999
2016-04-02,
2016-04-03,
2016-04-04,1.9794
2016-04-05,-1.1835
2016-04-06,3.7049
2016-04-07,-1.2627
2016-04-08,1.388
2016-04-09,
2016-04-10,
2016-04-11,-2.2304
2016-04-12,-2.6589
2016-04-13,4.5256
2016-04-14,-0.2783
2016-04-15,-1.7057
2016-04-16,
2016-04-17,
2016-04-18,0.773
2016-04-19,-1.2993000000000001
2016-04-20,1.4274
2016-04-21,-1.1415
2016-04-22,3.8437
2016-04-23,
2016-04-24,
2016-04-25,0.396
2016-04-26,0.1365
2016-04-27,1.1061
2016-04-28,-1.4536
2016-04-29,1.3078
2016-04-30,
2016-05-01,
2016-05-02,0.6755
2016-05-03,-4.1747
2016-05-04,-2.6762
2016-05-05,1.6467
2016-05-06,5.1117
2016-05-07,
2016-05-08,
2016-05-09,-2.3492
2016-05-10,3.4784
2016-05-11,-0.3258
2016-05-12,-1.0994
2016-05-13,1.3369
2016-05-14,
2016-05-15,
2016-05-16,0.8153
2016-05-17,-1.6320999999999999
2016-05-18,1.6891
2016-05-19,0.2499
2016-05-20,2.8152
2016-05-21,
2016-05-22,
2016-05-23,2.0964
2016-05-24,1.0197
2016-05-25,-0.4978
2016-05-26,0.0834
2016-05-27,1.1663000000000001
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,0.5902
2016-06-01,1.0779
2016-06-02,1.1069
2016-06-03,0.2403
2016-06-04,
2016-06-05,
2016-06-06,-0.5594
2016-06-07,-0.1072
2016-06-08,0.3218
2016-06-09,0.401
2016-06-10,-2.7157
2016-06-11,
2016-06-12,
2016-06-13,-1.1905000000000001
2016-06-14,0.3324
2016-06-15,0.8696
2016-06-16,-0.78
2016-06-17,-0.6206
2016-06-18,
2016-06-19,
2016-06-20,0.6106
2016-06-21,0.1655
2016-06-22,-1.7351
2016-06-23,3.4473
2016-06-24,-9.7128
2016-06-25,
2016-06-26,
2016-06-27,-8.5821
2016-06-28,1.7561
2016-06-29,2.8387000000000002
2016-06-30,0.9724
2016-07-01,-1.1184
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,-0.3299
2016-07-06,1.8597000000000001
2016-07-07,2.1198
2016-07-08,2.6212
2016-07-09,
2016-07-10,
2016-07-11,3.0563
2016-07-12,0.4155
2016-07-13,0.2425
2016-07-14,-0.3701
2016-07-15,-0.0143
2016-07-16,
2016-07-17,
2016-07-18,1.986
2016-07-19,-0.5884
2016-07-20,0.4651
2016-07-21,-1.2905
2016-07-22,0.1279
2016-07-23,
2016-07-24,
2016-07-25,1.0077
2016-07-26,-0.2529
2016-07-27,-0.4085
2016-07-28,-1.5276
2016-07-29,2.37
2016-07-30,
2016-07-31,
2016-08-01,1.1926
2016-08-02,-2.6761
2016-08-03,1.5814
2016-08-04,0.9677
2016-08-05,-0.3334
2016-08-06,
2016-08-07,
2016-08-08,0.446
2016-08-09,2.7612
2016-08-10,-0.081
2016-08-11,1.9729999999999999
2016-08-12,0.4241
2016-08-13,
2016-08-14,
2016-08-15,3.2594
2016-08-16,-0.8307
2016-08-17,-0.3351
2016-08-18,2.1852
2016-08-19,0.1139
2016-08-20,
2016-08-21,
2016-08-22,-2.0728
2016-08-23,0.7228
2016-08-24,-0.6535
2016-08-25,1.6252
2016-08-26,0.2538
2016-08-27,
2016-08-28,
2016-08-29,0.9875
2016-08-30,-0.1003
2016-08-31,-0.0125
2016-09-01,-0.0126
2016-09-02,1.6066
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,0.2965
2016-09-07,0.1971
2016-09-08,0.0
2016-09-09,-1.9545
2016-09-10,
2016-09-11,
2016-09-12,1.4293
2016-09-13,-0.2101
2016-09-14,2.9729
2016-09-15,1.5638
2016-09-16,0.7106
2016-09-17,
2016-09-18,
2016-09-19,-3.5282
2016-09-20,-0.256
2016-09-21,2.3833
2016-09-22,1.8622
2016-09-23,0.457
2016-09-24,
2016-09-25,
2016-09-26,-0.735
2016-09-27,1.4455
2016-09-28,-0.6487
2016-09-29,-0.6297
2016-09-30,-0.1643
2016-10-01,
2016-10-02,
2016-10-03,-0.0353
2016-10-04,0.2352
2016-10-05,-0.3284
2016-10-06,0.5884
2016-10-07,-0.3861
2016-10-08,
2016-10-09,
2016-10-10,1.6326
2016-10-11,-4.068
2016-10-12,-1.1083
2016-10-13,-1.6202
2016-10-14,-0.3839
2016-10-15,
2016-10-16,
2016-10-17,0.3356
2016-10-18,0.1734
2016-10-19,1.2862
2016-10-20,-0.0488
2016-10-21,2.1011
2016-10-22,
2016-10-23,
2016-10-24,0.5384
2016-10-25,0.3451
2016-10-26,-0.1186
2016-10-27,0.4631
2016-10-28,0.5791
2016-10-29,
2016-10-30,
2016-10-31,-0.4113
2016-11-01,-0.6844
2016-11-02,-1.4969999999999999
2016-11-03,-1.0011
2016-11-04,1.4985
2016-11-05,
2016-11-06,
2016-11-07,3.0369
2016-11-08,0.2679
2016-11-09,-0.7784
2016-11-10,0.5972
2016-11-11,0.2794
2016-11-12,
2016-11-13,
2016-11-14,1.9501
2016-11-15,-0.0455
2016-11-16,0.3189
2016-11-17,-0.0341
2016-11-18,-0.0682
2016-11-19,
2016-11-20,
2016-11-21,7.388
2016-11-22,0.3175
2016-11-23,0.4326
2016-11-24,
2016-11-25,-0.5568
2016-11-26,
2016-11-27,
2016-11-28,1.3839000000000001
2016-11-29,-0.4585
2016-11-30,-0.7537
2016-12-01,-1.5927
2016-12-02,-0.1393
2016-12-03,
2016-12-04,
2016-12-05,-0.4508
2016-12-06,1.1968
2016-12-07,4.2722999999999995
2016-12-08,-2.1559
2016-12-09,-1.4098
2016-12-10,
2016-12-11,
2016-12-12,-1.3452
2016-12-13,2.0292
2016-12-14,2.9991
2016-12-15,-1.1136
2016-12-16,-0.1136
2016-12-17,
2016-12-18,
2016-12-19,1.3033000000000001
2016-12-20,0.0613
2016-12-21,-0.051
2016-12-22,-1.1128
2016-12-23,0.0723
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,0.9182
2016-12-28,-0.5827
2016-12-29,-0.5347
2016-12-30,0.0414
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,0.2997
2017-01-04,4.8115
2017-01-05,0.2064
2017-01-06,-0.6474
2017-01-07,
2017-01-08,
2017-01-09,-1.7378
2017-01-10,0.9043
2017-01-11,-0.946
2017-01-12,-0.4725
2017-01-13,1.2828
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-12.0076
2017-01-18,0.544
2017-01-19,1.1385
2017-01-20,0.0892
2017-01-21,
2017-01-22,
2017-01-23,-0.1448
2017-01-24,3.1226
2017-01-25,0.6597
2017-01-26,-0.1826
2017-01-27,0.9364
2017-01-28,
2017-01-29,
2017-01-30,-0.1173
2017-01-31,0.3523
2017-02-01,0.2979
2017-02-02,0.6364
2017-02-03,0.6745
2017-02-04,
2017-02-05,
2017-02-06,-0.0105
2017-02-07,0.5026
2017-02-08,1.5314
2017-02-09,0.3591
2017-02-10,0.9917
2017-02-11,
2017-02-12,
2017-02-13,1.1338
2017-02-14,0.8208
2017-02-15,-0.0496
2017-02-16,-0.4967
2017-02-17,18.8579
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,2.9901
2017-02-22,-0.6687
2017-02-23,-3.243
2017-02-24,2.325
2017-02-25,
2017-02-26,
2017-02-27,-0.1659
2017-02-28,-1.1629
2017-03-01,1.3867
2017-03-02,-0.9532
2017-03-03,0.4017
2017-03-04,
2017-03-05,
2017-03-06,-0.4501
2017-03-07,1.3816
2017-03-08,2.0235
2017-03-09,-0.3562
2017-03-10,0.8774
2017-03-11,
2017-03-12,
2017-03-13,2.6576
2017-03-14,-0.3687
2017-03-15,1.0079
2017-03-16,-0.8887
2017-03-17,0.7551
2017-03-18,
2017-03-19,
2017-03-20,1.7408000000000001
2017-03-21,-1.8108
2017-03-22,2.0083
2017-03-23,-0.3524
2017-03-24,1.2992
2017-03-25,
2017-03-26,
2017-03-27,0.3111
2017-03-28,1.3542
2017-03-29,-0.5001
2017-03-30,-0.3676
2017-03-31,-0.4066
2017-04-01,
2017-04-02,
2017-04-03,-0.4309
2017-04-04,1.139
2017-04-05,0.6006
2017-04-06,0.2985
2017-04-07,-1.4509
2017-04-08,
2017-04-09,
2017-04-10,0.6191
2017-04-11,0.045
2017-04-12,-1.395
2017-04-13,-0.0837
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,1.0582
2017-04-18,0.1582
2017-04-19,0.6543
2017-04-20,1.9727000000000001
2017-04-21,0.1392
2017-04-22,
2017-04-23,
2017-04-24,1.7123
2017-04-25,0.3022
2017-04-26,-0.043
2017-04-27,0.2081
2017-04-28,-0.0072
2017-04-29,
2017-04-30,
2017-05-01,1.0455
2017-05-02,0.0638
2017-05-03,-0.3612
2017-05-04,-0.3412
2017-05-05,3.224
2017-05-06,
2017-05-07,
2017-05-08,-1.3612
2017-05-09,1.5271
2017-05-10,0.345
2017-05-11,0.4057
2017-05-12,0.5479
2017-05-13,
2017-05-14,
2017-05-15,0.4087
2017-05-16,0.0204
2017-05-17,-3.452
2017-05-18,0.7867
2017-05-19,0.4112
2017-05-20,
2017-05-21,
2017-05-22,-0.6386
2017-05-23,0.0349
2017-05-24,0.7542
2017-05-25,2.6199
2017-05-26,-1.0874
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,0.5258
2017-05-31,0.1087
2017-06-01,0.7735
2017-06-02,2.5182
2017-06-03,
2017-06-04,
2017-06-05,1.3595
2017-06-06,0.6609
2017-06-07,0.4506
2017-06-08,0.7818
2017-06-09,-4.966
2017-06-10,
2017-06-11,
2017-06-12,0.2007
2017-06-13,1.3488
2017-06-14,-0.481
2017-06-15,0.1192
2017-06-16,0.2314
2017-06-17,
2017-06-18,
2017-06-19,3.3514
2017-06-20,-1.0405
2017-06-21,2.019
2017-06-22,0.392
2017-06-23,1.7886
2017-06-24,
2017-06-25,
2017-06-26,-2.3759
2017-06-27,-3.1436
2017-06-28,1.6032
2017-06-29,-3.4263
2017-06-30,-0.1067
2017-07-01,
2017-07-02,
2017-07-03,-1.936
2017-07-04,
2017-07-05,1.1778
2017-07-06,-2.1464
2017-07-07,2.2965999999999998
2017-07-08,
2017-07-09,
2017-07-10,0.3899
2017-07-11,2.5511
2017-07-12,1.4495
2017-07-13,-0.3926
2017-07-14,0.2197
2017-07-15,
2017-07-16,
2017-07-17,0.0709
2017-07-18,0.4961
2017-07-19,1.0513
2017-07-20,-0.5265
2017-07-21,-2.4745
2017-07-22,
2017-07-23,
2017-07-24,1.5041
2017-07-25,1.791
2017-07-26,-0.5063
2017-07-27,-3.2824
2017-07-28,-1.0787
2017-07-29,
2017-07-30,
2017-07-31,-0.738
2017-08-01,-0.9981
2017-08-02,-2.9364
2017-08-03,0.4113
2017-08-04,19.4377
2017-08-05,
2017-08-06,
2017-08-07,0.9881
2017-08-08,-2.1928
2017-08-09,-1.4593
2017-08-10,-1.6482
2017-08-11,0.6011
2017-08-12,
2017-08-13,
2017-08-14,2.4805
2017-08-15,0.4653
2017-08-16,1.8054999999999999
2017-08-17,-1.5029
2017-08-18,0.5554
2017-08-19,
2017-08-20,
2017-08-21,0.0
2017-08-22,1.8836
2017-08-23,-0.9929
2017-08-24,0.9221
2017-08-25,-0.7881
2017-08-26,
2017-08-27,
2017-08-28,0.2187
2017-08-29,-0.4767
2017-08-30,2.6951
2017-08-31,-1.0115
2017-09-01,0.7607
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-1.2732999999999999
2017-09-06,-1.4267
2017-09-07,0.5326
2017-09-08,-0.5586
2017-09-09,
2017-09-10,
2017-09-11,1.5230000000000001
2017-09-12,-0.8499
2017-09-13,0.6156
2017-09-14,0.0286
2017-09-15,1.1547
2017-09-16,
2017-09-17,
2017-09-18,3.2324
2017-09-19,-0.5255
2017-09-20,3.7255000000000003
2017-09-21,-0.6685
2017-09-22,2.0403000000000002
2017-09-23,
2017-09-24,
2017-09-25,-5.3494
2017-09-26,1.012
2017-09-27,2.1296
2017-09-28,0.536
2017-09-29,1.0984
2017-09-30,
2017-10-01,
2017-10-02,0.4325
2017-10-03,-0.5304
2017-10-04,0.6652
2017-10-05,-0.1678
2017-10-06,1.3501
2017-10-07,
2017-10-08,
2017-10-09,0.2281
2017-10-10,-0.2844
2017-10-11,0.0674
2017-10-12,-0.9018
2017-10-13,-0.0366
2017-10-14,
2017-10-15,
2017-10-16,-1.2295
2017-10-17,0.964
2017-10-18,-0.3515
2017-10-19,0.1
2017-10-20,0.8152
2017-10-21,
2017-10-22,
2017-10-23,-0.0574
2017-10-24,0.7987
2017-10-25,-1.8074
2017-10-26,1.1708
2017-10-27,1.9912999999999998
2017-10-28,
2017-10-29,
2017-10-30,0.2607
2017-10-31,1.9015
2017-11-01,-1.3157
2017-11-02,-8.1567
2017-11-03,11.216
2017-11-04,
2017-11-05,
2017-11-06,2.5758
2017-11-07,1.3935
2017-11-08,2.2094
2017-11-09,-0.2988
