date,JBGS UN Equity
2019-04-27,
2019-04-28,
2019-04-29,-0.68
2019-04-30,0.4485
2019-05-01,-0.4465
2019-05-02,-0.9915
2019-05-03,0.7392
2019-05-04,
2019-05-05,
2019-05-06,-0.497
2019-05-07,-1.7127
2019-05-08,-0.0968
2019-05-09,-0.0969
2019-05-10,1.2973
2019-05-11,
2019-05-12,
2019-05-13,-1.2274
2019-05-14,0.3899
2019-05-15,0.2913
2019-05-16,0.4598
2019-05-17,-0.7709
2019-05-18,
2019-05-19,
2019-05-20,-1.2139
2019-05-21,0.4178
2019-05-22,-0.2203
2019-05-23,-1.0302
2019-05-24,0.1239
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,-1.0149
2019-05-29,-1.8005
2019-05-30,-0.5602
2019-05-31,1.1268
2019-06-01,
2019-06-02,
2019-06-03,0.1013
2019-06-04,-0.0253
2019-06-05,0.9362
2019-06-06,0.7771
2019-06-07,0.2239
2019-06-08,
2019-06-09,
2019-06-10,-0.4964
2019-06-11,-0.1746
2019-06-12,0.025
2019-06-13,2.0485
2019-06-14,-0.3672
2019-06-15,
2019-06-16,
2019-06-17,2.0147
2019-06-18,-0.2168
2019-06-19,-0.169
2019-06-20,-0.0484
2019-06-21,-2.0561
2019-06-22,
2019-06-23,
2019-06-24,-0.9138
2019-06-25,-0.997
2019-06-26,-3.0715
2019-06-27,1.1429
2019-06-28,1.0272
2019-06-29,
2019-06-30,
2019-07-01,-0.5338
2019-07-02,1.4311
2019-07-03,1.1338
2019-07-04,
2019-07-05,-0.3488
2019-07-06,
2019-07-07,
2019-07-08,0.275
2019-07-09,0.4488
2019-07-10,0.0993
2019-07-11,-1.5125
2019-07-12,-0.428
2019-07-13,
2019-07-14,
2019-07-15,0.0759
2019-07-16,-1.0359
2019-07-17,0.2042
2019-07-18,0.9682
2019-07-19,-1.4888
2019-07-20,
2019-07-21,
2019-07-22,-0.2305
2019-07-23,1.0526
2019-07-24,0.4827
2019-07-25,-0.9102
2019-07-26,0.4083
2019-07-27,
2019-07-28,
2019-07-29,-0.5337
2019-07-30,0.9198
2019-07-31,-0.9367
2019-08-01,-2.0445
2019-08-02,0.3652
2019-08-03,
2019-08-04,
2019-08-05,-2.0016
2019-08-06,0.3448
2019-08-07,0.0793
2019-08-08,2.1659
2019-08-09,-1.3961000000000001
2019-08-10,
2019-08-11,
2019-08-12,-0.1442
2019-08-13,1.8489
2019-08-14,-0.8558
2019-08-15,0.3139
2019-08-16,1.5385
2019-08-17,
2019-08-18,
2019-08-19,-0.3082
2019-08-20,-0.541
2019-08-21,0.4921
2019-08-22,0.567
2019-08-23,-1.8708
2019-08-24,
2019-08-25,
2019-08-26,0.2873
2019-08-27,-1.6667
2019-08-28,-0.4237
2019-08-29,1.0106
2019-08-30,0.7372
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,0.8364
2019-09-04,1.1405
2019-09-05,0.1281
2019-09-06,0.5887
2019-09-07,
2019-09-08,
2019-09-09,-0.3562
2019-09-10,-0.4086
2019-09-11,0.0
2019-09-12,0.5641
2019-09-13,-1.1219
2019-09-14,
2019-09-15,
2019-09-16,1.2635
2019-09-17,0.3565
2019-09-18,-0.2537
2019-09-19,-0.2544
2019-09-20,0.7396
2019-09-21,
2019-09-22,
2019-09-23,0.0506
2019-09-24,-0.9362
2019-09-25,0.9962
2019-09-26,0.5058
2019-09-27,-0.4278
2019-09-28,
2019-09-29,
2019-09-30,-0.9098
2019-10-01,-1.3007
2019-10-02,-0.2584
2019-10-03,1.3472
2019-10-04,0.5112
2019-10-05,
2019-10-06,
2019-10-07,-0.4069
2019-10-08,-0.8938
2019-10-09,0.2834
2019-10-10,-0.2055
2019-10-11,0.9269
2019-10-12,
2019-10-13,
2019-10-14,-0.9439
2019-10-15,0.5666
2019-10-16,-0.4609
2019-10-17,0.9004
2019-10-18,0.153
2019-10-19,
2019-10-20,
2019-10-21,0.6365
2019-10-22,-0.3542
2019-10-23,1.2186
2019-10-24,0.0251
2019-10-25,0.1755
2019-10-26,
2019-10-27,
2019-10-28,-0.2503
2019-10-29,0.3262
2019-10-30,1.0505
2019-10-31,-0.3465
2019-11-01,0.5713
2019-11-02,
2019-11-03,
2019-11-04,0.1235
2019-11-05,-1.6526999999999998
2019-11-06,0.1254
2019-11-07,-0.6513
2019-11-08,0.0504
2019-11-09,
2019-11-10,
2019-11-11,1.2601
2019-11-12,-1.7422
2019-11-13,-0.4179
2019-11-14,1.6627999999999998
2019-11-15,0.3523
2019-11-16,
2019-11-17,
2019-11-18,0.2758
2019-11-19,-0.15
2019-11-20,-0.2004
2019-11-21,-1.4304000000000001
2019-11-22,0.8147
2019-11-23,
2019-11-24,
2019-11-25,0.0505
2019-11-26,0.732
2019-11-27,0.6264
2019-11-28,
2019-11-29,-0.6972
2019-11-30,
2019-12-01,
2019-12-02,-1.003
2019-12-03,0.3799
2019-12-04,0.1766
2019-12-05,0.2519
2019-12-06,-0.2513
2019-12-07,
2019-12-08,
2019-12-09,0.3023
2019-12-10,-0.6529
2019-12-11,-1.087
2019-12-12,-0.4856
2019-12-13,0.0514
2019-12-14,
2019-12-15,
2019-12-16,0.3593
2019-12-17,-0.0256
2019-12-18,0.6395
2019-12-19,1.2201
2019-12-20,-0.1256
2019-12-21,
2019-12-22,
2019-12-23,-0.1006
2019-12-24,-0.0252
2019-12-25,
2019-12-26,0.2895
2019-12-27,-0.1515
2019-12-28,
2019-12-29,
2019-12-30,0.7585
2019-12-31,0.1004
2020-01-01,
2020-01-02,-1.2284
2020-01-03,0.5838
2020-01-04,
2020-01-05,
2020-01-06,-0.1262
2020-01-07,-0.5053
2020-01-08,0.0762
2020-01-09,0.1015
2020-01-10,-0.7351
2020-01-11,
2020-01-12,
2020-01-13,1.4045
2020-01-14,0.0755
2020-01-15,1.0317
2020-01-16,0.9963
2020-01-17,0.1233
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,0.3448
2020-01-22,-0.4418
2020-01-23,0.8876
2020-01-24,0.3177
2020-01-25,
2020-01-26,
2020-01-27,-1.1937
2020-01-28,0.3945
2020-01-29,0.5648
2020-01-30,0.3907
2020-01-31,-1.3622
2020-02-01,
2020-02-02,
2020-02-03,0.7645
2020-02-04,0.6853
2020-02-05,-0.0243
2020-02-06,-0.3404
2020-02-07,0.4147
2020-02-08,
2020-02-09,
2020-02-10,0.8017
2020-02-11,-0.0482
2020-02-12,0.1929
2020-02-13,0.7942
2020-02-14,0.7402
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,0.1185
2020-02-19,-1.4205
2020-02-20,1.3689
2020-02-21,-1.0424
2020-02-22,
2020-02-23,
2020-02-24,-1.3407
2020-02-25,-2.7906
2020-02-26,0.3744
2020-02-27,-6.2671
2020-02-28,-2.6798
2020-02-29,
2020-03-01,
2020-03-02,3.5714
2020-03-03,0.8686
2020-03-04,3.1315
2020-03-05,-1.2905
2020-03-06,-2.4353
2020-03-07,
2020-03-08,
2020-03-09,-8.1976
2020-03-10,3.0624
2020-03-11,-8.469899999999999
2020-03-12,-8.7985
2020-03-13,12.4418
2020-03-14,
2020-03-15,
2020-03-16,-18.4024
2020-03-17,13.2342
2020-03-18,-1.8572
2020-03-19,-6.3622
2020-03-20,-8.1882
2020-03-21,
2020-03-22,
2020-03-23,-6.0342
2020-03-24,6.8659
2020-03-25,6.6515
2020-03-26,7.5478
2020-03-27,2.2076000000000002
2020-03-28,
2020-03-29,
2020-03-30,-0.5803
2020-03-31,3.2101
2020-04-01,-7.9171
2020-04-02,-0.9553
2020-04-03,-2.8936
2020-04-04,
2020-04-05,
2020-04-06,4.3632
2020-04-07,0.5099
2020-04-08,5.6814
2020-04-09,5.664
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,-3.6342
2020-04-14,2.7027
2020-04-15,-2.2644
2020-04-16,0.0
2020-04-17,2.5986000000000002
2020-04-18,
2020-04-19,
2020-04-20,-5.1266
2020-04-21,0.4825
2020-04-22,0.6402
2020-04-23,1.6858
2020-04-24,-0.7194
2020-04-25,
2020-04-26,
2020-04-27,3.2451
2020-04-28,1.892
2020-04-29,3.534
2020-04-30,-1.7934999999999999
2020-05-01,-2.7688
2020-05-02,
2020-05-03,
2020-05-04,-1.8782
2020-05-05,0.6175
2020-05-06,-2.5775
2020-05-07,0.8504
2020-05-08,1.7489
2020-05-09,
2020-05-10,
2020-05-11,-1.3505
2020-05-12,-4.6515
2020-05-13,-6.213
2020-05-14,-1.8577
2020-05-15,-2.9643
2020-05-16,
2020-05-17,
2020-05-18,8.2444
2020-05-19,-3.8762
2020-05-20,2.936
2020-05-21,0.6873
2020-05-22,-2.0137
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,8.2898
2020-05-27,-0.5146
2020-05-28,0.0323
2020-05-29,-3.9108
2020-05-30,
2020-05-31,
2020-06-01,1.7827
2020-06-02,2.6107
2020-06-03,3.2206
2020-06-04,-0.0624
2020-06-05,3.965
2020-06-06,
2020-06-07,
2020-06-08,0.9309
2020-06-09,0.357
2020-06-10,-4.625
2020-06-11,-7.8956
2020-06-12,3.8811999999999998
2020-06-13,
2020-06-14,
2020-06-15,0.1949
2020-06-16,4.0856
2020-06-17,-3.5514
2020-06-18,-1.5504
2020-06-19,-0.6562
2020-06-20,
2020-06-21,
2020-06-22,-0.0991
2020-06-23,-0.6612
2020-06-24,-3.6606
2020-06-25,2.1762
2020-06-26,-0.7776
2020-06-27,
2020-06-28,
2020-06-29,1.0221
2020-06-30,-0.2698
2020-07-01,0.4735
2020-07-02,0.2693
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,0.8392
2020-07-07,-2.996
2020-07-08,-2.059
2020-07-09,-0.3854
2020-07-10,2.5677
2020-07-11,
2020-07-12,
2020-07-13,0.5487
2020-07-14,-0.3752
2020-07-15,-0.1712
2020-07-16,-1.0974
2020-07-17,1.0749
2020-07-18,
2020-07-19,
2020-07-20,-1.8182
2020-07-21,0.4193
2020-07-22,2.1225
2020-07-23,-0.8859
2020-07-24,-0.9969
2020-07-25,
2020-07-26,
2020-07-27,0.3125
2020-07-28,2.1807
2020-07-29,1.084
2020-07-30,-1.4075
2020-07-31,-1.3936
2020-08-01,
2020-08-02,
2020-08-03,-2.2406
2020-08-04,1.2341
2020-08-05,-1.2539
2020-08-06,-0.2116
2020-08-07,0.3888
2020-08-08,
2020-08-09,
2020-08-10,0.9155
2020-08-11,0.6629
2020-08-12,-0.2253
2020-08-13,-3.3613
2020-08-14,0.1812
2020-08-15,
2020-08-16,
2020-08-17,-0.0362
2020-08-18,-0.1447
2020-08-19,-1.0145
2020-08-20,-0.2928
2020-08-21,0.0
2020-08-22,
2020-08-23,
2020-08-24,2.1659
2020-08-25,-0.1437
2020-08-26,-0.1799
2020-08-27,1.9106
2020-08-28,-1.4503
2020-08-29,
2020-08-30,
2020-08-31,-0.682
2020-09-01,-0.9758
2020-09-02,0.219
2020-09-03,1.1289
2020-09-04,0.108
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,-1.5468
2020-09-09,0.3288
2020-09-10,-1.311
2020-09-11,-2.2509
2020-09-12,
2020-09-13,
2020-09-14,4.1525
2020-09-15,0.5437
2020-09-16,0.5047
2020-09-17,-1.363
2020-09-18,-3.4182
2020-09-19,
2020-09-20,
2020-09-21,-2.9744
2020-09-22,1.7850000000000001
2020-09-23,-1.5631
2020-09-24,0.426
2020-09-25,1.1955
2020-09-26,
2020-09-27,
2020-09-28,3.7729
2020-09-29,-0.6978
2020-09-30,-1.1095
2020-10-01,2.169
2020-10-02,1.0981
2020-10-03,
2020-10-04,
2020-10-05,0.7965
2020-10-06,-0.8261
2020-10-07,-0.6882
2020-10-08,1.3858
2020-10-09,-0.6475
2020-10-10,
2020-10-11,
2020-10-12,0.5431
2020-10-13,-3.673
2020-10-14,-2.3551
2020-10-15,0.4977
2020-10-16,-1.0667
2020-10-17,
2020-10-18,
2020-10-19,-2.5799
2020-10-20,0.6719
2020-10-21,-0.5104
2020-10-22,1.8153000000000001
2020-10-23,0.1938
2020-10-24,
2020-10-25,
2020-10-26,-1.8569
2020-10-27,-4.7694
2020-10-28,-4.2632
2020-10-29,-0.6053
2020-10-30,1.5659
2020-10-31,
2020-11-01,
2020-11-02,2.5696
2020-11-03,3.3403
2020-11-04,-3.1111
2020-11-05,1.7932000000000001
2020-11-06,-2.9086
2020-11-07,
2020-11-08,
2020-11-09,18.5232
2020-11-10,4.3432
2020-11-11,-2.3541
2020-11-12,-1.0307
2020-11-13,5.9786
2020-11-14,
2020-11-15,
2020-11-16,3.4251
2020-11-17,1.4935
2020-11-18,-1.3436
2020-11-19,0.9403
2020-11-20,3.116
2020-11-21,
2020-11-22,
2020-11-23,0.1869
2020-11-24,1.5857999999999999
2020-11-25,-1.5305
2020-11-26,
2020-11-27,-0.3108
2020-11-28,
2020-11-29,
2020-11-30,-4.1472
2020-12-01,1.5615
2020-12-02,1.057
2020-12-03,1.1727
2020-12-04,2.287
2020-12-05,
2020-12-06,
2020-12-07,-2.1133
2020-12-08,0.2816
2020-12-09,-0.8736
2020-12-10,-0.4721
2020-12-11,-0.5693
2020-12-12,
2020-12-13,
2020-12-14,-0.5407
2020-12-15,2.5903
2020-12-16,-1.2469000000000001
