date,CFN UN Equity
2010-08-19,-2.1352
2010-08-20,3.6818
2010-08-21,
2010-08-22,
2010-08-23,0.7014
2010-08-24,-3.0475
2010-08-25,1.392
2010-08-26,-0.4429
2010-08-27,1.1121
2010-08-28,
2010-08-29,
2010-08-30,-2.7717
2010-08-31,-2.3529
2010-09-01,2.7804
2010-09-02,-0.0451
2010-09-03,1.714
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,-0.4435
2010-09-08,0.8909
2010-09-09,1.8542999999999998
2010-09-10,1.0403
2010-09-11,
2010-09-12,
2010-09-13,0.0
2010-09-14,2.9600999999999997
2010-09-15,2.0417
2010-09-16,-1.3475
2010-09-17,0.2483
2010-09-18,
2010-09-19,
2010-09-20,1.8167
2010-09-21,-1.8654
2010-09-22,0.0
2010-09-23,1.1983
2010-09-24,1.8782999999999999
2010-09-25,
2010-09-26,
2010-09-27,-1.0421
2010-09-28,1.2556
2010-09-29,0.64
2010-09-30,-1.2719
2010-10-01,-0.3221
2010-10-02,
2010-10-03,
2010-10-04,-1.3732
2010-10-05,1.7609
2010-10-06,-0.5634
2010-10-07,-0.9308
2010-10-08,0.0408
2010-10-09,
2010-10-10,
2010-10-11,0.6942
2010-10-12,0.2028
2010-10-13,1.0117
2010-10-14,-0.8413
2010-10-15,-0.4848
2010-10-16,
2010-10-17,
2010-10-18,1.015
2010-10-19,-1.9293
2010-10-20,1.8443
2010-10-21,-0.0402
2010-10-22,-0.5636
2010-10-23,
2010-10-24,
2010-10-25,-0.081
2010-10-26,-1.2156
2010-10-27,-0.041
2010-10-28,-0.041
2010-10-29,-0.9031
2010-10-30,
2010-10-31,
2010-11-01,1.0771
2010-11-02,-5.6148
2010-11-03,3.2566
2010-11-04,1.5139
2010-11-05,-0.1243
2010-11-06,
2010-11-07,
2010-11-08,-2.8619
2010-11-09,-1.0248
2010-11-10,-0.302
2010-11-11,1.0818
2010-11-12,-1.0702
2010-11-13,
2010-11-14,
2010-11-15,1.6442999999999999
2010-11-16,-1.3623
2010-11-17,1.2516
2010-11-18,2.0887000000000002
2010-11-19,-1.8789
2010-11-20,
2010-11-21,
2010-11-22,-0.2979
2010-11-23,-1.4938
2010-11-24,0.9099
2010-11-25,
2010-11-26,-0.0429
2010-11-27,
2010-11-28,
2010-11-29,-1.2027
2010-11-30,-0.5652
2010-12-01,3.0608
2010-12-02,-3.479
2010-12-03,1.0989
2010-12-04,
2010-12-05,
2010-12-06,1.4783
2010-12-07,0.3856
2010-12-08,1.2377
2010-12-09,-0.0422
2010-12-10,2.0245
2010-12-11,
2010-12-12,
2010-12-13,0.0
2010-12-14,1.1575
2010-12-15,-0.2452
2010-12-16,-0.3687
2010-12-17,2.2204
2010-12-18,
2010-12-19,
2010-12-20,0.0402
2010-12-21,1.3671
2010-12-22,-0.1587
2010-12-23,0.1986
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,0.6741
2010-12-28,2.3237
2010-12-29,-1.2702
2010-12-30,1.3645
2010-12-31,-1.1538
2011-01-01,
2011-01-02,
2011-01-03,-1.2451
2011-01-04,0.394
2011-01-05,-0.2747
2011-01-06,0.0
2011-01-07,-0.3935
2011-01-08,
2011-01-09,
2011-01-10,-0.3556
2011-01-11,1.7446000000000002
2011-01-12,1.0133
2011-01-13,2.1991
2011-01-14,1.3213
2011-01-15,
2011-01-16,
2011-01-17,
2011-01-18,-2.3472
2011-01-19,-0.6868
2011-01-20,-0.461
2011-01-21,0.5789
2011-01-22,
2011-01-23,
2011-01-24,1.3814
2011-01-25,-0.8327
2011-01-26,-0.1145
2011-01-27,-1.5285
2011-01-28,-2.1343
2011-01-29,
2011-01-30,
2011-01-31,2.0222
2011-02-01,2.2542
2011-02-02,-0.5321
2011-02-03,1.987
2011-02-04,2.7725999999999997
2011-02-05,
2011-02-06,
2011-02-07,2.078
2011-02-08,-1.0714
2011-02-09,-1.6245
2011-02-10,0.3303
2011-02-11,1.6459000000000001
2011-02-12,
2011-02-13,
2011-02-14,-0.7557
2011-02-15,0.9427
2011-02-16,0.8621
2011-02-17,-0.2849
2011-02-18,0.1429
2011-02-19,
2011-02-20,
2011-02-21,
2011-02-22,-2.3538
2011-02-23,-1.0592
2011-02-24,-0.3322
2011-02-25,1.4444
2011-02-26,
2011-02-27,
2011-02-28,-0.2556
2011-03-01,-0.8419
2011-03-02,0.8121
2011-03-03,3.0026
2011-03-04,-0.7465
2011-03-05,
2011-03-06,
2011-03-07,-1.5043
2011-03-08,2.0
2011-03-09,-0.2139
2011-03-10,-1.8935
2011-03-11,1.5295
2011-03-12,
2011-03-13,
2011-03-14,-2.7618
2011-03-15,0.0738
2011-03-16,-1.1795
2011-03-17,0.8206
2011-03-18,0.074
2011-03-19,
2011-03-20,
2011-03-21,1.5896
2011-03-22,-0.7642
2011-03-23,-0.4767
2011-03-24,0.479
2011-03-25,2.2369
2011-03-26,
2011-03-27,
2011-03-28,0.3945
2011-03-29,0.3215
2011-03-30,1.5312999999999999
2011-03-31,-1.0873
2011-04-01,0.0355
2011-04-02,
2011-04-03,
2011-04-04,-0.8862
2011-04-05,0.0358
2011-04-06,-0.1788
2011-04-07,0.7521
2011-04-08,-1.0309
2011-04-09,
2011-04-10,
2011-04-11,-0.8621
2011-04-12,-0.6884
2011-04-13,3.3929
2011-04-14,2.964
2011-04-15,0.4112
2011-04-16,
2011-04-17,
2011-04-18,-1.5699999999999998
2011-04-19,1.4216
2011-04-20,-0.1368
2011-04-21,0.7189
2011-04-22,
2011-04-23,
2011-04-24,
2011-04-25,-0.9177
2011-04-26,0.9262
2011-04-27,0.2719
2011-04-28,-0.8136
2011-04-29,0.3759
2011-04-30,
2011-05-01,
2011-05-02,0.4767
2011-05-03,0.1694
2011-05-04,-1.1164
2011-05-05,-1.0606
2011-05-06,0.9682
2011-05-07,
2011-05-08,
2011-05-09,-0.5137
2011-05-10,1.3425
2011-05-11,1.2908
2011-05-12,0.2347
2011-05-13,-0.2342
2011-05-14,
2011-05-15,
2011-05-16,-1.5760999999999998
2011-05-17,-0.7836
2011-05-18,0.0687
2011-05-19,-0.0686
2011-05-20,-0.9615
2011-05-21,
2011-05-22,
2011-05-23,-0.6588
2011-05-24,1.4311
2011-05-25,-0.0344
2011-05-26,-0.4819
2011-05-27,-0.7264
2011-05-28,
2011-05-29,
2011-05-30,
2011-05-31,0.9756
2011-06-01,-3.0021
2011-06-02,-1.3163
2011-06-03,-0.4326
2011-06-04,
2011-06-05,
2011-06-06,-0.7603
2011-06-07,1.0215
2011-06-08,-0.2889
2011-06-09,1.8109
2011-06-10,-1.6009
2011-06-11,
2011-06-12,
2011-06-13,-0.6869
2011-06-14,-0.0364
2011-06-15,-1.9301
2011-06-16,-0.1114
2011-06-17,-0.8922
2011-06-18,
2011-06-19,
2011-06-20,0.5626
2011-06-21,1.865
2011-06-22,-0.476
2011-06-23,0.0736
2011-06-24,-2.9412000000000003
2011-06-25,
2011-06-26,
2011-06-27,1.4394
2011-06-28,1.2696
2011-06-29,-1.2906
2011-06-30,1.4942
2011-07-01,1.8403
2011-07-02,
2011-07-03,
2011-07-04,
2011-07-05,0.3253
2011-07-06,0.4323
2011-07-07,0.8608
2011-07-08,-0.0711
2011-07-09,
2011-07-10,
2011-07-11,-1.5657999999999999
2011-07-12,0.1085
2011-07-13,0.1806
2011-07-14,-0.8652
2011-07-15,0.4
2011-07-16,
2011-07-17,
2011-07-18,-1.1952
2011-07-19,1.6496
2011-07-20,-0.4688
2011-07-21,1.9565000000000001
2011-07-22,-0.8529
2011-07-23,
2011-07-24,
2011-07-25,-1.6129
2011-07-26,-1.1293
2011-07-27,-1.6581000000000001
2011-07-28,-0.7493
2011-07-29,-0.3775
2011-07-30,
2011-07-31,
2011-08-01,-3.4104
2011-08-02,-3.6877
2011-08-03,1.8737
2011-08-04,-3.8385
2011-08-05,-0.1247
2011-08-06,
2011-08-07,
2011-08-08,-7.3272
2011-08-09,9.973
2011-08-10,-5.7598
2011-08-11,7.3255
2011-08-12,3.3522
2011-08-13,
2011-08-14,
2011-08-15,-0.1172
2011-08-16,0.5869
2011-08-17,-0.8557
2011-08-18,-5.0216
2011-08-19,-1.4457
2011-08-20,
2011-08-21,
2011-08-22,-0.8382
2011-08-23,4.8605
2011-08-24,-1.2898
2011-08-25,-0.7758
2011-08-26,1.7284000000000002
2011-08-27,
2011-08-28,
2011-08-29,2.9531
2011-08-30,-0.8251
2011-08-31,1.4659
2011-09-01,-1.5228000000000002
2011-09-02,-2.617
2011-09-03,
2011-09-04,
2011-09-05,
2011-09-06,-1.3844
2011-09-07,3.6334
2011-09-08,-1.9123999999999999
2011-09-09,-4.0211
2011-09-10,
2011-09-11,
2011-09-12,-0.7194
2011-09-13,1.2361
2011-09-14,1.6421000000000001
2011-09-15,0.2486
2011-09-16,2.1488
2011-09-17,
2011-09-18,
2011-09-19,-1.9417
2011-09-20,0.8663
2011-09-21,-3.4765
2011-09-22,-1.5678
2011-09-23,0.6888
2011-09-24,
2011-09-25,
2011-09-26,2.6507
2011-09-27,1.4161000000000001
2011-09-28,-1.0678
2011-09-29,2.034
2011-09-30,-2.5631
2011-10-01,
2011-10-02,
2011-10-03,-3.3403
2011-10-04,2.0734
2011-10-05,2.5391
2011-10-06,1.0318
2011-10-07,-1.3479999999999999
2011-10-08,
2011-10-09,
2011-10-10,2.029
2011-10-11,0.7305
2011-10-12,-0.5641
2011-10-13,-0.1621
2011-10-14,1.1364
2011-10-15,
2011-10-16,
2011-10-17,-2.7287
2011-10-18,1.2376
2011-10-19,-1.2631999999999999
2011-10-20,-1.8984999999999999
2011-10-21,3.1552
2011-10-22,
2011-10-23,
2011-10-24,1.876
2011-10-25,-1.9616
2011-10-26,0.0408
2011-10-27,2.6939
2011-10-28,3.2194
2011-10-29,
2011-10-30,
2011-10-31,-1.4247
2011-11-01,-3.75
2011-11-02,1.1364
2011-11-03,1.8458999999999999
2011-11-04,-0.4728
2011-11-05,
2011-11-06,
2011-11-07,0.1979
2011-11-08,-0.5531
2011-11-09,-3.536
2011-11-10,1.112
2011-11-11,1.1405
2011-11-12,
2011-11-13,
2011-11-14,0.3222
2011-11-15,0.2409
2011-11-16,-1.0412
2011-11-17,-2.2663
2011-11-18,-0.4555
2011-11-19,
2011-11-20,
2011-11-21,-2.2463
2011-11-22,0.0851
2011-11-23,-1.7431999999999999
2011-11-24,
2011-11-25,0.3894
2011-11-26,
2011-11-27,
2011-11-28,2.5431
2011-11-29,-0.0841
2011-11-30,4.2491
2011-12-01,1.5737999999999999
2011-12-02,-1.0727
2011-12-03,
2011-12-04,
2011-12-05,0.6024
2011-12-06,-0.7186
2011-12-07,-0.1206
2011-12-08,-2.1739
2011-12-09,2.0987999999999998
2011-12-10,
2011-12-11,
2011-12-12,-1.4107
2011-12-13,-1.7989000000000002
2011-12-14,-0.0416
2011-12-15,0.5414
2011-12-16,-0.3314
2011-12-17,
2011-12-18,
2011-12-19,-0.4572
2011-12-20,3.4238
2011-12-21,-0.4441
2011-12-22,0.9732
2011-12-23,1.4056
2011-12-24,
2011-12-25,
2011-12-26,
2011-12-27,0.0396
2011-12-28,-1.3064
2011-12-29,1.7248
2011-12-30,0.1972
2011-12-31,
2012-01-01,
2012-01-02,
2012-01-03,0.9839
2012-01-04,-0.5066
2012-01-05,0.5484
2012-01-06,-0.7402
2012-01-07,
2012-01-08,
2012-01-09,-8.6342
2012-01-10,-1.2457
2012-01-11,-0.4785
2012-01-12,0.0
2012-01-13,-0.2185
2012-01-14,
2012-01-15,
2012-01-16,
2012-01-17,-0.0438
2012-01-18,0.3506
2012-01-19,1.7467000000000001
2012-01-20,0.9013
2012-01-21,
2012-01-22,
2012-01-23,0.553
2012-01-24,0.5499
2012-01-25,1.0517
2012-01-26,0.5828
2012-01-27,-1.0762
2012-01-28,
2012-01-29,
2012-01-30,1.8828
2012-01-31,-1.6427
2012-02-01,0.2088
2012-02-02,0.5833
2012-02-03,3.5625999999999998
2012-02-04,
2012-02-05,
2012-02-06,0.52
2012-02-07,-0.1194
2012-02-08,-0.7171
2012-02-09,-0.4414
2012-02-10,2.499
2012-02-11,
2012-02-12,
2012-02-13,0.1573
2012-02-14,1.1386
2012-02-15,-1.5528
2012-02-16,1.9716
2012-02-17,0.7347
2012-02-18,
2012-02-19,
2012-02-20,
2012-02-21,0.1536
2012-02-22,-0.8816
2012-02-23,-0.116
2012-02-24,0.2323
2012-02-25,
2012-02-26,
2012-02-27,-0.4635
2012-02-28,1.6686
2012-02-29,-1.4885
2012-03-01,-1.1623
2012-03-02,-0.784
2012-03-03,
2012-03-04,
2012-03-05,-0.6717
2012-03-06,-0.4375
2012-03-07,-0.1598
2012-03-08,1.0004
2012-03-09,0.5547
2012-03-10,
2012-03-11,
2012-03-12,-1.1032
2012-03-13,2.6693
2012-03-14,0.0776
2012-03-15,0.6204
2012-03-16,-0.9249
2012-03-17,
2012-03-18,
2012-03-19,-0.1945
2012-03-20,-0.6625
2012-03-21,-0.2746
2012-03-22,0.0787
2012-03-23,-0.3538
2012-03-24,
2012-03-25,
2012-03-26,1.854
2012-03-27,-0.1162
2012-03-28,0.6204
2012-03-29,-0.1156
2012-03-30,0.0386
2012-03-31,
2012-04-01,
2012-04-02,1.5426
2012-04-03,0.4178
2012-04-04,-0.7943
2012-04-05,-0.3812
2012-04-06,
2012-04-07,
2012-04-08,
2012-04-09,-2.1431
2012-04-10,-0.8213
2012-04-11,1.1435
2012-04-12,1.4035
2012-04-13,-1.9992
2012-04-14,
2012-04-15,
2012-04-16,-0.3923
2012-04-17,0.7089
2012-04-18,0.0782
2012-04-19,0.0782
2012-04-20,1.1324
2012-04-21,
2012-04-22,
2012-04-23,-1.8533
2012-04-24,0.118
2012-04-25,1.1788
2012-04-26,0.8932
2012-04-27,-0.1155
2012-04-28,
2012-04-29,
2012-04-30,-0.1541
2012-05-01,0.4631
2012-05-02,0.6531
2012-05-03,-1.5267
2012-05-04,5.0
2012-05-05,
2012-05-06,
2012-05-07,-1.8457
2012-05-08,-0.7146
2012-05-09,-1.7045
2012-05-10,-0.2697
2012-05-11,-0.0773
2012-05-12,
2012-05-13,
2012-05-14,-1.3921000000000001
2012-05-15,-1.0196
2012-05-16,-0.3566
2012-05-17,-0.3579
2012-05-18,-1.5962
2012-05-19,
2012-05-20,
2012-05-21,0.7299
2012-05-22,-0.7649
2012-05-23,-1.4199
2012-05-24,1.893
2012-05-25,0.5654
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,0.3213
2012-05-30,-2.0817
2012-05-31,-0.8994
2012-06-01,-0.9488
2012-06-02,
2012-06-03,
2012-06-04,-0.1249
2012-06-05,0.2919
2012-06-06,1.9127
2012-06-07,-0.0408
2012-06-08,0.2857
2012-06-09,
2012-06-10,
2012-06-11,-0.6512
2012-06-12,-0.4097
2012-06-13,0.7816
2012-06-14,0.1633
2012-06-15,0.815
2012-06-16,
2012-06-17,
2012-06-18,0.485
2012-06-19,1.0459
2012-06-20,0.199
2012-06-21,-1.3905
2012-06-22,0.4432
2012-06-23,
2012-06-24,
2012-06-25,-1.7649
2012-06-26,0.0408
2012-06-27,2.2041
2012-06-28,-0.7188
2012-06-29,3.2984999999999998
2012-06-30,
2012-07-01,
2012-07-02,0.5452
2012-07-03,-0.4648
2012-07-04,
2012-07-05,-0.856
2012-07-06,0.0392
2012-07-07,
2012-07-08,
2012-07-09,0.2746
2012-07-10,-0.9781
2012-07-11,0.5136
2012-07-12,-0.7469
2012-07-13,0.5545
2012-07-14,
2012-07-15,
2012-07-16,-0.9059
2012-07-17,1.8679999999999999
2012-07-18,-0.4292
2012-07-19,-0.5878
2012-07-20,-1.419
2012-07-21,
2012-07-22,
2012-07-23,-1.3595
2012-07-24,-2.3105
2012-07-25,0.6639
2012-07-26,-0.371
2012-07-27,0.9102
2012-07-28,
2012-07-29,
2012-07-30,0.164
2012-07-31,-0.0819
2012-08-01,0.0
2012-08-02,-1.6387
2012-08-03,0.4581
2012-08-04,
2012-08-05,
2012-08-06,-0.0829
2012-08-07,1.0373
2012-08-08,0.2053
2012-08-09,0.6967
2012-08-10,7.0004
2012-08-11,
2012-08-12,
2012-08-13,2.4344
2012-08-14,-0.8912
2012-08-15,0.3747
2012-08-16,0.4106
2012-08-17,0.7063
2012-08-18,
2012-08-19,
2012-08-20,0.1107
2012-08-21,-0.6268
2012-08-22,-1.2616
2012-08-23,-0.9771
2012-08-24,0.3036
2012-08-25,
2012-08-26,
2012-08-27,0.1135
2012-08-28,0.1512
2012-08-29,-0.1509
2012-08-30,-0.2268
2012-08-31,-0.4924
2012-09-01,
2012-09-02,
2012-09-03,
2012-09-04,0.6091
2012-09-05,0.1135
2012-09-06,1.2094
2012-09-07,3.6221
2012-09-08,
2012-09-09,
2012-09-10,-0.2162
2012-09-11,0.8667
2012-09-12,-1.0025
2012-09-13,1.085
2012-09-14,-0.322
2012-09-15,
2012-09-16,
2012-09-17,0.0
2012-09-18,2.0101
2012-09-19,0.2111
2012-09-20,-0.2458
2012-09-21,0.352
2012-09-22,
2012-09-23,
2012-09-24,-0.3508
2012-09-25,-1.2671999999999999
2012-09-26,-0.82
2012-09-27,2.9116
2012-09-28,-0.8383
2012-09-29,
2012-09-30,
2012-10-01,-0.2466
2012-10-02,0.9534
2012-10-03,0.6296
2012-10-04,-0.2781
2012-10-05,-0.2788
2012-10-06,
2012-10-07,
2012-10-08,0.035
2012-10-09,-2.4808
2012-10-10,-0.0358
2012-10-11,0.681
2012-10-12,-1.068
2012-10-13,
2012-10-14,
2012-10-15,0.2519
2012-10-16,1.3639999999999999
2012-10-17,-0.5666
2012-10-18,-2.3148
2012-10-19,-0.6927
2012-10-20,
2012-10-21,
2012-10-22,0.8076
2012-10-23,-2.4399
2012-10-24,-0.4853
2012-10-25,0.4876
2012-10-26,-0.9332
2012-10-27,
2012-10-28,
2012-10-29,
2012-10-30,
2012-10-31,0.0754
2012-11-01,1.0166
2012-11-02,-0.5218
2012-11-03,
2012-11-04,
2012-11-05,0.2623
2012-11-06,1.8685
2012-11-07,-1.3573
2012-11-08,-0.2603
2012-11-09,0.8576
2012-11-10,
2012-11-11,
2012-11-12,0.037
2012-11-13,-1.0347
2012-11-14,-0.1867
2012-11-15,-0.5612
2012-11-16,0.7148
2012-11-17,
2012-11-18,
2012-11-19,1.7557
2012-11-20,1.0646
2012-11-21,0.4722
2012-11-22,
2012-11-23,1.3738000000000001
2012-11-24,
2012-11-25,
2012-11-26,-0.4993
2012-11-27,-0.4659
2012-11-28,0.144
2012-11-29,0.036
2012-11-30,0.3595
2012-12-01,
2012-12-02,
2012-12-03,-0.6089
2012-12-04,-0.2162
2012-12-05,-0.0361
2012-12-06,0.3251
2012-12-07,0.6842
2012-12-08,
2012-12-09,
2012-12-10,0.2504
2012-12-11,0.3924
2012-12-12,0.3198
2012-12-13,-0.2125
2012-12-14,-0.3195
2012-12-15,
2012-12-16,
2012-12-17,0.641
2012-12-18,0.6016
2012-12-19,0.1759
2012-12-20,2.0014
2012-12-21,-0.9983
2012-12-22,
2012-12-23,
2012-12-24,-0.2434
2012-12-25,
2012-12-26,-0.6971
2012-12-27,0.0351
2012-12-28,-0.5614
2012-12-29,
2012-12-30,
2012-12-31,0.8469
2013-01-01,
2013-01-02,2.4493
2013-01-03,-0.6489
2013-01-04,0.0344
2013-01-05,
2013-01-06,
2013-01-07,0.5498
2013-01-08,-0.0684
2013-01-09,0.7866
2013-01-10,0.6108
2013-01-11,-0.8432
2013-01-12,
2013-01-13,
2013-01-14,0.8163
2013-01-15,0.9784
2013-01-16,0.735
2013-01-17,0.9619
2013-01-18,0.9198
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,0.293
2013-01-23,-0.8114
2013-01-24,0.589
2013-01-25,2.2772
2013-01-26,
2013-01-27,
