date,FLT UN Equity
2011-12-05,0.9414
2011-12-06,-0.0345
2011-12-07,-0.1037
2011-12-08,-0.588
2011-12-09,1.8093
2011-12-10,
2011-12-11,
2011-12-12,-1.1278
2011-12-13,1.6592
2011-12-14,1.8700999999999999
2011-12-15,-5.0734
2011-12-16,2.5316
2011-12-17,
2011-12-18,
2011-12-19,-2.1948
2011-12-20,3.4362
2011-12-21,-0.0678
2011-12-22,0.1357
2011-12-23,-0.1016
2011-12-24,
2011-12-25,
2011-12-26,
2011-12-27,0.4747
2011-12-28,-0.6412
2011-12-29,0.8152
2011-12-30,0.6402
2011-12-31,
2012-01-01,
2012-01-02,
2012-01-03,2.31
2012-01-04,-0.0327
2012-01-05,1.964
2012-01-06,0.0963
2012-01-07,
2012-01-08,
2012-01-09,1.2508
2012-01-10,1.4254
2012-01-11,1.1868
2012-01-12,0.4012
2012-01-13,-0.6456
2012-01-14,
2012-01-15,
2012-01-16,
2012-01-17,0.7116
2012-01-18,0.6759
2012-01-19,1.4342
2012-01-20,-0.1203
2012-01-21,
2012-01-22,
2012-01-23,0.9639
2012-01-24,0.4177
2012-01-25,0.921
2012-01-26,-0.6182
2012-01-27,1.0367
2012-01-28,
2012-01-29,
2012-01-30,-0.8502
2012-01-31,0.5027
2012-02-01,1.0591
2012-02-02,0.3493
2012-02-03,0.7833
2012-02-04,
2012-02-05,
2012-02-06,1.4104999999999999
2012-02-07,-0.0568
2012-02-08,1.5053
2012-02-09,2.826
2012-02-10,-0.7075
2012-02-11,
2012-02-12,
2012-02-13,-2.9871
2012-02-14,2.0904
2012-02-15,0.0
2012-02-16,0.7748
2012-02-17,0.659
2012-02-18,
2012-02-19,
2012-02-20,
2012-02-21,-1.2548
2012-02-22,1.0221
2012-02-23,1.6407
2012-02-24,0.6188
2012-02-25,
2012-02-26,
2012-02-27,-1.123
2012-02-28,0.027
2012-02-29,0.1081
2012-03-01,1.2692
2012-03-02,-1.4667
2012-03-03,
2012-03-04,
2012-03-05,0.4601
2012-03-06,-3.3136
2012-03-07,1.616
2012-03-08,1.0968
2012-03-09,1.0035
2012-03-10,
2012-03-11,
2012-03-12,-0.1074
2012-03-13,1.3441
2012-03-14,-1.8568
2012-03-15,4.2973
2012-03-16,0.0518
2012-03-17,
2012-03-18,
2012-03-19,0.0518
2012-03-20,0.2848
2012-03-21,0.5679
2012-03-22,0.1797
2012-03-23,0.9736
2012-03-24,
2012-03-25,
2012-03-26,0.812
2012-03-27,0.4279
2012-03-28,-0.6767
2012-03-29,-0.2523
2012-03-30,-1.9226
2012-03-31,
2012-04-01,
2012-04-02,0.4901
2012-04-03,0.6674
2012-04-04,-0.102
2012-04-05,0.1787
2012-04-06,
2012-04-07,
2012-04-08,
2012-04-09,-1.3758
2012-04-10,-2.1958
2012-04-11,1.2942
2012-04-12,0.9126
2012-04-13,-0.3876
2012-04-14,
2012-04-15,
2012-04-16,-1.2192
2012-04-17,2.7311
2012-04-18,-1.1503
2012-04-19,-0.4655
2012-04-20,0.3378
2012-04-21,
2012-04-22,
2012-04-23,0.0259
2012-04-24,1.139
2012-04-25,2.5595
2012-04-26,-0.1747
2012-04-27,0.2
2012-04-28,
2012-04-29,
2012-04-30,-1.3224
2012-05-01,3.1353
2012-05-02,-0.7845
2012-05-03,0.4448
2012-05-04,-0.9348
2012-05-05,
2012-05-06,
2012-05-07,-0.0248
2012-05-08,0.7203
2012-05-09,0.7891
2012-05-10,-3.2787
2012-05-11,0.3795
2012-05-12,
2012-05-13,
2012-05-14,-0.8569
2012-05-15,-0.3305
2012-05-16,-0.5101
2012-05-17,-0.0513
2012-05-18,-3.206
2012-05-19,
2012-05-20,
2012-05-21,0.6889
2012-05-22,-0.9474
2012-05-23,0.5579
2012-05-24,1.823
2012-05-25,-0.2076
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,0.598
2012-05-30,-1.2665
2012-05-31,-0.7853
2012-06-01,-4.4591
2012-06-02,
2012-06-03,
2012-06-04,1.298
2012-06-05,0.9542
2012-06-06,4.0778
2012-06-07,0.1557
2012-06-08,-5.0
2012-06-09,
2012-06-10,
2012-06-11,-0.2454
2012-06-12,1.1208
2012-06-13,0.6488
2012-06-14,0.1343
2012-06-15,0.456
2012-06-16,
2012-06-17,
2012-06-18,1.2817
2012-06-19,0.7909
2012-06-20,-1.6741000000000001
2012-06-21,-3.0061
2012-06-22,-4.0044
2012-06-23,
2012-06-24,
2012-06-25,-1.6286
2012-06-26,-0.1162
2012-06-27,-0.8723
2012-06-28,-0.2347
2012-06-29,3.0285
2012-06-30,
2012-07-01,
2012-07-02,-0.2568
2012-07-03,1.8598
2012-07-04,
2012-07-05,-0.8708
2012-07-06,-1.2751000000000001
2012-07-07,
2012-07-08,
2012-07-09,1.5211999999999999
2012-07-10,-0.2262
2012-07-11,1.1051
2012-07-12,1.2892000000000001
2012-07-13,0.9131
2012-07-14,
2012-07-15,
2012-07-16,-1.3984
2012-07-17,1.3348
2012-07-18,-0.4391
2012-07-19,0.1654
2012-07-20,-0.9081
2012-07-21,
2012-07-22,
2012-07-23,-1.4718
2012-07-24,-0.0282
2012-07-25,0.8458
2012-07-26,2.0967
2012-07-27,2.0537
2012-07-28,
2012-07-29,
2012-07-30,-0.7781
2012-07-31,-0.1622
2012-08-01,-1.4355
2012-08-02,-1.6763
2012-08-03,0.8105
2012-08-04,
2012-08-05,
2012-08-06,-0.2218
2012-08-07,1.5838
2012-08-08,0.3829
2012-08-09,9.2098
2012-08-10,1.4222000000000001
2012-08-11,
2012-08-12,
2012-08-13,-1.6236000000000002
2012-08-14,1.8005
2012-08-15,3.0705
2012-08-16,1.9542000000000002
2012-08-17,-0.561
2012-08-18,
2012-08-19,
2012-08-20,2.1157
2012-08-21,-0.1151
2012-08-22,-0.507
2012-08-23,-0.9266
2012-08-24,0.0
2012-08-25,
2012-08-26,
2012-08-27,0.7716
2012-08-28,-0.2552
2012-08-29,0.8141
2012-08-30,-1.0844
2012-08-31,0.7231
2012-09-01,
2012-09-02,
2012-09-03,
2012-09-04,-0.2779
2012-09-05,-0.1626
2012-09-06,3.4194
2012-09-07,-0.7647
2012-09-08,
2012-09-09,
2012-09-10,-0.2267
2012-09-11,-0.4998
2012-09-12,0.3881
2012-09-13,0.6368
2012-09-14,0.8588
2012-09-15,
2012-09-16,
2012-09-17,-1.8597000000000001
2012-09-18,0.3653
2012-09-19,1.4786000000000001
2012-09-20,-1.4571
2012-09-21,3.7307
2012-09-22,
2012-09-23,
2012-09-24,-0.8333
2012-09-25,-2.7643
2012-09-26,0.0227
2012-09-27,0.9322
2012-09-28,0.9236
2012-09-29,
2012-09-30,
2012-10-01,-0.9375
2012-10-02,0.9464
2012-10-03,0.9821
2012-10-04,0.6631
2012-10-05,0.2415
2012-10-06,
2012-10-07,
2012-10-08,-0.7448
2012-10-09,0.7283
2012-10-10,0.0438
2012-10-11,0.7446
2012-10-12,-0.8696
2012-10-13,
2012-10-14,
2012-10-15,0.5263
2012-10-16,-0.0436
2012-10-17,1.0912
2012-10-18,1.8998
2012-10-19,-0.2754
2012-10-20,
2012-10-21,
2012-10-22,0.956
2012-10-23,-1.7256
2012-10-24,-0.2141
2012-10-25,-0.6009
2012-10-26,0.6908
2012-10-27,
2012-10-28,
2012-10-29,
2012-10-30,
2012-10-31,1.6509
2012-11-01,0.464
2012-11-02,-0.4409
2012-11-03,
2012-11-04,
2012-11-05,-0.4429
2012-11-06,0.6778
2012-11-07,-2.7561999999999998
2012-11-08,-0.1731
2012-11-09,3.7711
2012-11-10,
2012-11-11,
2012-11-12,1.5873
2012-11-13,-0.2467
2012-11-14,-0.4328
2012-11-15,0.3312
2012-11-16,0.3714
2012-11-17,
2012-11-18,
2012-11-19,1.6855
2012-11-20,2.1831
2012-11-21,1.1276
2012-11-22,
2012-11-23,1.1541
2012-11-24,
2012-11-25,
2012-11-26,-0.9863
2012-11-27,2.9297
2012-11-28,-0.9677
2012-11-29,-1.1496
2012-11-30,1.163
2012-12-01,
2012-12-02,
2012-12-03,-0.4982
2012-12-04,-0.5007
2012-12-05,1.5096
2012-12-06,0.0
2012-12-07,0.5529
2012-12-08,
2012-12-09,
2012-12-10,-1.9719
2012-12-11,-0.793
2012-12-12,0.117
2012-12-13,-1.5969
2012-12-14,-0.2177
2012-12-15,
2012-12-16,
2012-12-17,0.6347
2012-12-18,1.5372
2012-12-19,0.7376
2012-12-20,1.1945999999999999
2012-12-21,1.1043
2012-12-22,
2012-12-23,
2012-12-24,0.7345
2012-12-25,
2012-12-26,-0.3926
2012-12-27,-0.2815
2012-12-28,-0.527
2012-12-29,
2012-12-30,
2012-12-31,1.5137
2013-01-01,
2013-01-02,2.8518
2013-01-03,-0.5256
2013-01-04,0.2004
2013-01-05,
2013-01-06,
2013-01-07,1.4727000000000001
2013-01-08,-0.1254
2013-01-09,0.4306
2013-01-10,1.304
2013-01-11,-0.2469
2013-01-12,
2013-01-13,
2013-01-14,0.6364
2013-01-15,0.4743
2013-01-16,-0.0524
2013-01-17,1.7842
2013-01-18,1.5295
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,-0.5924
2013-01-23,-1.2089
2013-01-24,2.3095
2013-01-25,1.5162
2013-01-26,
2013-01-27,
2013-01-28,-1.5267
2013-01-29,-0.4382
2013-01-30,0.7278
2013-01-31,0.5545
2013-02-01,0.3175
2013-02-02,
2013-02-03,
2013-02-04,-0.4165
2013-02-05,0.184
2013-02-06,0.0167
2013-02-07,-0.5843
2013-02-08,10.848
2013-02-09,
2013-02-10,
2013-02-11,0.2121
2013-02-12,-0.1814
2013-02-13,0.0151
2013-02-14,0.742
2013-02-15,2.916
2013-02-16,
2013-02-17,
2013-02-18,
2013-02-19,1.5773000000000001
2013-02-20,-1.294
2013-02-21,-1.3838
2013-02-22,0.3988
2013-02-23,
2013-02-24,
2013-02-25,-1.0152
2013-02-26,0.2527
2013-02-27,1.1564
2013-02-28,2.3157
2013-03-01,0.7592
2013-03-02,
2013-03-03,
2013-03-04,1.1942
2013-03-05,1.2504
2013-03-06,0.2498
2013-03-07,-3.2803
2013-03-08,0.9159
2013-03-09,
2013-03-10,
2013-03-11,-0.156
2013-03-12,-0.0142
2013-03-13,0.142
2013-03-14,0.0851
2013-03-15,-1.4739
2013-03-16,
2013-03-17,
2013-03-18,-0.0863
2013-03-19,-0.907
2013-03-20,1.3221
2013-03-21,3.7855
2013-03-22,4.7527
2013-03-23,
2013-03-24,
2013-03-25,-0.4748
2013-03-26,1.63
2013-03-27,-0.8345
2013-03-28,0.8153
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,0.7434
2013-04-02,0.7639
2013-04-03,-0.7195
2013-04-04,-0.0129
2013-04-05,-2.6016
2013-04-06,
2013-04-07,
2013-04-08,1.5814
2013-04-09,0.8373
2013-04-10,1.6606
2013-04-11,-1.0082
2013-04-12,-0.6961
2013-04-13,
2013-04-14,
2013-04-15,-4.1802
2013-04-16,1.6800000000000002
2013-04-17,-1.2658
2013-04-18,-2.2672
2013-04-19,1.4085
2013-04-20,
2013-04-21,
2013-04-22,2.5327
2013-04-23,2.5498
2013-04-24,-1.6705999999999999
2013-04-25,-1.238
2013-04-26,0.6534
2013-04-27,
2013-04-28,
2013-04-29,-0.053
2013-04-30,1.9353
2013-05-01,-2.6008
2013-05-02,3.0708
2013-05-03,4.0674
2013-05-04,
2013-05-05,
2013-05-06,2.0289
2013-05-07,0.244
2013-05-08,0.8154
2013-05-09,-1.521
2013-05-10,-0.4045
2013-05-11,
2013-05-12,
2013-05-13,1.3538000000000001
2013-05-14,2.2587
2013-05-15,-2.7431
2013-05-16,-0.8303
2013-05-17,1.0219
2013-05-18,
2013-05-19,
2013-05-20,1.6819
2013-05-21,0.6952
2013-05-22,-2.583
2013-05-23,0.2688
2013-05-24,0.5849
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,2.1929
2013-05-29,1.8494000000000002
2013-05-30,1.7227000000000001
2013-05-31,-0.3547
2013-06-01,
2013-06-02,
2013-06-03,-1.0795
2013-06-04,-0.9403
2013-06-05,-1.4062999999999999
2013-06-06,1.5333
2013-06-07,1.9785
2013-06-08,
2013-06-09,
2013-06-10,1.1365
2013-06-11,-0.5902
2013-06-12,-0.0457
2013-06-13,0.2856
2013-06-14,-0.1595
2013-06-15,
2013-06-16,
2013-06-17,0.4792
2013-06-18,1.1922
2013-06-19,-1.0884
2013-06-20,-4.776
2013-06-21,-0.1668
2013-06-22,
2013-06-23,
2013-06-24,-1.6945000000000001
2013-06-25,1.2382
2013-06-26,1.8106
2013-06-27,-2.0492
2013-06-28,-2.2484
2013-06-29,
2013-06-30,
2013-07-01,1.9434
2013-07-02,-0.5671
2013-07-03,1.0072
2013-07-04,
2013-07-05,1.3215
2013-07-06,
2013-07-07,
2013-07-08,-0.0949
2013-07-09,1.8277
2013-07-10,-0.1515
2013-07-11,1.1439
2013-07-12,-0.7848
2013-07-13,
2013-07-14,
2013-07-15,0.1861
2013-07-16,-1.3816
2013-07-17,0.7417
2013-07-18,1.6711
2013-07-19,-0.1494
2013-07-20,
2013-07-21,
2013-07-22,0.8518
2013-07-23,-0.605
2013-07-24,0.7579
2013-07-25,-0.1482
2013-07-26,3.2531
2013-07-27,
2013-07-28,
2013-07-29,-1.4813
2013-07-30,0.5049
2013-07-31,0.2233
2013-08-01,2.317
2013-08-02,7.1747
2013-08-03,
2013-08-04,
2013-08-05,0.3454
2013-08-06,-0.5973
2013-08-07,-0.2546
2013-08-08,0.9802
2013-08-09,-0.2326
2013-08-10,
2013-08-11,
2013-08-12,-1.4391
2013-08-13,0.2057
2013-08-14,2.0318
2013-08-15,-1.9209
2013-08-16,0.1538
2013-08-17,
2013-08-18,
2013-08-19,-0.1638
2013-08-20,0.2974
2013-08-21,-0.8589
2013-08-22,6.3531
2013-08-23,-0.2909
2013-08-24,
2013-08-25,
2013-08-26,1.8284
2013-08-27,-1.4613
2013-08-28,-0.0775
2013-08-29,1.3483
2013-08-30,-1.3113000000000001
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,2.6089
2013-09-04,-1.7107999999999999
2013-09-05,0.0192
2013-09-06,-0.6538
2013-09-07,
2013-09-08,
2013-09-09,-0.1161
2013-09-10,2.7904
2013-09-11,1.2442
2013-09-12,-0.1583
2013-09-13,-0.0093
2013-09-14,
2013-09-15,
2013-09-16,1.1564
2013-09-17,1.0141
2013-09-18,1.2868
2013-09-19,-0.2253
2013-09-20,-0.0452
2013-09-21,
2013-09-22,
2013-09-23,-0.7318
2013-09-24,0.5006
2013-09-25,0.4619
2013-09-26,-0.7482
2013-09-27,0.9718
2013-09-28,
2013-09-29,
2013-09-30,-0.9085
2013-10-01,1.0984
2013-10-02,2.0023
2013-10-03,-2.1567
2013-10-04,0.8007
2013-10-05,
2013-10-06,
2013-10-07,-0.2053
2013-10-08,-6.4753
2013-10-09,-1.4153
2013-10-10,3.8704
2013-10-11,-0.4576
2013-10-12,
2013-10-13,
2013-10-14,-0.4597
2013-10-15,0.6503
2013-10-16,3.3898
2013-10-17,0.8061
2013-10-18,1.0692
2013-10-19,
2013-10-20,
2013-10-21,-0.1511
2013-10-22,0.9259
2013-10-23,-2.0025
2013-10-24,-0.6121
2013-10-25,-0.7517
2013-10-26,
2013-10-27,
2013-10-28,-1.013
2013-10-29,2.5537
2013-10-30,-3.6677
2013-10-31,7.6428
2013-11-01,-1.0316
2013-11-02,
2013-11-03,
2013-11-04,0.2102
2013-11-05,1.6346
2013-11-06,-1.3417
2013-11-07,-3.0773
2013-11-08,2.1767
2013-11-09,
2013-11-10,
2013-11-11,1.1092
2013-11-12,-0.0348
2013-11-13,1.8899
2013-11-14,0.4274
2013-11-15,0.6043
2013-11-16,
2013-11-17,
2013-11-18,-0.1438
2013-11-19,-1.6521
2013-11-20,0.7753
2013-11-21,2.0345
2013-11-22,1.3153000000000001
2013-11-23,
2013-11-24,
2013-11-25,-0.1737
2013-11-26,-0.1657
2013-11-27,0.5642
2013-11-28,
2013-11-29,0.4785
2013-11-30,
2013-12-01,
2013-12-02,0.7555
2013-12-03,-0.5297
2013-12-04,-0.0492
2013-12-05,0.1639
2013-12-06,-2.8317
2013-12-07,
2013-12-08,
2013-12-09,-0.3537
2013-12-10,0.1437
2013-12-11,-1.4348
2013-12-12,-0.1627
2013-12-13,1.3123
2013-12-14,
2013-12-15,
2013-12-16,0.4064
2013-12-17,-0.3794
2013-12-18,0.821
2013-12-19,-1.7292999999999998
2013-12-20,0.692
2013-12-21,
2013-12-22,
2013-12-23,0.6363
2013-12-24,-0.4468
2013-12-25,
2013-12-26,0.3726
2013-12-27,-2.1767
2013-12-28,
2013-12-29,
2013-12-30,-1.4489
2013-12-31,2.5378
2014-01-01,
2014-01-02,1.0327
2014-01-03,-1.4867
2014-01-04,
2014-01-05,
2014-01-06,-0.4373
2014-01-07,0.379
2014-01-08,1.0725
2014-01-09,-1.6383999999999999
2014-01-10,0.3366
2014-01-11,
2014-01-12,
2014-01-13,-2.374
2014-01-14,-0.1057
2014-01-15,-2.7959
2014-01-16,-0.1815
2014-01-17,-2.0907
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,-2.9245
2014-01-22,1.645
2014-01-23,0.5175
2014-01-24,-1.5351
2014-01-25,
2014-01-26,
2014-01-27,-3.3273
2014-01-28,4.4252
2014-01-29,0.1601
2014-01-30,3.5352
2014-01-31,-3.4508
2014-02-01,
2014-02-02,
2014-02-03,-1.7306
2014-02-04,2.8714
2014-02-05,0.2977
2014-02-06,6.6234
2014-02-07,1.3397999999999999
2014-02-08,
2014-02-09,
2014-02-10,-2.5155
2014-02-11,1.3298
2014-02-12,0.9473
2014-02-13,0.3272
2014-02-14,0.1888
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,2.2355
2014-02-19,-0.5194
2014-02-20,0.4885
2014-02-21,1.3158
2014-02-22,
2014-02-23,
2014-02-24,2.9366
2014-02-25,2.2822
2014-02-26,0.0393
2014-02-27,2.5446
2014-02-28,-0.4902
2014-03-01,
2014-03-02,
2014-03-03,-1.9703
2014-03-04,2.0334
2014-03-05,-3.1625
2014-03-06,0.5403
2014-03-07,-0.5137
2014-03-08,
2014-03-09,
2014-03-10,-1.4379
2014-03-11,-0.9269
2014-03-12,-1.6515
2014-03-13,-2.4568
2014-03-14,0.1102
2014-03-15,
2014-03-16,
2014-03-17,0.5421
2014-03-18,1.5081
2014-03-19,-1.7928
2014-03-20,1.2424
2014-03-21,0.5677
2014-03-22,
2014-03-23,
2014-03-24,-2.3906
2014-03-25,-1.8794
2014-03-26,-0.962
2014-03-27,-0.9976
2014-03-28,0.2033
2014-03-29,
2014-03-30,
2014-03-31,1.5349
2014-04-01,2.2415
2014-04-02,-0.4164
2014-04-03,-2.0138
2014-04-04,-1.5762
2014-04-05,
2014-04-06,
2014-04-07,-2.7606
2014-04-08,2.1383
2014-04-09,2.9577
2014-04-10,-1.8862999999999999
2014-04-11,-3.3689
2014-04-12,
2014-04-13,
2014-04-14,0.4563
2014-04-15,0.1363
2014-04-16,2.1502
2014-04-17,2.105
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,-1.3396
2014-04-22,1.7898
2014-04-23,-1.8103
2014-04-24,0.1764
2014-04-25,-2.8707000000000003
2014-04-26,
2014-04-27,
2014-04-28,-1.4053
2014-04-29,2.9057
2014-04-30,1.9837
2014-05-01,0.7097
2014-05-02,4.7938
2014-05-03,
2014-05-04,
2014-05-05,1.951
2014-05-06,-0.4886
2014-05-07,-1.7021
2014-05-08,0.3996
2014-05-09,1.1692
2014-05-10,
2014-05-11,
2014-05-12,1.8687
2014-05-13,-0.0322
2014-05-14,-1.4405999999999999
2014-05-15,-1.8455
2014-05-16,0.9401
2014-05-17,
2014-05-18,
2014-05-19,0.2802
2014-05-20,-1.4137
2014-05-21,1.8091
2014-05-22,1.2037
