date,CVET UW Equity
2019-07-31,-0.2528
2019-08-01,0.9294
2019-08-02,-2.5952
2019-08-03,
2019-08-04,
2019-08-05,0.2149
2019-08-06,3.9451
2019-08-07,-3.4241
2019-08-08,2.4349
2019-08-09,-0.6672
2019-08-10,
2019-08-11,
2019-08-12,-2.6448
2019-08-13,-40.1035
2019-08-14,-11.0871
2019-08-15,22.4291
2019-08-16,-1.7856999999999998
2019-08-17,
2019-08-18,
2019-08-19,1.1448
2019-08-20,-1.1984
2019-08-21,-7.0081
2019-08-22,5.1449
2019-08-23,-3.1702
2019-08-24,
2019-08-25,
2019-08-26,-0.1423
2019-08-27,-7.2701
2019-08-28,0.1537
2019-08-29,1.2279
2019-08-30,0.7582
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,1.2792
2019-09-04,0.2972
2019-09-05,1.4815
2019-09-06,-2.4818
2019-09-07,
2019-09-08,
2019-09-09,-1.1976
2019-09-10,12.9545
2019-09-11,0.4695
2019-09-12,-3.6048
2019-09-13,-3.8089
2019-09-14,
2019-09-15,
2019-09-16,-0.7919
2019-09-17,-3.6284
2019-09-18,-3.5392
2019-09-19,-0.4684
2019-09-20,-3.7647
2019-09-21,
2019-09-22,
2019-09-23,4.727
2019-09-24,-2.6459
2019-09-25,-4.8761
2019-09-26,-0.8403
2019-09-27,-0.3814
2019-09-28,
2019-09-29,
2019-09-30,1.1484
2019-10-01,-0.0841
2019-10-02,-3.3249
2019-10-03,-0.1741
2019-10-04,-4.0558
2019-10-05,
2019-10-06,
2019-10-07,1.7273
2019-10-08,-2.7256
2019-10-09,1.9752
2019-10-10,1.3514
2019-10-11,0.6222
2019-10-12,
2019-10-13,
2019-10-14,-4.2403
2019-10-15,2.3985
2019-10-16,-1.982
2019-10-17,-2.114
2019-10-18,-4.7887
2019-10-19,
2019-10-20,
2019-10-21,-0.1972
2019-10-22,-6.5217
2019-10-23,-4.7569
2019-10-24,-2.3307
2019-10-25,0.4545
2019-10-26,
2019-10-27,
2019-10-28,0.2262
2019-10-29,-0.2257
2019-10-30,5.0905
2019-10-31,6.7277000000000005
2019-11-01,1.8659
2019-11-02,
2019-11-03,
2019-11-04,3.5644
2019-11-05,-0.2868
2019-11-06,-2.5887000000000002
2019-11-07,-0.8366
2019-11-08,1.1911
2019-11-09,
2019-11-10,
2019-11-11,-1.4223
2019-11-12,21.99
2019-11-13,11.6639
2019-11-14,-1.534
2019-11-15,10.7567
2019-11-16,
2019-11-17,
2019-11-18,-2.6792
2019-11-19,1.5141
2019-11-20,-5.5593
2019-11-21,1.3281
2019-11-22,1.7357
2019-11-23,
2019-11-24,
2019-11-25,0.4178
2019-11-26,-6.1026
2019-11-27,4.9483
2019-11-28,
2019-11-29,0.7037
2019-11-30,
2019-12-01,
2019-12-02,-4.1929
2019-12-03,2.0423
2019-12-04,-2.2159
2019-12-05,0.731
2019-12-06,5.4427
2019-12-07,
2019-12-08,
2019-12-09,-5.0241
2019-12-10,-1.8115999999999999
2019-12-11,-0.369
2019-12-12,-2.1852
2019-12-13,-1.3253
2019-12-14,
2019-12-15,
2019-12-16,1.9186
2019-12-17,0.9036
2019-12-18,-1.4179
2019-12-19,2.8766
2019-12-20,-0.9566
2019-12-21,
2019-12-22,
2019-12-23,0.8172
2019-12-24,-1.5474999999999999
2019-12-25,
2019-12-26,-1.4969999999999999
2019-12-27,-3.9514
2019-12-28,
2019-12-29,
2019-12-30,1.8195999999999999
2019-12-31,2.5641
2020-01-01,
2020-01-02,0.6061
2020-01-03,-4.2169
2020-01-04,
2020-01-05,
2020-01-06,2.673
2020-01-07,5.513
2020-01-08,-1.3062
2020-01-09,-3.8971
2020-01-10,3.596
2020-01-11,
2020-01-12,
2020-01-13,1.034
2020-01-14,0.1462
2020-01-15,4.9635
2020-01-16,3.7552
2020-01-17,0.6032
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,0.3997
2020-01-22,1.0617
2020-01-23,-2.9547
2020-01-24,-2.0974
2020-01-25,
2020-01-26,
2020-01-27,-3.3863
2020-01-28,-4.2203
2020-01-29,-1.3443
2020-01-30,-0.9841
2020-01-31,-5.9633
2020-02-01,
2020-02-02,
2020-02-03,3.8618
2020-02-04,1.9961
2020-02-05,0.8442
2020-02-06,0.761
2020-02-07,-1.8127
2020-02-08,
2020-02-09,
2020-02-10,0.0
2020-02-11,5.1538
2020-02-12,-1.3533
2020-02-13,-3.0775
2020-02-14,-2.6014
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,1.6496
2020-02-19,0.0773
2020-02-20,-3.2432
2020-02-21,-4.2298
2020-02-22,
2020-02-23,
2020-02-24,-6.6667
2020-02-25,-4.0179
2020-02-26,0.186
2020-02-27,-0.5571
2020-02-28,3.7348
2020-02-29,
2020-03-01,
2020-03-02,-1.8902
2020-03-03,1.8349
2020-03-04,1.982
2020-03-05,-14.576
2020-03-06,11.8925
2020-03-07,
2020-03-08,
2020-03-09,-10.7209
2020-03-10,7.5569
2020-03-11,-12.9933
2020-03-12,-16.7035
2020-03-13,8.7649
2020-03-14,
2020-03-15,
2020-03-16,-20.5128
2020-03-17,1.9969000000000001
2020-03-18,-15.0602
2020-03-19,3.7234
2020-03-20,6.3248
2020-03-21,
2020-03-22,
2020-03-23,-0.3215
2020-03-24,15.3226
2020-03-25,4.1958
2020-03-26,6.0403
2020-03-27,0.8861
2020-03-28,
2020-03-29,
2020-03-30,-3.1368
2020-03-31,5.4404
2020-04-01,-11.5479
2020-04-02,3.1944
2020-04-03,-13.0552
2020-04-04,
2020-04-05,
2020-04-06,5.7276
2020-04-07,1.7570000000000001
2020-04-08,8.0576
2020-04-09,11.8509
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,-2.8571
2020-04-14,12.0098
2020-04-15,-4.3764
2020-04-16,-7.7803
2020-04-17,4.3424
2020-04-18,
2020-04-19,
2020-04-20,2.2592
2020-04-21,-5.9302
2020-04-22,-6.5513
2020-04-23,4.7619
2020-04-24,10.7323
2020-04-25,
2020-04-26,
2020-04-27,32.4971
2020-04-28,-9.9828
2020-04-29,10.8031
2020-04-30,2.5884
2020-05-01,-8.1581
2020-05-02,
2020-05-03,
2020-05-04,-2.3810000000000002
2020-05-05,5.3471
2020-05-06,-4.1852
2020-05-07,3.1599
2020-05-08,6.3063
2020-05-09,
2020-05-10,
2020-05-11,-0.8475
2020-05-12,-2.9915000000000003
2020-05-13,-3.7004
2020-05-14,2.5618
2020-05-15,8.653
2020-05-16,
2020-05-17,
2020-05-18,12.6437
2020-05-19,0.5831
2020-05-20,3.6231999999999998
2020-05-21,5.8042
2020-05-22,3.1064
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,-2.6923
2020-05-27,3.5573
2020-05-28,-2.0356
2020-05-29,-0.7792
2020-05-30,
2020-05-31,
2020-06-01,3.9920999999999998
2020-06-02,4.5312
2020-06-03,7.8266
2020-06-04,-1.5074999999999998
2020-06-05,3.0045
2020-06-06,
2020-06-07,
2020-06-08,5.6136
2020-06-09,-5.8364
2020-06-10,1.6049
2020-06-11,-15.6863
2020-06-12,7.3643
2020-06-13,
2020-06-14,
2020-06-15,3.0686
2020-06-16,1.2259
2020-06-17,4.0946
2020-06-18,-1.8006
2020-06-19,-0.4231
2020-06-20,
2020-06-21,
2020-06-22,5.5524000000000004
2020-06-23,-0.1074
2020-06-24,1.3971
2020-06-25,2.1198
2020-06-26,-7.6284
2020-06-27,
2020-06-28,
2020-06-29,-2.3596
2020-06-30,2.9344
2020-07-01,-3.7451
2020-07-02,3.8327999999999998
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,2.8244
2020-07-07,2.9644
2020-07-08,0.9509
2020-07-09,-0.3663
2020-07-10,3.6239
2020-07-11,
2020-07-12,
2020-07-13,-1.5712000000000002
2020-07-14,3.9135
2020-07-15,1.9822
2020-07-16,0.826
2020-07-17,2.7952
2020-07-18,
2020-07-19,
2020-07-20,-1.3127
2020-07-21,0.4751
2020-07-22,-0.5201
2020-07-23,-1.3783
2020-07-24,-0.9639
2020-07-25,
2020-07-26,
2020-07-27,2.3844
2020-07-28,-3.4221
2020-07-29,1.1811
2020-07-30,1.3618999999999999
2020-07-31,6.334
2020-08-01,
2020-08-02,
2020-08-03,0.5866
2020-08-04,1.301
2020-08-05,2.0372
2020-08-06,0.7378
2020-08-07,-1.1202
2020-08-08,
2020-08-09,
2020-08-10,3.1373
2020-08-11,-2.4715
2020-08-12,-2.7074
2020-08-13,3.5174
2020-08-14,-2.4731
2020-08-15,
2020-08-16,
2020-08-17,0.4631
2020-08-18,0.5707
2020-08-19,-1.2222
2020-08-20,-0.7954
2020-08-21,-1.7372
2020-08-22,
2020-08-23,
2020-08-24,-1.4053
2020-08-25,10.1379
2020-08-26,0.2296
2020-08-27,-1.9992
2020-08-28,-1.19
2020-08-29,
2020-08-30,
2020-08-31,-1.4624
2020-09-01,-3.6229
2020-09-02,5.5254
2020-09-03,-1.6738
2020-09-04,-2.7062
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,-5.8771
2020-09-09,-1.9542000000000002
2020-09-10,-1.896
2020-09-11,-3.8157
2020-09-12,
2020-09-13,
2020-09-14,0.0
2020-09-15,1.2365
2020-09-16,12.9771
2020-09-17,-3.5586
2020-09-18,0.2335
2020-09-19,
2020-09-20,
2020-09-21,-1.5843
2020-09-22,0.947
2020-09-23,-3.7992
2020-09-24,4.8269
2020-09-25,6.8605
2020-09-26,
2020-09-27,
2020-09-28,6.1153
2020-09-29,0.8614
2020-09-30,-0.7727
2020-10-01,0.4098
2020-10-02,-0.2041
2020-10-03,
2020-10-04,
2020-10-05,6.5031
2020-10-06,-1.0753
2020-10-07,3.028
2020-10-08,-0.4898
2020-10-09,-2.5747999999999998
2020-10-10,
2020-10-11,
2020-10-12,-0.8939
2020-10-13,-0.1176
2020-10-14,1.2171
2020-10-15,4.8875
2020-10-16,-1.2204
2020-10-17,
2020-10-18,
2020-10-19,1.9843
2020-10-20,0.0367
2020-10-21,-0.7706
2020-10-22,1.0725
2020-10-23,-1.2075
2020-10-24,
2020-10-25,
2020-10-26,-4.4074
2020-10-27,-1.0461
2020-10-28,-1.9969000000000001
2020-10-29,-0.1998
2020-10-30,-1.1609
2020-10-31,
2020-11-01,
2020-11-02,5.5893
2020-11-03,2.7234
2020-11-04,2.3898
2020-11-05,-0.1459
2020-11-06,3.3236
2020-11-07,
2020-11-08,
2020-11-09,-5.8678
2020-11-10,-2.3282
2020-11-11,-1.2687
2020-11-12,-2.648
2020-11-13,0.88
2020-11-14,
2020-11-15,
2020-11-16,1.9033
2020-11-17,-0.3891
2020-11-18,-2.3438
2020-11-19,6.2
2020-11-20,-1.2429000000000001
2020-11-21,
2020-11-22,
2020-11-23,1.9451
2020-11-24,0.3367
2020-11-25,-0.8576
2020-11-26,
2020-11-27,1.8052000000000001
2020-11-28,
2020-11-29,
2020-11-30,-0.2032
2020-12-01,-2.0544
2020-12-02,0.8125
2020-12-03,-2.6804
2020-12-04,3.1202
2020-12-05,
2020-12-06,
2020-12-07,4.8187999999999995
2020-12-08,3.2431
2020-12-09,-6.0062
2020-12-10,0.3672
2020-12-11,-3.037
2020-12-12,
2020-12-13,
2020-12-14,5.8491
2020-12-15,3.1373
2020-12-16,-1.6592
2020-12-17,-1.7926
2020-12-18,-1.9327
2020-12-19,
2020-12-20,
2020-12-21,7.7372
2020-12-22,4.4038
2020-12-23,2.1577
2020-12-24,0.3335
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,-1.931
2020-12-29,-3.1955999999999998
2020-12-30,-0.2334
2020-12-31,-3.9439
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,-1.5657999999999999
2021-01-05,5.6734
2021-01-06,1.7227000000000001
2021-01-07,2.1375
2021-01-08,4.7972
2021-01-09,
2021-01-10,
2021-01-11,0.4301
2021-01-12,-0.3365
2021-01-13,3.806
2021-01-14,13.6014
2021-01-15,-4.0083
2021-01-16,
2021-01-17,
2021-01-18,
2021-01-19,-0.8948
2021-01-20,4.9521
2021-01-21,2.8936
2021-01-22,-1.8495
2021-01-23,
2021-01-24,
2021-01-25,-2.3232
2021-01-26,-4.4133
