date,NWS UW Equity
2014-05-28,-0.8897
2014-05-29,-0.4189
2014-05-30,-0.3005
2014-05-31,
2014-06-01,
2014-06-02,1.1453
2014-06-03,0.8343
2014-06-04,0.5319
2014-06-05,1.5285
2014-06-06,0.0
2014-06-07,
2014-06-08,
2014-06-09,-0.1158
2014-06-10,-0.4058
2014-06-11,-0.0582
2014-06-12,-1.8637000000000001
2014-06-13,-0.7122
2014-06-14,
2014-06-15,
2014-06-16,0.0
2014-06-17,0.4782
2014-06-18,1.5467
2014-06-19,0.5272
2014-06-20,-0.2914
2014-06-21,
2014-06-22,
2014-06-23,-1.5779999999999998
2014-06-24,0.9501
2014-06-25,1.1764999999999999
2014-06-26,1.9767000000000001
2014-06-27,0.057
2014-06-28,
2014-06-29,
2014-06-30,-0.5698
2014-07-01,0.8596
2014-07-02,0.6818
2014-07-03,0.2822
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-0.7878
2014-07-08,-0.2836
2014-07-09,0.5119
2014-07-10,-0.9055
2014-07-11,0.2856
2014-07-12,
2014-07-13,
2014-07-14,0.1708
2014-07-15,0.398
2014-07-16,-0.1699
2014-07-17,-0.7374
2014-07-18,0.8571
2014-07-19,
2014-07-20,
2014-07-21,-0.6232
2014-07-22,-0.171
2014-07-23,0.2284
2014-07-24,1.0256
2014-07-25,-0.6768
2014-07-26,
2014-07-27,
2014-07-28,-0.6814
2014-07-29,-0.5718
2014-07-30,-0.0575
2014-07-31,-0.9781
2014-08-01,0.8716
2014-08-02,
2014-08-03,
2014-08-04,0.1728
2014-08-05,-0.9776
2014-08-06,-0.4065
2014-08-07,-0.8746
2014-08-08,-1.4706000000000001
2014-08-09,
2014-08-10,
2014-08-11,1.1343
2014-08-12,-0.6494
2014-08-13,-0.4159
2014-08-14,1.2530000000000001
2014-08-15,-0.9428
2014-08-16,
2014-08-17,
2014-08-18,0.1785
2014-08-19,-0.5344
2014-08-20,2.0299
2014-08-21,0.5851
2014-08-22,-0.2909
2014-08-23,
2014-08-24,
2014-08-25,0.9918
2014-08-26,-0.3466
2014-08-27,0.2319
2014-08-28,0.0
2014-08-29,-0.1735
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,-1.1587
2014-09-03,1.1137
2014-09-04,0.2899
2014-09-05,0.5202
2014-09-06,
2014-09-07,
2014-09-08,-0.7476
2014-09-09,-1.6802000000000001
2014-09-10,0.8839
2014-09-11,-0.993
2014-09-12,-0.944
2014-09-13,
2014-09-14,
2014-09-15,-0.4169
2014-09-16,-0.0598
2014-09-17,-0.2394
2014-09-18,0.12
2014-09-19,0.8987
2014-09-20,
2014-09-21,
2014-09-22,-0.9501
2014-09-23,-0.1199
2014-09-24,-0.1801
2014-09-25,-1.2628
2014-09-26,1.2789
2014-09-27,
2014-09-28,
2014-09-29,-0.7817
2014-09-30,-2.2424
2014-10-01,-1.9219
2014-10-02,-1.0746
2014-10-03,0.7029
2014-10-04,
2014-10-05,
2014-10-06,0.0
2014-10-07,-2.7602
2014-10-08,2.708
2014-10-09,-3.0496
2014-10-10,-1.9003999999999999
2014-10-11,
2014-10-12,
2014-10-13,-2.9392
2014-10-14,0.3441
2014-10-15,-0.6859
2014-10-16,-1.6575
2014-10-17,0.1404
2014-10-18,
2014-10-19,
2014-10-20,1.1571
2014-10-21,4.0555
2014-10-22,-0.9993
2014-10-23,1.6151
2014-10-24,1.457
2014-10-25,
2014-10-26,
2014-10-27,-1.6319
2014-10-28,0.0
2014-10-29,0.4645
2014-10-30,-0.5284
2014-10-31,-0.0664
2014-11-01,
2014-11-02,
2014-11-03,0.3322
2014-11-04,-2.3841
2014-11-05,0.8141
2014-11-06,0.8748
2014-11-07,-1.0007
2014-11-08,
2014-11-09,
2014-11-10,0.6739
2014-11-11,-0.1339
2014-11-12,0.5362
2014-11-13,-1.2333
2014-11-14,1.1137
2014-11-15,
2014-11-16,
2014-11-17,-0.267
2014-11-18,-0.2008
2014-11-19,0.4695
2014-11-20,-1.4686
2014-11-21,0.4743
2014-11-22,
2014-11-23,
2014-11-24,1.4835
2014-11-25,-0.1993
2014-11-26,1.1984
2014-11-27,
2014-11-28,-0.9868
2014-11-29,
2014-11-30,
2014-12-01,0.0
2014-12-02,1.196
2014-12-03,0.1313
2014-12-04,-0.5902
2014-12-05,0.4617
2014-12-06,
2014-12-07,
2014-12-08,-1.5758
2014-12-09,0.8005
2014-12-10,-1.5884
2014-12-11,-0.6052
2014-12-12,-0.8796
2014-12-13,
2014-12-14,
2014-12-15,-2.7304
2014-12-16,-0.0702
2014-12-17,0.9129
2014-12-18,0.7655
2014-12-19,0.7597
2014-12-20,
2014-12-21,
2014-12-22,1.0966
2014-12-23,1.6271
2014-12-24,-0.467
2014-12-25,
2014-12-26,0.8043
2014-12-27,
2014-12-28,
2014-12-29,0.5984
2014-12-30,0.3305
2014-12-31,-0.6588
2015-01-01,
2015-01-02,-0.6631
2015-01-03,
2015-01-04,
2015-01-05,-2.2697
2015-01-06,-1.1612
2015-01-07,-0.4147
2015-01-08,2.2901
2015-01-09,0.9498
2015-01-10,
2015-01-11,
2015-01-12,-1.0753
2015-01-13,-0.1359
2015-01-14,-0.4762
2015-01-15,-0.6152
2015-01-16,0.0
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,-0.6878
2015-01-21,0.0693
2015-01-22,1.7301
2015-01-23,-0.2721
2015-01-24,
2015-01-25,
2015-01-26,2.1828
2015-01-27,-0.4673
2015-01-28,-1.0731
2015-01-29,-1.9661
2015-01-30,-0.1383
2015-01-31,
2015-02-01,
2015-02-02,0.277
2015-02-03,4.489
2015-02-04,-0.1322
2015-02-05,0.728
2015-02-06,3.6137
2015-02-07,
2015-02-08,
2015-02-09,2.5365
2015-02-10,0.804
2015-02-11,0.0
2015-02-12,0.3681
2015-02-13,0.3056
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,0.9141
2015-02-18,-0.3019
2015-02-19,0.2423
2015-02-20,0.7251
2015-02-21,
2015-02-22,
2015-02-23,1.3797
2015-02-24,0.0592
2015-02-25,0.5914
2015-02-26,-0.8818
2015-02-27,-0.2372
2015-02-28,
2015-03-01,
2015-03-02,1.0702
2015-03-03,-1.6471
2015-03-04,-0.5981
2015-03-05,0.1805
2015-03-06,-1.4414
2015-03-07,
2015-03-08,
2015-03-09,-0.7313
2015-03-10,-2.2099
2015-03-11,0.8161
2015-03-12,2.3661
2015-03-13,-0.3041
2015-03-14,
2015-03-15,
2015-03-16,1.1592
2015-03-17,-0.7238
2015-03-18,0.7898
2015-03-19,-1.1453
2015-03-20,0.8537
2015-03-21,
2015-03-22,
2015-03-23,0.4232
2015-03-24,-0.301
2015-03-25,-1.9324
2015-03-26,-1.3547
2015-03-27,-0.437
2015-03-28,
2015-03-29,
2015-03-30,0.5643
2015-03-31,-1.0599
2015-04-01,0.3781
2015-04-02,0.3453
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,0.6569
2015-04-07,-0.8701
2015-04-08,-0.3762
2015-04-09,-1.0699
2015-04-10,0.0636
2015-04-11,
2015-04-12,
2015-04-13,1.335
2015-04-14,-0.5646
2015-04-15,-0.0631
2015-04-16,-0.8838
2015-04-17,-1.3376000000000001
2015-04-18,
2015-04-19,
2015-04-20,-0.0646
2015-04-21,-0.8398
2015-04-22,0.3909
2015-04-23,0.3245
2015-04-24,-0.194
2015-04-25,
2015-04-26,
2015-04-27,0.2592
2015-04-28,2.521
2015-04-29,-1.2610000000000001
2015-04-30,-0.5747
2015-05-01,2.2800000000000002
2015-05-02,
2015-05-03,
2015-05-04,0.9105
2015-05-05,-0.9334
2015-05-06,-6.3442
2015-05-07,0.0
2015-05-08,1.2072
2015-05-09,
2015-05-10,
2015-05-11,3.2803
2015-05-12,-2.5987
2015-05-13,-0.527
2015-05-14,0.2318
2015-05-15,1.0902
2015-05-16,
2015-05-17,
2015-05-18,0.3268
2015-05-19,0.2606
2015-05-20,-0.3899
2015-05-21,0.1957
2015-05-22,-0.7487
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,-1.3447
2015-05-27,0.5984
2015-05-28,-0.2313
2015-05-29,-0.9606
2015-05-30,
2015-05-31,
2015-06-01,0.3344
2015-06-02,-0.6
2015-06-03,0.2012
2015-06-04,-1.4726
2015-06-05,-0.5435
2015-06-06,
2015-06-07,
2015-06-08,-0.4781
2015-06-09,-1.8531
2015-06-10,-0.0699
2015-06-11,-0.2099
2015-06-12,-0.561
2015-06-13,
2015-06-14,
2015-06-15,-0.9168
2015-06-16,-0.427
2015-06-17,-0.2859
2015-06-18,2.0072
2015-06-19,2.4596
2015-06-20,
2015-06-21,
2015-06-22,0.6859
2015-06-23,-0.1362
2015-06-24,-1.296
2015-06-25,-0.8984
2015-06-26,1.9526
2015-06-27,
2015-06-28,
2015-06-29,-4.0356
2015-06-30,1.4968
2015-07-01,0.4213
2015-07-02,-0.6294
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,-2.6742
2015-07-07,1.4461
2015-07-08,-1.5681
2015-07-09,-0.4345
2015-07-10,0.5818
2015-07-11,
2015-07-12,
2015-07-13,1.2292
2015-07-14,0.1429
2015-07-15,0.5706
2015-07-16,1.3475
2015-07-17,0.4199
2015-07-18,
2015-07-19,
2015-07-20,0.8711
2015-07-21,-1.6235
2015-07-22,0.1404
2015-07-23,1.0519
2015-07-24,0.1388
2015-07-25,
2015-07-26,
2015-07-27,-0.5544
2015-07-28,-0.4181
2015-07-29,0.3499
2015-07-30,-0.3487
2015-07-31,-0.14
2015-08-01,
2015-08-02,
2015-08-03,-1.4716
2015-08-04,0.4979
2015-08-05,0.4954
2015-08-06,-3.4507
2015-08-07,0.8753
2015-08-08,
2015-08-09,
2015-08-10,1.3738000000000001
2015-08-11,-1.9971
2015-08-12,0.8006
2015-08-13,7.509
2015-08-14,0.1343
2015-08-15,
2015-08-16,
2015-08-17,1.006
2015-08-18,-0.5312
2015-08-19,-0.6008
2015-08-20,-4.8355
2015-08-21,-2.1171
2015-08-22,
2015-08-23,
2015-08-24,-5.9841
2015-08-25,0.9969
2015-08-26,1.9742
2015-08-27,2.8295
2015-08-28,1.5206
2015-08-29,
2015-08-30,
2015-08-31,-1.3552
2015-09-01,-3.7599
2015-09-02,0.1503
2015-09-03,1.8755
2015-09-04,-3.6082
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,2.8266
2015-09-09,-0.9658
2015-09-10,-1.3503
2015-09-11,0.0
2015-09-12,
2015-09-13,
2015-09-14,-1.1407
2015-09-15,0.6202
2015-09-16,0.1541
2015-09-17,1.1538
2015-09-18,-2.4335
2015-09-19,
2015-09-20,
2015-09-21,0.5456
2015-09-22,0.0775
2015-09-23,-0.6197
2015-09-24,0.3897
2015-09-25,-0.1553
2015-09-26,
2015-09-27,
2015-09-28,-3.2659000000000002
2015-09-29,-0.1608
2015-09-30,3.2206
2015-10-01,0.39
2015-10-02,2.0979
2015-10-03,
2015-10-04,
2015-10-05,2.5875
2015-10-06,0.5193
2015-10-07,1.0332
2015-10-08,2.9949
2015-10-09,0.0709
2015-10-10,
2015-10-11,
2015-10-12,-0.1417
2015-10-13,-0.4258
2015-10-14,1.1404
2015-10-15,1.8323
2015-10-16,1.5225
2015-10-17,
2015-10-18,
2015-10-19,0.6135
2015-10-20,0.2033
2015-10-21,-2.5017
2015-10-22,2.9126
2015-10-23,2.0889
2015-10-24,
2015-10-25,
2015-10-26,-1.9802
2015-10-27,-0.8081
2015-10-28,1.9687999999999999
2015-10-29,0.9987
2015-10-30,2.0435
2015-10-31,
2015-11-01,
2015-11-02,1.3566
2015-11-03,-0.7648
2015-11-04,0.2569
2015-11-05,-1.4094
2015-11-06,-1.6244
2015-11-07,
2015-11-08,
2015-11-09,-3.0383
2015-11-10,-0.2725
2015-11-11,-0.3415
2015-11-12,-2.1247
2015-11-13,-2.2409
2015-11-14,
2015-11-15,
2015-11-16,2.149
2015-11-17,-0.2104
2015-11-18,0.9136
2015-11-19,-0.6964
2015-11-20,1.1219999999999999
2015-11-21,
2015-11-22,
2015-11-23,0.2774
2015-11-24,0.9682
2015-11-25,0.0
2015-11-26,
2015-11-27,-1.5753
2015-11-28,
2015-11-29,
2015-11-30,0.6263
2015-12-01,2.213
2015-12-02,-1.1502
2015-12-03,-3.9013999999999998
2015-12-04,1.9231
2015-12-05,
2015-12-06,
2015-12-07,-0.9783
2015-12-08,-2.6817
2015-12-09,0.2175
2015-12-10,2.0984
2015-12-11,-3.1892
2015-12-12,
2015-12-13,
2015-12-14,-0.1464
2015-12-15,1.2097
2015-12-16,1.992
2015-12-17,-2.3438
2015-12-18,-0.9455
2015-12-19,
2015-12-20,
2015-12-21,1.5419
2015-12-22,0.1446
2015-12-23,2.8881
2015-12-24,-0.1404
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,-1.1947
2015-12-29,1.6358000000000001
2015-12-30,-1.3296000000000001
2015-12-31,-0.9929
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,-2.0774
2016-01-05,-4.0966
2016-01-06,0.9153
2016-01-07,-1.6629
2016-01-08,0.0
2016-01-09,
2016-01-10,
2016-01-11,-2.6902
2016-01-12,1.3033000000000001
2016-01-13,-2.3002000000000002
2016-01-14,4.4693
2016-01-15,-2.1390000000000002
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,-0.6245
2016-01-20,-1.9639
2016-01-21,1.9231
2016-01-22,2.5157
2016-01-23,
2016-01-24,
2016-01-25,-1.6488
2016-01-26,2.6121
2016-01-27,-0.7599
2016-01-28,0.8806
2016-01-29,1.3283
2016-01-30,
2016-01-31,
2016-02-01,-1.7227999999999999
2016-02-02,-4.1921
2016-02-03,0.9547
2016-02-04,0.7092
2016-02-05,-6.7293
2016-02-06,
2016-02-07,
2016-02-08,-5.5369
2016-02-09,-1.5098
2016-02-10,0.3607
2016-02-11,-2.1563
2016-02-12,3.4894
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,2.3957
2016-02-17,0.5199
2016-02-18,-1.2931
2016-02-19,1.2227000000000001
2016-02-20,
2016-02-21,
2016-02-22,1.3805
2016-02-23,-1.1064
2016-02-24,-0.6024
2016-02-25,-0.5195
2016-02-26,0.7833
2016-02-27,
2016-02-28,
2016-02-29,-1.468
2016-03-01,-0.0876
2016-03-02,1.4912
2016-03-03,0.0864
2016-03-04,1.2953000000000001
2016-03-05,
2016-03-06,
2016-03-07,2.7279999999999998
2016-03-08,-3.0126
2016-03-09,2.157
2016-03-10,-0.9291
2016-03-11,5.7118
2016-03-12,
2016-03-13,
2016-03-14,-2.0161
2016-03-15,1.1522999999999999
2016-03-16,3.987
2016-03-17,2.5039
2016-03-18,-1.4504000000000001
2016-03-19,
2016-03-20,
2016-03-21,0.7746
2016-03-22,1.4604
2016-03-23,-1.3636
2016-03-24,0.2304
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,2.3755
2016-03-29,0.2994
2016-03-30,-1.1194
2016-03-31,0.0
2016-04-01,2.1132
2016-04-02,
2016-04-03,
2016-04-04,-2.3651
2016-04-05,-1.2112
2016-04-06,1.5326
2016-04-07,-1.9623
2016-04-08,-1.6936
2016-04-09,
2016-04-10,
2016-04-11,-0.3915
2016-04-12,1.4937
2016-04-13,1.3942999999999999
2016-04-14,0.6875
2016-04-15,-0.607
2016-04-16,
2016-04-17,
2016-04-18,-1.374
2016-04-19,0.4644
2016-04-20,-0.077
2016-04-21,1.8504
2016-04-22,0.6813
2016-04-23,
2016-04-24,
2016-04-25,-1.6541000000000001
2016-04-26,1.4526
2016-04-27,-0.6029
2016-04-28,-0.9098
2016-04-29,-0.8416
2016-04-30,
2016-05-01,
2016-05-02,1.6975
2016-05-03,-2.6555
2016-05-04,-1.0912
2016-05-05,0.3152
2016-05-06,3.3778
2016-05-07,
2016-05-08,
2016-05-09,-3.3435
2016-05-10,0.3931
2016-05-11,-1.0963
2016-05-12,-2.2169
2016-05-13,-2.4291
2016-05-14,
2016-05-15,
2016-05-16,1.0788
2016-05-17,-0.7389
2016-05-18,-0.7444
2016-05-19,-0.5
2016-05-20,2.5963000000000003
2016-05-21,
2016-05-22,
2016-05-23,-1.0612
2016-05-24,0.8251
2016-05-25,1.5548
2016-05-26,-1.3699
2016-05-27,0.4902
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,0.3252
2016-06-01,0.4052
2016-06-02,0.4843
2016-06-03,-0.9639
2016-06-04,
2016-06-05,
2016-06-06,1.541
2016-06-07,-2.3163
2016-06-08,0.0
2016-06-09,-0.8177
2016-06-10,-2.3908
2016-06-11,
2016-06-12,
2016-06-13,0.5068
2016-06-14,-1.0084
2016-06-15,1.7827
2016-06-16,-2.2519
2016-06-17,-0.8532
2016-06-18,
2016-06-19,
2016-06-20,1.2909
2016-06-21,0.7647
2016-06-22,1.6863000000000001
2016-06-23,1.1609
2016-06-24,-5.7377
2016-06-25,
2016-06-26,
2016-06-27,-4.8696
2016-06-28,0.7313
2016-06-29,4.5372
2016-06-30,1.3021
2016-07-01,0.8569
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,-1.0195
2016-07-06,0.2146
2016-07-07,0.8994
2016-07-08,2.2071
2016-07-09,
2016-07-10,
2016-07-11,1.7442
2016-07-12,2.8571
2016-07-13,1.1111
2016-07-14,0.7064
2016-07-15,-0.2338
2016-07-16,
2016-07-17,
2016-07-18,1.0156
2016-07-19,0.3867
2016-07-20,0.3852
2016-07-21,-0.9977
2016-07-22,1.0078
2016-07-23,
2016-07-24,
2016-07-25,0.2302
2016-07-26,1.3783
2016-07-27,-0.6042
2016-07-28,0.0
2016-07-29,2.1277
2016-07-30,
2016-07-31,
2016-08-01,-0.9673
2016-08-02,-1.2772000000000001
2016-08-03,-0.2283
2016-08-04,0.6865
2016-08-05,0.6061
2016-08-06,
2016-08-07,
2016-08-08,-0.3012
2016-08-09,4.003
2016-08-10,-0.2905
2016-08-11,1.1653
2016-08-12,1.0799
2016-08-13,
2016-08-14,
2016-08-15,0.9259
2016-08-16,-0.0706
2016-08-17,0.1412
2016-08-18,-0.2116
2016-08-19,-0.318
2016-08-20,
2016-08-21,
2016-08-22,0.8862
2016-08-23,-0.0703
2016-08-24,-0.0703
2016-08-25,0.1407
2016-08-26,0.773
2016-08-27,
2016-08-28,
2016-08-29,0.2789
2016-08-30,-0.2086
2016-08-31,0.5575
2016-09-01,-0.8316
2016-09-02,-0.4193
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,-1.4737
2016-09-07,0.3561
2016-09-08,0.5678
2016-09-09,-3.0346
2016-09-10,
2016-09-11,
2016-09-12,6.2591
2016-09-13,-1.7241
2016-09-14,0.6316
2016-09-15,-1.1855
2016-09-16,-1.1997
2016-09-17,
2016-09-18,
2016-09-19,0.0
2016-09-20,0.5
2016-09-21,1.4925
2016-09-22,1.7507000000000001
2016-09-23,-0.4129
2016-09-24,
2016-09-25,
2016-09-26,-1.935
2016-09-27,0.9161
2016-09-28,-0.3492
2016-09-29,-0.9811
2016-09-30,0.6369
2016-10-01,
2016-10-02,
2016-10-03,4.993
2016-10-04,-1.6075
2016-10-05,3.2675
2016-10-06,-0.5933
2016-10-07,-3.7135
2016-10-08,
2016-10-09,
2016-10-10,-1.8595000000000002
2016-10-11,-1.7544
2016-10-12,-1.7856999999999998
2016-10-13,0.7273
2016-10-14,-0.722
2016-10-15,
2016-10-16,
2016-10-17,0.3636
2016-10-18,0.7246
2016-10-19,0.7194
2016-10-20,-1.4285999999999999
2016-10-21,-0.7246
2016-10-22,
2016-10-23,
2016-10-24,-3.6496
2016-10-25,-1.5152
2016-10-26,1.1538
2016-10-27,-4.1825
2016-10-28,-0.7937
2016-10-29,
2016-10-30,
2016-10-31,-0.8
2016-11-01,0.0
2016-11-02,-2.4194
2016-11-03,0.4132
2016-11-04,0.0
2016-11-05,
2016-11-06,
2016-11-07,2.8807
2016-11-08,-3.2
2016-11-09,2.0661
2016-11-10,0.0
2016-11-11,0.0
2016-11-12,
2016-11-13,
2016-11-14,1.2146
2016-11-15,-1.2
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,-1.2146
2016-11-19,
2016-11-20,
2016-11-21,-1.2295
2016-11-22,-0.4149
2016-11-23,0.8333
2016-11-24,
