date,HPE UN Equity
2016-03-24,0.63
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,-0.3415
2016-03-29,0.7995
2016-03-30,1.3598
2016-03-31,-0.8944
2016-04-01,3.7789
2016-04-02,
2016-04-03,
2016-04-04,-1.9565000000000001
2016-04-05,-2.3836
2016-04-06,1.9875
2016-04-07,-1.2248999999999999
2016-04-08,0.8455
2016-04-09,
2016-04-10,
2016-04-11,-0.8944
2016-04-12,-2.7637
2016-04-13,1.5081
2016-04-14,-1.3714
2016-04-15,0.8111
2016-04-16,
2016-04-17,
2016-04-18,0.2299
2016-04-19,-1.1468
2016-04-20,0.9281
2016-04-21,0.3448
2016-04-22,0.1718
2016-04-23,
2016-04-24,
2016-04-25,-1.6009
2016-04-26,0.8716
2016-04-27,-0.288
2016-04-28,-1.6176
2016-04-29,-2.1726
2016-04-30,
2016-05-01,
2016-05-02,-1.5606
2016-05-03,-2.8659
2016-05-04,0.0
2016-05-05,-1.3183
2016-05-06,0.3817
2016-05-07,
2016-05-08,
2016-05-09,0.507
2016-05-10,0.1892
2016-05-11,0.8181
2016-05-12,-0.7491
2016-05-13,-0.8176
2016-05-14,
2016-05-15,
2016-05-16,1.2048
2016-05-17,-0.8772
2016-05-18,-0.9482
2016-05-19,0.702
2016-05-20,0.5703
2016-05-21,
2016-05-22,
2016-05-23,1.2602
2016-05-24,1.1201
2016-05-25,6.7692
2016-05-26,0.2305
2016-05-27,5.0029
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,1.1501000000000001
2016-06-01,-0.9746
2016-06-02,1.1482
2016-06-03,-0.8108
2016-06-04,
2016-06-05,
2016-06-06,3.297
2016-06-07,1.3757
2016-06-08,0.9916
2016-06-09,1.0336
2016-06-10,-2.1995
2016-06-11,
2016-06-12,
2016-06-13,-2.7197
2016-06-14,-1.5591
2016-06-15,2.6761
2016-06-16,-0.7447
2016-06-17,1.5005
2016-06-18,
2016-06-19,
2016-06-20,2.3231
2016-06-21,1.9607999999999999
2016-06-22,-2.7834
2016-06-23,2.2904999999999998
2016-06-24,-7.5827
2016-06-25,
2016-06-26,
2016-06-27,-5.2863
2016-06-28,1.1628
2016-06-29,2.1839
2016-06-30,2.7559
2016-07-01,1.2042
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,-1.5684
2016-07-06,1.0989
2016-07-07,0.3804
2016-07-08,3.0861
2016-07-09,
2016-07-10,
2016-07-11,1.5756000000000001
2016-07-12,1.8096999999999999
2016-07-13,-0.965
2016-07-14,2.5128
2016-07-15,-1.1006
2016-07-16,
2016-07-17,
2016-07-18,0.1012
2016-07-19,0.0
2016-07-20,1.3643
2016-07-21,-1.5453999999999999
2016-07-22,1.5190000000000001
2016-07-23,
2016-07-24,
2016-07-25,0.798
2016-07-26,1.1875
2016-07-27,-0.489
2016-07-28,-0.1966
2016-07-29,3.4958
2016-07-30,
2016-07-31,
2016-08-01,0.2854
2016-08-02,-1.4706000000000001
2016-08-03,3.5628
2016-08-04,1.1623
2016-08-05,0.6893
2016-08-06,
2016-08-07,
2016-08-08,-1.1867
2016-08-09,0.2309
2016-08-10,-0.6912
2016-08-11,1.0673
2016-08-12,0.5051
2016-08-13,
2016-08-14,
2016-08-15,0.5482
2016-08-16,0.2726
2016-08-17,-1.9483000000000001
2016-08-18,1.0166
2016-08-19,0.0915
2016-08-20,
2016-08-21,
2016-08-22,0.2742
2016-08-23,-0.0456
2016-08-24,-1.0944
2016-08-25,0.6916
2016-08-26,-0.2747
2016-08-27,
2016-08-28,
2016-08-29,0.2755
2016-08-30,-1.1905000000000001
2016-08-31,-0.4634
2016-09-01,3.1657
2016-09-02,0.2256
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,-1.5758999999999999
2016-09-07,1.0522
2016-09-08,-3.2141
2016-09-09,-2.1515
2016-09-10,
2016-09-11,
2016-09-12,1.7686
2016-09-13,-0.6106
2016-09-14,0.9452
2016-09-15,3.6048999999999998
2016-09-16,0.5874
2016-09-17,
2016-09-18,
2016-09-19,1.8868
2016-09-20,-0.2646
2016-09-21,2.2104
2016-09-22,0.519
2016-09-23,-1.1188
2016-09-24,
2016-09-25,
2016-09-26,-0.8268
2016-09-27,0.5704
2016-09-28,0.5236
2016-09-29,-0.6076
2016-09-30,-0.655
2016-10-01,
2016-10-02,
2016-10-03,-0.4396
2016-10-04,-1.1479
2016-10-05,1.8312
2016-10-06,-0.5263
2016-10-07,-1.2566
2016-10-08,
2016-10-09,
2016-10-10,0.7162
2016-10-11,-2.3111
2016-10-12,0.091
2016-10-13,-1.0909
2016-10-14,-1.057
2016-10-15,
2016-10-16,
2016-10-17,-1.2076
2016-10-18,0.9403
2016-10-19,1.211
2016-10-20,0.6903
2016-10-21,-1.1426
2016-10-22,
2016-10-23,
2016-10-24,0.2312
2016-10-25,-0.369
2016-10-26,0.9259
2016-10-27,1.7890000000000001
2016-10-28,-0.0901
2016-10-29,
2016-10-30,
2016-10-31,1.3532
2016-11-01,-1.7356
2016-11-02,-0.2717
2016-11-03,-0.9991
2016-11-04,1.1009
2016-11-05,
2016-11-06,
2016-11-07,4.8548
2016-11-08,0.5625
2016-11-09,-0.043
2016-11-10,-0.6888
2016-11-11,1.0403
2016-11-12,
2016-11-13,
2016-11-14,0.1716
2016-11-15,0.257
2016-11-16,0.5126
2016-11-17,0.2975
2016-11-18,-1.2288000000000001
2016-11-19,
2016-11-20,
2016-11-21,-0.8151
2016-11-22,-1.0813
2016-11-23,2.9733
2016-11-24,
2016-11-25,-1.4013
2016-11-26,
2016-11-27,
2016-11-28,0.5168
2016-11-29,1.7138
2016-11-30,0.2527
2016-12-01,-1.8067
2016-12-02,2.0539
2016-12-03,
2016-12-04,
2016-12-05,1.5093999999999999
2016-12-06,-1.0326
2016-12-07,3.005
2016-12-08,-0.1621
2016-12-09,-0.5276
2016-12-10,
2016-12-11,
2016-12-12,-2.2236
2016-12-13,0.1255
2016-12-14,-0.0418
2016-12-15,-0.7943
2016-12-16,-1.0114
2016-12-17,
2016-12-18,
2016-12-19,1.0217
2016-12-20,0.4635
2016-12-21,0.2097
2016-12-22,-0.5442
2016-12-23,0.2525
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,-0.3359
2016-12-28,-1.8534000000000002
2016-12-29,0.1717
2016-12-30,-0.8569
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,0.2593
2017-01-04,1.0776
2017-01-05,0.4691
2017-01-06,-1.9525000000000001
2017-01-07,
2017-01-08,
2017-01-09,-2.3377
2017-01-10,1.7287
2017-01-11,-0.8279
2017-01-12,-0.0439
2017-01-13,0.8352
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-1.0898
2017-01-18,0.7492
2017-01-19,-0.3937
2017-01-20,0.4831
2017-01-21,
2017-01-22,
2017-01-23,-1.3549
2017-01-24,1.4178
2017-01-25,0.3932
2017-01-26,-1.5666
2017-01-27,-0.3095
2017-01-28,
2017-01-29,
2017-01-30,-1.7738
2017-01-31,2.3928
2017-02-01,-0.3968
2017-02-02,0.4427
2017-02-03,3.5699
2017-02-04,
2017-02-05,
2017-02-06,0.1702
2017-02-07,0.6372
2017-02-08,-0.2533
2017-02-09,1.9043999999999999
2017-02-10,-0.3738
2017-02-11,
2017-02-12,
2017-02-13,0.5419
2017-02-14,0.0829
2017-02-15,0.9942
2017-02-16,-0.2051
2017-02-17,0.2877
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,1.0656
2017-02-22,0.4866
2017-02-23,-0.4843
2017-02-24,-6.8938
2017-02-25,
2017-02-26,
2017-02-27,-2.831
2017-02-28,2.286
2017-03-01,1.5776
2017-03-02,-0.9922
2017-03-03,0.4357
2017-03-04,
2017-03-05,
2017-03-06,0.0868
2017-03-07,-1.0836999999999999
2017-03-08,-0.8764
2017-03-09,-0.6631
2017-03-10,-0.445
2017-03-11,
2017-03-12,
2017-03-13,0.0671
2017-03-14,-0.4032
2017-03-15,2.0693
2017-03-16,-0.2204
2017-03-17,0.9276
2017-03-18,
2017-03-19,
2017-03-20,0.4376
2017-03-21,-3.0501
2017-03-22,1.1236
2017-03-23,1.3333
2017-03-24,-0.1316
2017-03-25,
2017-03-26,
2017-03-27,-0.2196
2017-03-28,1.2764
2017-03-29,2.8683
2017-03-30,-0.2112
2017-03-31,0.3387
2017-04-01,
2017-04-02,
2017-04-03,-1.0444
2017-04-04,1.8782
2017-04-05,0.0
2017-04-06,0.6704
2017-04-07,1.4428
2017-04-08,
2017-04-09,
2017-04-10,0.1094
2017-04-11,-0.6557
2017-04-12,-0.7151
2017-04-13,-0.3324
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,0.667
2017-04-18,0.1104
2017-04-19,0.1655
2017-04-20,0.9361
2017-04-21,-1.0366
2017-04-22,
2017-04-23,
2017-04-24,1.6538
2017-04-25,0.4338
2017-04-26,0.486
2017-04-27,0.1075
2017-04-28,0.0
2017-04-29,
2017-04-30,
2017-05-01,0.5368
2017-05-02,-0.1602
2017-05-03,-0.1604
2017-05-04,0.4285
2017-05-05,0.4267
2017-05-06,
2017-05-07,
2017-05-08,0.3186
2017-05-09,-0.5823
2017-05-10,1.1715
2017-05-11,-0.7368
2017-05-12,0.106
2017-05-13,
2017-05-14,
2017-05-15,0.5826
2017-05-16,0.6319
2017-05-17,-1.6221999999999999
2017-05-18,-0.1064
2017-05-19,-1.3312
2017-05-20,
2017-05-21,
2017-05-22,1.4031
2017-05-23,0.3725
2017-05-24,0.2651
2017-05-25,-0.3702
2017-05-26,-0.0531
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,0.1062
2017-05-31,-0.2122
2017-06-01,-6.8581
2017-06-02,-0.6849
2017-06-03,
2017-06-04,
2017-06-05,-1.3793
2017-06-06,-0.7576
2017-06-07,0.0587
2017-06-08,0.0587
2017-06-09,-0.3519
2017-06-10,
2017-06-11,
2017-06-12,-0.4414
2017-06-13,0.178
2017-06-14,-0.8294
2017-06-15,-1.3142
2017-06-16,-0.1816
2017-06-17,
2017-06-18,
2017-06-19,1.3948
2017-06-20,-0.4785
2017-06-21,-0.4207
2017-06-22,0.6639
2017-06-23,1.0192
2017-06-24,
2017-06-25,
2017-06-26,-0.2374
2017-06-27,-1.8441
2017-06-28,2.4242
2017-06-29,-1.4793
2017-06-30,-0.3604
2017-07-01,
2017-07-02,
2017-07-03,0.4822
2017-07-04,
2017-07-05,1.6197
2017-07-06,-2.7155
2017-07-07,0.7888
2017-07-08,
2017-07-09,
2017-07-10,0.7827
2017-07-11,0.2389
2017-07-12,0.0596
2017-07-13,1.7868
2017-07-14,0.5851
2017-07-15,
2017-07-16,
2017-07-17,0.2327
2017-07-18,-0.4643
2017-07-19,3.0321
2017-07-20,1.3016
2017-07-21,0.6145
2017-07-22,
2017-07-23,
2017-07-24,-0.9439
2017-07-25,0.2242
2017-07-26,-1.5101
2017-07-27,-0.3407
2017-07-28,-0.2279
2017-07-29,
2017-07-30,
2017-07-31,0.0
2017-08-01,0.2284
2017-08-02,-1.1396
2017-08-03,-0.3458
2017-08-04,1.2724
2017-08-05,
2017-08-06,
2017-08-07,0.6853
2017-08-08,0.0
2017-08-09,0.0567
2017-08-10,-2.9478
2017-08-11,1.0514000000000001
2017-08-12,
2017-08-13,
2017-08-14,1.6185
2017-08-15,0.967
2017-08-16,-0.8451
2017-08-17,-1.7045
2017-08-18,-0.6936
2017-08-19,
2017-08-20,
2017-08-21,0.7567
2017-08-22,2.0797
2017-08-23,0.2264
2017-08-24,1.3552
2017-08-25,0.0
2017-08-26,
2017-08-27,
2017-08-28,-0.8914
2017-08-29,0.7307
2017-08-30,0.3348
2017-08-31,0.4449
2017-09-01,2.1495
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-1.8868
2017-09-06,-1.9231
2017-09-07,-3.7763
2017-09-08,-0.9811
2017-09-09,
2017-09-10,
2017-09-11,1.7530000000000001
2017-09-12,-1.236
2017-09-13,0.8384
2017-09-14,1.8141
2017-09-15,0.3712
2017-09-16,
2017-09-17,
2017-09-18,0.1479
2017-09-19,-0.3693
2017-09-20,1.0378
2017-09-21,1.1739
2017-09-22,3.4083
2017-09-23,
2017-09-24,
2017-09-25,3.0856
2017-09-26,1.2925
2017-09-27,-0.2686
2017-09-28,-1.8855
2017-09-29,0.9609
2017-09-30,
2017-10-01,
2017-10-02,1.7675
2017-10-03,-1.8704
2017-10-04,0.7488
2017-10-05,0.2027
2017-10-06,-0.2023
2017-10-07,
2017-10-08,
2017-10-09,0.0
2017-10-10,1.0811
2017-10-11,-0.1337
2017-10-12,-0.9371
2017-10-13,0.6081
2017-10-14,
2017-10-15,
2017-10-16,-0.2015
2017-10-17,-1.6824
2017-10-18,0.616
2017-10-19,-5.7143
2017-10-20,1.2987
2017-10-21,
2017-10-22,
2017-10-23,1.4957
2017-10-24,0.4211
2017-10-25,-1.6073
2017-10-26,1.2074
2017-10-27,0.2105
2017-10-28,
2017-10-29,
2017-10-30,-2.1008
2017-10-31,-0.4292
2017-11-01,-2.2989
2017-11-02,0.2206
2017-11-03,-0.9538
2017-11-04,
2017-11-05,
2017-11-06,0.963
2017-11-07,-0.4402
2017-11-08,-0.2211
2017-11-09,1.3294000000000001
2017-11-10,-0.1458
2017-11-11,
2017-11-12,
2017-11-13,-1.6058
2017-11-14,-1.5579
2017-11-15,-0.8289
2017-11-16,0.8359
2017-11-17,3.0897
2017-11-18,
2017-11-19,
2017-11-20,2.9971
2017-11-21,0.2129
2017-11-22,-7.2238
2017-11-23,
2017-11-24,1.6794
2017-11-25,
2017-11-26,
2017-11-27,1.1261
2017-11-28,3.0438
2017-11-29,0.6484
2017-11-30,-0.1432
2017-12-01,3.5125
2017-12-02,
2017-12-03,
2017-12-04,-1.4543
2017-12-05,-1.0541
2017-12-06,0.5682
2017-12-07,0.4237
2017-12-08,0.8439
2017-12-09,
2017-12-10,
2017-12-11,1.6736
2017-12-12,-0.0343
2017-12-13,-1.2414
2017-12-14,-0.5587
2017-12-15,1.1938
2017-12-16,
2017-12-17,
2017-12-18,3.4004
2017-12-19,-0.6711
2017-12-20,-0.6081
2017-12-21,0.068
2017-12-22,-0.0679
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,0.2039
2017-12-27,-0.4749
2017-12-28,-0.409
2017-12-29,-1.7112
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,1.7409
2018-01-03,0.616
2018-01-04,2.449
2018-01-05,-0.0664
2018-01-06,
2018-01-07,
2018-01-08,-1.5282
2018-01-09,0.2024
2018-01-10,2.2896
2018-01-11,1.7117
2018-01-12,2.3301
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,0.0
2018-01-17,1.6444999999999999
2018-01-18,-0.6223
2018-01-19,0.6888
2018-01-20,
2018-01-21,
2018-01-22,-0.1866
2018-01-23,3.8629
2018-01-24,0.06
2018-01-25,-1.199
2018-01-26,1.3956
2018-01-27,
2018-01-28,
2018-01-29,1.556
2018-01-30,-2.5339
2018-01-31,-0.8464
2018-02-01,2.378
2018-02-02,-0.8338
2018-02-03,
2018-02-04,
2018-02-05,-5.9459
2018-02-06,0.447
2018-02-07,-1.0807
2018-02-08,-3.3419
2018-02-09,1.7287
2018-02-10,
2018-02-11,
2018-02-12,2.9412000000000003
2018-02-13,-1.7778
2018-02-14,4.3956
2018-02-15,1.2384
2018-02-16,0.2446
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,0.7932
2018-02-21,-1.6343999999999999
2018-02-22,0.9846
2018-02-23,10.5424
2018-02-24,
2018-02-25,
2018-02-26,2.2602
2018-02-27,1.4555
2018-02-28,-1.2221
2018-03-01,-1.0221
2018-03-02,2.0652
2018-03-03,
2018-03-04,
2018-03-05,1.065
2018-03-06,2.2655
2018-03-07,-1.3395000000000001
2018-03-08,-1.0444
2018-03-09,1.1082
2018-03-10,
2018-03-11,
2018-03-12,-0.4697
2018-03-13,-0.603
2018-03-14,-0.1589
2018-03-15,-0.1061
2018-03-16,-0.2124
2018-03-17,
2018-03-18,
2018-03-19,-0.479
2018-03-20,0.4278
2018-03-21,-0.3727
2018-03-22,-2.0844
2018-03-23,-3.7664
2018-03-24,
2018-03-25,
2018-03-26,2.042
2018-03-27,-2.3902
2018-03-28,0.5695
2018-03-29,-0.6795
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-2.3945
2018-04-03,0.1168
2018-04-04,0.6418
2018-04-05,-0.2899
2018-04-06,-2.907
2018-04-07,
2018-04-08,
2018-04-09,0.6587
2018-04-10,2.6175
2018-04-11,-0.058
2018-04-12,0.9861
2018-04-13,-0.0574
2018-04-14,
2018-04-15,
2018-04-16,0.9195
2018-04-17,1.082
2018-04-18,-0.3944
2018-04-19,-1.5271
2018-04-20,-0.6893
2018-04-21,
2018-04-22,
2018-04-23,0.7519
2018-04-24,-0.3444
2018-04-25,-0.288
2018-04-26,0.4622
2018-04-27,-0.23
2018-04-28,
2018-04-29,
2018-04-30,-1.7290999999999999
2018-05-01,0.7625
2018-05-02,-0.3492
2018-05-03,-1.285
2018-05-04,1.8343
2018-05-05,
2018-05-06,
2018-05-07,0.523
2018-05-08,0.5202
2018-05-09,1.2076
2018-05-10,0.2841
2018-05-11,0.1133
2018-05-12,
2018-05-13,
2018-05-14,-0.4527
2018-05-15,-1.0802
2018-05-16,1.3218
2018-05-17,0.2269
2018-05-18,-0.6225
2018-05-19,
2018-05-20,
2018-05-21,-0.2847
2018-05-22,-0.5711
2018-05-23,-10.5112
2018-05-24,1.1553
2018-05-25,-1.5228000000000002
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,-0.9021
2018-05-30,1.2354
2018-05-31,-2.1195
2018-06-01,1.9029
2018-06-02,
2018-06-03,
2018-06-04,0.0644
2018-06-05,3.3462
2018-06-06,-0.2491
2018-06-07,-0.6242
2018-06-08,0.5653
2018-06-09,
2018-06-10,
2018-06-11,0.0625
2018-06-12,-0.7335
2018-06-13,0.0
2018-06-14,0.19
2018-06-15,0.8217
2018-06-16,
2018-06-17,
2018-06-18,-0.2508
2018-06-19,-0.0629
2018-06-20,-4.717
2018-06-21,1.7822
2018-06-22,-1.1673
2018-06-23,
2018-06-24,
2018-06-25,-1.1155
2018-06-26,0.6636
2018-06-27,-2.9664
2018-06-28,-0.0679
2018-06-29,-0.6798
2018-06-30,
2018-07-01,
2018-07-02,1.3005
2018-07-03,-0.2027
2018-07-04,
2018-07-05,0.3385
2018-07-06,1.0796000000000001
2018-07-07,
2018-07-08,
2018-07-09,1.6689
2018-07-10,1.7728000000000002
2018-07-11,-2.5806
2018-07-12,1.9205
2018-07-13,0.6498
2018-07-14,
2018-07-15,
2018-07-16,0.9684
2018-07-17,0.1279
2018-07-18,1.7241
2018-07-19,-1.8205
2018-07-20,-1.087
2018-07-21,
2018-07-22,
2018-07-23,0.0
2018-07-24,-1.0989
2018-07-25,1.1764999999999999
2018-07-26,1.3566
2018-07-27,-0.6373
2018-07-28,
2018-07-29,
2018-07-30,-0.898
2018-07-31,-0.0647
2018-08-01,0.0648
2018-08-02,0.6472
2018-08-03,2.7653
2018-08-04,
2018-08-05,
2018-08-06,0.1877
2018-08-07,0.7495
2018-08-08,0.186
2018-08-09,-0.3094
2018-08-10,-1.6139000000000001
2018-08-11,
2018-08-12,
2018-08-13,-1.1987
2018-08-14,2.1073
2018-08-15,0.2502
2018-08-16,1.4971999999999999
2018-08-17,2.4585
2018-08-18,
2018-08-19,
2018-08-20,0.2999
2018-08-21,-5.622
2018-08-22,0.2535
2018-08-23,1.7699
2018-08-24,0.6211
2018-08-25,
2018-08-26,
2018-08-27,1.5432000000000001
2018-08-28,1.7629000000000001
2018-08-29,-0.1792
2018-08-30,0.4788
2018-08-31,-1.5485
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,0.8469
2018-09-05,-0.4799
2018-09-06,-0.4219
2018-09-07,0.0605
2018-09-08,
2018-09-09,
2018-09-10,-0.726
2018-09-11,0.9293
2018-09-12,-0.304
2018-09-13,0.8537
2018-09-14,0.2418
2018-09-15,
2018-09-16,
2018-09-17,-1.8094000000000001
2018-09-18,1.6585
2018-09-19,0.5438
2018-09-20,1.3822
2018-09-21,0.8892
2018-09-22,
2018-09-23,
2018-09-24,-0.5875
2018-09-25,-2.1868
2018-09-26,-0.2417
2018-09-27,-1.3931
2018-09-28,0.1843
2018-09-29,
2018-09-30,
2018-10-01,-0.7971
2018-10-02,2.1632
2018-10-03,1.3309
2018-10-04,0.597
2018-10-05,-4.2136
2018-10-06,
2018-10-07,
2018-10-08,-1.5489000000000002
2018-10-09,-1.2587
2018-10-10,-3.6966
2018-10-11,-3.1767
2018-10-12,5.3999
2018-10-13,
2018-10-14,
2018-10-15,-0.5188
2018-10-16,1.1082
2018-10-17,0.0645
2018-10-18,-1.2242
2018-10-19,0.7175
2018-10-20,
2018-10-21,
2018-10-22,2.5907
2018-10-23,-1.1995
2018-10-24,-3.5783
2018-10-25,0.3976
2018-10-26,-3.4323
2018-10-27,
2018-10-28,
2018-10-29,-0.4101
2018-10-30,2.4708
2018-10-31,2.1433
2018-11-01,3.6066000000000003
2018-11-02,0.5696
2018-11-03,
2018-11-04,
2018-11-05,0.2517
2018-11-06,-0.3139
2018-11-07,2.267
2018-11-08,0.0616
2018-11-09,-3.2615
2018-11-10,
2018-11-11,
2018-11-12,-2.799
2018-11-13,0.3927
2018-11-14,-1.2386
2018-11-15,1.1221
2018-11-16,-0.7833
2018-11-17,
2018-11-18,
2018-11-19,-2.4342
2018-11-20,-2.0229
2018-11-21,1.17
2018-11-22,
2018-11-23,-1.0884
2018-11-24,
2018-11-25,
2018-11-26,2.5446999999999997
2018-11-27,1.006
2018-11-28,2.656
2018-11-29,-2.1992
2018-11-30,-0.7937
2018-12-01,
2018-12-02,
2018-12-03,3.3333
2018-12-04,-2.9032
2018-12-05,
2018-12-06,6.4452
2018-12-07,-8.1773
2018-12-08,
2018-12-09,
2018-12-10,-0.9517
2018-12-11,1.9388999999999998
2018-12-12,-0.6784
2018-12-13,-1.0246
2018-12-14,-1.8634
2018-12-15,
2018-12-16,
2018-12-17,-4.4304
2018-12-18,0.2943
2018-12-19,-3.3749000000000002
2018-12-20,-3.9484
2018-12-21,-0.3162
2018-12-22,
2018-12-23,
2018-12-24,-2.6963
2018-12-25,
2018-12-26,4.401
2018-12-27,2.2639
2018-12-28,-0.5344
2018-12-29,
2018-12-30,
2018-12-31,1.3814
2019-01-01,
2019-01-02,1.8925
2019-01-03,-2.0802
2019-01-04,4.7041
2019-01-05,
2019-01-06,
2019-01-07,1.9565000000000001
2019-01-08,-1.919
2019-01-09,1.8841
2019-01-10,0.4979
2019-01-11,0.7785
2019-01-12,
2019-01-13,
2019-01-14,-0.5618
2019-01-15,1.9774
2019-01-16,-0.831
2019-01-17,-0.3492
2019-01-18,2.8731999999999998
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,-1.5668
2019-01-23,-0.0692
2019-01-24,2.2161
2019-01-25,3.9973
2019-01-26,
2019-01-27,
2019-01-28,2.0195
2019-01-29,-1.8519
2019-01-30,0.9759
2019-01-31,0.451
2019-02-01,0.6414
2019-02-02,
2019-02-03,
2019-02-04,0.6373
2019-02-05,0.6333
2019-02-06,1.2587
2019-02-07,-1.4916
2019-02-08,0.4416
2019-02-09,
2019-02-10,
2019-02-11,-0.5025
2019-02-12,1.0101
2019-02-13,0.3125
2019-02-14,-0.3738
2019-02-15,0.6254
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,0.0
2019-02-20,-0.2486
2019-02-21,1.1215
2019-02-22,0.5545
2019-02-23,
2019-02-24,
2019-02-25,2.6961
2019-02-26,0.2387
2019-02-27,-0.5952
2019-02-28,-1.9162
2019-03-01,0.0
2019-03-02,
2019-03-03,
2019-03-04,-1.3431
2019-03-05,-0.1238
2019-03-06,-1.1152
2019-03-07,-1.817
2019-03-08,-0.3829
2019-03-09,
2019-03-10,
2019-03-11,1.7936999999999999
2019-03-12,-2.9421
2019-03-13,1.3717
2019-03-14,0.9021
2019-03-15,2.6181
2019-03-16,
2019-03-17,
2019-03-18,-1.4312
2019-03-19,0.2525
2019-03-20,-0.063
2019-03-21,0.9452
2019-03-22,-4.5568
2019-03-23,
2019-03-24,
