date,DXC UN Equity
2018-05-31,-0.6043
2018-06-01,4.6818
2018-06-02,
2018-06-03,
2018-06-04,1.0671
2018-06-05,-0.1898
2018-06-06,0.965
2018-06-07,-0.413
2018-06-08,1.3507
2018-06-09,
2018-06-10,
2018-06-11,-0.7482
2018-06-12,-0.2473
2018-06-13,-0.248
2018-06-14,-0.0355
2018-06-15,-0.6986
2018-06-16,
2018-06-17,
2018-06-18,-0.2504
2018-06-19,-0.7053
2018-06-20,-0.8909
2018-06-21,-1.5063
2018-06-22,-0.2837
2018-06-23,
2018-06-24,
2018-06-25,-2.4985
2018-06-26,-0.4186
2018-06-27,0.1401
2018-06-28,1.7428
2018-06-29,0.7877
2018-06-30,
2018-07-01,
2018-07-02,1.7244000000000002
2018-07-03,0.0
2018-07-04,
2018-07-05,1.4634
2018-07-06,0.4207
2018-07-07,
2018-07-08,
2018-07-09,0.8019
2018-07-10,0.9143
2018-07-11,-1.106
2018-07-12,1.8917000000000002
2018-07-13,0.5955
2018-07-14,
2018-07-15,
2018-07-16,-0.4991
2018-07-17,0.9566
2018-07-18,0.6471
2018-07-19,0.0804
2018-07-20,-0.1491
2018-07-21,
2018-07-22,
2018-07-23,0.7468
2018-07-24,-0.8553
2018-07-25,1.4953
2018-07-26,-1.2126000000000001
2018-07-27,-1.4913
2018-07-28,
2018-07-29,
2018-07-30,-1.5838
2018-07-31,0.2722
2018-08-01,1.3571
2018-08-02,0.2445
2018-08-03,0.3484
2018-08-04,
2018-08-05,
2018-08-06,0.5787
2018-08-07,0.2071
2018-08-08,2.1934
2018-08-09,-1.9553
2018-08-10,-1.3181
2018-08-11,
2018-08-12,
2018-08-13,-1.7538
2018-08-14,2.3289
2018-08-15,-0.0462
2018-08-16,0.2658
2018-08-17,0.7147
2018-08-18,
2018-08-19,
2018-08-20,0.3548
2018-08-21,0.5931
2018-08-22,0.2608
2018-08-23,0.2036
2018-08-24,1.1623999999999999
2018-08-25,
2018-08-26,
2018-08-27,0.145
2018-08-28,0.323
2018-08-29,1.1992
2018-08-30,-0.5267
2018-08-31,0.4743
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,-0.2086
2018-09-05,-0.7055
2018-09-06,0.8438
2018-09-07,-0.6936
2018-09-08,
2018-09-09,
2018-09-10,-0.4767
2018-09-11,0.3008
2018-09-12,1.5327
2018-09-13,1.2251
2018-09-14,-0.0864
2018-09-15,
2018-09-16,
2018-09-17,0.3028
2018-09-18,0.1186
2018-09-19,0.5062
2018-09-20,1.6074000000000002
2018-09-21,1.6452
2018-09-22,
2018-09-23,
2018-09-24,-2.1166
2018-09-25,0.53
2018-09-26,-0.6326
2018-09-27,-0.5412
2018-09-28,-0.224
2018-09-29,
2018-09-30,
2018-10-01,0.3956
2018-10-02,-0.4899
2018-10-03,0.2569
2018-10-04,-0.8114
2018-10-05,-2.0665
2018-10-06,
2018-10-07,
2018-10-08,-1.0001
2018-10-09,-0.4774
2018-10-10,-3.0675
2018-10-11,-1.1853
2018-10-12,2.0845
2018-10-13,
2018-10-14,
2018-10-15,-0.2852
2018-10-16,3.0317
2018-10-17,-0.6551
2018-10-18,-1.1848
2018-10-19,-0.1244
2018-10-20,
2018-10-21,
2018-10-22,0.419
2018-10-23,-1.2518
2018-10-24,-16.3431
2018-10-25,3.6724
2018-10-26,-3.7135
2018-10-27,
2018-10-28,
2018-10-29,-4.8961
2018-10-30,2.1858
2018-10-31,2.4909
2018-11-01,-1.7163
2018-11-02,-1.3272
2018-11-03,
2018-11-04,
2018-11-05,1.6707
2018-11-06,0.557
2018-11-07,-12.4636
2018-11-08,0.0791
2018-11-09,-1.9918
2018-11-10,
2018-11-11,
2018-11-12,0.0161
2018-11-13,0.0484
2018-11-14,-0.6125
2018-11-15,0.9893
2018-11-16,0.6745
2018-11-17,
2018-11-18,
2018-11-19,-5.2161
2018-11-20,-2.7432
2018-11-21,0.6922
2018-11-22,
2018-11-23,-0.3781
2018-11-24,
2018-11-25,
2018-11-26,2.8289999999999997
2018-11-27,1.6272
2018-11-28,2.9383
2018-11-29,-0.0802
2018-11-30,1.1716
2018-12-01,
2018-12-02,
2018-12-03,0.7297
2018-12-04,-2.0157
2018-12-05,
2018-12-06,-2.4343
2018-12-07,-2.6272
2018-12-08,
2018-12-09,
2018-12-10,-0.1188
2018-12-11,-0.8835
2018-12-12,-0.3257
2018-12-13,-0.1204
2018-12-14,-2.2727
2018-12-15,
2018-12-16,
2018-12-17,-2.2375
2018-12-18,-0.5587
2018-12-19,-2.0116
2018-12-20,-2.4598
2018-12-21,-4.2852
2018-12-22,
2018-12-23,
2018-12-24,-0.8914
2018-12-25,
2018-12-26,4.1975
2018-12-27,2.5129
2018-12-28,-0.9169
2018-12-29,
2018-12-30,
2018-12-31,0.4155
2019-01-01,
2019-01-02,2.4826
2019-01-03,0.4037
2019-01-04,4.7706
2019-01-05,
2019-01-06,
2019-01-07,0.0698
2019-01-08,3.1381
2019-01-09,0.0507
2019-01-10,2.4328
2019-01-11,0.7422
2019-01-12,
2019-01-13,
2019-01-14,-1.408
2019-01-15,0.8137
2019-01-16,0.9883
2019-01-17,1.0276
2019-01-18,1.0977999999999999
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,-1.2775
2019-01-23,0.3235
2019-01-24,0.1612
2019-01-25,1.9639
2019-01-26,
2019-01-27,
2019-01-28,-0.6631
2019-01-29,-0.7311
2019-01-30,2.7538
2019-01-31,-0.0935
2019-02-01,1.5284
2019-02-02,
2019-02-03,
2019-02-04,-0.5223
2019-02-05,-0.0772
2019-02-06,1.2054
2019-02-07,-1.3437000000000001
2019-02-08,7.1196
2019-02-09,
2019-02-10,
2019-02-11,-2.8464
2019-02-12,-0.2826
2019-02-13,0.2237
2019-02-14,-2.8423
2019-02-15,0.2604
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,0.5652
2019-02-20,0.9266
2019-02-21,-0.4967
2019-02-22,0.8471
2019-02-23,
2019-02-24,
2019-02-25,0.39
2019-02-26,0.3735
2019-02-27,-0.3721
2019-02-28,-1.5987
2019-03-01,2.1409
2019-03-02,
2019-03-03,
2019-03-04,-1.873
2019-03-05,-1.3937
2019-03-06,-1.2752
2019-03-07,0.1867
2019-03-08,-0.2951
2019-03-09,
2019-03-10,
2019-03-11,1.9473
2019-03-12,-0.5043
2019-03-13,0.6143
2019-03-14,-0.29
2019-03-15,0.6583
2019-03-16,
2019-03-17,
2019-03-18,0.5323
2019-03-19,0.4387
2019-03-20,-1.3858
2019-03-21,1.7871000000000001
2019-03-22,-3.4514
2019-03-23,
2019-03-24,
2019-03-25,0.1243
2019-03-26,0.9314
2019-03-27,-1.4344999999999999
2019-03-28,0.6416
2019-03-29,0.0
2019-03-30,
2019-03-31,
2019-04-01,2.0681
2019-04-02,-2.209
2019-04-03,1.7137
2019-04-04,-0.873
2019-04-05,1.1279
2019-04-06,
2019-04-07,
2019-04-08,-1.2376
2019-04-09,-1.6089
2019-04-10,1.2579
2019-04-11,0.264
2019-04-12,2.1837
2019-04-13,
2019-04-14,
2019-04-15,-0.3486
2019-04-16,0.365
2019-04-17,-1.1972
2019-04-18,-0.9509
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,0.0465
2019-04-23,1.9346999999999999
2019-04-24,-1.4273
2019-04-25,-0.8934
2019-04-26,1.0258
2019-04-27,
2019-04-28,
2019-04-29,0.7692
2019-04-30,0.3664
2019-05-01,0.1521
2019-05-02,-2.02
2019-05-03,-2.3252
2019-05-04,
2019-05-05,
2019-05-06,-0.8411
2019-05-07,-2.5768
2019-05-08,-0.9364
2019-05-09,-1.4262000000000001
2019-05-10,-0.6898
2019-05-11,
2019-05-12,
2019-05-13,-5.1669
2019-05-14,1.8221
2019-05-15,0.6842
2019-05-16,0.4705
2019-05-17,-2.3066
2019-05-18,
2019-05-19,
2019-05-20,-2.9647
2019-05-21,1.0611
2019-05-22,-1.7017
2019-05-23,-4.2726
2019-05-24,2.1162
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,-3.1462
2019-05-29,-3.3262
2019-05-30,-0.6439
2019-05-31,-3.7262
2019-06-01,
2019-06-02,
2019-06-03,-1.8931
2019-06-04,4.1595
2019-06-05,-1.0957
2019-06-06,1.0661
2019-06-07,1.7166000000000001
2019-06-08,
2019-06-09,
2019-06-10,2.2163
2019-06-11,0.9151
2019-06-12,-1.0842
2019-06-13,2.511
2019-06-14,0.5443
2019-06-15,
2019-06-16,
2019-06-17,0.348
2019-06-18,2.6782
2019-06-19,-0.3378
2019-06-20,2.4477
2019-06-21,0.0551
2019-06-22,
2019-06-23,
2019-06-24,-0.9184
2019-06-25,0.1298
2019-06-26,-0.7221
2019-06-27,0.3357
2019-06-28,2.5093
2019-06-29,
2019-06-30,
2019-07-01,1.4325
2019-07-02,0.0536
2019-07-03,-0.4824
2019-07-04,
2019-07-05,1.3645
2019-07-06,
2019-07-07,
2019-07-08,-2.6212999999999997
2019-07-09,1.0367
2019-07-10,-0.5401
2019-07-11,0.4163
2019-07-12,2.3973
2019-07-13,
2019-07-14,
2019-07-15,0.2816
2019-07-16,-0.158
2019-07-17,-1.512
2019-07-18,1.0889
2019-07-19,-1.2361
2019-07-20,
2019-07-21,
2019-07-22,0.6437
2019-07-23,0.7639
2019-07-24,-0.3879
2019-07-25,-0.0177
2019-07-26,0.2655
2019-07-27,
2019-07-28,
2019-07-29,-0.3531
2019-07-30,0.4784
2019-07-31,-1.6576
2019-08-01,-1.1476
2019-08-02,-3.3376
2019-08-03,
2019-08-04,
2019-08-05,-4.5600000000000005
2019-08-06,-2.3791
2019-08-07,0.4834
2019-08-08,3.5278
2019-08-09,-30.4743
2019-08-10,
2019-08-11,
2019-08-12,-5.5416
2019-08-13,0.5012
2019-08-14,-6.8642
2019-08-15,-3.5906000000000002
2019-08-16,3.8548999999999998
2019-08-17,
2019-08-18,
2019-08-19,5.6622
2019-08-20,0.1489
2019-08-21,2.5564999999999998
2019-08-22,0.0
2019-08-23,-2.6377
2019-08-24,
2019-08-25,
2019-08-26,-0.8931
2019-08-27,-4.596
2019-08-28,0.1889
2019-08-29,3.5827
2019-08-30,0.7888
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,-4.425
2019-09-04,2.6633
2019-09-05,5.1266
2019-09-06,0.2644
2019-09-07,
2019-09-08,
2019-09-09,2.4319
2019-09-10,3.0606
2019-09-11,1.2767
2019-09-12,-10.9893
2019-09-13,0.6773
2019-09-14,
2019-09-15,
2019-09-16,1.682
2019-09-17,-2.7368
2019-09-18,-0.9586
2019-09-19,0.5932
2019-09-20,-1.2415
2019-09-21,
2019-09-22,
2019-09-23,0.6914
2019-09-24,-3.5893
2019-09-25,0.1619
2019-09-26,-4.2986
2019-09-27,0.5741
2019-09-28,
2019-09-29,
2019-09-30,-0.9402
2019-10-01,-4.8136
2019-10-02,-3.5256
2019-10-03,0.5537
2019-10-04,0.1101
2019-10-05,
2019-10-06,
2019-10-07,-1.1735
2019-10-08,-2.3006
2019-10-09,0.2279
2019-10-10,0.7579
2019-10-11,5.4156
2019-10-12,
2019-10-13,
2019-10-14,0.2497
2019-10-15,3.2028
2019-10-16,-3.8966
2019-10-17,0.1076
2019-10-18,-5.233
2019-10-19,
2019-10-20,
2019-10-21,4.0469
2019-10-22,0.7997
2019-10-23,0.9016
2019-10-24,-2.0372
2019-10-25,3.2835
2019-10-26,
2019-10-27,
2019-10-28,-0.7771
2019-10-29,-0.8188
2019-10-30,-0.6102
2019-10-31,-0.0722
2019-11-01,2.5298
2019-11-02,
2019-11-03,
2019-11-04,4.1946
2019-11-05,0.2706
2019-11-06,-1.9567999999999999
2019-11-07,1.6518000000000002
2019-11-08,1.8279999999999998
2019-11-09,
2019-11-10,
2019-11-11,-2.2606
2019-11-12,19.898
2019-11-13,-1.8439999999999999
2019-11-14,3.5549
2019-11-15,3.9073
2019-11-16,
2019-11-17,
2019-11-18,-0.4835
2019-11-19,-0.1889
2019-11-20,-2.9475
2019-11-21,-0.7802
2019-11-22,0.6459
2019-11-23,
2019-11-24,
2019-11-25,3.125
2019-11-26,-0.974
2019-11-27,0.929
2019-11-28,
2019-11-29,1.0558
2019-11-30,
2019-12-01,
2019-12-02,-2.8395
2019-12-03,2.316
2019-12-04,-1.4363000000000001
2019-12-05,-0.1925
2019-12-06,2.9201
2019-12-07,
2019-12-08,
2019-12-09,-2.6767
2019-12-10,-1.3751
2019-12-11,0.5856
2019-12-12,3.6873
2019-12-13,0.3209
2019-12-14,
2019-12-15,
2019-12-16,-1.3326
2019-12-17,-0.2701
2019-12-18,1.9502000000000002
2019-12-19,0.3188
2019-12-20,-0.4767
2019-12-21,
2019-12-22,
2019-12-23,-0.1597
2019-12-24,-0.2932
2019-12-25,
2019-12-26,-0.5613
2019-12-27,-1.4785
2019-12-28,
2019-12-29,
2019-12-30,-0.191
2019-12-31,2.7611
2020-01-01,
2020-01-02,-2.208
2020-01-03,-4.1621
2020-01-04,
2020-01-05,
2020-01-06,0.2838
2020-01-07,1.4718
2020-01-08,1.7015
2020-01-09,-0.6583
2020-01-10,-1.3252
2020-01-11,
2020-01-12,
2020-01-13,-0.5316
2020-01-14,-1.5190000000000001
2020-01-15,-1.0568
2020-01-16,2.0208
2020-01-17,0.7357
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,-1.7416
2020-01-22,1.0006
2020-01-23,0.651
2020-01-24,-3.0371
2020-01-25,
2020-01-26,
2020-01-27,-2.7262
2020-01-28,1.3119
2020-01-29,-2.5898
2020-01-30,-1.8731
2020-01-31,-1.8473000000000002
2020-02-01,
2020-02-02,
2020-02-03,0.9097
2020-02-04,2.7666
2020-02-05,4.3557
2020-02-06,0.3768
2020-02-07,-5.5732
2020-02-08,
2020-02-09,
2020-02-10,-3.3639
2020-02-11,0.9177
2020-02-12,-0.2822
2020-02-13,-3.6478
2020-02-14,0.5875
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,-3.3744
2020-02-19,0.0672
2020-02-20,2.0134
2020-02-21,-3.7829
2020-02-22,
2020-02-23,
2020-02-24,-3.7607
2020-02-25,-6.9982
2020-02-26,-3.3613
2020-02-27,-5.4545
2020-02-28,0.7943
2020-02-29,
2020-03-01,
2020-03-02,-1.5760999999999998
2020-03-03,-6.3633
2020-03-04,0.495
2020-03-05,-10.6583
2020-03-06,-4.6115
2020-03-07,
2020-03-08,
2020-03-09,-17.814
2020-03-10,5.0512
2020-03-11,0.0
2020-03-12,-18.2593
2020-03-13,12.7327
2020-03-14,
2020-03-15,
2020-03-16,-28.3355
2020-03-17,-7.8341
2020-03-18,-6.9
2020-03-19,33.942
2020-03-20,-6.4154
2020-03-21,
2020-03-22,
2020-03-23,-7.1123
2020-03-24,40.2214
2020-03-25,-3.2688
2020-03-26,5.5862
2020-03-27,-6.9889
2020-03-28,
2020-03-29,
2020-03-30,1.4045
2020-03-31,-9.626
2020-04-01,-8.3525
2020-04-02,4.4314
2020-04-03,-6.5653
2020-04-04,
2020-04-05,
2020-04-06,15.8526
2020-04-07,2.8846
2020-04-08,13.5873
2020-04-09,1.8354
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,-3.1075
2020-04-14,-1.347
2020-04-15,-6.632
2020-04-16,-5.5014
2020-04-17,12.9698
2020-04-18,
2020-04-19,
2020-04-20,-1.696
2020-04-21,-4.3796
2020-04-22,2.0819
2020-04-23,4.2828
2020-04-24,3.781
2020-04-25,
2020-04-26,
2020-04-27,5.9673
2020-04-28,6.5797
2020-04-29,4.6719
2020-04-30,-3.6663
2020-05-01,-7.3911
2020-05-02,
2020-05-03,
2020-05-04,-1.1912
2020-05-05,-0.3617
2020-05-06,-1.9359
2020-05-07,6.9093
2020-05-08,1.8465
2020-05-09,
2020-05-10,
2020-05-11,-5.3824
2020-05-12,-5.2695
2020-05-13,-7.3325
2020-05-14,3.3424
2020-05-15,0.8581
2020-05-16,
2020-05-17,
2020-05-18,9.4895
2020-05-19,-3.4071
2020-05-20,5.0743
2020-05-21,-6.6549
2020-05-22,-2.3344
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,5.6848
2020-05-27,8.0685
2020-05-28,-6.2783
2020-05-29,-14.2426
2020-05-30,
2020-05-31,
2020-06-01,3.8705
2020-06-02,9.4851
2020-06-03,10.4579
2020-06-04,-1.4006
2020-06-05,2.2727
2020-06-06,
2020-06-07,
2020-06-08,8.6667
2020-06-09,-7.2597
2020-06-10,-6.6152
2020-06-11,-12.8099
2020-06-12,10.1557
2020-06-13,
2020-06-14,
2020-06-15,0.7376
2020-06-16,-1.0372
2020-06-17,-2.5277
2020-06-18,-0.9488
2020-06-19,-1.4687000000000001
2020-06-20,
2020-06-21,
2020-06-22,0.3889
2020-06-23,4.8418
2020-06-24,-7.3892
2020-06-25,5.7846
2020-06-26,-2.7027
2020-06-27,
2020-06-28,
2020-06-29,3.876
2020-06-30,2.6119
2020-07-01,-2.1818
2020-07-02,0.062
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,-5.3251
2020-07-07,-0.0654
2020-07-08,1.178
2020-07-09,-1.9405000000000001
2020-07-10,2.1768
2020-07-11,
2020-07-12,
2020-07-13,0.1291
2020-07-14,-0.6447
2020-07-15,6.5542
2020-07-16,1.4616
2020-07-17,0.9004
2020-07-18,
2020-07-19,
2020-07-20,0.5354
2020-07-21,1.1834
2020-07-22,1.0526
2020-07-23,1.4468
2020-07-24,-2.1677
2020-07-25,
2020-07-26,
2020-07-27,-0.1166
2020-07-28,-1.1092
2020-07-29,5.0767
2020-07-30,-0.2247
2020-07-31,0.8446
2020-08-01,
2020-08-02,
2020-08-03,1.34
2020-08-04,0.4959
2020-08-05,1.3158
2020-08-06,1.1364
2020-08-07,6.4741
2020-08-08,
2020-08-09,
2020-08-10,1.8090000000000002
2020-08-11,-1.1846
2020-08-12,-2.0979
2020-08-13,0.2041
2020-08-14,3.9206
2020-08-15,
2020-08-16,
2020-08-17,-1.2739
2020-08-18,-3.871
2020-08-19,1.7553
2020-08-20,-2.9427
2020-08-21,-2.3523
