date,RHT UN Equity
2007-04-01,
2007-04-02,-2.7039
2007-04-03,-0.8516
2007-04-04,0.1356
2007-04-05,-0.6772
2007-04-06,
2007-04-07,
2007-04-08,
2007-04-09,-0.5909
2007-04-10,-0.7773
2007-04-11,-1.106
2007-04-12,4.3802
2007-04-13,-0.2232
2007-04-14,
2007-04-15,
2007-04-16,-0.7159
2007-04-17,2.1181
2007-04-18,0.1765
2007-04-19,-2.3348
2007-04-20,0.0
2007-04-21,
2007-04-22,
2007-04-23,0.1353
2007-04-24,-1.5766
2007-04-25,1.3272
2007-04-26,-1.1743000000000001
2007-04-27,-0.3656
2007-04-28,
2007-04-29,
2007-04-30,-3.0275
2007-05-01,-2.6017
2007-05-02,1.0685
2007-05-03,2.2585
2007-05-04,1.5038
2007-05-05,
2007-05-06,
2007-05-07,3.6574
2007-05-08,-0.8486
2007-05-09,0.4505
2007-05-10,0.0
2007-05-11,2.0179
2007-05-12,
2007-05-13,
2007-05-14,-1.1429
2007-05-15,-2.4011
2007-05-16,1.0023
2007-05-17,-0.0451
2007-05-18,1.8502
2007-05-19,
2007-05-20,
2007-05-21,-0.1772
2007-05-22,3.3289
2007-05-23,-0.988
2007-05-24,-4.859
2007-05-25,-0.0912
2007-05-26,
2007-05-27,
2007-05-28,
2007-05-29,1.5974
2007-05-30,3.0997
2007-05-31,7.0153
2007-06-01,0.0407
2007-06-02,
2007-06-03,
2007-06-04,-0.6105
2007-06-05,-0.3686
2007-06-06,-0.6576
2007-06-07,-2.1101
2007-06-08,0.3381
2007-06-09,
2007-06-10,
2007-06-11,-0.4212
2007-06-12,-1.7343
2007-06-13,0.4735
2007-06-14,0.0428
2007-06-15,-0.2998
2007-06-16,
2007-06-17,
2007-06-18,-0.043
2007-06-19,0.6446
2007-06-20,1.6225
2007-06-21,1.7647
2007-06-22,-1.4864
2007-06-23,
2007-06-24,
2007-06-25,-1.7603
2007-06-26,-0.3413
2007-06-27,3.5531
2007-06-28,-7.5238
2007-06-29,-0.4023
2007-06-30,
2007-07-01,
2007-07-02,-2.3788
2007-07-03,0.3678
2007-07-04,
2007-07-05,-1.0536
2007-07-06,-0.5556
2007-07-07,
2007-07-08,
2007-07-09,-2.3743
2007-07-10,0.8584
2007-07-11,0.5201
2007-07-12,2.0696
2007-07-13,-1.4747
2007-07-14,
2007-07-15,
2007-07-16,0.7951
2007-07-17,1.3457
2007-07-18,-1.5568
2007-07-19,0.9302
2007-07-20,2.212
2007-07-21,
2007-07-22,
2007-07-23,-2.0739
2007-07-24,1.9797
2007-07-25,-0.316
2007-07-26,-1.1775
2007-07-27,-1.4665
2007-07-28,
2007-07-29,
2007-07-30,-2.093
2007-07-31,-1.0926
2007-08-01,-0.1441
2007-08-02,0.1924
2007-08-03,-4.0326
2007-08-04,
2007-08-05,
2007-08-06,6.3032
2007-08-07,0.0
2007-08-08,6.7765
2007-08-09,-1.7187999999999999
2007-08-10,-1.435
2007-08-11,
2007-08-12,
2007-08-13,-0.9554
2007-08-14,-3.3073
2007-08-15,-0.19
2007-08-16,-2.6178
2007-08-17,-0.391
2007-08-18,
2007-08-19,
2007-08-20,-1.5702
2007-08-21,-1.2463
2007-08-22,-1.262
2007-08-23,-1.6360000000000001
2007-08-24,2.3388999999999998
2007-08-25,
2007-08-26,
2007-08-27,-2.9457
2007-08-28,-2.3025
2007-08-29,2.4103
2007-08-30,0.9414
2007-08-31,0.7772
2007-09-01,
2007-09-02,
2007-09-03,
2007-09-04,1.8509
2007-09-05,-1.262
2007-09-06,-0.1022
2007-09-07,-0.6653
2007-09-08,
2007-09-09,
2007-09-10,-2.0608
2007-09-11,2.2094
2007-09-12,-1.9557
2007-09-13,0.4199
2007-09-14,-0.2614
2007-09-15,
2007-09-16,
2007-09-17,0.891
2007-09-18,2.4416
2007-09-19,0.9128
2007-09-20,1.407
2007-09-21,-2.0317
2007-09-22,
2007-09-23,
2007-09-24,-3.8948
2007-09-25,-0.5789
2007-09-26,5.2938
2007-09-27,0.3017
2007-09-28,-0.401
2007-09-29,
2007-09-30,
2007-10-01,-0.8556
2007-10-02,-1.3706
2007-10-03,0.3603
2007-10-04,1.2821
2007-10-05,4.1519
2007-10-06,
2007-10-07,
2007-10-08,0.1945
2007-10-09,3.9301
2007-10-10,0.4669
2007-10-11,-0.6506
2007-10-12,0.0468
2007-10-13,
2007-10-14,
2007-10-15,-1.8233000000000001
2007-10-16,0.0
2007-10-17,-0.6667
2007-10-18,0.9108
2007-10-19,-1.0926
2007-10-20,
2007-10-21,
2007-10-22,0.7685
2007-10-23,0.0953
2007-10-24,-0.0476
2007-10-25,-0.667
2007-10-26,1.4868000000000001
2007-10-27,
2007-10-28,
2007-10-29,0.8979
2007-10-30,-2.0609
2007-10-31,3.252
2007-11-01,-1.1579
2007-11-02,0.7498
2007-11-03,
2007-11-04,
2007-11-05,1.7673999999999999
2007-11-06,2.5137
2007-11-07,-1.4267
2007-11-08,-5.0204
2007-11-09,-3.6667
2007-11-10,
2007-11-11,
2007-11-12,-1.6312
2007-11-13,1.206
2007-11-14,-0.7944
2007-11-15,-2.002
2007-11-16,-0.5618
2007-11-17,
2007-11-18,
2007-11-19,-2.8762
2007-11-20,-0.0529
2007-11-21,-1.3228
2007-11-22,
2007-11-23,-0.1609
2007-11-24,
2007-11-25,
2007-11-26,0.8593
2007-11-27,0.0
2007-11-28,4.1534
2007-11-29,2.4029
2007-11-30,-0.0499
2007-12-01,
2007-12-02,
2007-12-03,-0.8991
2007-12-04,-0.756
2007-12-05,1.7268
2007-12-06,0.1997
2007-12-07,-0.299
2007-12-08,
2007-12-09,
2007-12-10,-2.6987
2007-12-11,-1.6949
2007-12-12,0.9927
2007-12-13,-1.552
2007-12-14,-0.9459
2007-12-15,
2007-12-16,
2007-12-17,-0.7958
2007-12-18,-1.8717000000000001
2007-12-19,-0.4905
2007-12-20,2.9025
2007-12-21,10.2182
2007-12-22,
2007-12-23,
2007-12-24,2.0763
2007-12-25,
2007-12-26,0.0473
2007-12-27,-0.5201
2007-12-28,0.3802
2007-12-29,
2007-12-30,
2007-12-31,-1.3258
2008-01-01,
2008-01-02,-1.1516
2008-01-03,0.534
2008-01-04,-1.7866
2008-01-05,
2008-01-06,
2008-01-07,-0.7866
2008-01-08,-1.2884
2008-01-09,0.1506
2008-01-10,-0.5013
2008-01-11,-1.0076
2008-01-12,
2008-01-13,
2008-01-14,1.0178
2008-01-15,-2.9723
2008-01-16,-3.0114
2008-01-17,-2.1949
2008-01-18,-0.5473
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,-2.6968
2008-01-23,0.1697
2008-01-24,2.5409
2008-01-25,-1.1564
2008-01-26,
2008-01-27,
2008-01-28,-0.5571
2008-01-29,-1.5126
2008-01-30,2.6166
2008-01-31,3.5477
2008-02-01,2.4625
2008-02-02,
2008-02-03,
2008-02-04,0.9927
2008-02-05,-3.3626
2008-02-06,-2.2484
2008-02-07,-0.4381
2008-02-08,0.11
2008-02-09,
2008-02-10,
2008-02-11,0.2198
2008-02-12,-0.7675
2008-02-13,2.8177
2008-02-14,-2.633
2008-02-15,0.0
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,0.0552
2008-02-20,-0.2758
2008-02-21,0.5531
2008-02-22,0.33
2008-02-23,
2008-02-24,
2008-02-25,0.3838
2008-02-26,-0.1638
2008-02-27,0.3282
2008-02-28,-2.4537
2008-02-29,-0.3354
2008-03-01,
2008-03-02,
2008-03-03,-2.5799
2008-03-04,0.3454
2008-03-05,1.5491000000000001
2008-03-06,-1.3559
2008-03-07,-0.8018
2008-03-08,
2008-03-09,
2008-03-10,0.0
2008-03-11,-0.2309
2008-03-12,-0.7523
2008-03-13,1.5743
2008-03-14,-2.124
2008-03-15,
2008-03-16,
2008-03-17,-2.7566
2008-03-18,2.7744
2008-03-19,-1.2911000000000001
2008-03-20,1.4269
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,7.5615
2008-03-25,-0.8174
2008-03-26,-0.8242
2008-03-27,-2.8809
2008-03-28,5.4763
2008-03-29,
2008-03-30,
2008-03-31,-0.5408
2008-04-01,8.9723
2008-04-02,0.8982
2008-04-03,-0.0989
2008-04-04,0.5941
2008-04-05,
2008-04-06,
2008-04-07,-0.8858
2008-04-08,0.6951
2008-04-09,-2.3176
2008-04-10,0.8077
2008-04-11,-3.1547
2008-04-12,
2008-04-13,
2008-04-14,-0.879
2008-04-15,-1.0955
2008-04-16,2.1097
2008-04-17,1.3946
2008-04-18,0.3057
2008-04-19,
2008-04-20,
2008-04-21,-0.8634
2008-04-22,1.6905999999999999
2008-04-23,2.5189
2008-04-24,1.2776
2008-04-25,0.0
2008-04-26,
2008-04-27,
2008-04-28,0.2426
2008-04-29,2.1781
2008-04-30,-2.558
2008-05-01,3.0627
2008-05-02,0.0472
2008-05-03,
2008-05-04,
2008-05-05,2.5460000000000003
2008-05-06,2.5747
2008-05-07,-2.1067
2008-05-08,0.5495
2008-05-09,-0.4554
2008-05-10,
2008-05-11,
2008-05-12,0.5489
2008-05-13,0.546
2008-05-14,1.448
2008-05-15,2.4086
2008-05-16,-1.4373
2008-05-17,
2008-05-18,
2008-05-19,3.8003
2008-05-20,0.3831
2008-05-21,-0.6785
2008-05-22,0.0
2008-05-23,0.3416
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,1.4894
2008-05-28,1.2579
2008-05-29,-0.1656
2008-05-30,1.0369
2008-05-31,
2008-06-01,
2008-06-02,-0.9852
2008-06-03,-3.3167
2008-06-04,-2.5728999999999997
2008-06-05,1.8925999999999998
2008-06-06,-1.6846999999999999
2008-06-07,
2008-06-08,
2008-06-09,-1.2302
2008-06-10,2.758
2008-06-11,-4.329
2008-06-12,0.362
2008-06-13,0.3156
2008-06-14,
2008-06-15,
2008-06-16,0.7191
2008-06-17,0.3124
2008-06-18,-2.0018
2008-06-19,3.6768
2008-06-20,-2.627
2008-06-21,
2008-06-22,
2008-06-23,-2.2032
2008-06-24,-1.1954
2008-06-25,3.7692
2008-06-26,-3.5426
2008-06-27,-1.5807
2008-06-28,
2008-06-29,
2008-06-30,-2.2674
2008-07-01,1.305
2008-07-02,0.4294
2008-07-03,-0.0475
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,-2.424
2008-07-08,0.5358
2008-07-09,-1.3081
2008-07-10,-2.651
2008-07-11,-0.5547
2008-07-12,
2008-07-13,
2008-07-14,-1.8256000000000001
2008-07-15,4.3905
2008-07-16,1.0391
2008-07-17,2.1548
2008-07-18,1.5819999999999999
2008-07-19,
2008-07-20,
2008-07-21,-1.0854
2008-07-22,1.2882
2008-07-23,0.9421
2008-07-24,-3.1265
2008-07-25,1.4451
2008-07-26,
2008-07-27,
2008-07-28,-1.5194999999999999
2008-07-29,2.8447
2008-07-30,1.1252
2008-07-31,-0.8809
2008-08-01,-0.7016
2008-08-02,
2008-08-03,
2008-08-04,0.9892
2008-08-05,0.5131
2008-08-06,2.0882
2008-08-07,2.6818
2008-08-08,1.2838
2008-08-09,
2008-08-10,
2008-08-11,1.0052
2008-08-12,0.5193
2008-08-13,-0.9901
2008-08-14,-0.1304
2008-08-15,-0.9578
2008-08-16,
2008-08-17,
2008-08-18,-0.7033
2008-08-19,-1.151
2008-08-20,-1.7465000000000002
2008-08-21,-1.5497
2008-08-22,0.5556
2008-08-23,
2008-08-24,
2008-08-25,-1.9797
2008-08-26,-1.9258
2008-08-27,-0.4789
2008-08-28,0.4812
2008-08-29,0.5747
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,-0.7143
2008-09-03,-1.9664000000000001
2008-09-04,-2.4951
2008-09-05,-4.6162
2008-09-06,
2008-09-07,
2008-09-08,1.3677000000000001
2008-09-09,-2.6985
2008-09-10,0.2133
2008-09-11,-1.8094999999999999
2008-09-12,-0.1626
2008-09-13,
2008-09-14,
2008-09-15,-3.203
2008-09-16,1.6265
2008-09-17,-4.7461
2008-09-18,5.2144
2008-09-19,2.1476
2008-09-20,
2008-09-21,
2008-09-22,-3.7736
2008-09-23,0.5602
2008-09-24,-0.2786
2008-09-25,-8.5475
2008-09-26,0.2443
2008-09-27,
2008-09-28,
2008-09-29,-6.5814
2008-09-30,-1.696
2008-10-01,3.4506
2008-10-02,-1.9243000000000001
2008-10-03,-4.1857
2008-10-04,
2008-10-05,
2008-10-06,-1.0922
2008-10-07,-7.0393
2008-10-08,8.7602
2008-10-09,-7.5085
2008-10-10,-5.5351
2008-10-11,
2008-10-12,
2008-10-13,15.3906
2008-10-14,-9.6141
2008-10-15,-7.2659
2008-10-16,1.2924
2008-10-17,3.429
2008-10-18,
2008-10-19,
2008-10-20,9.0979
2008-10-21,-8.5512
2008-10-22,-5.1005
2008-10-23,-4.1531
2008-10-24,-3.3985
2008-10-25,
2008-10-26,
2008-10-27,-7.0361
2008-10-28,9.5553
2008-10-29,3.2815
2008-10-30,3.8462
2008-10-31,7.1659
2008-11-01,
2008-11-02,
2008-11-03,3.1555
2008-11-04,3.496
2008-11-05,-4.3631
2008-11-06,-7.5055
2008-11-07,1.9889000000000001
2008-11-08,
2008-11-09,
2008-11-10,-4.8362
2008-11-11,-4.8361
2008-11-12,-6.0293
2008-11-13,6.3245000000000005
2008-11-14,-9.568999999999999
2008-11-15,
2008-11-16,
2008-11-17,-3.1459
2008-11-18,-2.6574999999999998
2008-11-19,-9.8079
2008-11-20,-11.5471
2008-11-21,8.4918
2008-11-22,
2008-11-23,
2008-11-24,14.9533
2008-11-25,-5.9959
2008-11-26,2.4865
2008-11-27,
2008-11-28,-2.4262
2008-11-29,
2008-11-30,
2008-12-01,-7.2432
2008-12-02,9.324
2008-12-03,11.5139
2008-12-04,4.4933
2008-12-05,11.4364
2008-12-06,
2008-12-07,
2008-12-08,2.0525
2008-12-09,-0.5632
2008-12-10,-3.6408
2008-12-11,-4.45
2008-12-12,2.3726
2008-12-13,
2008-12-14,
2008-12-15,-4.3777
2008-12-16,9.605
2008-12-17,1.8837000000000002
2008-12-18,-4.8232
2008-12-19,4.4764
2008-12-20,
2008-12-21,
2008-12-22,-3.2336
2008-12-23,8.5213
2008-12-24,0.077
2008-12-25,
2008-12-26,1.0
2008-12-27,
2008-12-28,
2008-12-29,-1.0663
2008-12-30,1.5396
2008-12-31,0.2274
2009-01-01,
2009-01-02,5.8245000000000005
2009-01-03,
2009-01-04,
2009-01-05,1.0722
2009-01-06,10.9618
2009-01-07,-4.9076
2009-01-08,-1.7426
2009-01-09,5.457
2009-01-10,
2009-01-11,
2009-01-12,0.2587
2009-01-13,0.2581
2009-01-14,-5.6628
2009-01-15,0.6139
2009-01-16,0.4746
2009-01-17,
2009-01-18,
2009-01-19,
2009-01-20,-8.7719
2009-01-21,3.1805
2009-01-22,0.3584
2009-01-23,2.0
2009-01-24,
2009-01-25,
2009-01-26,2.3810000000000002
2009-01-27,1.9152
2009-01-28,2.7517
2009-01-29,-3.6577
2009-01-30,-0.678
2009-01-31,
2009-02-01,
2009-02-02,1.5017
2009-02-03,3.3625
2009-02-04,-0.1952
2009-02-05,2.086
2009-02-06,3.3844
2009-02-07,
2009-02-08,
2009-02-09,-1.7912
2009-02-10,-0.6289
2009-02-11,-3.1013
2009-02-12,1.0451
2009-02-13,-1.1635
2009-02-14,
2009-02-15,
2009-02-16,
2009-02-17,-5.6899999999999995
2009-02-18,-2.6352
2009-02-19,0.2849
2009-02-20,1.7755999999999998
2009-02-21,
2009-02-22,
2009-02-23,-2.6518
2009-02-24,4.2294
2009-02-25,-2.4072
2009-02-26,-1.6913
2009-02-27,-1.8638
2009-02-28,
2009-03-01,
2009-03-02,-1.1687
2009-03-03,1.5521
2009-03-04,4.9491
2009-03-05,-5.0624
2009-03-06,-1.8992
2009-03-07,
2009-03-08,
2009-03-09,-1.7126000000000001
2009-03-10,8.2576
2009-03-11,4.4087
2009-03-12,1.9437
2009-03-13,-0.9204
2009-03-14,
2009-03-15,
2009-03-16,-1.858
2009-03-17,5.7471
2009-03-18,0.7673
2009-03-19,-0.698
2009-03-20,-4.8562
2009-03-21,
2009-03-22,
2009-03-23,9.9396
2009-03-24,-7.3305
2009-03-25,-1.1206
2009-03-26,17.3333
2009-03-27,-3.4659
2009-03-28,
2009-03-29,
2009-03-30,4.8264
2009-03-31,0.1684
2009-04-01,-0.8969
2009-04-02,1.1312
2009-04-03,4.1387
2009-04-04,
2009-04-05,
2009-04-06,-1.1278
2009-04-07,-1.5752000000000002
2009-04-08,2.0971
2009-04-09,2.7027
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,-0.9474
2009-04-14,-3.1881
2009-04-15,-2.1954
2009-04-16,2.5814
2009-04-17,0.2188
2009-04-18,
2009-04-19,
2009-04-20,-5.4039
2009-04-21,1.3849
2009-04-22,4.5532
2009-04-23,-2.2319
2009-04-24,1.1136
2009-04-25,
2009-04-26,
2009-04-27,-1.4317
2009-04-28,-3.0726
2009-04-29,2.4207
2009-04-30,-2.8137
2009-05-01,-0.8686
2009-05-02,
2009-05-03,
2009-05-04,4.7897
2009-05-05,1.2263
2009-05-06,-0.4956
2009-05-07,-2.767
2009-05-08,0.1707
2009-05-09,
2009-05-10,
2009-05-11,2.6705
2009-05-12,-0.7194
2009-05-13,-1.8395000000000001
2009-05-14,2.8961
2009-05-15,9.6026
2009-05-16,
2009-05-17,
2009-05-18,-1.2085
2009-05-19,-1.3252
2009-05-20,-2.2211
2009-05-21,0.317
2009-05-22,2.2117
2009-05-23,
2009-05-24,
2009-05-25,
2009-05-26,1.6486
2009-05-27,0.0507
2009-05-28,1.2158
2009-05-29,-0.1502
2009-05-30,
2009-05-31,
2009-06-01,4.1103
2009-06-02,-1.0111
2009-06-03,-3.3074
2009-06-04,0.7545
2009-06-05,-0.5492
2009-06-06,
2009-06-07,
2009-06-08,-0.4016
2009-06-09,3.3266
2009-06-10,-1.1707
2009-06-11,1.2833
2009-06-12,1.3158
2009-06-13,
2009-06-14,
2009-06-15,-0.962
2009-06-16,-2.0398
2009-06-17,-0.1983
2009-06-18,0.4968
2009-06-19,-1.1864
2009-06-20,
2009-06-21,
2009-06-22,-5.8029
2009-06-23,4.2485
2009-06-24,2.5471
2009-06-25,-4.1729
2009-06-26,3.0067
2009-06-27,
2009-06-28,
2009-06-29,0.6039
2009-06-30,0.7004
2009-07-01,2.4839
2009-07-02,-1.0179
2009-07-03,
2009-07-04,
2009-07-05,
2009-07-06,-3.7218
2009-07-07,-3.1536
2009-07-08,0.0525
2009-07-09,1.5748
2009-07-10,-0.7752
2009-07-11,
2009-07-12,
2009-07-13,0.4688
2009-07-14,1.1923
2009-07-15,4.918
2009-07-16,1.8555000000000001
2009-07-17,-1.2464
2009-07-18,
2009-07-19,
2009-07-20,8.3495
2009-07-21,0.4928
2009-07-22,1.9617
2009-07-23,1.6178
2009-07-24,-1.0327
2009-07-25,
2009-07-26,
2009-07-27,-1.2609
2009-07-28,-0.3523
2009-07-29,-0.4861
2009-07-30,0.2664
2009-07-31,1.1072
2009-08-01,
2009-08-02,
2009-08-03,-2.3215
2009-08-04,-0.0897
2009-08-05,0.0
2009-08-06,-1.5709
2009-08-07,-0.4104
2009-08-08,
2009-08-09,
2009-08-10,0.87
2009-08-11,-1.9519
2009-08-12,2.6852
2009-08-13,0.8566
2009-08-14,-3.3527
2009-08-15,
2009-08-16,
2009-08-17,-3.284
2009-08-18,-0.3348
2009-08-19,1.8714
2009-08-20,3.3443
2009-08-21,1.5497
2009-08-22,
2009-08-23,
2009-08-24,-0.0449
2009-08-25,0.449
2009-08-26,0.2235
2009-08-27,1.2043
2009-08-28,0.9255
2009-08-29,
2009-08-30,
2009-08-31,0.262
2009-09-01,-1.5678999999999998
2009-09-02,0.708
2009-09-03,1.5377999999999998
2009-09-04,2.2500999999999998
2009-09-05,
2009-09-06,
2009-09-07,
2009-09-08,5.0783
2009-09-09,0.5638
2009-09-10,2.0425
2009-09-11,-0.3532
2009-09-12,
2009-09-13,
2009-09-14,-0.1575
2009-09-15,-1.4596
2009-09-16,0.8407
2009-09-17,1.0719
2009-09-18,1.4925
2009-09-19,
2009-09-20,
2009-09-21,-0.4644
2009-09-22,-1.2442
2009-09-23,-2.0472
2009-09-24,12.3392
2009-09-25,-0.5367
2009-09-26,
2009-09-27,
2009-09-28,0.1799
2009-09-29,-0.395
2009-09-30,-0.3605
2009-10-01,-2.424
2009-10-02,-0.8899
2009-10-03,
2009-10-04,
2009-10-05,3.3296
2009-10-06,1.231
2009-10-07,-0.1788
2009-10-08,-1.1107
2009-10-09,2.029
2009-10-10,
2009-10-11,
2009-10-12,-1.0653
2009-10-13,0.5743
2009-10-14,2.2127
2009-10-15,0.6983
2009-10-16,-0.7282
2009-10-17,
2009-10-18,
2009-10-19,-0.5938
2009-10-20,-2.4947
2009-10-21,-1.1171
2009-10-22,1.1297
2009-10-23,-0.9369
2009-10-24,
2009-10-25,
2009-10-26,0.7639
2009-10-27,-1.6606
2009-10-28,-4.3686
2009-10-29,2.3033
2009-10-30,-3.152
2009-10-31,
2009-11-01,
2009-11-02,-0.1937
2009-11-03,2.4068
2009-11-04,2.6535
2009-11-05,1.7725
2009-11-06,0.1089
2009-11-07,
2009-11-08,
2009-11-09,-1.1598
2009-11-10,1.0634
2009-11-11,1.0522
2009-11-12,0.4309
2009-11-13,0.7508
2009-11-14,
2009-11-15,
2009-11-16,1.5259
2009-11-17,0.1398
2009-11-18,-1.0122
2009-11-19,-1.7278
2009-11-20,-2.7987
2009-11-21,
2009-11-22,
2009-11-23,1.8826
2009-11-24,-0.3623
2009-11-25,0.4364
2009-11-26,
2009-11-27,-2.9689
2009-11-28,
2009-11-29,
2009-11-30,-0.3731
2009-12-01,2.809
2009-12-02,0.9472
2009-12-03,-0.3248
2009-12-04,1.05
2009-12-05,
2009-12-06,
2009-12-07,0.7882
2009-12-08,-1.422
2009-12-09,-2.1637
2009-12-10,1.9536
2009-12-11,2.0246
2009-12-12,
2009-12-13,
2009-12-14,3.8270999999999997
2009-12-15,-0.5802
2009-12-16,-0.8582
2009-12-17,0.2078
2009-12-18,1.1403
2009-12-19,
2009-12-20,
2009-12-21,1.6057000000000001
2009-12-22,0.4371
2009-12-23,5.2226
2009-12-24,-0.2227
2009-12-25,
2009-12-26,
2009-12-27,
2009-12-28,-1.2436
2009-12-29,0.0969
2009-12-30,0.8387
2009-12-31,-1.1516
2010-01-01,
2010-01-02,
2010-01-03,
2010-01-04,0.712
2010-01-05,-0.482
2010-01-06,0.0
2010-01-07,-1.8728
2010-01-08,-0.8226
2010-01-09,
2010-01-10,
2010-01-11,-1.3271
2010-01-12,-2.1856
2010-01-13,1.375
2010-01-14,0.9495
2010-01-15,-2.3178
2010-01-16,
2010-01-17,
2010-01-18,
2010-01-19,1.8226
2010-01-20,-1.5198
2010-01-21,-0.3429
2010-01-22,-4.5767
2010-01-23,
2010-01-24,
2010-01-25,-0.1442
2010-01-26,1.6612
2010-01-27,-0.6394
2010-01-28,-2.1809
2010-01-29,-0.5117
2010-01-30,
2010-01-31,
2010-02-01,4.0779
2010-02-02,0.5295
2010-02-03,-0.1404
2010-02-04,-5.0633
2010-02-05,0.8889
2010-02-06,
2010-02-07,
2010-02-08,-0.1836
2010-02-09,0.8091
2010-02-10,-0.8026
2010-02-11,3.0894
2010-02-12,-0.6065
2010-02-13,
2010-02-14,
2010-02-15,
2010-02-16,2.4408
2010-02-17,0.8409
2010-02-18,1.3899
2010-02-19,-0.2056
2010-02-20,
2010-02-21,
2010-02-22,-0.3777
2010-02-23,-3.516
2010-02-24,1.0361
2010-02-25,-0.495
2010-02-26,-0.3198
2010-02-27,
2010-02-28,
2010-03-01,2.0677
2010-03-02,0.4191
2010-03-03,2.087
2010-03-04,1.8058
2010-03-05,1.3052000000000001
2010-03-06,
2010-03-07,
2010-03-08,-0.8589
2010-03-09,0.6664
2010-03-10,0.4965
2010-03-11,0.8564
2010-03-12,0.4572
2010-03-13,
2010-03-14,
2010-03-15,0.0
2010-03-16,-0.4876
2010-03-17,0.3594
2010-03-18,-1.6926999999999999
2010-03-19,-0.7616
2010-03-20,
2010-03-21,
2010-03-22,0.1001
2010-03-23,0.5667
2010-03-24,1.7567
2010-03-25,-5.8632
2010-03-26,-1.7647
2010-03-27,
2010-03-28,
2010-03-29,-0.8101
2010-03-30,2.7344
2010-03-31,1.1753
2010-04-01,2.289
2010-04-02,
2010-04-03,
2010-04-04,
2010-04-05,1.4028
2010-04-06,0.0988
2010-04-07,-0.1645
2010-04-08,0.4614
2010-04-09,1.0827
2010-04-10,
2010-04-11,
2010-04-12,0.0
2010-04-13,1.1360000000000001
2010-04-14,2.9846
2010-04-15,-1.3088
2010-04-16,-1.7997999999999998
2010-04-17,
2010-04-18,
2010-04-19,-1.2862
2010-04-20,1.0749
2010-04-21,0.2256
2010-04-22,0.6109
2010-04-23,0.5433
2010-04-24,
2010-04-25,
2010-04-26,0.2543
2010-04-27,-2.5048
2010-04-28,-0.4228
2010-04-29,0.5225
2010-04-30,-2.9565
2010-05-01,
2010-05-02,
2010-05-03,2.4439
2010-05-04,-2.9412000000000003
2010-05-05,-0.6397
2010-05-06,-4.4392
2010-05-07,-2.5177
2010-05-08,
2010-05-09,
2010-05-10,5.1291
2010-05-11,1.4879
2010-05-12,2.6935000000000002
2010-05-13,2.1248
2010-05-14,-1.1703999999999999
2010-05-15,
2010-05-16,
2010-05-17,0.3947
2010-05-18,-1.5072
