date,VTRS UW Equity
2009-08-28,-0.5376
2009-08-29,
2009-08-30,
2009-08-31,-0.8784
2009-09-01,-2.7267
2009-09-02,0.4905
2009-09-03,-0.1395
2009-09-04,1.4665
2009-09-05,
2009-09-06,
2009-09-07,
2009-09-08,1.1012
2009-09-09,-1.9061
2009-09-10,7.4254
2009-09-11,-2.0672
2009-09-12,
2009-09-13,
2009-09-14,0.5277
2009-09-15,0.1312
2009-09-16,3.8663
2009-09-17,-0.8833
2009-09-18,2.3552
2009-09-19,
2009-09-20,
2009-09-21,-0.5597
2009-09-22,0.8755
2009-09-23,0.496
2009-09-24,-0.3701
2009-09-25,-0.5573
2009-09-26,
2009-09-27,
2009-09-28,0.3736
2009-09-29,0.1861
2009-09-30,-0.8669
2009-10-01,-2.6234
2009-10-02,1.8601999999999999
2009-10-03,
2009-10-04,
2009-10-05,2.1411
2009-10-06,-0.9248
2009-10-07,3.8581
2009-10-08,-1.4979
2009-10-09,2.129
2009-10-10,
2009-10-11,
2009-10-12,-0.8338
2009-10-13,-1.6817
2009-10-14,2.3213
2009-10-15,0.0
2009-10-16,-0.4776
2009-10-17,
2009-10-18,
2009-10-19,-0.7798
2009-10-20,-1.451
2009-10-21,-1.1043
2009-10-22,2.4194
2009-10-23,-2.3016
2009-10-24,
2009-10-25,
2009-10-26,-0.8679
2009-10-27,1.9386999999999999
2009-10-28,-3.2515
2009-10-29,4.629
2009-10-30,-1.5758
2009-10-31,
2009-11-01,
2009-11-02,0.8005
2009-11-03,1.8937
2009-11-04,1.0791
2009-11-05,3.3215
2009-11-06,0.287
2009-11-07,
2009-11-08,
2009-11-09,2.5186
2009-11-10,-1.8984
2009-11-11,-0.3984
2009-11-12,-1.4285999999999999
2009-11-13,1.6812
2009-11-14,
2009-11-15,
2009-11-16,2.5656
2009-11-17,-0.5559
2009-11-18,-1.3415
2009-11-19,-1.2465
2009-11-20,0.6885
2009-11-21,
2009-11-22,
2009-11-23,2.4501
2009-11-24,1.7798
2009-11-25,-0.0546
2009-11-26,
2009-11-27,-1.5309
2009-11-28,
2009-11-29,
2009-11-30,-0.7773
2009-12-01,2.0145
2009-12-02,1.5359
2009-12-03,-1.6747999999999998
2009-12-04,-1.1538
2009-12-05,
2009-12-06,
2009-12-07,1.0561
2009-12-08,-0.22
2009-12-09,-0.1103
2009-12-10,0.2759
2009-12-11,1.9263
2009-12-12,
2009-12-13,
2009-12-14,1.3498999999999999
2009-12-15,1.4385
2009-12-16,-0.9454
2009-12-17,-2.333
2009-12-18,-0.9229
2009-12-19,
2009-12-20,
2009-12-21,3.6164
2009-12-22,-0.1058
2009-12-23,-0.7941
2009-12-24,0.0
2009-12-25,
2009-12-26,
2009-12-27,
2009-12-28,-0.2668
2009-12-29,-0.428
2009-12-30,0.0
2009-12-31,-0.9672
2010-01-01,
2010-01-02,
2010-01-03,
2010-01-04,1.5735000000000001
2010-01-05,-1.0684
2010-01-06,-0.9719
2010-01-07,-1.6903000000000001
2010-01-08,-3.3833
2010-01-09,
2010-01-10,
2010-01-11,2.0092
2010-01-12,-2.0259
2010-01-13,2.2975
2010-01-14,0.3369
2010-01-15,1.8467
2010-01-16,
2010-01-17,
2010-01-18,
2010-01-19,2.967
2010-01-20,-2.7748
2010-01-21,-1.5368
2010-01-22,-0.8919
2010-01-23,
2010-01-24,
2010-01-25,-0.5624
2010-01-26,2.319
2010-01-27,0.8845
2010-01-28,-1.7534
2010-01-29,1.6732
2010-01-30,
2010-01-31,
2010-02-01,-0.6034
2010-02-02,0.4415
2010-02-03,-1.044
2010-02-04,-1.4992
2010-02-05,0.8455
2010-02-06,
2010-02-07,
2010-02-08,-0.7267
2010-02-09,-0.4505
2010-02-10,-0.3959
2010-02-11,3.8614
2010-02-12,0.1093
2010-02-13,
2010-02-14,
2010-02-15,
2010-02-16,2.0208
2010-02-17,1.0171
2010-02-18,-0.053
2010-02-19,1.1135
2010-02-20,
2010-02-21,
2010-02-22,2.8317
2010-02-23,-2.2947
2010-02-24,1.357
2010-02-25,6.5911
2010-02-26,3.0918
2010-02-27,
2010-02-28,
2010-03-01,0.1874
2010-03-02,-0.1403
2010-03-03,-1.0304
2010-03-04,0.7572
2010-03-05,2.2546
2010-03-06,
2010-03-07,
2010-03-08,-1.6077
2010-03-09,0.747
2010-03-10,1.0658
2010-03-11,0.7795
2010-03-12,-0.1365
2010-03-13,
2010-03-14,
2010-03-15,0.0
2010-03-16,0.6378
2010-03-17,0.0453
2010-03-18,1.1764999999999999
2010-03-19,0.7603
2010-03-20,
2010-03-21,
2010-03-22,1.6423
2010-03-23,0.0873
2010-03-24,-1.1344
2010-03-25,-1.7652
2010-03-26,0.5391
2010-03-27,
2010-03-28,
2010-03-29,2.1895
2010-03-30,-0.962
2010-03-31,0.2649
2010-04-01,1.9815
2010-04-02,
2010-04-03,
2010-04-04,
2010-04-05,0.3886
2010-04-06,-1.8065
2010-04-07,-0.4818
2010-04-08,-0.7482
2010-04-09,-0.0887
2010-04-10,
2010-04-11,
2010-04-12,0.0
2010-04-13,0.0
2010-04-14,-1.9085999999999999
2010-04-15,-0.2262
2010-04-16,-1.3605
2010-04-17,
2010-04-18,
2010-04-19,-0.8276
2010-04-20,1.1127
2010-04-21,1.238
2010-04-22,-0.5435
2010-04-23,1.275
2010-04-24,
2010-04-25,
2010-04-26,-2.2032
2010-04-27,-1.7931
2010-04-28,1.6385999999999998
2010-04-29,0.2764
2010-04-30,1.1943
2010-05-01,
2010-05-02,
2010-05-03,0.0
2010-05-04,-3.0413
2010-05-05,2.2004
2010-05-06,-2.1072
2010-05-07,-0.1404
2010-05-08,
2010-05-09,
2010-05-10,2.4367
2010-05-11,-0.4117
2010-05-12,-0.7809
2010-05-13,-2.1296
2010-05-14,-2.9328
2010-05-15,
2010-05-16,
2010-05-17,0.3899
2010-05-18,-3.0097
2010-05-19,1.2513
2010-05-20,-4.1028
2010-05-21,0.567
2010-05-22,
2010-05-23,
2010-05-24,-1.3839000000000001
2010-05-25,-0.4678
2010-05-26,0.8877
2010-05-27,2.588
2010-05-28,-1.9173
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,-2.572
2010-06-02,0.0528
2010-06-03,-0.5805
2010-06-04,-1.8577
2010-06-05,
2010-06-06,
2010-06-07,-0.2704
2010-06-08,-3.2538
2010-06-09,0.6726
2010-06-10,1.7816999999999998
2010-06-11,0.2188
2010-06-12,
2010-06-13,
2010-06-14,-2.0197
2010-06-15,2.6184
2010-06-16,-2.823
2010-06-17,2.5698
2010-06-18,1.4706000000000001
2010-06-19,
2010-06-20,
2010-06-21,-3.5427
2010-06-22,0.5565
2010-06-23,-1.5495
2010-06-24,-0.2811
2010-06-25,1.071
2010-06-26,
2010-06-27,
2010-06-28,-1.4501
2010-06-29,-2.3769
2010-06-30,-1.2174
2010-07-01,-1.0563
2010-07-02,0.1779
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,0.7697
2010-07-07,2.4677
2010-07-08,2.3509
2010-07-09,-1.3445
2010-07-10,
2010-07-11,
2010-07-12,-0.5111
2010-07-13,1.8836
2010-07-14,0.0
2010-07-15,2.6330999999999998
2010-07-16,-3.4389
2010-07-17,
2010-07-18,
2010-07-19,2.3742
2010-07-20,0.3313
2010-07-21,-2.1464
2010-07-22,0.0562
2010-07-23,-0.1686
2010-07-24,
2010-07-25,
2010-07-26,2.9279
2010-07-27,-1.0394
2010-07-28,-0.995
2010-07-29,-2.3451
2010-07-30,-0.5146
2010-07-31,
2010-08-01,
2010-08-02,2.2414
2010-08-03,-1.7426
2010-08-04,1.4874
2010-08-05,-0.6201
2010-08-06,0.1702
2010-08-07,
2010-08-08,
2010-08-09,2.4915
2010-08-10,0.0
2010-08-11,-3.2044
2010-08-12,-0.3995
2010-08-13,0.0573
2010-08-14,
2010-08-15,
2010-08-16,-0.2291
2010-08-17,3.0425
2010-08-18,-1.0028
2010-08-19,-0.9004
2010-08-20,-0.3975
2010-08-21,
2010-08-22,
2010-08-23,0.057
2010-08-24,-1.1396
2010-08-25,0.1729
2010-08-26,-2.359
2010-08-27,2.1803
2010-08-28,
2010-08-29,
2010-08-30,-1.7877999999999998
2010-08-31,0.7634
2010-09-01,1.69
2010-09-02,-0.0573
2010-09-03,2.0069
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,-0.787
2010-09-08,-0.4533
2010-09-09,0.7399
2010-09-10,1.1299
2010-09-11,
2010-09-12,
2010-09-13,0.2235
2010-09-14,0.4459
2010-09-15,0.0555
2010-09-16,0.6656
2010-09-17,0.1653
2010-09-18,
2010-09-19,
2010-09-20,1.2101
2010-09-21,-0.4891
2010-09-22,0.3277
2010-09-23,0.4355
2010-09-24,2.5474
2010-09-25,
2010-09-26,
2010-09-27,-1.4271
2010-09-28,0.9115
2010-09-29,-0.1063
2010-09-30,0.0532
2010-10-01,0.4785
2010-10-02,
2010-10-03,
2010-10-04,-1.164
2010-10-05,0.803
2010-10-06,-0.2124
2010-10-07,-0.9047
2010-10-08,-0.1074
2010-10-09,
2010-10-10,
2010-10-11,-1.0753
2010-10-12,1.8477999999999999
2010-10-13,1.0139
2010-10-14,0.0528
2010-10-15,2.0591
2010-10-16,
2010-10-17,
2010-10-18,-2.0176
2010-10-19,-0.5808
2010-10-20,0.7966
2010-10-21,1.0011
2010-10-22,1.1998
2010-10-23,
2010-10-24,
2010-10-25,1.2887
2010-10-26,-0.2545
2010-10-27,3.2653
2010-10-28,1.2846
2010-10-29,-0.878
2010-10-30,
2010-10-31,
2010-11-01,-0.689
2010-11-02,-0.0991
2010-11-03,0.0
2010-11-04,0.3968
2010-11-05,-0.4941
2010-11-06,
2010-11-07,
2010-11-08,-0.6455
2010-11-09,-2.6487
2010-11-10,0.2053
2010-11-11,-0.2561
2010-11-12,-1.1299
2010-11-13,
2010-11-14,
2010-11-15,0.0
2010-11-16,-1.5065
2010-11-17,0.2637
2010-11-18,1.2625
2010-11-19,3.0649
2010-11-20,
2010-11-21,
2010-11-22,1.5121
2010-11-23,0.0
2010-11-24,1.5392000000000001
2010-11-25,
2010-11-26,-0.5868
2010-11-27,
2010-11-28,
2010-11-29,-1.4264999999999999
2010-11-30,-2.3703
2010-12-01,1.0989
2010-12-02,-0.2022
2010-12-03,0.8612
2010-12-04,
2010-12-05,
2010-12-06,1.2557
2010-12-07,-0.1488
2010-12-08,-0.2981
2010-12-09,0.1993
2010-12-10,0.1492
2010-12-11,
2010-12-12,
2010-12-13,-1.3902999999999999
2010-12-14,4.1289
2010-12-15,0.8221
2010-12-16,2.3022
2010-12-17,0.3282
2010-12-18,
2010-12-19,
2010-12-20,-0.8879
2010-12-21,0.0
2010-12-22,0.9901
2010-12-23,-0.0467
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,0.0467
2010-12-28,-0.747
2010-12-29,-0.2822
2010-12-30,-0.1415
2010-12-31,-0.1889
2011-01-01,
2011-01-02,
2011-01-03,2.5083
2011-01-04,-0.831
2011-01-05,0.9777
2011-01-06,3.5961
2011-01-07,-0.6676
2011-01-08,
2011-01-09,
2011-01-10,0.4032
2011-01-11,0.7586
2011-01-12,0.0443
2011-01-13,0.6197
2011-01-14,0.308
2011-01-15,
2011-01-16,
2011-01-17,
2011-01-18,4.6491
2011-01-19,-3.5624000000000002
2011-01-20,1.6515
2011-01-21,-1.7101
2011-01-22,
2011-01-23,
2011-01-24,2.3054
2011-01-25,1.233
2011-01-26,0.588
2011-01-27,-1.0438
2011-01-28,-3.3333
2011-01-29,
2011-01-30,
2011-01-31,1.0912
2011-02-01,1.6408
2011-02-02,-1.6992
2011-02-03,1.7286000000000001
2011-02-04,-1.5293
2011-02-05,
2011-02-06,
2011-02-07,0.4745
2011-02-08,-1.2022
2011-02-09,1.3472
2011-02-10,0.4288
2011-02-11,-0.2989
2011-02-12,
2011-02-13,
2011-02-14,0.0857
2011-02-15,-0.1284
2011-02-16,0.0
2011-02-17,1.1568
2011-02-18,-1.1436
2011-02-19,
2011-02-20,
2011-02-21,
2011-02-22,-2.0994
2011-02-23,-1.7067999999999999
2011-02-24,-1.4693
2011-02-25,2.169
2011-02-26,
2011-02-27,
2011-02-28,1.1499
2011-03-01,-0.7871
2011-03-02,-0.1322
2011-03-03,1.9417
2011-03-04,-1.4285999999999999
2011-03-05,
2011-03-06,
2011-03-07,-1.054
2011-03-08,1.4203000000000001
2011-03-09,-0.8315
2011-03-10,-1.4563
2011-03-11,0.0896
2011-03-12,
2011-03-13,
2011-03-14,-0.5369
2011-03-15,-1.9343
2011-03-16,-3.0275
2011-03-17,1.6082999999999998
2011-03-18,0.838
2011-03-19,
2011-03-20,
2011-03-21,0.7849
2011-03-22,1.0536
2011-03-23,-0.4533
2011-03-24,1.7304
2011-03-25,-0.1343
2011-03-26,
2011-03-27,
2011-03-28,-0.8516
2011-03-29,1.4919
2011-03-30,1.4254
2011-03-31,-0.4392
2011-04-01,2.4702
2011-04-02,
2011-04-03,
2011-04-04,0.6457
2011-04-05,-0.2139
2011-04-06,-0.5572
2011-04-07,0.1724
2011-04-08,0.8606
2011-04-09,
2011-04-10,
2011-04-11,0.7679
2011-04-12,-0.5927
2011-04-13,0.0426
2011-04-14,-1.3197
2011-04-15,3.063
2011-04-16,
2011-04-17,
2011-04-18,-1.7162
2011-04-19,2.2998
2011-04-20,3.2057
2011-04-21,-0.5244
2011-04-22,
2011-04-23,
2011-04-24,
2011-04-25,1.4599
2011-04-26,0.7994
2011-04-27,0.0793
2011-04-28,-0.832
2011-04-29,-0.4395
2011-04-30,
2011-05-01,
2011-05-02,-0.321
2011-05-03,-2.4557
2011-05-04,-0.5365
2011-05-05,-0.249
2011-05-06,-0.5824
2011-05-07,
2011-05-08,
2011-05-09,0.3766
2011-05-10,0.917
2011-05-11,-2.6022
2011-05-12,2.1628
2011-05-13,0.0
2011-05-14,
2011-05-15,
2011-05-16,-1.1623
2011-05-17,-0.714
2011-05-18,1.1421000000000001
2011-05-19,0.711
2011-05-20,-1.1628
2011-05-21,
2011-05-22,
2011-05-23,-2.0588
2011-05-24,0.3861
2011-05-25,-1.8376000000000001
2011-05-26,0.1741
2011-05-27,1.6949
2011-05-28,
2011-05-29,
2011-05-30,
2011-05-31,0.6197
2011-06-01,-1.4228
2011-06-02,0.1293
2011-06-03,-1.7212
2011-06-04,
2011-06-05,
2011-06-06,-1.7951000000000001
2011-06-07,0.6242
2011-06-08,-0.1772
2011-06-09,0.0444
2011-06-10,-2.2848
2011-06-11,
2011-06-12,
2011-06-13,0.2951
2011-06-14,2.0371
2011-06-15,-2.0852
2011-06-16,0.4078
2011-06-17,0.4738
2011-06-18,
2011-06-19,
2011-06-20,1.3699
2011-06-21,1.2406
2011-06-22,0.0438
2011-06-23,0.2625
2011-06-24,0.829
2011-06-25,
2011-06-26,
2011-06-27,0.5193
2011-06-28,2.2385
2011-06-29,1.8105
2011-06-30,2.0265
2011-07-01,1.2971
2011-07-02,
2011-07-03,
2011-07-04,
2011-07-05,-0.8403
2011-07-06,-0.1211
2011-07-07,0.6061
2011-07-08,0.3213
2011-07-09,
2011-07-10,
2011-07-11,-2.6021
2011-07-12,-0.7809
2011-07-13,-0.4971
2011-07-14,-0.6661
2011-07-15,-1.2154
2011-07-16,
2011-07-17,
2011-07-18,-1.8668
2011-07-19,2.4211
2011-07-20,-1.2664
2011-07-21,1.3467
2011-07-22,0.9914
2011-07-23,
2011-07-24,
2011-07-25,-1.5873
2011-07-26,-0.1273
2011-07-27,-2.7199
2011-07-28,1.3543
2011-07-29,-1.8103
2011-07-30,
2011-07-31,
2011-08-01,-2.7875
2011-08-02,-5.8478
2011-08-03,-2.1103
2011-08-04,-6.5654
2011-08-05,0.9963
2011-08-06,
2011-08-07,
2011-08-08,-7.1651
2011-08-09,3.9709
2011-08-10,-6.5089
2011-08-11,8.1128
2011-08-12,2.4481
2011-08-13,
2011-08-14,
2011-08-15,3.1169000000000002
2011-08-16,0.806
2011-08-17,-0.7996
2011-08-18,-6.5491
2011-08-19,-3.8814
2011-08-20,
2011-08-21,
2011-08-22,-0.5048
2011-08-23,3.5513
2011-08-24,1.9597
2011-08-25,-2.456
2011-08-26,5.2545
2011-08-27,
2011-08-28,
2011-08-29,4.1862
2011-08-30,1.722
2011-08-31,1.8646
2011-09-01,-2.3603
2011-09-02,-4.2921
2011-09-03,
2011-09-04,
2011-09-05,
2011-09-06,-0.6701
2011-09-07,3.0099
2011-09-08,-1.7631999999999999
2011-09-09,-0.7179
2011-09-10,
2011-09-11,
2011-09-12,0.9814
2011-09-13,3.4015
2011-09-14,-0.742
2011-09-15,0.4735
2011-09-16,1.7361
2011-09-17,
2011-09-18,
2011-09-19,-1.0726
2011-09-20,-0.4929
2011-09-21,-3.8632999999999997
2011-09-22,-5.6157
2011-09-23,-0.1638
2011-09-24,
2011-09-25,
2011-09-26,1.0388
2011-09-27,0.1623
2011-09-28,-4.322
2011-09-29,-0.1129
2011-09-30,-3.9005
2011-10-01,
2011-10-02,
2011-10-03,-4.7647
2011-10-04,-0.1853
2011-10-05,4.2079
2011-10-06,4.1568
2011-10-07,-1.2543
2011-10-08,
2011-10-09,
2011-10-10,3.2333
2011-10-11,0.1678
2011-10-12,0.7259
2011-10-13,-0.9424
2011-10-14,-1.1192
2011-10-15,
2011-10-16,
2011-10-17,-1.8676
2011-10-18,1.2111
2011-10-19,-1.2536
2011-10-20,0.2885
2011-10-21,3.7975
2011-10-22,
2011-10-23,
2011-10-24,2.7161999999999997
2011-10-25,-1.7809
2011-10-26,7.4176
2011-10-27,4.0921
2011-10-28,-0.344
2011-10-29,
2011-10-30,
2011-10-31,-3.501
2011-11-01,-4.9566
2011-11-02,0.5376
2011-11-03,1.016
2011-11-04,-2.0116
2011-11-05,
2011-11-06,
2011-11-07,0.9184
2011-11-08,1.6595
2011-11-09,-4.6867
2011-11-10,1.3812
2011-11-11,2.0708
2011-11-12,
2011-11-13,
2011-11-14,-1.4415
2011-11-15,1.3001
2011-11-16,-2.8342
2011-11-17,-1.486
2011-11-18,-0.2235
2011-11-19,
2011-11-20,
2011-11-21,-1.1198
2011-11-22,1.3024
2011-11-23,-1.5091999999999999
2011-11-24,
2011-11-25,-1.1918
2011-11-26,
2011-11-27,
2011-11-28,4.9397
2011-11-29,1.2042
2011-11-30,5.6247
2011-12-01,0.8193
2011-12-02,-0.965
2011-12-03,
2011-12-04,
2011-12-05,2.5128
2011-12-06,-0.9005
2011-12-07,1.1106
2011-12-08,-3.3449999999999998
2011-12-09,3.3058
2011-12-10,
2011-12-11,
2011-12-12,0.5
2011-12-13,-0.2985
2011-12-14,-0.4491
2011-12-15,1.4536
2011-12-16,3.1621
2011-12-17,
2011-12-18,
2011-12-19,-1.2931
2011-12-20,4.1727
2011-12-21,-1.0247
2011-12-22,1.4588
2011-12-23,1.2059
2011-12-24,
2011-12-25,
2011-12-26,
2011-12-27,-1.5124
2011-12-28,-0.0465
2011-12-29,1.5363
2011-12-30,-1.6048
2011-12-31,
2012-01-01,
2012-01-02,
2012-01-03,3.3551
2012-01-04,-2.0063
2012-01-05,-1.1272
2012-01-06,0.0465
2012-01-07,
2012-01-08,
2012-01-09,0.9767
2012-01-10,2.211
2012-01-11,0.5408
2012-01-12,-0.1345
2012-01-13,-2.5583
2012-01-14,
2012-01-15,
2012-01-16,
2012-01-17,-0.5527
2012-01-18,1.1579
2012-01-19,0.1374
2012-01-20,-1.4175
2012-01-21,
2012-01-22,
2012-01-23,-0.1855
2012-01-24,-3.1599
2012-01-25,1.7753999999999999
2012-01-26,-0.0471
2012-01-27,-0.7547
2012-01-28,
2012-01-29,
2012-01-30,-0.2852
2012-01-31,-1.0963
2012-02-01,5.8313
2012-02-02,-0.9107
2012-02-03,3.125
2012-02-04,
2012-02-05,
2012-02-06,-0.5125
2012-02-07,0.9183
2012-02-08,1.5979
2012-02-09,0.3058
2012-02-10,-0.784
2012-02-11,
2012-02-12,
2012-02-13,0.7902
2012-02-14,1.2195
2012-02-15,-0.3442
2012-02-16,1.8998
2012-02-17,-0.7627
2012-02-18,
2012-02-19,
2012-02-20,
2012-02-21,-3.0743
2012-02-22,3.2599
2012-02-23,1.0879
2012-02-24,-0.9074
2012-02-25,
2012-02-26,
2012-02-27,-1.2351
2012-02-28,0.0
2012-02-29,1.0781
2012-03-01,0.8532
2012-03-02,-2.0305
2012-03-03,
2012-03-04,
2012-03-05,-2.2021
2012-03-06,-1.9868000000000001
2012-03-07,0.7658
2012-03-08,0.9388
2012-03-09,1.7271999999999998
2012-03-10,
2012-03-11,
2012-03-12,-0.7836
2012-03-13,1.4919
2012-03-14,-2.032
2012-03-15,1.3679999999999999
2012-03-16,-0.3483
2012-03-17,
2012-03-18,
2012-03-19,-0.0874
2012-03-20,-0.5684
2012-03-21,1.4072
2012-03-22,0.0434
2012-03-23,-0.3901
2012-03-24,
2012-03-25,
2012-03-26,1.4795
2012-03-27,0.1286
2012-03-28,-0.8779
2012-03-29,0.2376
2012-03-30,1.0776
2012-03-31,
2012-04-01,
2012-04-02,0.2985
2012-04-03,0.085
2012-04-04,-1.6143
2012-04-05,-2.4611
2012-04-06,
2012-04-07,
2012-04-08,
2012-04-09,-2.7003
2012-04-10,-2.0473
2012-04-11,1.7650000000000001
2012-04-12,2.2364
2012-04-13,-1.4732
2012-04-14,
2012-04-15,
2012-04-16,0.1359
2012-04-17,2.5792
2012-04-18,-0.7278
2012-04-19,-1.8439999999999999
2012-04-20,-1.1317
2012-04-21,
2012-04-22,
2012-04-23,-1.2821
2012-04-24,1.7625
2012-04-25,1.1851
2012-04-26,-0.3153
2012-04-27,-0.2259
2012-04-28,
2012-04-29,
2012-04-30,-1.6757
2012-05-01,-0.0461
2012-05-02,-1.2903
2012-05-03,-0.887
2012-05-04,-1.0834
2012-05-05,
2012-05-06,
2012-05-07,0.2381
2012-05-08,-0.2375
2012-05-09,-1.7143000000000002
2012-05-10,2.1318
2012-05-11,2.0873
2012-05-12,
2012-05-13,
2012-05-14,-0.4647
2012-05-15,-0.9337
2012-05-16,0.2828
2012-05-17,-0.5639
2012-05-18,-1.5594999999999999
2012-05-19,
2012-05-20,
2012-05-21,1.8243
2012-05-22,0.2829
2012-05-23,-1.7866
2012-05-24,1.8669
2012-05-25,1.6447
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,1.202
2012-05-30,-1.6446
2012-05-31,0.6503
