date,MJN UN Equity
2009-10-13,-3.8319
2009-10-14,3.1925
2009-10-15,2.6052999999999997
2009-10-16,-2.5844
2009-10-17,
2009-10-18,
2009-10-19,-0.3025
2009-10-20,0.4435
2009-10-21,1.4409
2009-10-22,-2.2222
2009-10-23,-1.2184
2009-10-24,
2009-10-25,
2009-10-26,-0.8302
2009-10-27,0.7414
2009-10-28,-1.2346
2009-10-29,2.3798
2009-10-30,-1.2913999999999999
2009-10-31,
2009-11-01,
2009-11-02,1.1179999999999999
2009-11-03,-0.8704
2009-11-04,-0.0949
2009-11-05,2.1378
2009-11-06,2.3256
2009-11-07,
2009-11-08,
2009-11-09,-0.0455
2009-11-10,3.4561
2009-11-11,0.6593
2009-11-12,-1.5066000000000002
2009-11-13,0.3104
2009-11-14,
2009-11-15,
2009-11-16,-4.5083
2009-11-17,2.6383
2009-11-18,-0.7666
2009-11-19,-0.5908
2009-11-20,1.28
2009-11-21,
2009-11-22,
2009-11-23,1.1961
2009-11-24,-0.6467
2009-11-25,0.8754
2009-11-26,
2009-11-27,-1.1126
2009-11-28,
2009-11-29,
2009-11-30,-1.2826
2009-12-01,-3.0773
2009-12-02,-0.1646
2009-12-03,3.4393000000000002
2009-12-04,-0.0228
2009-12-05,
2009-12-06,
2009-12-07,-3.7584999999999997
2009-12-08,-1.2071
2009-12-09,-0.3594
2009-12-10,1.9716
2009-12-11,0.0943
2009-12-12,
2009-12-13,
2009-12-14,1.8375
2009-12-15,-0.879
2009-12-16,-0.6068
2009-12-17,-1.4792
2009-12-18,-1.0963
2009-12-19,
2009-12-20,
2009-12-21,1.8072
2009-12-22,1.9882
2009-12-23,0.4177
2009-12-24,-0.3698
2009-12-25,
2009-12-26,
2009-12-27,
2009-12-28,3.0619
2009-12-29,0.7878
2009-12-30,-1.0319
2009-12-31,-0.9519
2010-01-01,
2010-01-02,
2010-01-03,
2010-01-04,2.9519
2010-01-05,-0.8446
2010-01-06,1.4571
2010-01-07,1.5466
2010-01-08,-1.5883
2010-01-09,
2010-01-10,
2010-01-11,0.7959
2010-01-12,-0.2193
2010-01-13,1.7586
2010-01-14,0.0432
2010-01-15,1.0796999999999999
2010-01-16,
2010-01-17,
2010-01-18,
2010-01-19,0.1923
2010-01-20,-1.7058
2010-01-21,-2.1258
2010-01-22,-1.3075999999999999
2010-01-23,
2010-01-24,
2010-01-25,-2.0436
2010-01-26,1.215
2010-01-27,-0.3398
2010-01-28,2.6591
2010-01-29,0.1328
2010-01-30,
2010-01-31,
2010-02-01,2.2551
2010-02-02,-0.7784
2010-02-03,2.4188
2010-02-04,-1.0426
2010-02-05,-0.473
2010-02-06,
2010-02-07,
2010-02-08,-0.5185
2010-02-09,1.1944
2010-02-10,-0.0858
2010-02-11,-2.7062
2010-02-12,-0.5519
2010-02-13,
2010-02-14,
2010-02-15,
2010-02-16,0.7769
2010-02-17,2.2687
2010-02-18,0.0862
2010-02-19,0.6671
2010-02-20,
2010-02-21,
2010-02-22,-0.2138
2010-02-23,-1.0069
2010-02-24,0.1948
2010-02-25,1.2527
2010-02-26,0.8959
2010-02-27,
2010-02-28,
2010-03-01,1.1205
2010-03-02,0.3554
2010-03-03,0.8125
2010-03-04,0.2273
2010-03-05,2.9072
2010-03-06,
2010-03-07,
2010-03-08,0.1002
2010-03-09,1.4412
2010-03-10,0.513
2010-03-11,1.5116
2010-03-12,0.5415
2010-03-13,
2010-03-14,
2010-03-15,-0.4232
2010-03-16,-1.2749
2010-03-17,0.587
2010-03-18,0.6224
2010-03-19,-0.6573
2010-03-20,
2010-03-21,
2010-03-22,0.5935
2010-03-23,1.6709
2010-03-24,-0.879
2010-03-25,-0.6748
2010-03-26,0.6017
2010-03-27,
2010-03-28,
2010-03-29,1.0033
2010-03-30,-0.2865
2010-03-31,-0.3257
2010-04-01,1.6721
2010-04-02,
2010-04-03,
2010-04-04,
2010-04-05,-1.1153
2010-04-06,-0.0382
2010-04-07,-0.8606
2010-04-08,0.2315
2010-04-09,0.2502
2010-04-10,
2010-04-11,
2010-04-12,0.3072
2010-04-13,0.134
2010-04-14,-0.4396
2010-04-15,-0.9599
2010-04-16,-0.3683
2010-04-17,
2010-04-18,
2010-04-19,0.0778
2010-04-20,0.3888
2010-04-21,0.2324
2010-04-22,2.2218
2010-04-23,1.9466999999999999
2010-04-24,
2010-04-25,
2010-04-26,-2.614
2010-04-27,-5.711
2010-04-28,1.7969
2010-04-29,6.2674
2010-04-30,-3.6767
2010-05-01,
2010-05-02,
2010-05-03,-0.6588
2010-05-04,-1.97
2010-05-05,-0.955
2010-05-06,-3.174
2010-05-07,0.2282
2010-05-08,
2010-05-09,
2010-05-10,5.6303
2010-05-11,0.4311
2010-05-12,2.2829
2010-05-13,-1.2972000000000001
2010-05-14,-2.7445
2010-05-15,
2010-05-16,
2010-05-17,1.6494
2010-05-18,-0.2151
2010-05-19,0.9013
2010-05-20,-7.5534
2010-05-21,3.1086
2010-05-22,
2010-05-23,
2010-05-24,-1.9556
2010-05-25,-0.2909
2010-05-26,1.1669
2010-05-27,2.6571
2010-05-28,-1.0433
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,-0.8719
2010-06-02,0.7977
2010-06-03,1.5016
2010-06-04,-0.8597
2010-06-05,
2010-06-06,
2010-06-07,-2.7627
2010-06-08,1.0991
2010-06-09,1.6615
2010-06-10,4.0557
2010-06-11,0.6399
2010-06-12,
2010-06-13,
2010-06-14,1.6378
2010-06-15,1.1185
2010-06-16,1.1061
2010-06-17,0.4821
2010-06-18,0.3691
2010-06-19,
2010-06-20,
2010-06-21,-1.7466
2010-06-22,-0.9169
2010-06-23,-0.3305
2010-06-24,-1.2368999999999999
2010-06-25,-0.9441
2010-06-26,
2010-06-27,
2010-06-28,1.595
2010-06-29,-3.1783
2010-06-30,-0.8899
2010-07-01,0.818
2010-07-02,1.2666
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,1.1921
2010-07-07,3.7659000000000002
2010-07-08,0.1117
2010-07-09,0.1673
2010-07-10,
2010-07-11,
2010-07-12,0.0928
2010-07-13,0.3523
2010-07-14,-0.0924
2010-07-15,0.5733
2010-07-16,-2.5009
2010-07-17,
2010-07-18,
2010-07-19,1.0939
2010-07-20,0.4478
2010-07-21,-1.1887
2010-07-22,1.3534
2010-07-23,1.1684
2010-07-24,
2010-07-25,
2010-07-26,-0.495
2010-07-27,0.4974
2010-07-28,-2.8598
2010-07-29,-1.3399
2010-07-30,1.645
2010-07-31,
2010-08-01,
2010-08-02,1.5995
2010-08-03,-1.278
2010-08-04,1.97
2010-08-05,-2.2999
2010-08-06,0.4331
2010-08-07,
2010-08-08,
2010-08-09,-0.75
2010-08-10,0.2645
2010-08-11,-3.5048
2010-08-12,0.6835
2010-08-13,1.9783
2010-08-14,
2010-08-15,
2010-08-16,-0.2472
2010-08-17,2.5167
2010-08-18,0.2604
2010-08-19,-1.7993000000000001
2010-08-20,0.8878
2010-08-21,
2010-08-22,
2010-08-23,-1.3668
2010-08-24,-0.3797
2010-08-25,-0.6288
2010-08-26,0.1726
2010-08-27,0.4211
2010-08-28,
2010-08-29,
2010-08-30,-1.7347000000000001
2010-08-31,1.2415
2010-09-01,3.5256
2010-09-02,2.4801
2010-09-03,-0.4154
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,-0.9249
2010-09-08,0.4576
2010-09-09,1.7675
2010-09-10,1.5219
2010-09-11,
2010-09-12,
2010-09-13,-0.97
2010-09-14,-0.9439
2010-09-15,0.827
2010-09-16,0.1248
2010-09-17,-1.87
2010-09-18,
2010-09-19,
2010-09-20,0.9982
2010-09-21,0.5211
2010-09-22,1.7072
2010-09-23,-1.1646
2010-09-24,1.9818
2010-09-25,
2010-09-26,
2010-09-27,-1.0854
2010-09-28,0.2832
2010-09-29,0.1588
2010-09-30,0.2819
2010-10-01,-1.1597
2010-10-02,
2010-10-03,
2010-10-04,-0.5333
2010-10-05,0.5362
2010-10-06,-0.4444
2010-10-07,0.3393
2010-10-08,0.5517
2010-10-09,
2010-10-10,
2010-10-11,2.4956
2010-10-12,0.6735
2010-10-13,-0.1029
2010-10-14,-0.807
2010-10-15,0.0866
2010-10-16,
2010-10-17,
2010-10-18,0.467
2010-10-19,-1.1878
2010-10-20,0.9059
2010-10-21,0.4834
2010-10-22,1.4433
2010-10-23,
2010-10-24,
2010-10-25,-1.1179000000000001
2010-10-26,-2.1925
2010-10-27,0.3152
2010-10-28,2.5314
2010-10-29,0.1532
2010-10-30,
2010-10-31,
2010-11-01,0.561
2010-11-02,0.5072
2010-11-03,0.0336
2010-11-04,-0.0336
2010-11-05,-0.0168
2010-11-06,
2010-11-07,
2010-11-08,-0.3533
2010-11-09,0.5909
2010-11-10,0.6882
2010-11-11,-0.4834
2010-11-12,-0.1508
2010-11-13,
2010-11-14,
2010-11-15,1.6776
2010-11-16,-2.0129
2010-11-17,0.1684
2010-11-18,0.8573
2010-11-19,0.25
2010-11-20,
2010-11-21,
2010-11-22,0.0
2010-11-23,-1.9285
2010-11-24,2.0681
2010-11-25,
2010-11-26,0.5481
2010-11-27,
2010-11-28,
2010-11-29,-1.2884
2010-11-30,-0.3179
2010-12-01,0.9736
2010-12-02,2.0948
2010-12-03,1.0259
2010-12-04,
2010-12-05,
2010-12-06,0.1128
2010-12-07,-0.4347
2010-12-08,0.566
2010-12-09,-0.2894
2010-12-10,0.4032
2010-12-11,
2010-12-12,
2010-12-13,-0.0803
2010-12-14,-0.3697
2010-12-15,-0.7502
2010-12-16,1.5663
2010-12-17,0.4337
2010-12-18,
2010-12-19,
2010-12-20,0.048
2010-12-21,-0.8953
2010-12-22,-0.0968
2010-12-23,0.1938
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,-0.5479
2010-12-28,-0.0162
2010-12-29,-0.6645
2010-12-30,0.2121
2010-12-31,1.3514
2011-01-01,
2011-01-02,
2011-01-03,0.0803
2011-01-04,-1.7657
2011-01-05,0.9314
2011-01-06,-0.599
2011-01-07,-0.5863
2011-01-08,
2011-01-09,
2011-01-10,0.0328
2011-01-11,1.2938
2011-01-12,0.6952
2011-01-13,1.0437
2011-01-14,-0.1112
2011-01-15,
2011-01-16,
2011-01-17,
2011-01-18,0.2227
2011-01-19,-0.9524
2011-01-20,-1.5865
2011-01-21,0.4397
2011-01-22,
2011-01-23,
2011-01-24,-0.1297
2011-01-25,-1.4447999999999999
2011-01-26,-1.1366
2011-01-27,-0.6831
2011-01-28,-2.1808
2011-01-29,
2011-01-30,
2011-01-31,-0.5831
2011-02-01,-0.1208
2011-02-02,-0.6218
2011-02-03,2.1724
2011-02-04,-0.085
2011-02-05,
2011-02-06,
2011-02-07,0.7831
2011-02-08,1.4696
2011-02-09,0.0999
2011-02-10,-0.5654
2011-02-11,0.853
2011-02-12,
2011-02-13,
2011-02-14,0.0498
2011-02-15,-1.094
2011-02-16,0.9888
2011-02-17,1.5765
2011-02-18,0.1634
2011-02-19,
2011-02-20,
2011-02-21,
2011-02-22,-2.2509
2011-02-23,-2.1191
2011-02-24,0.9376
2011-02-25,2.5164999999999997
2011-02-26,
2011-02-27,
2011-02-28,-1.4003
2011-03-01,-2.1387
2011-03-02,0.4951
2011-03-03,1.8178999999999998
2011-03-04,-1.0846
2011-03-05,
2011-03-06,
2011-03-07,-0.135
2011-03-08,-0.152
2011-03-09,0.1015
2011-03-10,-2.2309
2011-03-11,-0.2593
2011-03-12,
2011-03-13,
2011-03-14,-0.6066
2011-03-15,-1.7610999999999999
2011-03-16,-0.4792
2011-03-17,-0.8063
2011-03-18,0.9754
2011-03-19,
2011-03-20,
2011-03-21,2.1109
2011-03-22,-0.5431
2011-03-23,0.458
2011-03-24,0.9819
2011-03-25,2.0837
2011-03-26,
2011-03-27,
2011-03-28,-0.7314
2011-03-29,-0.377
2011-03-30,0.4472
2011-03-31,-0.8048
2011-04-01,0.6905
2011-04-02,
2011-04-03,
2011-04-04,-0.12
2011-04-05,0.3605
2011-04-06,0.9407
2011-04-07,-0.288
2011-04-08,0.2549
2011-04-09,
2011-04-10,
2011-04-11,0.5932
2011-04-12,0.0674
2011-04-13,0.3704
2011-04-14,1.0735999999999999
2011-04-15,1.112
2011-04-16,
2011-04-17,
2011-04-18,-1.067
2011-04-19,2.0242
2011-04-20,-0.2114
2011-04-21,-0.8801
2011-04-22,
2011-04-23,
2011-04-24,
2011-04-25,0.7563
2011-04-26,0.5711
2011-04-27,0.5841
2011-04-28,5.0976
2011-04-29,2.6554
2011-04-30,
2011-05-01,
2011-05-02,-1.7943
2011-05-03,0.6395
2011-05-04,-0.0303
2011-05-05,-0.0908
2011-05-06,0.5756
2011-05-07,
2011-05-08,
2011-05-09,-1.009
2011-05-10,1.1106
2011-05-11,-0.1505
2011-05-12,2.0494
2011-05-13,0.8565
2011-05-14,
2011-05-15,
2011-05-16,-1.6691
2011-05-17,0.1638
2011-05-18,0.2973
2011-05-19,0.5632
2011-05-20,-0.8106
2011-05-21,
2011-05-22,
2011-05-23,-1.4859
2011-05-24,-0.1056
2011-05-25,0.1812
2011-05-26,1.8237
2011-05-27,1.1989
2011-05-28,
2011-05-29,
2011-05-30,
2011-05-31,-0.8483
2011-06-01,-1.2244
2011-06-02,0.4182
2011-06-03,-1.1005
2011-06-04,
2011-06-05,
2011-06-06,-1.3835
2011-06-07,-0.122
2011-06-08,-0.0458
2011-06-09,-0.7332
2011-06-10,-1.6926
2011-06-11,
2011-06-12,
2011-06-13,1.8939
2011-06-14,0.6759
2011-06-15,-0.7019
2011-06-16,-0.0617
2011-06-17,0.2779
2011-06-18,
2011-06-19,
2011-06-20,0.4772
2011-06-21,0.2298
2011-06-22,-0.5197
2011-06-23,0.2151
2011-06-24,0.23
2011-06-25,
2011-06-26,
2011-06-27,0.7496
2011-06-28,0.7592
2011-06-29,0.9644
2011-06-30,0.8209
2011-07-01,2.2058
2011-07-02,
2011-07-03,
2011-07-04,
2011-07-05,1.2891
2011-07-06,-1.287
2011-07-07,-0.0435
2011-07-08,0.2174
2011-07-09,
2011-07-10,
2011-07-11,-1.0701
2011-07-12,0.5409
2011-07-13,0.2617
2011-07-14,-0.2465
2011-07-15,0.6978
2011-07-16,
2011-07-17,
2011-07-18,-1.0394
2011-07-19,1.8818000000000001
2011-07-20,-1.2743
2011-07-21,1.1893
2011-07-22,-0.989
2011-07-23,
2011-07-24,
2011-07-25,-0.1737
2011-07-26,-0.174
2011-07-27,-1.9756
2011-07-28,6.3426
2011-07-29,-0.5435
2011-07-30,
2011-07-31,
2011-08-01,-0.2522
2011-08-02,-1.6013
2011-08-03,0.5853
2011-08-04,-2.7391
2011-08-05,0.5691
2011-08-06,
2011-08-07,
2011-08-08,-5.3831
2011-08-09,4.6772
2011-08-10,-3.2523
2011-08-11,1.1054
2011-08-12,3.6094
2011-08-13,
2011-08-14,
2011-08-15,-0.159
2011-08-16,2.1717
2011-08-17,0.6518
2011-08-18,-1.5064
2011-08-19,-4.6169
2011-08-20,
2011-08-21,
2011-08-22,-0.7043
2011-08-23,3.3203
2011-08-24,-0.6865
2011-08-25,-0.9854
2011-08-26,1.2032
2011-08-27,
2011-08-28,
2011-08-29,2.4659
2011-08-30,1.1746
2011-08-31,0.8778
2011-09-01,-0.5895
2011-09-02,-0.8753
2011-09-03,
2011-09-04,
2011-09-05,
2011-09-06,-0.0142
2011-09-07,2.8632
2011-09-08,-0.5124
2011-09-09,-2.3664
2011-09-10,
2011-09-11,
2011-09-12,1.7250999999999999
2011-09-13,1.6398000000000001
2011-09-14,3.7645
2011-09-15,0.0266
2011-09-16,1.0894
2011-09-17,
2011-09-18,
2011-09-19,-0.3811
2011-09-20,-0.4881
2011-09-21,-1.2462
2011-09-22,-1.6705
2011-09-23,2.0003
2011-09-24,
2011-09-25,
2011-09-26,1.0477
2011-09-27,-0.7843
2011-09-28,-3.4432
2011-09-29,-1.1933
2011-09-30,-3.3422
2011-10-01,
2011-10-02,
2011-10-03,-1.0461
2011-10-04,-0.0294
2011-10-05,1.8652
2011-10-06,0.9083
2011-10-07,1.686
2011-10-08,
2011-10-09,
2011-10-10,0.2389
2011-10-11,1.7522
2011-10-12,-1.0056
2011-10-13,2.6023
2011-10-14,0.4611
2011-10-15,
2011-10-16,
2011-10-17,-0.9586
2011-10-18,0.0682
2011-10-19,-2.6018
2011-10-20,0.9371
2011-10-21,0.8729
2011-10-22,
2011-10-23,
2011-10-24,-0.3709
2011-10-25,-1.0065
2011-10-26,0.0279
2011-10-27,1.3088
2011-10-28,0.8796
2011-10-29,
2011-10-30,
2011-10-31,-2.1117
2011-11-01,-2.2824999999999998
2011-11-02,0.6124
2011-11-03,1.0617
2011-11-04,-0.1821
2011-11-05,
2011-11-06,
2011-11-07,0.5192
2011-11-08,0.9912
2011-11-09,-4.2991
2011-11-10,1.3289
2011-11-11,2.4947
2011-11-12,
2011-11-13,
2011-11-14,-0.2086
2011-11-15,0.5436
2011-11-16,-1.5941
2011-11-17,-1.1692
2011-11-18,0.6842
2011-11-19,
2011-11-20,
2011-11-21,-0.8918
2011-11-22,2.6139
2011-11-23,-1.1275
2011-11-24,
2011-11-25,-0.0563
2011-11-26,
2011-11-27,
2011-11-28,2.3102
2011-11-29,1.1703000000000001
2011-11-30,2.5585
2011-12-01,-0.0398
2011-12-02,-0.5575
2011-12-03,
2011-12-04,
2011-12-05,0.9745
2011-12-06,-0.661
2011-12-07,0.173
2011-12-08,-1.4747
2011-12-09,1.2945
2011-12-10,
2011-12-11,
2011-12-12,-0.8653
2011-12-13,-0.7788
2011-12-14,-1.7729
2011-12-15,0.4822
2011-12-16,0.344
2011-12-17,
2011-12-18,
2011-12-19,0.2743
2011-12-20,1.7368999999999999
2011-12-21,2.8095
2011-12-22,-10.0941
2011-12-23,-5.0465
2011-12-24,
2011-12-25,
2011-12-26,
2011-12-27,5.8049
2011-12-28,-1.5924
2011-12-29,0.9709
2011-12-30,0.1311
2011-12-31,
2012-01-01,
2012-01-02,
2012-01-03,3.8120000000000003
2012-01-04,-0.3083
2012-01-05,0.8013
2012-01-06,-0.7671
2012-01-07,
2012-01-08,
2012-01-09,0.3092
2012-01-10,0.6445
2012-01-11,1.0859
2012-01-12,-0.179
2012-01-13,-1.0072
2012-01-14,
2012-01-15,
2012-01-16,
2012-01-17,1.9929999999999999
2012-01-18,-0.0273
2012-01-19,0.5878
2012-01-20,0.2718
2012-01-21,
2012-01-22,
2012-01-23,-1.7210999999999999
2012-01-24,-2.4407
2012-01-25,2.6148
2012-01-26,1.9421
2012-01-27,0.027
2012-01-28,
2012-01-29,
2012-01-30,-0.2296
2012-01-31,0.3114
2012-02-01,-1.0123
2012-02-02,1.4317
2012-02-03,1.1292
2012-02-04,
2012-02-05,
2012-02-06,0.6779
2012-02-07,-1.1487
2012-02-08,-0.7613
2012-02-09,1.5478
2012-02-10,-1.67
2012-02-11,
2012-02-12,
2012-02-13,1.3209
2012-02-14,1.0243
2012-02-15,-1.0403
2012-02-16,1.5436
2012-02-17,-1.0484
2012-02-18,
2012-02-19,
2012-02-20,
2012-02-21,1.5892
2012-02-22,1.3035999999999999
2012-02-23,-0.4504
2012-02-24,0.8532
2012-02-25,
2012-02-26,
2012-02-27,-0.0256
2012-02-28,-0.6026
2012-02-29,0.2838
2012-03-01,0.3859
2012-03-02,0.2691
2012-03-03,
2012-03-04,
2012-03-05,0.8945
2012-03-06,-0.6332
2012-03-07,0.7775
2012-03-08,0.3162
2012-03-09,0.1261
2012-03-10,
2012-03-11,
2012-03-12,0.7177
2012-03-13,0.4751
2012-03-14,0.2737
2012-03-15,-0.7847
2012-03-16,0.1255
2012-03-17,
2012-03-18,
2012-03-19,1.1033
2012-03-20,-0.6696
2012-03-21,1.9351
2012-03-22,1.2125
2012-03-23,-0.8712
2012-03-24,
2012-03-25,
2012-03-26,0.354
2012-03-27,0.2676
2012-03-28,0.6308
2012-03-29,0.3014
2012-03-30,-0.8654
2012-03-31,
2012-04-01,
2012-04-02,2.0732
2012-04-03,-0.8433
2012-04-04,-0.0359
2012-04-05,0.3355
2012-04-06,
2012-04-07,
2012-04-08,
2012-04-09,-0.4658
2012-04-10,-1.4039
2012-04-11,0.6572
2012-04-12,-0.0605
2012-04-13,0.5323
2012-04-14,
2012-04-15,
2012-04-16,1.1312
2012-04-17,-0.5117
2012-04-18,-2.3323
2012-04-19,1.5796999999999999
2012-04-20,1.3261
2012-04-21,
2012-04-22,
2012-04-23,-3.4384
2012-04-24,-0.3204
2012-04-25,2.6823
2012-04-26,4.1652000000000005
2012-04-27,-0.6472
2012-04-28,
2012-04-29,
2012-04-30,-0.4769
2012-05-01,-1.1571
2012-05-02,1.1588
2012-05-03,-0.865
2012-05-04,-0.5306
2012-05-05,
2012-05-06,
2012-05-07,-0.4149
2012-05-08,-0.7142
2012-05-09,-0.7673
2012-05-10,0.2779
2012-05-11,0.2651
2012-05-12,
2012-05-13,
2012-05-14,-0.721
2012-05-15,0.7746
2012-05-16,1.2011
2012-05-17,-2.0532
2012-05-18,-1.8538999999999999
2012-05-19,
2012-05-20,
2012-05-21,1.3951
2012-05-22,-0.0122
2012-05-23,-1.0107
2012-05-24,1.1071
2012-05-25,1.0099
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,0.53
2012-05-30,-2.1687
2012-05-31,-1.1145
2012-06-01,-3.2078
2012-06-02,
2012-06-03,
2012-06-04,1.1132
2012-06-05,0.4809
2012-06-06,2.5693
2012-06-07,-0.3929
2012-06-08,0.4068
2012-06-09,
2012-06-10,
2012-06-11,-0.3929
2012-06-12,0.5547
2012-06-13,0.7232
2012-06-14,4.3203
2012-06-15,-0.4666
2012-06-16,
2012-06-17,
2012-06-18,1.6995
2012-06-19,-0.4956
2012-06-20,-0.7876
2012-06-21,0.5954
2012-06-22,3.2258
2012-06-23,
2012-06-24,
2012-06-25,-1.8502
2012-06-26,-0.6897
2012-06-27,0.2431
2012-06-28,-1.1084
2012-06-29,-6.0012
2012-06-30,
2012-07-01,
2012-07-02,0.3975
2012-07-03,1.1134
2012-07-04,
2012-07-05,-1.6273
2012-07-06,-0.4726
2012-07-07,
2012-07-08,
2012-07-09,-1.6496
2012-07-10,-4.3329
2012-07-11,3.9713000000000003
2012-07-12,-0.9453
2012-07-13,-0.6706
2012-07-14,
2012-07-15,
2012-07-16,-5.2194
2012-07-17,0.8082
2012-07-18,-0.7882
2012-07-19,2.6298
2012-07-20,-1.1344
2012-07-21,
