ticker,EGRGF US Equity
2017-02-15,3.2086
2017-02-16,-2.9361
2017-03-02,-1.8915
2017-03-03,-0.9929
2017-03-14,-25.0836
2017-03-15,-10.9555
2017-03-17,1.4687999999999999
2017-03-20,-2.7248
2017-03-21,-1.9607999999999999
2017-03-22,6.5357
2017-03-27,-9.0345
2017-03-30,4.9567
2017-03-31,-1.9663
2017-04-03,-1.0924
2017-04-04,3.7661
2017-04-05,-1.7274
2017-04-06,4.1726
2017-04-07,5.1304
2017-04-10,-0.1297
2017-04-11,0.7792
2017-04-12,0.2577
2017-04-13,3.6471999999999998
2017-04-18,-2.7438000000000002
2017-04-19,-4.1441
2017-04-20,2.4277
2017-04-21,4.6753
2017-04-27,0.0
2017-04-28,-8.933
2017-05-04,-5.1771
2017-05-05,-3.8254
2017-05-08,0.0934
2017-05-09,-4.4216
2017-05-12,14.5227
2017-05-15,8.5393
2017-05-16,3.7688
2017-05-19,9.8971
2017-05-23,-0.1928
2017-05-25,-0.883
2017-05-30,-18.4855
2017-06-01,-1.3660999999999999
2017-06-06,-11.0803
2017-06-13,0.6231
2017-06-16,-9.5975
2017-06-20,-8.9384
2017-06-21,-5.2275
2017-06-22,4.2857
2017-06-23,-4.414
2017-06-30,22.8901
2017-07-05,-10.6252
2017-07-10,-1.1236
2017-07-11,2.6026
2017-07-12,-2.4652
2017-07-17,-0.0769
2017-07-18,19.8724
2017-07-19,2.3242
2017-07-20,1.6139000000000001
2017-07-26,8.0882
2017-08-04,-16.381
2017-08-09,6.7361
2017-08-14,-6.0976
2017-08-22,-5.5195
2017-08-24,-2.4055
2017-08-28,7.0423
2017-08-31,-9.2105
2017-09-06,9.058
2017-09-13,-5.8804
2017-09-14,-0.2824
2017-09-15,-0.177
2017-09-18,-3.9007
2017-09-20,5.9041
2017-09-21,2.0906
2017-09-25,1.7065000000000001
2017-09-27,3.9933
2017-09-28,6.615
2017-09-29,-9.9274
2017-10-10,-5.4099
2017-10-12,-2.4512
2017-10-24,-12.4181
2017-10-25,-6.3617
2017-10-26,-1.1989
2017-10-30,-3.6404
2017-11-01,15.0653
2017-11-02,-4.3373
2017-11-03,4.5763
2017-11-07,16.2885
2017-11-09,-4.878
2017-11-14,-2.0879
2017-11-16,-9.9888
2017-11-20,-3.8653
2017-11-21,0.735
2017-11-22,8.6695
2017-11-28,27.6066
2017-11-29,-11.792
2017-11-30,-2.2105
2017-12-05,0.1076
2017-12-06,-8.2437
2017-12-08,-4.8047
2017-12-11,4.6368
2017-12-13,-3.2941
2017-12-15,-5.5556
2017-12-18,0.4723
2017-12-20,5.5983
2017-12-21,1.983
2017-12-22,3.1746
2017-12-27,2.6538
2017-12-28,-2.5478
2017-12-29,5.7286
2018-01-02,4.7273
2018-01-08,0.5903
2018-01-10,2.5198
2018-01-17,0.9428
2018-01-18,-0.2668
2018-01-19,3.8462
2018-01-22,3.4461
2018-01-23,15.9091
2018-01-24,0.0269
2018-01-25,-3.0612
2018-01-26,0.5817
2018-01-29,0.9915
2018-01-30,-5.4268
2018-01-31,0.0
2018-02-01,-1.8742999999999999
2018-02-02,-3.0267
2018-02-06,-0.303
2018-02-07,5.2584
2018-02-08,-9.5293
2018-02-09,-5.873
2018-02-12,3.7640000000000002
2018-02-13,2.5163
2018-02-14,-0.255
2018-02-15,-0.032
2018-02-20,-1.8542
2018-02-21,-0.8469
2018-02-22,5.979
2018-02-23,0.434
2018-02-26,-0.9568
2018-02-27,-13.0882
2018-02-28,6.92
2018-03-01,1.5426
2018-03-02,-4.5575
2018-03-05,3.1142
2018-03-06,3.9933
2018-03-07,-4.8403
2018-03-08,-1.6616
2018-03-09,3.4483
2018-03-12,0.0
2018-03-13,6.6667
2018-03-14,-6.25
2018-03-15,6.6
2018-03-16,-3.0644
2018-03-19,3.2258
2018-03-20,-0.3125
2018-03-21,-8.401299999999999
2018-03-23,-4.9281
2018-03-26,-1.7279
2018-03-28,6.7033000000000005
2018-03-29,-8.2046
2018-04-02,7.0307
2018-04-03,-12.963
2018-04-06,2.0072
2018-04-10,7.3987
2018-04-12,10.6999
2018-04-13,1.6219999999999999
2018-04-16,-3.4528
2018-04-17,0.135
2018-04-19,2.3585
2018-04-20,4.74
2018-04-23,-4.494
2018-04-24,2.0072
2018-04-25,-1.129
2018-04-26,6.46
2018-04-27,-4.076
2018-04-30,2.2364
2018-05-01,2.6875
2018-05-02,2.465
2018-05-03,3.3799
2018-05-04,-0.4539
2018-05-07,6.7821
2018-05-08,-4.5946
2018-05-09,7.6487
2018-05-10,-0.2632
2018-05-11,-1.0554
2018-05-14,-2.136
2018-05-15,0.8202
2018-05-16,1.3514
2018-05-17,2.9333
2018-05-18,-1.0363
2018-05-22,4.7644
2018-05-24,-5.7971
2018-05-25,-6.4456
2018-05-29,2.0697
2018-06-01,4.4278
2018-06-06,-6.235
2018-06-12,-6.383
2018-06-15,-9.0909
2018-06-18,0.2667
2018-06-19,-0.4654
2018-06-20,-8.8176
2018-06-21,-1.0256
2018-06-22,4.8483
2018-06-25,-4.6947
2018-06-26,0.0
2018-06-27,8.0296
2018-06-28,-4.0044
2018-06-29,5.6311
2018-07-03,-0.8071
2018-07-05,-7.6283
2018-07-06,1.107
2018-07-09,-1.4599
2018-07-10,-0.5926
2018-07-11,-2.0119
2018-07-12,0.7605
2018-07-16,1.8113000000000001
2018-07-17,-3.6323
2018-07-19,0.0
2018-07-20,-4.0731
2018-07-23,3.0432
2018-07-24,-0.428
2018-07-25,-2.3056
2018-07-26,-4.0
2018-07-30,-4.9583
2018-07-31,7.409
2018-08-03,-8.1633
2018-08-08,2.2222
2018-08-10,-9.5652
2018-08-13,-3.7981
2018-08-15,8.3108
2018-08-16,0.5398
2018-08-21,-4.4516
2018-08-24,-8.7416
2018-08-27,3.0811
2018-08-29,-2.2741
2018-08-30,-0.7315
2018-09-04,5.2632
2018-09-05,-2.55
2018-09-07,-9.492
2018-09-10,1.9841
2018-09-11,-8.06
2018-09-12,-3.4583
2018-09-13,-0.0877
2018-09-14,0.2883
2018-09-17,-9.0188
2018-09-18,2.3563
2018-09-19,7.4832
2018-09-20,1.7170999999999998
2018-09-21,11.6636
2018-09-25,2.9687
2018-10-02,2.5093
2018-10-04,9.375
2018-10-10,-0.5238
2018-10-15,-23.0589
2018-10-17,17.5885
2018-10-18,-12.8942
2018-10-19,7.5138
2018-10-23,-10.7345
2018-10-24,-7.1646
2018-10-26,-3.8724
2018-10-29,2.1277
2018-10-30,-0.6944
2018-11-01,-17.1329
2018-11-05,6.7341999999999995
2018-11-06,15.4333
2018-11-07,-2.1233
2018-11-09,-14.6256
2018-11-12,12.2951
2018-11-14,0.365
2018-11-20,-16.7273
2018-11-21,11.7118
2018-11-28,-16.0347
2018-11-29,7.0764
2018-11-30,-0.8696
2018-12-03,17.5439
2018-12-07,-5.2239
2018-12-10,-1.6535
2018-12-13,-4.8038
2018-12-17,-22.5399
2018-12-18,-2.2801
2018-12-19,-4.2
2018-12-20,-3.8506
2018-12-21,1.9180000000000001
2018-12-26,-28.9857
2018-12-27,25.0
2018-12-28,6.6667
2018-12-31,-10.0
2019-01-03,0.1389
2019-01-09,7.448
2019-01-14,-4.221
2019-01-16,-18.3154
2019-01-17,-9.0909
2019-01-18,26.8603
2019-01-22,-14.02
2019-01-29,-21.8636
2019-01-30,28.4923
2019-02-01,-4.7067
2019-02-05,-4.0
2019-02-06,-27.5362
2019-02-14,10.0
2019-02-19,2.5
2019-02-20,0.0
2019-02-21,-6.8736
2019-02-22,62.381
2019-02-25,4.1056
2019-02-27,100.9859
2019-02-28,-32.5858
2019-03-05,-25.7796
2019-03-06,-7.563
2019-03-07,-9.7121
2019-03-11,25.1049
2019-03-13,-14.0711
2019-03-19,-0.0937
2019-03-22,-9.375
2019-04-02,-2.8448
2019-04-03,1.1535
2019-04-04,-8.1228
2019-04-09,-1.6613
2019-04-10,42.1359
2019-04-11,9.0164
2019-04-12,-4.386
2019-04-15,-16.4482
2019-04-16,-5.8824
2019-04-17,20.6667
2019-04-25,-22.2928
2019-05-01,-5.7945
2019-05-06,9.434
2019-05-09,-13.7931
2019-05-10,-2.92
2019-05-13,-13.4734
2019-05-16,6.5476
2019-05-28,-3.0168
2019-06-06,-12.4424
2019-06-07,28.2632
2019-06-10,-22.1379
2019-06-19,-9.3544
2019-06-24,1.7442
2019-06-27,-8.5714
2019-06-28,-2.1875
2019-07-02,9.9042
2019-07-09,-14.5349
2019-07-11,-28.7755
2019-07-12,-4.489
2019-07-16,10.0
2019-07-18,27.2727
2019-07-26,-16.0714
2019-07-30,-40.4255
2019-07-31,0.7143
2019-08-02,89.3617
2019-08-06,-4.1199
2019-08-07,9.375
2019-08-09,-28.5714
2019-09-11,0.0
2019-09-16,30.0
2019-09-17,-12.9231
2019-09-18,6.0071
2019-09-23,-1.25
2019-09-25,-25.3165
2019-09-30,-20.226
2019-10-07,6.4448
2019-10-15,-20.1597
2019-10-16,-9.1667
2019-10-21,93.6697
2019-10-25,-95.2629
2019-10-29,1180.0
2019-11-04,3.125
2019-11-05,0.0
2019-11-06,-24.2424
2019-11-08,0.0
2019-11-14,21.0
2019-11-21,-78.5124
2019-11-22,-96.1538
2019-12-03,0.0
2019-12-05,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,1200.0
2019-12-18,0.0
2019-12-19,15.3846
2019-12-20,13.3333
2019-12-23,35.2941
2019-12-24,39.1304
2019-12-26,-12.5
2019-12-27,0.0
2019-12-30,28.5714
2019-12-31,-33.3333
2020-01-06,-4.1667
2020-01-08,52.1739
2020-01-09,14.2857
2020-01-10,150.0
2020-01-13,-50.0
2020-01-14,100.0
2020-01-15,-25.0
2020-01-16,0.0
2020-01-17,-69.3333
2020-01-21,-34.7826
2020-01-22,66.6667
2020-01-23,8.0
2020-01-24,85.1852
2020-01-27,-78.0
2020-01-28,81.8182
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,5.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,4.7619
2020-02-19,9.0909
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,-54.1667
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,-54.5455
2020-03-06,20.0
2020-03-10,16.6667
2020-03-11,14.2857
2020-03-12,12.5
2020-03-16,0.0
2020-03-18,122.2222
2020-03-19,50.0
2020-03-23,66.6667
2020-03-24,-88.0
2020-03-25,66.6667
2020-03-26,0.0
2020-04-02,0.0
2020-04-03,20.0
2020-04-06,-8.3333
2020-04-08,0.0
2020-04-09,9.0909
2020-04-14,0.0
2020-04-15,8.3333
2020-04-17,7.6923
2020-04-20,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-29,0.0
2020-05-05,-28.5714
2020-05-07,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-15,10.0
2020-05-22,-9.0909
2020-05-26,0.0
2020-05-28,10.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-12,0.0
2020-06-22,581.8182
2020-06-23,0.0
2020-06-24,-85.3333
2020-06-25,0.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-08,-81.8182
2020-07-09,1250.0
2020-07-10,-81.4815
2020-07-14,20.0
2020-07-15,383.3333
2020-07-20,-79.3103
2020-07-27,0.0
2020-07-29,383.3333
2020-07-30,3000.0
2020-07-31,-64.4049
