ticker,ARDS US Equity
2019-01-10,1.376
2019-01-11,-2.834
2019-01-14,-3.4115
2019-01-15,-5.0957
2019-01-16,-2.8409
2019-01-17,3.0409
2019-01-18,2.2815
2019-01-22,-3.2294
2019-01-23,-0.0757
2019-01-24,-0.039
2019-01-25,-0.1148
2019-01-28,2.746
2019-01-29,-5.4694
2019-01-30,8.3018
2019-01-31,-8.6489
2019-02-01,-2.5108
2019-02-04,1.1031
2019-02-05,9.8896
2019-02-06,-4.8029
2019-02-07,3.79
2019-02-08,-4.434
2019-02-11,0.2339
2019-02-12,3.8203
2019-02-13,-1.9938
2019-02-14,-2.867
2019-02-15,-0.1181
2019-02-19,0.0
2019-02-20,-3.0733
2019-02-21,1.3585
2019-02-22,4.6754999999999995
2019-02-25,2.8736
2019-02-26,-2.3464
2019-02-27,0.1144
2019-02-28,-0.8
2019-03-01,-0.5668
2019-03-04,2.5397
2019-03-05,-1.4123999999999999
2019-03-06,-0.2865
2019-03-07,0.1149
2019-03-08,1.9518
2019-03-11,15.991
2019-03-12,-13.3981
2019-03-13,0.4484
2019-03-14,2.4554
2019-03-15,1.8519
2019-03-18,8.0214
2019-03-19,4.5545
2019-03-20,0.3788
2019-03-21,-4.717
2019-03-22,14.7525
2019-03-25,-8.283
2019-03-26,-2.1326
2019-03-27,11.407
2019-03-28,-8.887
2019-03-29,7.9545
2019-04-01,-6.5693
2019-04-02,4.2146
2019-04-03,-2.4324
2019-04-04,0.0923
2019-04-05,4.2435
2019-04-08,0.2319
2019-04-09,-9.6784
2019-04-10,-0.782
2019-04-11,-0.4926
2019-04-12,0.297
2019-04-15,5.6318
2019-04-16,-7.9735
2019-04-17,-0.6834
2019-04-18,-1.3292
2019-04-23,4.513
2019-04-24,3.6141
2019-04-25,-3.6364
2019-04-26,-0.6951
2019-04-29,-1.0
2019-04-30,-11.0101
2019-05-01,7.832
2019-05-02,8.32
2019-05-03,-6.1193
2019-05-06,-0.5517
2019-05-07,1.7965
2019-05-08,3.2720000000000002
2019-05-09,-8.9109
2019-05-10,0.1087
2019-05-13,3.9088000000000003
2019-05-14,1.9854
2019-05-15,-3.6885
2019-05-16,0.0
2019-05-20,0.0
2019-05-21,-3.8298
2019-05-23,2.5763
2019-05-24,0.5079
2019-05-28,-1.2876
2019-05-29,2.7174
2019-05-31,-7.9365
2019-06-03,3.4885
2019-06-04,0.2943
2019-06-05,-7.3023
2019-06-06,5.1299
2019-06-07,4.0625
2019-06-10,-6.4155
2019-06-11,-0.8168
2019-06-12,-12.5882
2019-06-13,4.7106
2019-06-14,-8.0334
2019-06-17,-0.7687
2019-06-18,1.9718
2019-06-19,1.2431
2019-06-20,47.3397
2019-06-21,5.0
2019-06-24,-1.94
2019-06-25,-0.1799
2019-06-26,-0.0901
2019-06-27,-3.5167
2019-06-28,-4.9533000000000005
2019-07-01,3.9331
2019-07-02,0.0
2019-07-03,0.473
2019-07-05,-3.0132
2019-07-08,-0.1942
2019-07-09,0.4864
2019-07-10,-0.2904
2019-07-11,-2.8641
2019-07-12,-2.5487
2019-07-15,5.7436
2019-07-18,-4.8497
2019-07-19,0.0
2019-07-22,-0.1019
2019-07-23,-3.6734999999999998
2019-07-24,0.4237
2019-07-25,-0.6329
2019-07-26,0.2123
2019-07-29,1.0593
2019-07-30,5.9748
2019-07-31,-13.9466
2019-08-01,-10.3448
2019-08-02,8.3333
2019-08-05,-5.0888
2019-08-06,5.4863
2019-08-07,-3.5461
2019-08-08,3.5539
2019-08-09,-0.2367
2019-08-12,-0.4745
2019-08-13,-0.1788
2019-08-15,-10.209
2019-08-16,3.0585
2019-08-19,2.9677
2019-08-20,-4.1353
2019-08-21,4.9673
2019-08-22,-3.9851
2019-08-23,7.0039
2019-08-26,35.5152
2019-08-27,7.2451
2019-08-28,-4.0867
2019-08-29,1.087
2019-08-30,0.4731
2019-09-03,-6.6353
2019-09-04,7.5653
2019-09-05,4.0068
2019-09-06,-6.7213
2019-09-09,-5.3603
2019-09-10,-2.4605
2019-09-11,-22.3827
2019-09-12,0.9358
2019-09-13,4.2527
2019-09-16,-2.5641
2019-09-17,-7.8947
2019-09-18,-1.8182
2019-09-19,0.5291
2019-09-20,-2.5
2019-09-23,0.135
2019-09-24,-3.9084
2019-09-25,-6.0309
2019-09-26,0.0
2019-09-27,-1.9403000000000001
2019-09-30,2.4353
2019-10-01,5.4978
2019-10-02,-5.7745999999999995
2019-10-03,0.8969
2019-10-04,0.2963
2019-10-07,-1.4771
2019-10-08,-7.0465
2019-10-09,-7.2581
2019-10-10,3.4783
2019-10-11,-4.2017
2019-10-14,0.1754
2019-10-15,-2.627
2019-10-16,10.7914
2019-10-17,-0.974
2019-10-21,-0.5787
2019-10-22,2.2309
2019-10-23,-2.4194
2019-10-24,-2.4793
2019-10-25,-5.4237
2019-10-28,2.1505
2019-10-29,-2.6316
2019-10-30,-4.1441
2019-10-31,-5.0094
2019-11-01,7.1535
2019-11-04,-1.2004
2019-11-05,-1.8692
2019-11-06,-1.5238
2019-11-07,-0.1934
2019-11-08,0.0
2019-11-11,4.3953
2019-11-12,-4.7672
2019-11-13,-2.5341
2019-11-14,0.0
2019-11-15,-9.0
2019-11-18,5.9341
2019-11-19,7.4689
2019-11-20,0.9653
2019-11-21,-6.3098
2019-11-22,4.2857
2019-11-25,4.364
2019-11-26,0.7013
2019-11-27,-4.2902000000000005
2019-11-29,7.0039
2019-12-02,-8.5382
2019-12-03,-5.5741
2019-12-04,1.0526
2019-12-05,9.1667
2019-12-06,-3.7195
2019-12-09,-1.4886
2019-12-10,-5.835
2019-12-11,-2.7714
2019-12-12,-0.0066
2019-12-13,1.3187
2019-12-16,-2.3861
2019-12-17,-2.2222
2019-12-18,-3.1818
2019-12-19,-1.6432
2019-12-20,0.2387
2019-12-23,-0.9524
2019-12-24,2.8846
2019-12-26,2.7804
2019-12-27,-4.5238
2019-12-30,25.7143
2019-12-31,-15.7197
2020-01-02,2.2472
2020-01-03,3.2967
2020-01-06,26.383
2020-01-07,-11.0421
2020-01-08,2.7611
2020-01-09,15.1013
2020-01-10,13.4
2020-01-13,-3.1097
2020-01-14,3.8284000000000002
2020-01-15,6.3114
2020-01-16,-2.7704
2020-01-17,0.4803
2020-01-21,12.0804
2020-01-22,-8.7241
2020-01-23,-2.1898
2020-01-24,2.7449
2020-01-27,-10.8151
2020-01-28,-2.5037000000000003
2020-01-29,8.7613
2020-01-30,-1.5278
2020-01-31,-2.5388
2020-02-03,-10.275
2020-02-04,12.4194
2020-02-05,-2.9412000000000003
2020-02-06,-5.864
2020-02-07,-0.7584
2020-02-10,-3.3228
2020-02-12,-6.2717
2020-02-13,0.2113
2020-02-14,1.631
2020-02-18,5.4436
2020-02-19,23.0081
2020-02-20,-0.4627
2020-02-21,-1.8592
2020-02-24,3.6536
2020-02-25,-4.7637
2020-02-26,1.438
2020-02-27,-8.6486
2020-02-28,-0.2959
2020-03-02,9.6439
2020-03-03,-1.8944999999999999
2020-03-04,-2.069
2020-03-05,-6.1972
2020-03-06,-4.3544
2020-03-09,13.5008
2020-03-10,-15.2144
2020-03-11,-6.0359
2020-03-12,-4.5139
2020-03-13,-4.5455
2020-03-16,-13.4324
2020-03-17,7.5955
2020-03-18,-11.2474
2020-03-19,4.8387
2020-03-20,22.4176
2020-03-23,-0.3591
2020-03-24,-5.5045
2020-03-25,-5.6154
2020-03-26,11.1111
2020-03-27,5.6364
2020-03-30,-0.1721
2020-03-31,-0.5172
2020-04-01,-7.8735
2020-04-02,-1.4241
2020-04-03,8.7786
2020-04-06,-2.2807
2020-04-07,5.9246
2020-04-08,-1.8643999999999998
2020-04-09,7.9447
2020-04-13,3.36
2020-04-14,-5.418
2020-04-16,4.7463
2020-04-17,-5.9375
2020-04-20,-0.3322
2020-04-21,-1.6667
2020-04-23,7.9831
2020-04-24,-0.0157
2020-04-27,-4.2386
2020-04-28,-0.818
2020-04-29,-2.1504
2020-04-30,8.1081
2020-05-01,-5.7953
2020-05-04,22.7381
2020-05-05,10.9459
2020-05-06,4.7503
2020-05-07,1.2791000000000001
2020-05-08,2.9851
2020-05-11,-6.8004
2020-05-12,2.2727
2020-05-13,-9.5906
2020-05-14,-9.8318
2020-05-15,23.3859
2020-05-18,-1.1628
2020-05-19,-0.1176
2020-05-20,0.2356
2020-05-21,-9.1657
2020-05-22,8.6675
2020-05-26,0.0
2020-05-27,-4.7619
2020-05-28,-19.875
2020-05-29,8.3463
2020-06-01,-1.2239
2020-06-02,6.414
2020-06-03,-3.8356
2020-06-04,-4.1311
2020-06-05,0.2972
2020-06-08,2.2459
2020-06-09,-6.5434
2020-06-10,-5.7364
2020-06-11,1.0181
2020-06-12,3.8604000000000003
2020-06-15,0.7995
2020-06-16,4.0435
2020-06-17,5.3812
2020-06-18,7.5177
2020-06-19,-5.8047
2020-06-22,-2.9412000000000003
2020-06-23,-9.8124
2020-06-24,-1.44
2020-06-25,7.1429
2020-06-26,6.0606
2020-06-29,-3.8571
2020-06-30,-1.4859
2020-07-01,-0.6033
2020-07-02,-3.9454000000000002
2020-07-06,2.6856
2020-07-07,-2.3077
2020-07-08,0.7858
2020-07-09,0.1234
2020-07-10,1.4389
2020-07-13,17.0615
2020-07-14,-6.951
2020-07-15,-6.3573
2020-07-16,6.4857
2020-07-17,-2.8329
2020-07-20,7.2157
2020-07-21,-1.7988
2020-07-22,-4.191
2020-07-23,-2.3121
2020-07-24,4.8817
2020-07-27,-2.9619
2020-07-28,0.2907
2020-07-29,0.5797
2020-07-30,2.1614
2020-07-31,-1.2694
