ticker,DOYU US Equity
2019-12-03,-4.1278
2019-12-04,1.3889
2019-12-05,-1.9178
2019-12-06,0.2793
2019-12-09,-0.8357
2019-12-10,2.809
2019-12-11,5.3279
2019-12-12,4.9287
2019-12-13,-0.7417
2019-12-16,-4.9813
2019-12-17,-0.1311
2019-12-18,1.0499
2019-12-19,0.5195
2019-12-20,1.6796
2019-12-23,2.4142
2019-12-24,0.2481
2019-12-26,5.198
2019-12-27,-4.1176
2019-12-30,2.5766999999999998
2019-12-31,1.3158
2020-01-02,4.4864
2020-01-03,-0.791
2020-01-06,2.2779
2020-01-07,0.1114
2020-01-08,4.1157
2020-01-09,-1.6026
2020-01-10,1.5201
2020-01-13,0.107
2020-01-14,-4.7009
2020-01-15,0.2242
2020-01-16,1.9016
2020-01-17,2.854
2020-01-21,-8.3244
2020-01-22,-11.525
2020-01-23,4.4079
2020-01-24,-2.7095000000000002
2020-01-27,-1.5544
2020-01-28,5.1316
2020-01-29,0.1252
2020-01-30,1.0
2020-01-31,0.1238
2020-02-03,1.9778
2020-02-04,-1.3333
2020-02-05,-1.4742
2020-02-06,3.2419000000000002
2020-02-07,3.7439999999999998
2020-02-10,3.0268
2020-02-11,-3.9548
2020-02-12,0.3529
2020-02-13,-0.9379
2020-02-14,3.6686
2020-02-18,-4.9087
2020-02-19,-2.8811999999999998
2020-02-20,0.8653
2020-02-21,-1.1029
2020-02-24,-2.1066
2020-02-25,0.0
2020-02-26,1.0127
2020-02-27,-2.3810000000000002
2020-02-28,-0.2567
2020-03-02,0.3861
2020-03-03,2.3077
2020-03-04,2.2556
2020-03-05,-1.7157
2020-03-06,-5.7357
2020-03-09,-1.455
2020-03-10,2.0134
2020-03-11,-4.0789
2020-03-12,-5.2126
2020-03-13,11.5774
2020-03-16,-4.4099
2020-03-17,6.7843
2020-03-18,-1.7789000000000001
2020-03-19,4.0103
2020-03-20,-9.8259
2020-03-23,-3.4483
2020-03-24,-4.4286
2020-03-25,-0.299
2020-03-26,2.8486000000000002
2020-03-27,-3.6443
2020-03-30,-5.5976
2020-03-31,2.7244
2020-04-01,-2.1841
2020-04-02,4.4657
2020-04-03,9.313
2020-04-06,4.3296
2020-04-07,-2.008
2020-04-08,-4.3716
2020-04-09,4.2857
2020-04-13,-1.0959
2020-04-14,1.385
2020-04-15,-1.2295
2020-04-16,1.3831
2020-04-17,2.8649
2020-04-20,0.7958
2020-04-21,-7.8947
2020-04-22,3.5714
2020-04-23,-2.3448
2020-04-24,2.6836
2020-04-27,3.989
2020-04-28,-3.9683
2020-04-29,3.0303
2020-04-30,1.4706000000000001
2020-05-01,-7.7734
2020-05-04,0.0
2020-05-05,1.0
2020-05-06,1.4144
2020-05-07,-0.1395
2020-05-08,4.1899
2020-05-11,0.4021
2020-05-12,2.8037
2020-05-13,-5.1948
2020-05-14,-0.5479
2020-05-15,4.6832
2020-05-18,-1.3158
2020-05-19,3.3333
2020-05-20,4.9032
2020-05-21,-6.3961
2020-05-22,-9.1984
2020-05-26,18.6686
2020-05-27,-0.8537
2020-05-28,10.5781
2020-05-29,0.1112
2020-06-01,0.0
2020-06-02,-0.8889
2020-06-03,5.6054
2020-06-04,-2.3355
2020-06-05,-0.8696
2020-06-08,-0.5482
2020-06-09,-1.4333
2020-06-10,-0.3356
2020-06-11,0.8979
2020-06-12,-0.1112
2020-06-15,6.1247
2020-06-16,10.4932
2020-06-17,1.3295
2020-06-18,1.5933000000000002
2020-06-19,2.1218
2020-06-22,0.813
2020-06-23,2.6882
2020-06-24,-8.0279
2020-06-25,5.3131
2020-06-26,0.5405
2020-06-29,5.914
2020-06-30,-2.3689
2020-07-01,0.26
2020-07-02,2.9386
2020-07-06,4.45
2020-07-07,2.3312
2020-07-08,1.9639
2020-07-09,5.1618
2020-07-10,-2.2711
2020-07-13,-2.9234999999999998
2020-07-14,-1.7761
2020-07-15,-3.1447
2020-07-16,-2.1916
2020-07-17,-0.249
2020-07-20,6.4892
2020-07-21,5.0
2020-07-22,-9.003
2020-07-23,-4.9877
2020-07-24,-1.2048
2020-07-27,2.5261
2020-07-28,0.1699
2020-07-29,6.4461
2020-07-30,4.7012
2020-07-31,2.4353
