ticker,PLAN US Equity
2019-03-06,-3.8164
2019-03-07,-1.9839
2019-03-08,1.8873
2019-03-11,3.9732
2019-03-12,1.1619
2019-03-13,-0.7657
2019-03-14,4.6296
2019-03-15,-0.4671
2019-03-18,-3.4329
2019-03-19,-0.9463
2019-03-20,-1.0844
2019-03-21,5.586
2019-03-22,-3.6588000000000003
2019-03-25,3.8491
2019-03-26,0.3954
2019-03-27,-1.5506
2019-03-28,-0.875
2019-03-29,-0.7314
2019-04-01,-3.3283
2019-04-02,1.0512
2019-04-03,0.9883
2019-04-04,-4.4553
2019-04-05,-5.0135
2019-04-08,-0.4824
2019-04-09,2.053
2019-04-10,-1.5647
2019-04-11,0.9083
2019-04-12,0.3938
2019-04-15,-0.4763
2019-04-16,2.2241
2019-04-17,-2.9468
2019-04-18,-0.1135
2019-04-22,0.9091
2019-04-23,4.5045
2019-04-24,0.6735
2019-04-25,-0.1606
2019-04-26,4.0204
2019-04-29,-0.8761
2019-04-30,2.3395
2019-05-01,-3.556
2019-05-02,2.344
2019-05-03,2.3675
2019-05-06,0.4274
2019-05-07,-1.8523
2019-05-08,-0.8671
2019-05-09,2.547
2019-05-10,-0.276
2019-05-13,-7.6981
2019-05-14,2.8618
2019-05-15,0.6359
2019-05-16,3.8441
2019-05-17,-2.9412000000000003
2019-05-20,-1.6458
2019-05-21,2.1514
2019-05-22,0.39
2019-05-23,-1.5281
2019-05-24,-2.3935
2019-05-28,18.2161
2019-05-29,-3.5103999999999997
2019-05-30,-0.0945
2019-05-31,2.8848000000000003
2019-06-03,-3.8382
2019-06-04,2.4618
2019-06-05,4.1054
2019-06-06,6.1618
2019-06-07,1.3296999999999999
2019-06-10,0.6249
2019-06-11,-2.484
2019-06-12,-0.7642
2019-06-13,3.7005
2019-06-14,0.0206
2019-06-17,2.2066
2019-06-18,2.2599
2019-06-19,0.7498
2019-06-20,0.568
2019-06-21,-0.9542
2019-06-24,-0.6488
2019-06-25,-1.979
2019-06-26,-0.4038
2019-06-27,0.7095
2019-06-28,1.5901999999999998
2019-07-01,-0.1981
2019-07-02,4.0302
2019-07-03,0.0763
2019-07-05,1.0107
2019-07-08,0.3587
2019-07-09,3.6494
2019-07-10,2.4138
2019-07-11,1.1873
2019-07-12,-0.4729
2019-07-15,2.0412
2019-07-16,-1.3968
2019-07-17,-0.3323
2019-07-18,-0.1404
2019-07-19,-0.6501
2019-07-22,1.0789
2019-07-23,-0.2275
2019-07-24,2.578
2019-07-25,1.5215999999999998
2019-07-26,0.8757
2019-07-29,-3.4391
2019-07-30,-0.2593
2019-07-31,-1.3001
2019-08-01,-1.1591
2019-08-02,-0.8529
2019-08-05,-4.5699
2019-08-06,2.3662
2019-08-07,1.6694
2019-08-08,4.0058
2019-08-09,-2.238
2019-08-12,-0.9051
2019-08-13,1.5043
2019-08-14,-2.4171
2019-08-15,0.3797
2019-08-16,4.5209
2019-08-19,-0.6548
2019-08-20,0.2775
2019-08-21,1.7471
2019-08-22,-0.748
2019-08-23,-2.2096999999999998
2019-08-26,3.9587
2019-08-27,-2.7633
2019-08-28,-7.3471
2019-08-29,2.0011
2019-08-30,-0.385
2019-09-03,-3.4419
2019-09-04,0.7053
2019-09-05,1.3061
2019-09-06,-3.0456
2019-09-09,-7.0148
2019-09-10,-1.7409
2019-09-11,0.464
2019-09-12,0.5879
2019-09-13,-3.4231
2019-09-16,5.2518
2019-09-17,2.5462
2019-09-18,1.5419
2019-09-19,0.5719
2019-09-20,3.9215999999999998
2019-09-23,-2.8113
2019-09-24,-3.1256
2019-09-25,-1.4628999999999999
2019-09-26,2.1761
2019-09-27,-6.6282
2019-09-30,0.1919
2019-10-01,1.1064
2019-10-02,-4.2508
2019-10-03,4.0659
2019-10-04,5.3854
2019-10-07,2.0441
2019-10-08,-6.52
2019-10-09,2.8782
2019-10-10,-1.3886
2019-10-11,2.9613
2019-10-14,-2.0515
2019-10-15,-1.8686
2019-10-16,-8.1398
2019-10-17,-0.3645
2019-10-18,0.6173
2019-10-21,0.7271
2019-10-22,-2.143
2019-10-23,2.8585000000000003
2019-10-24,7.5527
2019-10-25,1.5003
2019-10-28,1.1702
2019-10-29,-1.5016
2019-10-30,2.4928
2019-10-31,-5.1256
2019-11-01,2.7542
2019-11-04,-3.7113
2019-11-05,-1.349
2019-11-06,0.5644
2019-11-07,0.8418
2019-11-08,2.1832
2019-11-11,1.8014000000000001
2019-11-12,-0.2881
2019-11-13,1.3207
2019-11-14,-2.9532
2019-11-15,0.3148
2019-11-18,-1.7782
2019-11-19,3.9404
2019-11-20,0.7172
2019-11-21,8.0163
2019-11-22,0.2825
2019-11-25,0.6574
2019-11-26,0.0373
2019-11-27,0.5409
2019-11-29,0.0371
2019-12-02,-4.9332
2019-12-03,1.19
2019-12-04,1.4652
2019-12-05,0.152
2019-12-06,0.1897
2019-12-09,-1.5527
2019-12-10,-0.8848
2019-12-11,0.0582
2019-12-12,-2.1722
2019-12-13,2.6764
2019-12-16,1.8343
2019-12-17,0.2275
2019-12-18,0.1513
2019-12-19,0.2456
2019-12-20,-0.1319
2019-12-23,-0.3396
2019-12-24,0.0757
2019-12-26,-0.4351
2019-12-27,0.0
2019-12-30,-2.6221
2019-12-31,2.2439
2020-01-02,2.6336
2020-01-03,1.0599
2020-01-06,1.3799000000000001
2020-01-07,-0.7985
2020-01-08,2.36
2020-01-09,2.9312
2020-01-10,-1.4412
2020-01-13,1.4623
2020-01-14,-0.955
2020-01-15,0.1928
2020-01-16,-0.245
2020-01-17,-0.8595
2020-01-21,-0.3362
2020-01-22,-1.3136999999999999
2020-01-23,2.3386
2020-01-24,1.9336
2020-01-27,-2.1383
2020-01-28,3.0485
2020-01-29,-1.4706000000000001
2020-01-30,1.3016
2020-01-31,-1.3363
2020-02-03,4.0285
2020-02-04,5.8254
2020-02-05,-6.2618
2020-02-06,0.488
2020-02-07,0.2512
2020-02-10,1.9207999999999998
2020-02-11,-0.3933
2020-02-12,2.945
2020-02-13,-0.3996
2020-02-14,0.8504
2020-02-18,0.0796
2020-02-19,0.0
2020-02-20,-2.0827
2020-02-21,-2.7927
2020-02-24,-3.1734999999999998
2020-02-25,-1.6560000000000001
2020-02-26,1.8944
2020-02-27,-24.2038
2020-02-28,2.0668
2020-03-02,1.3796
2020-03-03,-4.6093
2020-03-04,1.2655
2020-03-05,-4.0218
2020-03-06,-3.2434
2020-03-09,-7.9765
2020-03-10,8.1627
2020-03-11,-5.4081
2020-03-12,-7.9002
2020-03-13,8.8036
2020-03-16,-22.1732
2020-03-17,8.4305
2020-03-18,-13.4296
2020-03-19,6.1058
2020-03-20,-5.353
2020-03-23,0.3181
2020-03-24,11.3813
2020-03-25,7.5609
2020-03-26,5.0588
2020-03-27,-8.2307
2020-03-30,0.5491
2020-03-31,-8.1917
2020-04-01,-6.1798
2020-04-02,-0.6692
2020-04-03,2.695
2020-04-06,13.7086
2020-04-07,-0.0304
2020-04-08,8.4143
2020-04-09,0.2242
2020-04-13,0.2516
2020-04-14,6.1629
2020-04-15,-1.0507
2020-04-16,-6.0791
2020-04-17,3.8722
2020-04-20,2.068
2020-04-21,-2.7193
2020-04-22,5.5632
2020-04-23,0.8827
2020-04-24,0.8235
2020-04-27,2.4502
2020-04-28,-3.0144
2020-04-29,6.7814
2020-04-30,-1.708
2020-05-01,-4.4053
2020-05-04,1.0497
2020-05-05,0.3294
2020-05-06,1.9444
2020-05-07,3.0468
2020-05-08,1.7308
2020-05-11,2.8355
2020-05-12,-1.7923
2020-05-13,-5.4516
2020-05-14,1.9055
2020-05-15,4.6867
2020-05-18,3.6418
2020-05-19,3.5362999999999998
2020-05-20,3.6965
2020-05-21,2.0429
2020-05-22,4.3105
2020-05-26,-7.6577
2020-05-27,-4.4327
2020-05-28,0.0222
2020-05-29,1.8860000000000001
2020-06-01,0.0
2020-06-02,-0.6533
2020-06-03,-0.4603
2020-06-04,-3.8538
2020-06-05,0.6642
2020-06-08,5.0739
2020-06-09,0.2382
2020-06-10,2.83
2020-06-11,-9.6008
2020-06-12,4.1366
2020-06-15,2.8119
2020-06-16,0.6946
2020-06-17,1.5952
2020-06-18,1.0821
2020-06-19,-0.2519
2020-06-22,0.4209
2020-06-23,-1.425
2020-06-24,-6.8878
2020-06-25,0.2511
2020-06-26,0.0911
2020-06-29,1.9113
2020-06-30,1.161
2020-07-01,3.7519
2020-07-02,2.1272
2020-07-06,2.9785
2020-07-07,-0.0202
2020-07-08,3.8438
2020-07-09,-0.2922
2020-07-10,-4.2595
2020-07-13,-4.1224
2020-07-14,-1.3623
2020-07-15,-1.5753
2020-07-16,-2.6968
2020-07-17,0.0451
2020-07-20,3.2432
2020-07-21,-1.0908
2020-07-22,0.8602
2020-07-23,-2.8428
2020-07-24,-1.0128
2020-07-27,1.819
2020-07-28,-0.8263
2020-07-29,3.828
2020-07-30,-1.5832000000000002
2020-07-31,0.0661
