ticker,BEEN US Equity
2002-09-09,0.0
2002-09-11,0.0
2002-09-27,0.0
2002-10-04,0.0
2002-10-09,0.0
2002-10-11,-60.0
2002-10-14,-93.75
2002-10-18,1500.0
2002-11-26,-50.0
2002-12-04,0.0
2002-12-12,-37.5
2002-12-18,0.0
2002-12-19,0.0
2002-12-20,0.0
2002-12-26,0.0
2003-01-06,0.0
2003-01-21,0.0
2003-01-29,60.0
2003-02-18,-37.5
2003-03-03,0.0
2003-03-31,0.0
2003-04-07,0.0
2003-06-05,0.0
2003-06-27,0.0
2003-07-31,0.0
2003-08-29,0.0
2003-09-11,0.0
2003-09-19,0.0
2003-09-23,0.0
2003-10-23,0.0
2003-10-24,0.0
2003-11-18,0.0
2003-12-08,0.0
2003-12-10,0.0
2003-12-12,0.0
2003-12-22,0.0
2003-12-29,0.0
2004-01-07,10.0
2004-02-19,190.9091
2004-02-20,200.0
2004-03-04,-83.3333
2004-04-06,0.0
2004-04-20,0.0
2004-05-03,700.0
2004-05-05,-37.5
2004-05-26,0.0
2004-06-15,-80.0
2004-06-22,0.0
2004-06-23,0.0
2004-07-30,0.0
2004-08-06,0.0
2004-10-06,0.0
2004-10-08,0.0
2004-10-26,0.0
2004-10-29,0.0
2004-12-21,0.0
2004-12-27,0.0
2004-12-28,0.0
2004-12-31,0.0
2005-01-28,0.0
2005-02-08,0.0
2005-03-04,600.0
2005-03-28,-85.7143
2005-03-29,0.0
2005-04-04,0.0
2005-04-21,0.0
2005-06-03,0.0
2005-07-05,0.0
2005-09-29,0.0
2005-11-01,0.0
2005-12-05,0.0
2005-12-12,0.0
2005-12-19,0.0
2006-01-03,0.0
2006-03-02,0.0
2006-03-31,0.0
2006-04-27,0.0
2006-05-30,0.0
2006-06-14,0.0
2006-06-20,0.0
2006-06-29,0.0
2006-07-19,0.0
2006-08-03,0.0
2006-08-10,600.0
2006-08-15,-14.2857
2006-08-23,0.0
2006-09-14,-16.6667
2006-10-16,-60.0
2006-10-23,0.0
2006-12-04,0.0
2006-12-05,0.0
2006-12-15,0.0
2007-04-02,0.0
2007-04-20,0.0
2007-06-20,150.0
2007-06-21,-60.0
2007-07-23,0.0
2007-07-27,0.0
2007-10-25,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-28,0.0
2007-12-17,0.0
2007-12-18,0.0
2007-12-19,0.0
2007-12-26,0.0
2008-02-11,0.0
2008-07-01,0.0
2008-07-14,0.0
2008-07-31,50.0
2008-08-01,-33.3333
2008-08-28,0.0
2008-09-15,0.0
2008-09-23,9.375
2008-09-24,-8.5714
2008-11-19,-43.75
2009-03-18,0.0
2009-03-25,0.0
2009-04-03,-11.1111
2009-06-11,400.0
2009-06-26,300.0
2009-06-29,-75.0
2009-08-27,70.0
2009-08-31,-21.5686
2009-11-05,-87.5
2009-12-01,920.0
2009-12-15,-88.2353
2010-05-10,750.0
2010-06-28,-90.1961
2010-09-02,0.0
2010-09-09,920.0
2010-09-16,0.0
2010-09-23,0.0
2011-01-18,-41.1765
2011-01-21,100.0
2011-01-25,58.3333
2011-01-26,110.5263
2011-01-27,0.0
2011-01-28,50.0
2011-01-31,0.0
2011-02-02,-66.3333
2011-02-03,0.0
2011-02-04,-30.6931
2011-02-15,114.2857
2011-03-09,0.0
2011-03-10,-6.6667
2011-03-15,-17.8571
2011-03-16,0.0
2011-03-18,-78.2609
2011-03-22,200.0
2011-03-25,-26.6667
2011-03-28,78.1818
2011-03-29,27.551
2011-04-12,-70.4
2011-04-13,10.8108
2011-04-21,241.4634
2011-07-13,-75.0
2011-07-22,277.1429
2011-08-05,6.0606
2011-08-11,-75.0
2011-08-17,31.4286
2011-08-30,106.5217
2012-03-05,-63.1579
2012-03-13,45.7143
2012-03-15,0.0
2012-03-16,17.647100000000002
2012-03-21,68.3333
2012-03-23,48.5149
2012-04-16,6.6667
2012-04-20,-34.375
2012-04-27,38.0952
2012-07-30,-4.1379
2012-09-27,-2.8777
2012-10-11,-3.7037
2012-12-20,-69.2308
2012-12-31,225.0
2013-01-02,-80.7692
2013-01-09,456.0
2013-01-14,-82.0144
2013-01-23,0.0
2013-03-06,300.0
2013-03-19,0.0
2013-04-01,-12.0
2013-06-19,-71.5909
2013-06-20,0.0
2013-06-24,0.0
2013-06-26,280.0
2013-07-01,37.8947
2013-07-02,-29.0076
2013-07-03,-97.1707
2013-07-09,1040.1425
2013-08-01,100.0
2013-09-30,55.0
2013-12-31,72.043
2014-01-23,-93.75
2014-03-31,1250.0
2014-04-25,-33.3333
2014-06-04,0.0
2014-06-30,10.0
2014-07-24,-29.2929
2014-09-02,-21.4286
2014-09-04,0.0227
2014-09-30,81.7769
2014-10-30,-45.0
2014-11-13,-9.0909
2014-11-20,2.0
2014-11-28,0.0
2014-12-18,-41.1765
2014-12-19,0.0
2015-01-05,-56.6667
2015-02-12,-22.3077
2015-03-20,-30.6931
2015-11-09,-85.7143
2015-11-16,0.0
2016-03-23,100.0
2016-04-13,533.125
2016-04-15,-76.308
2016-06-21,0.0
2018-01-25,-88.3333
2018-03-14,0.0
2018-08-20,0.0
2019-01-18,0.0
2019-07-18,-28.5714
2019-10-24,11100.0
2019-10-25,0.0
2019-12-02,-99.25
2019-12-16,-4.7619
2020-01-06,0.0
2020-01-16,0.0
2020-03-12,150.0
