ticker,JSHG US Equity
2015-02-20,0.0
2015-02-23,-0.0658
2015-02-24,0.0658
2015-03-02,-47.3684
2015-04-30,90.0
2015-05-08,-5.2632
2015-07-28,-44.4444
2015-07-29,-48.6875
2015-08-06,192.3264
2015-08-07,100.0
2015-08-10,-53.3333
2015-08-19,0.0
2015-10-08,-64.2857
2015-10-14,100.0
2015-12-21,-50.0
2015-12-22,0.0
2016-01-12,0.0
2016-02-22,180.0
2016-03-04,-71.4286
2016-03-31,25.0
2016-04-04,100.0
2016-04-05,0.0
2016-05-04,-10.0
2016-05-05,66.6667
2016-05-06,0.0
2016-05-10,-2.6667
2016-05-11,0.0
2016-06-14,-17.8082
2016-06-20,0.0
2016-06-27,-50.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-21,0.0
2016-09-02,-12.8125
2017-01-31,17.5627
2017-02-07,95.122
2017-02-16,-8.3333
2017-02-23,0.0
2017-03-02,9.0909
2017-03-09,0.0
2017-03-16,8.3333
2017-03-22,7.6923
2017-03-29,0.0
2017-04-11,7.1429
2017-04-12,6.6667
2017-04-13,43.6719
2017-04-21,-43.4475
2017-05-09,53.8462
2017-05-11,0.0
2017-05-18,0.0
2017-05-19,0.0
2019-08-16,30.0
2019-08-20,-23.0769
2019-08-28,0.0
2019-09-04,-10.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-11,-22.2222
2019-09-12,0.0
2019-09-16,0.0
2019-09-23,-28.5714
2019-09-27,40.0
2019-09-30,-14.2857
2019-10-01,16.6667
2019-10-02,-16.4286
2019-10-03,2.5641
2019-10-04,66.6667
2019-10-07,20.0
2019-10-08,-25.0
2019-10-09,0.0
2019-10-10,22.3056
2019-10-11,-14.8308
2019-10-14,-4.0
2019-10-15,5.5556
2019-10-16,21.0526
2019-10-17,4.3478
2019-10-18,54.1667
2019-10-21,-13.5135
2019-10-22,-7.8125
2019-10-23,1.6949
2019-10-24,-16.6667
2019-10-25,4.0
2019-10-28,-17.3077
2019-10-29,2.2791
2019-10-30,0.0455
2019-10-31,9.0909
2019-11-01,-10.875
2019-11-04,2.3375
2019-11-05,-31.4756
2019-11-06,13.3333
2019-11-07,11.7647
2019-11-08,0.0
2019-11-11,-42.1053
2019-11-12,27.2727
2019-11-13,0.0
2019-11-14,4.7143
2019-11-15,4.0109
2019-11-18,-13.6936
2019-11-19,13.9058
2019-11-25,-3.8626
2019-11-26,11.0263
2019-11-27,6.25
2019-11-29,2.8824
2019-12-02,-3.9451
2019-12-03,3.5714
2019-12-04,-0.0575
2019-12-05,0.0
2019-12-06,-2.5302
2019-12-10,0.236
2019-12-12,-1.0006
2019-12-13,-4.8751
2019-12-16,6.125
2019-12-17,0.0589
2019-12-18,0.0589
2019-12-19,-17.647100000000002
2019-12-20,31.4286
2019-12-23,-29.2935
2019-12-24,41.4297
2019-12-26,-2.4457
2019-12-27,-8.1337
2019-12-31,0.0
2020-01-02,0.0
2020-01-06,-2.9715
2020-01-08,0.0
2020-01-09,2.5
2020-01-10,0.6098
2020-01-14,-3.0303
2020-01-15,18.75
2020-01-16,-9.2105
2020-01-17,-0.8696
2020-01-21,0.0
2020-01-23,-0.5848
2020-01-29,-1.1764999999999999
2020-01-30,1.1905000000000001
2020-01-31,0.0
2020-02-07,-1.7647
2020-02-11,1.1976
2020-02-14,0.5917
2020-02-18,0.0
2020-02-19,-11.7647
2020-02-28,0.0
2020-03-05,0.0
2020-03-12,-33.3333
2020-03-13,0.0
2020-03-17,-38.0
2020-03-18,61.2903
2020-03-19,0.0
2020-03-20,50.0
2020-03-23,-33.3333
2020-03-25,20.0
2020-04-02,25.0
2020-04-06,-58.6667
2020-04-08,68.4677
2020-04-14,38.8224
2020-04-16,2.069
2020-04-17,-28.5135
2020-04-20,41.7769
2020-04-28,-57.3333
2020-05-01,112.5
2020-05-05,10.2941
2020-05-11,7.3333
2020-05-12,-25.4658
2020-05-15,13.3333
2020-05-18,2.9412000000000003
2020-05-19,8.2143
2020-05-20,2.3102
2020-05-21,-3.2258
2020-05-26,0.0
2020-05-27,-20.0
2020-05-28,0.0
2020-05-29,23.3333
2020-06-02,-38.5135
2020-06-03,9.8901
2020-06-05,1.0
2020-06-08,28.7129
2020-06-09,-41.5385
2020-06-10,31.5789
2020-06-11,-20.0
2020-06-12,-48.75
2020-06-15,141.4634
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,-1.0101
2020-06-22,0.9184
2020-06-23,-14.6107
2020-06-24,-5.2694
2020-06-25,68.75
2020-06-26,-33.3333
2020-06-29,11.1111
2020-06-30,20.0
2020-07-01,-16.6667
2020-07-02,-17.9
2020-07-06,3.5323
2020-07-07,0.0
2020-07-08,2.9412000000000003
2020-07-09,-8.5714
2020-07-10,0.0
2020-07-13,8.75
2020-07-14,-19.5402
2020-07-16,2.8571
2020-07-17,0.6944
2020-07-20,18.6207
2020-07-21,15.1163
2020-07-24,0.0
2020-07-27,-27.2727
2020-07-28,4.1667
2020-07-29,8.0
2020-07-30,-7.4074
2020-07-31,-3.3333
