ticker,ISTC US Equity
2007-04-09,0.0
2007-05-14,0.0
2007-07-19,0.0
2007-11-21,0.0
2007-12-04,-11.7647
2007-12-06,-6.6667
2007-12-07,0.0
2007-12-12,0.0
2008-01-08,0.0
2008-02-20,3.5714
2008-02-22,3.4483
2008-03-11,-6.6667
2008-03-27,0.0
2008-03-31,3.5714
2008-04-22,-3.4483
2008-06-10,0.0
2008-08-26,-14.2857
2008-09-02,0.0
2008-09-10,0.0
2008-10-02,0.0
2008-10-13,0.0
2008-10-20,4.1667
2008-12-02,-36.0
2008-12-10,25.0
2008-12-11,3.0
2008-12-16,-12.6214
2008-12-17,0.0
2009-01-26,0.0
2009-02-02,0.0
2009-02-20,0.0
2009-03-25,66.6667
2009-05-01,-40.0
2009-05-18,0.0
2009-07-24,55.5556
2009-07-28,-35.7143
2009-08-14,5.5556
2009-08-17,43.1579
2009-09-02,10.2941
2009-10-27,-40.0
2009-11-18,0.0
2010-01-08,0.0
2010-01-19,0.0
2010-02-05,0.0
2010-05-04,0.0
2010-05-28,0.0
2010-06-21,11.1111
2010-06-22,50.0
2010-06-25,-33.3333
2010-06-29,40.0
2010-07-01,-35.7143
2010-07-02,44.4444
2010-07-06,-26.9231
2010-07-26,5.2632
2010-07-30,-40.0
2010-08-03,100.0
2010-08-04,-33.3333
2010-08-06,12.5
2010-08-17,11.1111
2010-09-07,30.0
2010-09-15,-15.3846
2010-10-07,581.8182
2010-12-30,-86.6667
2011-08-09,10.0
2011-10-20,-80.0
2011-10-27,0.0
2012-02-02,36.3636
2012-02-28,-88.3333
2012-08-10,-51.7857
2013-04-23,1085.1852
2013-05-29,-90.0
2013-11-08,900.0
2014-01-23,0.0
2014-02-24,0.0
2014-02-25,25.0
2014-03-13,-20.0
2014-06-17,0.0
2014-08-04,0.0
2014-09-04,0.0
2014-12-11,0.0
2014-12-18,204.0625
2014-12-22,-61.3566
2014-12-23,6.383
2014-12-30,0.0
2015-01-05,0.0
2015-02-17,20.0
2015-03-03,0.0
2015-03-10,-15.0
2015-03-11,17.647100000000002
2015-03-12,0.0
2015-03-19,-0.625
2015-03-27,0.6289
2015-03-30,233.3333
2015-03-31,10.0
2015-04-01,0.0
2015-04-06,-72.7273
2015-04-07,-33.3333
2015-04-08,0.0
2015-05-05,-25.0
2015-07-23,66.6667
2015-08-05,20.0
2015-08-07,33.3333
2015-08-20,-50.0
2016-01-13,50.0
2016-01-14,-50.0
2016-02-17,0.0
2016-03-28,-33.3333
2016-03-29,10.0
2016-05-17,-9.0909
2016-05-18,50.0
2016-05-19,0.0
2016-10-05,0.0
2016-10-18,0.0
2017-03-23,100.0
2017-10-20,-50.0
2018-05-03,100.0
2018-05-04,-15.1667
2018-05-11,-60.707300000000004
2018-07-02,0.0
2018-08-08,0.0
2018-09-12,0.0
2019-05-03,900.0
2019-06-07,-70.0
2019-06-10,33.3333
2019-06-14,-35.625
2019-06-19,-2.9126
2019-07-09,-20.0
2019-08-02,0.0
2019-08-22,0.0
2019-10-01,-37.5
2019-10-22,-20.0
2019-11-21,100.0
2019-12-03,50.0
2020-04-20,-33.3333
2020-05-06,0.0
