ticker,BCEL US Equity
2019-11-07,-2.903
2019-11-08,-3.7766
2019-11-11,-5.3148
2019-11-12,-0.5181
2019-11-13,-3.559
2019-11-14,-3.7804
2019-11-15,0.8419
2019-11-18,-3.154
2019-11-19,-1.7241
2019-11-20,0.0975
2019-11-21,-3.2132
2019-11-22,-1.1066
2019-11-25,0.4069
2019-11-26,-1.925
2019-11-27,2.7893
2019-11-29,-0.1005
2019-12-02,1.4085
2019-12-03,32.3413
2019-12-04,-2.9234999999999998
2019-12-05,11.7375
2019-12-06,-1.1057
2019-12-09,-1.6073
2019-12-10,8.5937
2019-12-11,-10.3336
2019-12-12,-2.6258
2019-12-13,-5.7678
2019-12-16,4.2925
2019-12-17,12.0427
2019-12-18,7.8231
2019-12-19,-9.0221
2019-12-20,3.0166
2019-12-23,8.381
2019-12-24,-0.8075
2019-12-26,16.9067
2019-12-27,-7.4987
2019-12-30,-8.5698
2019-12-31,-2.0266
2020-01-02,-7.9509
2020-01-03,-4.8455
2020-01-06,1.476
2020-01-07,-1.3818
2020-01-08,5.0147
2020-01-09,13.6236
2020-01-10,-9.7033
2020-01-13,0.1369
2020-01-14,-1.2303
2020-01-15,3.4602
2020-01-16,5.9532
2020-01-17,-6.3131
2020-01-21,1.0782
2020-01-22,7.4
2020-01-23,0.6828
2020-01-24,13.9334
2020-01-27,2.1104
2020-01-28,-1.9078
2020-01-29,1.7828
2020-01-30,-2.4947
2020-01-31,0.0544
2020-02-03,3.1012
2020-02-04,0.6332
2020-02-05,3.6707
2020-02-06,3.996
2020-02-07,10.4086
2020-02-10,-2.2026
2020-02-11,-8.7387
2020-02-12,4.5903
2020-02-13,-4.0585
2020-02-14,3.1972
2020-02-18,4.9571
2020-02-19,-1.5441
2020-02-20,8.2103
2020-02-21,-4.4757
2020-02-24,-4.5515
2020-02-25,-3.0388
2020-02-26,6.4127
2020-02-27,-2.9905
2020-02-28,10.4157
2020-03-02,-3.2572
2020-03-03,0.5247
2020-03-04,18.6603
2020-03-05,-9.0909
2020-03-06,0.2016
2020-03-09,-14.4869
2020-03-10,-7.5765
2020-03-11,-10.2851
2020-03-12,-22.7015
2020-03-13,24.5962
2020-03-16,-28.2852
2020-03-17,-1.3969
2020-03-18,-5.0
2020-03-19,14.6491
2020-03-20,25.1721
2020-03-23,-13.2029
2020-03-24,15.6338
2020-03-25,-6.0292
2020-03-26,1.7498
2020-03-27,-2.293
2020-03-30,-0.8475
2020-03-31,8.81
2020-04-01,-15.4683
2020-04-02,-3.431
2020-04-03,-7.3279
2020-04-06,7.6677
2020-04-07,3.2641
2020-04-08,8.046
2020-04-09,3.1915
2020-04-13,6.8943
2020-04-14,4.8222000000000005
2020-04-15,-0.8626
2020-04-16,-8.4687
2020-04-17,-2.3447
2020-04-20,-2.6606
2020-04-21,-6.1333
2020-04-22,6.6051
2020-04-23,13.9907
2020-04-24,7.6563
2020-04-27,-2.7144
2020-04-28,-7.1429
2020-04-29,4.4471
2020-04-30,-12.0829
2020-05-01,12.1073
2020-05-04,1.1675
2020-05-05,-5.251
2020-05-06,3.4105
2020-05-07,2.4735
2020-05-08,2.4713
2020-05-11,2.636
2020-05-12,-5.3552
2020-05-13,-1.2702
2020-05-14,-3.3333
2020-05-15,15.729
2020-05-18,-2.5091
2020-05-19,-2.8954
2020-05-20,1.6564999999999999
2020-05-21,2.1184
2020-05-22,-2.3404
2020-05-26,3.268
2020-05-27,4.9578
2020-05-28,-6.1307
2020-05-29,-1.1242
2020-06-01,-1.5701
2020-06-02,0.0
2020-06-03,1.1001
2020-06-04,-0.7073
2020-06-05,0.4932
2020-06-08,-1.2541
2020-06-09,-1.3252
2020-06-10,0.0
2020-06-11,-8.6178
2020-06-12,6.7973
2020-06-15,9.805
2020-06-16,-1.671
2020-06-17,-3.0271
2020-06-18,9.4195
2020-06-19,-0.1502
2020-06-22,5.8647
2020-06-23,5.1136
2020-06-24,5.6306
2020-06-25,-8.4009
2020-06-26,-3.3054
2020-06-29,-0.7222
2020-06-30,3.2008
2020-07-01,3.8534
2020-07-02,2.7602
2020-07-06,2.1136
2020-07-07,-8.8831
2020-07-08,-2.6503
2020-07-09,-1.8474
2020-07-10,2.3279
2020-07-13,-7.3572
2020-07-14,-5.2769
2020-07-15,1.5996000000000001
2020-07-16,-19.164
2020-07-17,0.4701
2020-07-20,0.9358
2020-07-21,0.3974
2020-07-22,-0.8575
2020-07-23,-2.6612999999999998
2020-07-24,-5.1265
2020-07-27,-3.6744
2020-07-28,-4.1885
2020-07-29,2.42
2020-07-30,0.5335
2020-07-31,-1.8195999999999999
