ticker,SOHL US Equity
2009-01-27,0.0
2009-03-11,12.5
2009-04-03,13.3333
2009-04-27,0.0
2009-05-15,7.8431
2009-07-10,-76.3636
2009-08-12,92.3077
2009-08-13,0.0
2009-08-17,0.0
2009-08-18,0.0
2009-08-31,0.0
2009-09-02,0.0
2009-09-03,0.0
2009-09-08,0.0
2009-09-15,80.0
2009-09-16,11.1111
2009-09-17,-20.0
2009-09-18,-37.5
2009-10-06,0.0
2009-10-26,0.0
2009-11-18,0.0
2009-11-19,-20.0
2009-11-20,0.0
2009-12-16,0.0
2010-01-14,50.0
2010-02-19,-83.3333
2010-04-09,400.0
2010-09-20,20.0
2010-09-21,0.0
2010-09-23,10.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,-24.2424
2010-10-05,8.0
2010-10-06,-7.4074
2010-10-07,0.0
2010-11-03,0.0
2010-11-09,20.0
2010-11-22,0.0
2010-11-24,-6.6667
2010-12-02,0.0
2011-01-27,14.2857
2011-02-04,0.0
2011-02-10,-6.25
2011-02-17,3.3333
2011-02-18,0.0
2011-02-22,-12.9032
2011-02-23,0.0
2011-02-24,0.0
2011-02-28,18.5185
2011-03-07,-12.5
2011-03-31,0.0
2011-04-25,-3.5714
2011-05-04,40.7407
2011-05-05,-13.1579
2011-05-11,-18.1818
2011-06-02,-7.4074
2011-06-03,12.0
2011-06-30,-10.7143
2011-07-01,4.0
2011-10-11,15.3846
2011-10-12,-6.6667
2011-10-25,0.0
2011-11-28,-7.1429
2012-01-05,-3.8462
2012-01-06,4.0
2012-01-24,-3.8462
2012-02-17,-60.0
2012-04-16,13.0
2012-04-30,23.8938
2013-02-19,-28.5714
2013-02-20,0.0
2013-02-25,0.0
2013-03-11,-50.0
2013-06-06,0.0
2013-06-28,-60.0
2013-08-13,150.0
2013-10-08,-20.0
2013-10-09,375.0
2013-10-17,-21.0526
2013-11-14,-33.3333
2013-11-15,-50.0
2014-01-06,0.0
2014-05-21,100.0
2014-08-01,20.0
2014-08-13,66.6667
2014-09-19,0.0
2014-09-22,0.0
2014-10-08,-55.0
2014-11-07,-66.6667
2014-11-20,0.0
2014-11-21,0.0
2015-02-06,0.0
2015-04-14,-46.25
2015-05-11,0.0
2015-06-23,-37.9845
2015-09-18,18.75
2016-02-08,-15.7895
2016-03-28,50.0
2016-03-29,700.0
2016-04-05,-83.3333
2016-04-06,107.5
2016-10-25,-75.9036
2017-02-02,200.0
2017-12-01,166.6667
2017-12-06,-62.5
2017-12-12,-66.6667
2018-01-12,100.0
2018-04-02,100.0
2018-04-13,0.0
2018-04-18,0.0
2018-04-25,-75.0
2018-06-18,900.0
2018-06-22,0.0
2018-07-18,220.0
2018-08-27,-99.3438
2018-09-05,52.381
2018-09-24,212.5
2018-09-25,0.0
2018-09-27,400.0
2018-10-16,0.0
2018-10-23,-80.0
2018-12-12,200.0
2018-12-18,50.0
2018-12-20,-73.3333
2018-12-21,116.6667
2019-01-18,53.8462
2019-01-24,-35.0
2019-01-28,-53.8462
2019-02-05,221.6667
2019-03-29,-66.3212
2019-04-16,0.0
2019-05-03,0.0
2019-05-14,0.0
2019-06-13,0.0
2019-06-17,0.0
2019-08-07,207.6923
2019-08-14,-67.5
2019-10-07,207.6923
2019-12-02,-33.75
2019-12-20,-50.9434
2020-01-03,668.4615
2020-01-07,0.1001
2020-01-09,-41.5
2020-01-13,33.6752
2020-01-14,-10.4859
2020-01-15,-6.4286
2020-01-16,37.4046
2020-01-17,-6.0
2020-02-04,0.0
2020-02-24,-45.3901
2020-03-09,0.0
2020-04-17,104.8052
2020-04-20,5.6859
2020-04-21,0.0
2020-04-27,0.0
2020-04-28,50.0
2020-04-30,-68.6667
2020-05-11,112.766
2020-05-14,0.0
2020-05-15,-53.0
2020-05-18,0.2128
2020-05-21,0.0
2020-05-27,0.0
2020-06-02,0.0
2020-07-06,112.3142
2020-07-10,0.0
2020-07-20,-52.1
2020-07-21,-51.9833
2020-07-23,21.9565
2020-07-24,24.4207
