ticker,AFYA US Equity
2019-12-09,-4.4323
2019-12-10,-0.8205
2019-12-11,0.6115
2019-12-12,-3.1105
2019-12-13,-2.0664
2019-12-16,-0.7536
2019-12-17,6.2642
2019-12-18,0.5359
2019-12-19,1.457
2019-12-20,-0.8757
2019-12-23,-2.6148
2019-12-24,-0.3266
2019-12-26,-1.1285
2019-12-27,-0.1473
2019-12-30,-0.9956
2019-12-31,1.0056
2020-01-02,1.6962000000000002
2020-01-03,-0.8339
2020-01-06,-1.5722
2020-01-07,2.0431
2020-01-08,2.1478
2020-01-09,0.7128
2020-01-10,0.2477
2020-01-13,-2.9651
2020-01-14,-0.6912
2020-01-15,3.5531
2020-01-16,0.4245
2020-01-17,1.2681
2020-01-21,1.3216999999999999
2020-01-22,-0.3433
2020-01-23,-0.3445
2020-01-24,-0.2765
2020-01-27,-0.104
2020-01-28,0.3817
2020-01-29,0.5876
2020-01-30,3.0241
2020-01-31,-0.4003
2020-02-03,1.1386
2020-02-04,-0.1987
2020-02-05,-8.925
2020-02-06,2.0401
2020-02-07,-2.1064
2020-02-10,-0.8753
2020-02-11,0.5519
2020-02-12,0.4757
2020-02-13,0.437
2020-02-14,-1.9217
2020-02-18,-1.9224
2020-02-19,-0.3015
2020-02-20,0.0
2020-02-21,1.3233
2020-02-24,-2.7984999999999998
2020-02-25,-2.8407
2020-02-26,-2.6077
2020-02-27,-0.0406
2020-02-28,-3.4903
2020-03-02,3.8688000000000002
2020-03-03,1.7409
2020-03-04,2.308
2020-03-05,-5.1731
2020-03-06,-5.0451
2020-03-09,-7.6458
2020-03-10,0.0468
2020-03-11,-11.454
2020-03-12,-10.3485
2020-03-13,12.073
2020-03-16,-9.5113
2020-03-17,16.2021
2020-03-18,-23.4883
2020-03-19,8.8831
2020-03-20,-9.5981
2020-03-23,-7.1666
2020-03-24,18.3703
2020-03-25,8.6353
2020-03-26,3.7799
2020-03-27,2.5709999999999997
2020-03-30,2.8721
2020-03-31,-3.2487
2020-04-01,-5.8237
2020-04-02,5.4596
2020-04-03,-4.3846
2020-04-06,5.9116
2020-04-07,11.7371
2020-04-08,-1.1204
2020-04-09,-2.3135
2020-04-13,-5.3166
2020-04-14,-1.072
2020-04-15,-4.644
2020-04-16,6.0065
2020-04-17,-4.9515
2020-04-20,0.2148
2020-04-21,0.0
2020-04-22,2.0364
2020-04-23,-2.6786
2020-04-24,-6.9077
2020-04-27,6.9565
2020-04-28,13.6585
2020-04-29,4.2918
2020-04-30,-0.5944
2020-05-01,-6.8537
2020-05-04,2.9135999999999997
2020-05-05,-0.8157
2020-05-06,3.8703
2020-05-07,-3.633
2020-05-08,3.4316
2020-05-11,0.9813
2020-05-12,-2.8689999999999998
2020-05-13,-7.575
2020-05-14,2.0103
2020-05-15,0.6064
2020-05-18,0.7534
2020-05-19,-2.7916
2020-05-20,-9.4359
2020-05-21,1.359
2020-05-22,-5.0838
2020-05-26,1.5303
2020-05-27,4.6377
2020-05-28,4.4321
2020-05-29,4.244
2020-06-01,-0.7634
2020-06-02,1.7436
2020-06-03,6.3004
2020-06-04,-0.4267
2020-06-05,-1.5238
2020-06-08,1.5957
2020-06-09,4.4265
2020-06-10,1.9143
2020-06-11,-1.9678
2020-06-12,5.292
2020-06-15,-2.3397
2020-06-16,1.6859
2020-06-17,3.6649000000000003
2020-06-18,-1.0522
2020-06-19,2.9775
2020-06-22,-1.6522000000000001
2020-06-23,1.512
2020-06-24,-3.5581
2020-06-25,0.2145
2020-06-26,-2.3973
2020-06-29,-0.614
2020-06-30,3.4422
2020-07-01,-1.9625
2020-07-02,1.8277
2020-07-06,4.6581
2020-07-07,-1.3883
2020-07-08,0.7039
2020-07-09,0.1234
2020-07-10,-5.1335
2020-07-13,-1.3853
2020-07-14,0.6146
2020-07-15,-0.6981
2020-07-16,-1.2302
2020-07-17,2.2687
2020-07-20,3.0883
2020-07-21,13.4177
2020-07-22,-2.4182
2020-07-23,0.1144
2020-07-24,-3.6558
2020-07-27,-0.9091
2020-07-28,-1.8748
2020-07-29,5.122
2020-07-30,1.3534
2020-07-31,-0.2289
