ticker,HHER US Equity
2014-04-01,-42.5
2014-04-02,-4.3478
2014-04-07,-9.0909
2014-04-09,0.0
2014-04-24,10.0
2014-04-25,37.2727
2014-04-28,0.0
2014-04-29,0.0
2014-04-30,0.0
2014-05-05,5.298
2014-05-16,-5.0314
2014-05-23,5.9603
2014-05-29,-1.25
2014-05-30,13.9241
2014-06-02,2.7778
2014-06-05,-8.1081
2014-06-25,-12.3529
2014-06-27,-2.6846
2014-06-30,1.3793
2014-07-11,-18.3673
2014-08-05,0.0
2014-08-13,-4.1667
2014-08-14,-13.0435
2014-09-29,-25.0
2014-10-10,0.0
2014-10-28,-6.6667
2014-11-18,100.0
2014-11-21,3.5714
2014-12-08,-44.1379
2014-12-10,-7.4074
2015-01-09,6.6667
2015-01-14,-18.75
2015-02-12,0.0
2015-05-14,0.0
2015-07-20,-6.9231
2015-08-05,-9.0909
2015-08-13,83.6364
2015-08-26,-45.5446
2015-08-31,9.0909
2015-09-04,126.6667
2015-09-08,11.0294
2015-09-09,3.9735
2015-09-10,0.0
2015-09-14,-3.1847
2015-09-21,0.0
2015-09-25,-2.9605
2015-09-28,-5.0847
2015-09-29,-15.357099999999999
2015-09-30,-6.3291
2015-10-07,38.7387
2015-10-08,-2.5974
2015-10-09,-6.6667
2015-10-12,-8.5714
2015-10-13,-3.9063
2015-10-15,0.813
2015-10-20,-3.2258
2015-10-21,-25.0
2015-10-22,97.7778
2015-10-26,-17.4157
2015-10-27,-1.3605
2015-10-29,1.3793
2015-10-30,-38.7755
2015-11-02,64.4444
2015-11-06,-18.9189
2015-11-09,8.3333
2015-11-10,-23.8462
2015-11-11,0.0
2015-11-12,-9.0909
2015-11-13,0.0
2015-11-24,2.2222
2015-11-27,0.0
2015-12-02,0.0
2015-12-08,-13.0435
2015-12-10,0.0
2015-12-18,-50.0
2016-01-11,257.5
2016-01-12,-8.3217
2016-01-14,-38.9779
2016-02-02,-12.5
2016-02-03,0.0
2016-02-08,-27.1429
2016-02-09,13.7255
2016-02-12,12.069
2016-02-19,38.4615
2016-02-26,0.0
2016-03-08,-38.8889
2016-03-09,27.2727
2016-06-13,0.0
2016-07-06,-7.1429
2016-07-07,-61.5385
2016-07-25,0.0
2016-09-23,9.2
2016-09-26,28.1593
2016-09-30,-39.9786
2016-10-05,60.0
2016-10-14,108.3333
2016-10-17,42.8571
2016-10-18,20.0125
2016-10-19,-0.8437
2016-10-21,0.8403
2016-10-24,12.5
2016-11-02,1.1111
2016-11-07,2.5641
2016-11-08,-7.1429
2016-11-10,-60.0
2016-11-11,-51.899
2016-11-15,39.93
2016-11-16,-17.1429
2016-11-17,0.0
2016-11-21,0.0
2016-11-22,20.6897
2016-11-23,0.0
2016-11-28,0.0
2016-11-29,25.7143
2016-11-30,15.9091
2016-12-01,16.6667
2016-12-05,26.0504
2016-12-06,0.0
2016-12-09,13.3333
2016-12-12,-11.7647
2016-12-19,0.0
2016-12-20,-6.6667
2016-12-21,-14.2857
2017-01-04,0.0
2017-01-05,2.5
2017-01-06,1.626
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,0.0
2017-01-17,0.0
2017-01-18,-1.58
2017-01-19,-3.2514
2017-01-20,0.8192
2017-01-23,-5.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,-3.5088
2017-01-30,0.0
2017-01-31,354.5455
2017-02-01,-64.0
2017-02-02,10.5556
2017-02-07,-39.6985
2017-02-09,65.8333
2017-02-15,-24.6231
2017-02-28,0.0
2017-03-02,0.0
2017-03-03,6.6667
2017-03-06,0.0
2017-03-07,0.0
2017-03-09,-6.25
2017-03-10,-1.0
2017-03-13,-9.0909
2017-03-14,3.7037
2017-03-15,0.0
2017-03-17,-0.7143
2017-03-20,2.8777
2017-03-21,19.5804
2017-03-22,-0.5848
2017-03-23,-14.7059
2017-03-24,12.4138
2017-03-27,-9.816
2017-03-28,4.7619
2017-03-31,29.8701
2017-04-04,2.5
2017-04-06,3.9024
2017-04-07,1.8779
2017-04-10,-7.8341
2017-04-11,0.0
2017-04-12,0.0
2017-04-17,4.5
2017-04-20,0.0
2017-04-21,-1.9139
2017-04-28,9.2683
2017-05-01,0.4464
2017-05-09,-0.4444
2017-05-12,-0.8929
2017-05-15,0.0
2017-05-24,-7.6577
2017-05-25,-0.4878
2017-05-26,-1.4706000000000001
2017-06-05,1.99
2017-06-08,-0.4878
2017-06-27,0.0
2017-06-29,0.0
2017-06-30,-2.451
2017-07-03,-4.5226
2017-07-05,7.8947
2017-07-24,-2.439
2017-08-04,-0.115
2017-08-15,0.1151
2017-08-18,-5.0
2017-09-01,-5.2632
2017-09-05,-1.0556
2017-09-07,-46.6592
2017-09-08,5.2632
2017-09-11,0.0
2017-09-14,-0.01
2017-09-20,0.01
2017-09-22,20.0
2017-09-27,-16.6667
2017-09-29,0.0
2017-10-03,-38.0
2017-10-05,61.2903
2017-10-09,5.0
2017-10-17,-33.2667
2017-10-24,-12.9442
2017-10-26,14.7541
2017-11-02,0.0
2017-11-08,0.0
2017-11-09,7.1429
2017-11-14,0.2667
2017-11-15,-0.266
2017-11-27,-46.4667
2017-12-06,-0.0747
2017-12-11,-25.2243
2017-12-27,-30.0
2017-12-28,-4.7619
2017-12-29,38.1
2018-02-07,8.6169
2018-02-08,-0.1667
2018-02-09,-82.2037
2018-03-27,275.2345
2018-04-20,20.8334
2018-04-23,6.8966
2018-05-08,-20.6452
2018-05-10,0.813
2018-06-13,0.8065
2018-06-15,0.0
2018-06-25,-0.8
2018-08-15,-4.8387
2018-09-04,-0.8475
2018-09-05,1.7094
2018-09-19,0.0
2018-09-21,0.0
2018-09-26,-15.9664
2018-09-28,19.0
2018-10-03,21.8487
2018-10-09,3.4483
2018-10-12,33.3333
2018-10-16,50.0
2018-10-18,0.0
2018-10-23,-3.6667
2018-10-25,0.0
2018-11-12,-65.3979
2018-11-13,90.0
2018-11-14,31.5789
2018-11-15,15.6
2018-11-16,-30.7958
2018-11-19,-72.445
2018-11-21,235.6923
2018-11-28,51.3514
2018-12-06,-11.4286
2018-12-07,-19.7581
2018-12-13,0.0
2019-01-04,-0.5025
2019-01-11,-24.7475
2019-01-15,0.6711
2019-01-17,-33.3333
2019-01-22,0.0
2019-01-25,0.0
2019-02-01,-10.0
2019-02-07,121.1111
2019-02-11,-18.593
2019-02-13,-38.8889
2019-02-22,0.9091
2019-03-12,-43.8238
2019-04-11,-0.2138
2019-05-22,33.7143
2019-05-23,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-06-03,0.0
2019-06-19,-78.2986
2019-12-27,0.1231
2019-12-31,0.0
2020-04-21,-69.2071
2020-05-04,184.2315
2020-05-08,-43.8202
2020-06-22,78.0
2020-07-13,0.0
2020-07-16,-50.4916
2020-07-17,-28.3688
2020-07-20,0.0
