ticker,PS US Equity
2018-10-08,-2.077
2018-10-09,-1.8897
2018-10-10,-6.7217
2018-10-11,-2.992
2018-10-12,4.7785
2018-10-15,-2.3632
2018-10-16,8.1953
2018-10-17,1.0204
2018-10-18,-5.3613
2018-10-19,-3.8998
2018-10-22,-0.8543
2018-10-23,4.567
2018-10-24,-4.2851
2018-10-25,-3.616
2018-10-26,-1.2059
2018-10-29,-4.34
2018-10-30,4.3951
2018-10-31,1.4485999999999999
2018-11-01,0.1785
2018-11-02,-2.7171
2018-11-05,-1.6941000000000002
2018-11-06,-4.7508
2018-11-07,10.1711
2018-11-08,-0.6214
2018-11-09,-5.1809
2018-11-12,-4.7574
2018-11-13,2.5223
2018-11-14,-3.7627
2018-11-15,8.5714
2018-11-16,1.8929
2018-11-19,-10.3761
2018-11-20,-3.185
2018-11-21,5.7963000000000005
2018-11-23,0.9378
2018-11-26,4.3032
2018-11-27,-3.9381
2018-11-28,9.224
2018-11-29,7.4173
2018-11-30,0.208
2018-12-03,6.4757
2018-12-04,-6.0429
2018-12-06,4.7718
2018-12-07,-6.7722999999999995
2018-12-10,3.1436
2018-12-11,-0.8649
2018-12-12,2.7835
2018-12-13,-1.6168
2018-12-14,-1.8488
2018-12-17,-11.553
2018-12-18,3.9754
2018-12-19,0.3641
2018-12-20,-3.1293
2018-12-21,-8.1929
2018-12-24,-3.0597
2018-12-26,13.414
2018-12-27,3.6642
2018-12-28,1.745
2018-12-31,3.5620000000000003
2019-01-02,-4.6709
2019-01-03,1.1581
2019-01-04,9.8635
2019-01-07,2.8457
2019-01-08,0.6235
2019-01-09,2.4787
2019-01-10,2.003
2019-01-11,1.7414
2019-01-14,0.2185
2019-01-15,1.9259
2019-01-16,0.3565
2019-01-17,1.8472
2019-01-18,1.1161
2019-01-22,-1.3453
2019-01-23,0.6643
2019-01-24,1.2157
2019-01-25,0.9952
2019-01-28,0.068
2019-01-29,-0.7131
2019-01-30,-2.223
2019-01-31,4.8618
2019-02-01,1.1674
2019-02-04,3.0992
2019-02-05,0.6076
2019-02-06,-0.6675
2019-02-07,0.608
2019-02-08,0.5089
2019-02-11,-0.6329
2019-02-12,1.7197
2019-02-13,-1.0332
2019-02-14,-1.3287
2019-02-15,-3.8474
2019-02-19,-2.6342
2019-02-20,1.5411000000000001
2019-02-21,-0.1686
2019-02-22,-0.4392
2019-02-25,0.2375
2019-02-26,3.4191
2019-02-27,2.0295
2019-02-28,4.299
2019-03-01,4.9831
2019-03-04,-3.3402
2019-03-05,-6.214
2019-03-06,-4.331
2019-03-07,-2.1959
2019-03-08,-0.4836
2019-03-11,0.2083
2019-03-12,-0.2425
2019-03-13,1.3194
2019-03-14,-0.5483
2019-03-15,1.3439
2019-03-18,1.8361
2019-03-19,3.7396000000000003
2019-03-20,2.0277
2019-03-21,2.2397
2019-03-22,-3.5174
2019-03-25,-0.8315
2019-03-26,2.1928
2019-03-27,-2.6507
2019-03-28,0.6159
2019-03-29,2.2552
2019-04-01,-0.8822
2019-04-02,1.5257
2019-04-03,0.3444
2019-04-04,-5.897
2019-04-05,-0.1989
2019-04-08,-0.8638
2019-04-09,0.4357
2019-04-10,1.6016
2019-04-11,5.2874
2019-04-12,-0.0312
2019-04-15,1.9033
2019-04-16,2.0514
2019-04-17,-3.0003
2019-04-18,-1.6393
2019-04-22,1.8239
2019-04-23,3.8295
2019-04-24,-1.1005
2019-04-25,1.8045
2019-04-26,0.2954
2019-04-29,1.5611000000000002
2019-04-30,2.9292
2019-05-01,-0.4227
2019-05-02,-2.2637
2019-05-03,-0.579
2019-05-06,-1.0483
2019-05-07,-3.7375
2019-05-08,-1.7426
2019-05-09,1.1512
2019-05-10,0.7075
2019-05-13,-6.1698
2019-05-14,6.3802
2019-05-15,1.4382
2019-05-16,3.8009
2019-05-17,-1.6856
2019-05-20,-1.5962
2019-05-21,2.1027
2019-05-22,-1.471
2019-05-23,-1.1944
2019-05-24,0.4231
2019-05-28,0.9329
2019-05-29,-1.0435
2019-05-30,1.0545
2019-05-31,-5.0089
2019-06-03,-6.5913
2019-06-04,2.2849
2019-06-05,-1.2812000000000001
2019-06-06,2.8619
2019-06-07,0.8735
2019-06-10,-0.1924
2019-06-11,-0.482
2019-06-12,-3.8424
2019-06-13,1.9476
2019-06-14,-1.2187000000000001
2019-06-17,4.0347
2019-06-18,2.3397
2019-06-19,1.2214
2019-06-20,1.2067
2019-06-21,-2.354
2019-06-24,-5.1972
2019-06-25,-3.0053
2019-06-26,-1.0215
2019-06-27,2.6144
2019-06-28,1.6425999999999998
2019-07-01,2.1768
2019-07-02,0.7747
2019-07-03,1.1211
2019-07-05,-0.8552
2019-07-08,-0.5751
2019-07-09,2.0244
2019-07-10,1.7638
2019-07-11,-1.4856
2019-07-12,0.6912
2019-07-15,-2.0905
2019-07-16,-2.3263
2019-07-17,2.6101
2019-07-18,-2.3529
2019-07-19,-3.7121
2019-07-22,0.7778
2019-07-23,-0.1007
2019-07-24,1.9483000000000001
2019-07-25,-1.0873
2019-07-26,2.3651
2019-07-29,0.8461
2019-07-30,2.5492
2019-07-31,-3.4298
2019-08-01,-39.5243
2019-08-02,0.3233
2019-08-05,-5.2632
2019-08-06,-3.9116
2019-08-07,-4.8378
2019-08-08,5.2077
2019-08-09,-2.0035
2019-08-12,-4.4498
2019-08-13,4.2165
2019-08-14,-1.4493
2019-08-15,-4.2279
2019-08-16,0.3839
2019-08-19,0.3824
2019-08-20,-0.1905
2019-08-21,1.972
2019-08-22,-0.1871
2019-08-23,-2.8125
2019-08-26,-0.9003
2019-08-27,-1.0383
2019-08-28,-0.1311
2019-08-29,8.0762
2019-08-30,-2.1871
2019-09-03,-1.4285999999999999
2019-09-04,-3.9067
2019-09-05,0.9836
2019-09-06,3.2468
2019-09-09,-1.6352
2019-09-10,2.6215
2019-09-11,5.296
2019-09-12,2.1302
2019-09-13,-2.3754
2019-09-16,3.9763
2019-09-17,3.3105
2019-09-18,1.7127
2019-09-19,-1.9555
2019-09-20,0.9972
2019-09-23,-3.5107
2019-09-24,-1.9329
2019-09-25,-0.9855
2019-09-26,-2.4883
2019-09-27,-2.2516
2019-09-30,3.1634
2019-10-01,-0.6252
2019-10-02,-2.5164999999999997
2019-10-03,0.9219
2019-10-04,-2.0097
2019-10-07,-0.4351
2019-10-08,-2.9337999999999997
2019-10-09,1.5434
2019-10-10,-1.0766
2019-10-11,4.8976
2019-10-14,1.007
2019-10-15,-0.2115
2019-10-16,3.0276
2019-10-17,1.2048
2019-10-18,-2.4971
2019-10-21,1.7868
2019-10-22,-0.7022
2019-10-23,2.475
2019-10-24,1.5526
2019-10-25,3.7373
2019-10-28,1.3646
2019-10-29,-4.0926
2019-10-30,2.8355
2019-10-31,-1.2831000000000001
2019-11-01,-4.0376
2019-11-04,5.072
2019-11-05,-2.0296
2019-11-06,-0.9518
2019-11-07,-0.2826
2019-11-08,-0.1134
2019-11-11,-1.0216
2019-11-12,-0.2294
2019-11-13,-0.2299
2019-11-14,2.0161
2019-11-15,1.581
2019-11-18,-2.8349
2019-11-19,-1.087
2019-11-20,2.0243
2019-11-21,0.7937
2019-11-22,0.3375
2019-11-25,-3.4193
2019-11-26,-4.614
2019-11-27,1.1256
2019-11-29,2.2262
2019-12-02,-4.6498
2019-12-03,0.0
2019-12-04,0.9259
2019-12-05,-1.2844
2019-12-06,2.1685
2019-12-09,-0.1819
2019-12-10,-0.1215
2019-12-11,-2.9196999999999997
2019-12-12,1.0652
2019-12-13,-0.682
2019-12-16,2.6217
2019-12-17,1.9465
2019-12-18,1.6705999999999999
2019-12-19,0.9977
2019-12-20,0.4067
2019-12-23,0.5208
2019-12-24,-1.1514
2019-12-26,2.4461
2019-12-27,-2.274
2019-12-30,-2.8505000000000003
2019-12-31,3.0539
2020-01-02,-1.2202
2020-01-03,-0.4706
2020-01-06,2.0095
2020-01-07,-0.6373
2020-01-08,1.6327
2020-01-09,2.1228
2020-01-10,0.5337
2020-01-13,0.6985
2020-01-14,5.7714
2020-01-15,3.6201
2020-01-16,1.6709
2020-01-17,-1.5936
2020-01-21,-0.2277
2020-01-22,-1.5470000000000002
2020-01-23,2.6275
2020-01-24,-0.753
2020-01-27,-1.568
2020-01-28,2.8263
2020-01-29,-0.3498
2020-01-30,-0.9027
2020-01-31,-1.8725
2020-02-03,1.4956
2020-02-04,0.5589
2020-02-05,-3.8151
2020-02-06,3.6512000000000002
2020-02-07,-1.3178
2020-02-10,2.6193999999999997
2020-02-11,-0.3003
2020-02-12,3.6145
2020-02-13,-9.2539
2020-02-14,-0.3737
2020-02-18,1.9293
2020-02-19,5.4679
2020-02-20,1.3958
2020-02-21,-5.703
2020-02-24,-1.1992
2020-02-25,-2.6385
2020-02-26,-0.2168
2020-02-27,-6.3009
2020-02-28,3.3623
2020-03-02,-3.1969
2020-03-03,-2.6651
2020-03-04,3.0357
2020-03-05,-6.3547
2020-03-06,-4.5034
2020-03-09,-10.9819
2020-03-10,2.0319
2020-03-11,-9.8151
2020-03-12,-4.8107
2020-03-13,-4.1425
2020-03-16,-20.9162
2020-03-17,-5.7923
2020-03-18,-11.1369
2020-03-19,22.846
2020-03-20,-3.8257
2020-03-23,-3.8674
2020-03-24,26.5517
2020-03-25,2.4523
2020-03-26,15.2482
2020-03-27,-3.0769
2020-03-30,-8.6508
2020-03-31,-4.6047
2020-04-01,-7.7413
2020-04-02,-6.2192
2020-04-03,3.4737
2020-04-06,12.411
2020-04-07,0.543
2020-04-08,3.6904
2020-04-09,7.1181
2020-04-13,-1.7018
2020-04-14,8.3265
2020-04-15,1.0654
2020-04-16,0.4518
2020-04-17,7.8711
2020-04-20,-4.5865
2020-04-21,-3.933
2020-04-22,8.9462
2020-04-23,-0.3479
2020-04-24,3.1425
2020-04-27,8.869299999999999
2020-04-28,-2.6741
2020-04-29,8.5623
2020-04-30,-3.2372
2020-05-01,-5.6569
2020-05-04,-3.0303
2020-05-05,6.3165
2020-05-06,8.3802
2020-05-07,5.7703
2020-05-08,0.2728
2020-05-11,0.7617
2020-05-12,-4.2657
2020-05-13,1.3536000000000001
2020-05-14,4.5632
2020-05-15,1.3837
2020-05-18,-2.5197000000000003
2020-05-19,1.077
2020-05-20,7.4853
2020-05-21,0.6196
2020-05-22,6.3547
2020-05-26,-3.3811999999999998
2020-05-27,-0.7191
2020-05-28,-1.0623
2020-05-29,1.6593
2020-06-01,2.4964
2020-06-02,-2.2951
2020-06-03,-0.4794
2020-06-04,-0.5299
2020-06-05,1.7433
2020-06-08,5.3784
2020-06-09,-9.5303
2020-06-10,-2.8957
2020-06-11,-7.5064
2020-06-12,-0.2223
2020-06-15,-3.7883
2020-06-16,5.6746
2020-06-17,-4.6027000000000005
2020-06-18,-0.6318
2020-06-19,2.3699
2020-06-22,4.2349
2020-06-23,-2.5460000000000003
2020-06-24,-5.0584
2020-06-25,1.2881
2020-06-26,1.1561
2020-06-29,-0.8571
2020-06-30,4.0346
2020-07-01,4.2659
2020-07-02,1.1158
2020-07-06,-0.7357
2020-07-07,-2.1705
2020-07-08,2.9221
2020-07-09,1.9979
2020-07-10,-2.2165
2020-07-13,-6.6421
2020-07-14,4.5172
2020-07-15,1.0265
2020-07-16,-2.246
2020-07-17,3.0635
2020-07-20,3.2909
2020-07-21,0.0
2020-07-22,-1.593
2020-07-23,-1.8277
2020-07-24,-2.8723
2020-07-27,6.517
2020-07-28,-1.2339
2020-07-29,2.3425000000000002
2020-07-30,9.3591
2020-07-31,-1.5349
