ticker,TCGN US Equity
2004-11-17,37.1429
2004-11-19,4.1667
2005-01-03,20.0
2005-02-17,-33.3333
2005-03-31,0.0
2005-04-05,25.0
2005-05-05,90.0
2005-05-06,5.2632
2005-05-16,-60.0
2005-05-17,125.0
2005-05-26,2.7778
2005-05-27,29.7297
2005-06-01,8.3333
2005-06-14,15.3846
2005-07-08,0.0
2005-07-15,20.0
2005-07-18,0.0
2005-07-19,-5.5556
2005-07-22,5.8824
2005-08-23,-44.4444
2005-11-17,0.0
2005-12-05,0.0
2005-12-29,0.0
2006-07-10,0.0
2006-09-20,-30.0
2006-10-27,114.2857
2007-04-13,-46.6667
2007-04-20,175.0
2007-04-26,0.0
2007-06-26,-63.6364
2007-07-16,-25.0
2007-07-25,8.3333
2007-09-19,0.0
2007-10-16,15.3846
2007-12-18,-6.6667
2008-08-07,14.2857
2008-08-21,0.0
2008-09-19,-12.5
2008-10-07,0.0
2008-10-08,0.0
2008-10-21,-28.5714
2008-11-06,0.0
2008-11-17,0.0
2008-12-19,0.0
2009-01-07,0.0
2009-01-27,0.0
2009-03-05,0.0
2009-03-13,0.0
2009-06-04,-20.0
2009-06-05,25.0
2009-07-15,-10.0
2009-10-05,-8.8889
2009-10-07,0.0
2009-12-10,-2.439
2009-12-28,-50.0
2009-12-29,0.0
2010-03-03,100.0
2010-03-30,-50.0
2010-07-28,100.0
2010-07-29,-50.0
2010-08-16,100.0
2010-08-19,-50.0
2010-08-31,0.0
2010-09-21,100.0
2010-11-03,-50.0
2010-12-20,0.0
2010-12-30,-35.0
2010-12-31,0.0
2011-01-06,0.0
2011-03-30,46.1538
2011-04-27,-26.3158
2011-06-21,114.2857
2011-08-01,-6.6667
2012-04-30,-10.7143
2012-06-29,-68.0
2012-09-24,0.0
2012-12-03,0.0
2012-12-14,0.0
2013-01-10,0.0
2013-01-15,0.0
2013-03-12,0.0
2013-05-17,0.0
2013-07-03,0.0
2013-11-06,0.0
2013-12-31,0.0
2014-02-04,25.0
2014-09-24,-80.0
2014-11-06,50.0
2015-05-19,66.6667
2015-06-18,0.0
2015-08-13,0.0
2015-09-18,20.0
2015-12-15,400.0
2016-04-11,17.9167
2016-04-12,-29.3286
2017-04-04,40.5
2017-05-10,1323.4875
2017-05-12,0.0
2017-06-26,-94.94
2017-07-19,0.0
2017-07-26,46.6403
2017-07-27,-26.9542
2017-11-16,1708.1181
2017-12-05,0.0
2018-02-02,-94.4694
2018-09-04,269.0037
2018-09-05,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-17,0.0
2018-09-21,-99.1
2018-09-26,12122.2222
2018-09-27,-9.0909
2018-10-04,0.0
2018-10-09,10.0
2018-10-12,-9.0909
2018-10-19,20.0
2018-11-02,0.0
2019-01-18,25.0
2019-01-31,-92.6667
2019-03-13,854.5455
2019-03-18,14.2857
2019-03-19,-16.6667
2019-04-11,-30.0
2019-05-06,-28.5714
2019-05-22,0.0
2019-06-14,140.0
2019-07-19,-16.6667
2019-07-23,-25.0
2019-07-24,-20.0
2019-08-23,-12.5
2019-08-29,50.4762
2019-09-25,-34.1772
2019-10-01,-3.8462
2019-10-07,20.0
2019-10-08,0.0
2019-10-14,-16.6667
2019-10-16,-10.0
2019-11-04,-11.1111
2019-11-14,-25.0
2019-11-18,-33.3333
2019-12-06,0.0
2019-12-09,0.0
2019-12-26,-40.0
2019-12-31,0.0
2020-01-06,0.0
2020-01-17,150.0
2020-02-13,33.0
2020-02-24,150.6266
2020-02-25,0.0
2020-02-28,-40.0
2020-03-05,166.6667
2020-03-09,-84.375
2020-03-19,0.0
2020-04-30,0.0
2020-05-14,500.0
2020-05-15,0.0
2020-05-19,-20.0
2020-05-21,-79.1667
2020-06-01,380.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-17,0.0
2020-06-25,0.0
2020-06-29,0.0
2020-07-17,25.0
2020-07-29,-83.3333
