ticker,ZZLL US Equity
2014-06-05,0.0
2014-06-06,0.0
2014-06-11,0.0
2014-06-17,0.0
2014-07-03,0.0
2014-07-07,0.0
2014-07-15,20.0
2014-08-05,-16.6667
2014-08-06,-21.4286
2014-08-15,0.0
2014-08-28,10.9091
2014-09-10,0.0
2014-10-21,-59.0164
2014-10-24,40.0
2014-10-31,-14.2857
2014-11-11,50.0
2014-11-18,-11.1111
2014-12-02,0.0
2014-12-08,12.5
2014-12-09,-11.1111
2014-12-15,0.0
2014-12-31,-12.5
2015-03-09,-2.8571
2015-03-11,0.0
2015-05-22,0.0
2015-06-16,0.0
2015-07-02,2.9412000000000003
2015-07-07,14.2857
2015-10-02,-32.5
2015-10-05,-25.9259
2015-10-26,5.0
2015-10-29,-4.7619
2015-11-10,-15.0
2015-11-11,0.0
2015-11-16,0.0
2015-11-19,-11.7647
2015-12-09,-13.3333
2016-01-19,-7.6923
2016-01-20,0.0
2016-01-22,-8.3333
2016-01-25,0.0
2016-03-17,-18.1818
2016-06-02,44.4444
2016-06-06,-23.0769
2016-06-08,0.0
2016-06-10,0.0
2016-06-14,50.0
2016-06-16,33.3333
2016-07-07,5.0
2016-07-08,33.3333
2016-07-11,92.8571
2016-07-12,48.1481
2016-07-13,0.0
2016-07-15,-1.25
2016-07-18,0.6329
2016-07-20,0.5031
2016-08-02,-6.1327
2016-08-04,0.0
2016-08-08,-13.3333
2016-08-09,-21.5385
2016-08-10,-21.5686
2016-08-11,-25.0
2016-08-12,0.0
2016-08-23,3.3333
2016-08-24,20.3226
2016-08-26,28.6863
2016-08-29,-6.25
2016-08-30,0.0
2016-08-31,0.0
2016-09-02,0.0
2016-09-06,-33.3333
2016-09-07,83.3333
2016-09-08,-41.8182
2016-09-12,65.625
2016-09-13,-8.7146
2016-09-19,-6.9888
2016-09-20,15.5556
2016-09-21,5.7692
2016-09-23,0.0
2016-09-26,9.0909
2016-09-27,-6.6667
2016-09-29,0.0
2016-09-30,-19.6429
2016-10-06,8.8889
2016-10-12,6.1224
2016-10-21,-0.9615
2016-10-24,-9.9272
2016-10-26,3.4762
2016-10-27,7.2526
2016-10-31,16.5473
2016-11-01,0.0
2016-11-04,5.0
2016-11-07,-4.7619
2016-11-08,0.0
2016-11-11,5.0
2016-11-14,3.1746
2016-11-15,7.6923
2016-11-16,0.0
2016-11-17,-3.2857
2016-11-18,18.1684
2016-11-21,9.375
2016-11-22,2.8571
2016-11-23,-4.4444
2016-11-25,4.6512
2016-11-28,5.5556
2016-11-29,-5.2632
2016-11-30,5.5556
2016-12-06,0.0
2016-12-07,1.0526
2016-12-08,-6.25
2016-12-09,0.0
2016-12-13,11.1111
2016-12-15,5.0
2016-12-16,4.7619
2016-12-19,4.5455
2016-12-20,2.6087
2016-12-21,-11.0169
2016-12-22,0.0
2016-12-23,-6.6667
2016-12-27,20.4082
2016-12-28,-11.8644
2016-12-29,15.3846
2016-12-30,-6.2083
2017-01-03,1.2883
2017-01-04,9.6491
2017-01-06,-4.0
2017-01-09,-1.6667
2017-01-11,-5.9322
2017-01-13,-0.9009
2017-01-17,-4.5455
2017-01-24,-12.381
2017-01-25,-5.9783
2017-02-01,13.2948
2017-02-08,-12.8125
2017-02-15,-18.0748
2017-02-27,0.0
2017-03-02,-9.419599999999999
2017-03-03,-5.3721
2017-03-06,-12.8438
2017-03-07,26.2101
2017-03-15,-20.767
2017-03-16,14.7365
2017-03-22,10.0
2017-03-23,0.0
2017-04-12,-21.2121
2017-04-13,0.0
2017-04-19,-23.0769
2017-05-08,0.0
2017-05-12,0.0313
2017-07-18,-12.5273
2017-07-27,-57.1429
2017-07-28,-13.3333
2017-07-31,-7.6923
2017-08-01,0.0
2017-08-02,-8.3333
2017-08-03,-54.5455
2017-08-04,0.0
2017-08-07,0.0
2017-08-09,-58.0
2017-08-11,-4.7619
2017-08-14,10.0
2017-08-15,-18.1818
2017-08-17,0.0
2017-08-24,11.1111
2017-08-25,0.0
2017-08-28,25.0
2017-08-29,0.0
2017-09-01,-35.4
2017-09-07,-7.1207
2017-09-12,-16.6667
2017-09-14,10.4
2017-09-19,-27.5362
2017-09-20,100.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-28,0.0
2017-10-02,-25.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-06,32.0
2017-10-10,1.0101
2017-10-11,0.0
2017-10-13,-25.0
2017-10-16,0.0
2017-10-20,0.0
2017-10-23,0.0
2017-10-25,0.0
2017-10-27,33.3333
2017-10-30,48.0
2017-11-03,-49.3243
2017-11-07,0.0
2017-11-17,-32.0
2017-11-20,-1.9607999999999999
2017-11-21,-14.0
2017-11-28,-6.9767
2017-12-04,-25.0
2017-12-05,0.0
2017-12-28,25.6667
2018-01-04,0.0
2018-01-18,-7.1618
2018-01-31,-14.2857
2018-02-21,-33.3333
2018-03-09,0.0
2018-03-12,0.0
2018-03-14,0.0
2018-03-22,0.0
2018-04-10,-25.0
2018-05-01,33.3333
2018-05-04,-40.5
2018-05-21,68.0672
2018-05-22,25.0
2018-05-23,0.0
2018-05-25,0.0
2018-05-31,-12.4
2018-06-01,-4.1096
2018-06-04,-4.7619
2018-06-05,0.0
2018-06-07,-5.0
2018-06-08,-5.2632
2018-06-11,-16.6667
2018-06-14,0.0
2018-06-19,9.3333
2018-06-20,9.7561
2018-06-26,8.3333
2018-08-03,-12.8205
2018-08-06,0.0
2018-08-13,-11.7647
2018-08-14,0.0
2018-09-07,-33.3333
2018-09-10,140.0
2018-09-14,4.1667
2018-09-28,-20.0
2018-10-03,0.0
2019-01-16,-50.0
2019-01-25,80.0
2019-03-15,-43.8889
2019-03-21,16.8317
2019-03-25,0.0
2019-03-27,27.1186
2019-04-16,-39.3333
2019-05-06,52.7473
2019-05-31,-9.3525
2019-08-27,-12.6984
2019-09-23,-1.5
2019-10-02,38.4402
2019-10-04,0.0
2019-10-15,0.0
2019-11-12,33.3333
2019-11-20,0.0
2019-11-27,-40.0
2020-03-24,8.3333
2020-04-01,-7.6923
2020-04-06,-15.8333
2020-04-17,8.9109
2020-05-06,-27.2727
2020-06-09,87.5
2020-06-10,0.0
2020-06-11,-26.6667
2020-07-30,0.0
