ticker,RRBI US Equity
2019-09-26,0.0696
2019-09-30,0.5565
2019-10-01,0.8762
2019-10-02,-0.72
2019-10-03,-0.4029
2019-10-04,0.5548
2019-10-07,0.023
2019-10-08,-0.023
2019-10-09,0.4639
2019-10-10,0.1103
2019-10-11,-0.8914
2019-10-14,0.8533
2019-10-15,-1.0519
2019-10-16,0.263
2019-10-17,0.2217
2019-10-18,-0.069
2019-10-21,-0.4603
2019-10-22,-0.3931
2019-10-23,0.9749
2019-10-24,0.0
2019-10-25,-0.046
2019-10-28,-1.058
2019-10-29,0.9763
2019-10-30,-0.1842
2019-10-31,1.476
2019-11-01,-0.7955
2019-11-04,0.8018
2019-11-05,5.6818
2019-11-06,-1.0968
2019-11-07,0.0217
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,4.3478
2019-11-13,-0.5417
2019-11-14,0.9636
2019-11-15,-1.3277999999999999
2019-11-18,0.9251
2019-11-19,0.7292
2019-11-20,-0.1034
2019-11-21,-0.8696
2019-11-22,0.7728
2019-11-25,0.829
2019-11-26,2.8366
2019-11-27,-0.9594
2019-11-29,1.9173
2019-12-02,1.8812
2019-12-03,0.0583
2019-12-04,-1.9814
2019-12-05,-0.872
2019-12-06,1.9592
2019-12-09,-4.6765
2019-12-10,3.7746
2019-12-11,2.4381
2019-12-12,-0.3483
2019-12-13,1.6699000000000002
2019-12-16,-0.9358
2019-12-17,1.4074
2019-12-18,0.4943
2019-12-19,0.927
2019-12-20,0.2812
2019-12-23,-0.4673
2019-12-24,0.0751
2019-12-26,1.1447
2019-12-27,1.4657
2019-12-30,1.7553
2019-12-31,0.7367
2020-01-02,-1.5697
2020-01-03,1.486
2020-01-06,0.0
2020-01-07,0.7143
2020-01-08,-0.266
2020-01-09,0.1956
2020-01-10,-0.763
2020-01-13,0.1073
2020-01-14,-0.7144
2020-01-15,0.3058
2020-01-16,-0.4125
2020-01-17,-0.4322
2020-01-21,0.3256
2020-01-22,-0.3786
2020-01-23,-0.2172
2020-01-24,-1.0337
2020-01-27,-1.521
2020-01-28,0.7071
2020-01-29,2.3466
2020-01-30,-1.7151
2020-01-31,-2.737
2020-02-03,0.5477
2020-02-04,0.8828
2020-02-05,2.1784
2020-02-06,-0.6378
2020-02-07,0.6052
2020-02-10,-0.4375
2020-02-11,0.4577
2020-02-12,-0.4009
2020-02-13,0.5489
2020-02-14,0.091
2020-02-18,-2.4182
2020-02-19,1.975
2020-02-20,0.2923
2020-02-21,-0.5101
2020-02-24,0.0732
2020-02-25,-0.0915
2020-02-26,-0.5495
2020-02-27,-4.7882
2020-02-28,0.5416
2020-03-02,0.0385
2020-03-03,-0.1346
2020-03-04,-4.1402
2020-03-05,-7.6336
2020-03-06,6.8943
2020-03-09,-10.4578
2020-03-10,2.2495
2020-03-11,-2.2222
2020-03-12,-10.1818
2020-03-13,1.2399
2020-03-16,-25.1564
2020-03-17,40.6689
2020-03-18,-7.2753
2020-03-19,0.0256
2020-03-20,0.9741
2020-03-23,-2.7672
2020-03-24,4.6475
2020-03-25,-4.5409
2020-03-26,2.666
2020-03-27,-8.7831
2020-03-30,-1.5908
2020-03-31,5.5587
2020-04-01,-6.5287
2020-04-02,5.2026
2020-04-03,-3.5519
2020-04-06,10.0567
2020-04-07,-5.251
2020-04-08,4.1021
2020-04-09,8.142
2020-04-13,-3.9575
2020-04-14,-3.2663
2020-04-15,-9.8961
2020-04-16,-5.7365
2020-04-17,0.9174
2020-04-20,-3.0303
2020-04-21,5.9375
2020-04-22,3.0383
2020-04-23,-1.3742
2020-04-24,2.5254
2020-04-27,8.0125
2020-04-28,-1.5727
2020-04-29,11.5846
2020-04-30,-8.6158
2020-05-01,-1.2797
2020-05-04,-1.8519
2020-05-05,2.4259
2020-05-06,-1.3158
2020-05-07,-1.1467
2020-05-08,2.7785
2020-05-11,-2.6247
2020-05-12,-0.9434
2020-05-13,2.6667
2020-05-14,-1.5372
2020-05-15,2.2342
2020-05-18,11.3744
2020-05-19,-1.4184
2020-05-20,-0.1439
2020-05-21,-2.0893
2020-05-22,-1.766
2020-05-26,3.0462
2020-05-27,1.7204000000000002
2020-05-28,-3.5017
2020-05-29,-0.6418
2020-06-01,-2.4845
2020-06-02,-0.6369
2020-06-03,1.1026
2020-06-04,-2.3079
2020-06-05,5.1402
2020-06-08,0.0
2020-06-09,-0.8889
2020-06-10,0.5232
2020-06-11,-3.6431
2020-06-12,0.3601
2020-06-15,4.5945
2020-06-16,1.5215
2020-06-17,1.6437
2020-06-18,2.7586
2020-06-19,3.0086
2020-06-22,-3.8643
2020-06-23,0.7478
2020-06-24,-2.4124
2020-06-25,4.9917
2020-06-26,-5.2751
2020-06-29,3.3939
2020-06-30,1.4563
2020-07-01,-3.5088
2020-07-02,-0.3306
2020-07-06,0.2132
2020-07-07,-3.7352
2020-07-08,-1.7682
2020-07-09,-4.875
2020-07-10,5.5191
2020-07-13,0.9714
2020-07-14,0.444
2020-07-15,0.9332
2020-07-16,-0.1217
2020-07-17,0.609
2020-07-20,-0.9927
2020-07-21,0.5869
2020-07-22,0.0973
2020-07-23,0.7044
2020-07-24,0.1206
2020-07-27,2.3127
2020-07-28,-2.5665
2020-07-29,-0.3383
2020-07-30,0.1455
2020-07-31,-3.0508
