ticker,PSSS US Equity
2014-06-03,8.6957
2014-06-04,8.0
2014-06-05,0.0
2014-06-06,-7.4074
2014-06-09,0.0
2014-06-10,-20.0
2014-06-11,10.0
2014-06-20,13.6364
2014-06-23,12.0
2014-06-24,-21.4286
2014-06-25,31.8182
2014-06-26,6.8966
2014-06-30,12.5806
2014-07-01,0.2865
2014-07-02,-7.1429
2014-07-03,-7.6923
2014-07-07,0.0
2014-07-08,10.0
2014-07-09,51.5152
2014-07-10,18.0
2014-07-11,-25.4237
2014-07-14,0.0
2014-07-15,-4.5455
2014-07-16,-3.5714
2014-07-17,8.6728
2014-07-18,-13.6609
2014-07-21,-17.1053
2014-07-22,-4.7619
2014-07-23,0.0
2014-07-24,3.3333
2014-07-28,23.8306
2014-07-29,-15.858
2014-07-30,5.2632
2014-07-31,-11.7647
2014-08-05,1.6667
2014-08-06,14.4262
2014-08-07,-22.063
2014-08-11,47.0588
2014-08-12,-7.5
2014-08-13,-8.1081
2014-08-14,14.4118
2014-08-18,-15.1189
2014-08-19,6.0004
2014-08-20,11.4286
2014-08-21,-10.2564
2014-08-22,-10.5714
2014-08-25,-4.1534
2014-08-26,0.0
2014-08-27,0.0
2014-08-28,-6.6667
2014-09-02,-1.4285999999999999
2014-09-03,0.0
2014-09-04,-4.3478
2014-09-05,-4.5455
2014-09-09,-4.7619
2014-09-10,-5.0
2014-09-11,15.723700000000001
2014-09-12,-9.0392
2014-09-16,5.0
2014-09-17,14.2857
2014-09-18,33.3333
2014-09-19,-28.0859
2014-09-22,-0.0543
2014-09-24,0.0
2014-09-26,0.0
2014-10-02,-13.0435
2014-10-03,50.0
2014-10-09,0.0
2014-10-13,-40.0
2014-10-14,-16.1111
2014-10-15,-2.649
2014-10-17,-14.966
2014-10-20,-9.6
2014-10-21,-2.6549
2014-10-22,26.3636
2014-10-23,-20.1439
2014-10-24,0.0
2014-10-27,0.0
2014-10-28,89.1892
2014-10-29,0.0
2014-10-30,-22.7976
2014-10-31,1.7732999999999999
2014-11-05,3.0303
2014-11-06,-11.7647
2014-11-07,0.0
2014-11-10,66.5833
2014-11-11,-35.968
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-18,0.0
2014-11-19,0.0
2014-11-21,0.0781
2014-11-25,-0.0781
2014-12-02,8.125
2014-12-03,-7.5145
2014-12-04,-18.75
2014-12-05,53.0769
2014-12-08,-34.6734
2014-12-09,0.0
2014-12-10,-7.6923
2014-12-11,0.0
2014-12-12,-8.3333
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,27.2727
2014-12-23,-0.0893
2014-12-29,-21.3584
2014-12-30,0.0
2014-12-31,63.6364
2015-01-06,-38.8889
2015-01-07,0.0
2015-01-08,54.5455
2015-01-09,0.0
2015-01-12,-35.2941
2015-01-20,0.0
2015-01-21,0.0
2015-01-22,18.1818
2015-01-26,0.0
2015-01-27,15.3846
2015-02-02,-26.6667
2015-02-06,-54.5455
2015-03-03,0.0
2015-03-04,0.0
2015-03-06,0.0
2015-03-10,0.0
2015-03-24,0.0
2015-03-30,0.0
2015-04-17,0.0
2015-05-08,-20.0
2015-05-11,0.0
2015-05-15,175.0
2015-06-10,-63.6364
2015-06-15,0.0
2015-06-19,0.0
2015-07-29,0.0
2015-08-10,0.0
2015-08-25,0.0
2015-08-31,100.0
2015-10-07,-0.1563
2015-10-13,-49.9218
2015-10-14,-25.0
2015-11-04,33.3333
2015-11-18,-25.0
2015-11-24,17.0833
2015-12-10,0.0
2015-12-17,0.0
2015-12-23,-28.8256
2015-12-24,100.0
2015-12-29,0.0
2016-01-08,-50.0
2016-03-15,0.0
2016-03-16,0.0
2016-05-12,0.0
2016-06-01,450.0
2016-06-06,-81.8182
2016-09-23,0.0
2016-10-31,299.5
2016-11-01,-74.8436
2016-12-05,-0.4975
2016-12-20,0.5
2016-12-23,15.4229
2017-02-09,-13.7931
2017-03-02,0.0
2017-03-06,0.0
2017-03-07,60.0
2017-03-08,100.0
2017-03-13,25.0
2017-03-16,0.0
2017-03-21,0.0
2017-04-03,-54.0
2017-04-04,-13.0435
2017-04-06,212.5
2017-05-11,25.05
2017-06-19,-37.3051
2017-06-22,-59.1837
2017-07-17,0.0
2017-08-11,2.5
2017-09-13,143.9024
2017-09-14,0.0
2017-09-19,0.0
2017-09-25,-50.0
2017-10-03,100.0
2017-10-24,0.0
2017-10-25,40.0
2017-10-26,42.8571
2017-10-30,-22.5
2017-11-02,-9.6774
2017-11-03,-57.1429
2017-11-07,116.6667
2017-11-09,0.0
2018-01-10,15.3846
2018-01-11,0.0
2018-01-12,66.6667
2018-01-16,40.0
2018-01-17,-14.2857
2018-01-18,-10.0
2018-01-19,-7.4074
2018-01-22,0.0
2018-01-23,-20.0
2018-01-24,-20.0
2018-01-25,6.25
2018-01-26,-5.8824
2018-01-29,6.1875
2018-01-30,-11.7128
2018-01-31,3.3333
2018-02-01,9.6129
2018-02-02,-17.5986
2018-02-06,7.1429
2018-02-07,-26.4667
2018-02-08,-7.5249
2018-02-09,23.5294
2018-02-12,-19.0476
2018-02-14,2.9412000000000003
2018-02-15,0.0
2018-02-20,21.4762
2018-02-21,48.1772
2018-02-22,-20.634900000000002
2018-02-23,-28.6
2018-03-01,0.0
2018-03-05,-0.8403
2018-03-07,38.4181
2018-03-08,-1.3605
2018-03-09,-24.1379
2018-03-12,0.0
2018-03-14,28.9091
2018-03-16,-22.426
2018-03-19,0.0
2018-03-23,-6.8182
2018-03-28,-17.0732
2018-03-29,39.2941
2018-04-02,-40.0338
2018-04-10,12.6761
2018-04-13,0.0
2018-04-17,0.0
2018-04-23,0.0
2018-04-27,0.0
2018-05-02,0.0
2018-05-04,0.0
2018-05-09,28.375
2018-05-15,-22.1032
2018-05-23,-9.375
2018-05-30,13.7931
2018-06-06,-26.0606
2018-06-15,-1.6393
2018-06-19,-16.6667
2018-07-18,60.0
2018-07-20,0.0
2018-07-27,0.0
2018-07-31,0.0
2018-08-20,24.75
2018-08-21,0.2004
2018-08-22,39.7
2018-08-23,-49.8926
2018-09-04,0.0
2018-09-05,42.8571
2018-09-06,29.7
2018-09-07,-15.1889
2018-09-20,-27.2727
2018-09-21,0.0
2018-09-28,0.0
2018-10-01,-9.75
2018-10-03,-1.662
2018-10-18,-1.4085
2018-10-22,14.2857
2018-11-07,-23.75
2018-11-09,0.0
2018-11-12,-1.6393
2018-11-15,0.0
2018-11-28,-33.3333
2018-11-30,25.0
2018-12-20,-1.8
2018-12-28,42.5662
2018-12-31,0.0
2019-01-03,-1.4285999999999999
2019-01-25,43.1884
2019-01-30,-8.9069
2019-02-04,8.3611
2019-02-07,2.5378
2019-04-08,-49.3
2019-04-11,0.0
2019-04-12,0.5917
2019-04-17,96.0784
2019-05-09,-0.1
2019-05-13,-34.2643
2019-05-29,-20.8162
2019-06-03,-1.9231
2019-06-06,27.451
2019-06-11,15.3846
2019-06-17,-32.0
2019-07-03,0.1961
2019-07-05,-0.1957
2019-07-12,-0.5882
2019-09-12,-21.1045
2019-09-17,-12.5
2019-09-23,0.0
2019-09-27,-13.7143
2019-10-03,-0.6623
2019-10-04,-16.6667
2019-10-15,-55.6
2019-11-19,8.2432
2019-12-04,-4.2863
2019-12-13,-43.4783
2019-12-18,207.6923
2019-12-23,0.0
2020-01-03,0.0
2020-01-13,-46.5
2020-02-07,-20.5607
2020-02-18,135.2941
2020-03-03,-57.0
2020-03-04,0.0
2020-03-18,0.0
2020-05-18,75.5814
2020-05-19,-46.3576
2020-07-20,182.716
2020-07-23,0.0
2020-07-28,-48.559
