ticker,NRIS US Equity
2017-01-27,-4.7872
2017-01-30,-11.7318
2017-01-31,-2.5316
2017-02-01,-15.5844
2017-02-02,7.6923
2017-02-03,2.8571
2017-02-06,-2.7778
2017-02-07,-0.5714
2017-02-08,2.7298999999999998
2017-02-09,-2.7797
2017-02-10,-1.025
2017-02-13,-6.9767
2017-02-14,-12.5
2017-02-15,7.1429
2017-02-16,-13.0
2017-02-17,1.5326
2017-02-21,9.434
2017-02-22,17.6078
2017-02-23,-0.3299
2017-02-24,-0.2758
2017-02-27,-11.5044
2017-02-28,-6.6667
2017-03-01,0.0
2017-03-02,-8.8839
2017-03-03,5.8305
2017-03-06,1.8519
2017-03-07,-9.0909
2017-03-08,0.0
2017-03-10,0.0
2017-03-13,14.0
2017-03-14,-0.0219
2017-03-15,-55.1656
2017-03-16,76.1252
2017-03-17,-24.4444
2017-03-20,17.647100000000002
2017-03-21,-12.5
2017-03-22,-11.4286
2017-03-23,-19.3548
2017-03-24,0.0
2017-03-27,20.0
2017-03-28,-16.6667
2017-03-29,-12.0
2017-03-30,79.5455
2017-03-31,-1.2658
2017-04-03,-3.0769
2017-04-04,-12.6984
2017-04-05,0.0
2017-04-07,0.0
2017-04-10,-14.8485
2017-04-11,56.5836
2017-04-13,-31.8182
2017-04-18,0.0
2017-04-20,26.6667
2017-04-21,-15.7895
2017-04-24,-6.25
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,-6.2917
2017-04-28,6.7141
2017-05-01,0.0
2017-05-02,2.0417
2017-05-04,-11.4741
2017-05-08,0.0
2017-05-09,-4.059
2017-05-10,3.8462
2017-05-11,14.8148
2017-05-15,0.0
2017-05-16,-12.9032
2017-05-17,7.4074
2017-05-19,-12.069
2017-05-22,5.3431
2017-05-23,7.9572
2017-05-24,-12.069
2017-05-25,13.7255
2017-05-26,-8.6207
2017-05-30,-16.2264
2017-05-31,-9.9099
2017-06-01,45.0
2017-06-02,0.0
2017-06-05,-1.5948
2017-06-06,15.6373
2017-06-07,5.7576
2017-06-08,17.4785
2017-06-09,-7.3171
2017-06-12,-1.8157999999999999
2017-06-13,1.5813000000000001
2017-06-14,0.2639
2017-06-15,24.9211
2017-06-16,-0.9901
2017-06-19,4.0426
2017-06-20,-9.5481
2017-06-21,-11.2552
2017-06-22,1.9038
2017-06-23,17.5
2017-06-26,-10.6383
2017-06-27,7.1429
2017-06-28,-12.2222
2017-06-29,13.6709
2017-07-03,-42.0713
2017-07-05,49.9423
2017-07-06,3.5897
2017-07-07,-15.5941
2017-07-10,8.5044
2017-07-12,8.1081
2017-07-13,0.0
2017-07-17,0.0
2017-07-19,-2.5
2017-07-20,-14.1026
2017-07-21,-7.4627
2017-07-24,0.0
2017-07-25,0.0
2017-07-26,-25.8065
2017-07-27,10.8696
2017-07-28,5.8824
2017-07-31,0.0
2017-08-01,0.9259
2017-08-02,0.0
2017-08-03,10.0917
2017-08-04,6.7
2017-08-07,40.5811
2017-08-08,6.6667
2017-08-09,0.0
2017-08-10,-8.3333
2017-08-11,-27.2727
2017-08-14,53.125
2017-08-17,-6.5204
2017-08-18,1.9321000000000002
2017-08-21,-1.4778
2017-08-22,-23.913
2017-08-23,31.1429
2017-08-24,0.0
2017-08-28,0.0
2017-08-30,6.7538
2017-08-31,-8.1633
2017-09-01,-32.4444
2017-09-06,44.2434
2017-09-08,-1.9384000000000001
2017-09-11,-18.6047
2017-09-12,0.0
2017-09-14,0.1429
2017-09-18,5.5635
2017-09-20,-5.2703
2017-09-21,11.2696
2017-09-22,-2.5641
2017-09-25,-7.7632
2017-09-27,11.2696
2017-10-03,-17.9487
2017-10-05,12.5
2017-10-06,0.0
2017-10-10,2.5556
2017-10-12,-2.4919000000000002
2017-10-17,0.0
2017-10-18,-8.7778
2017-10-19,-2.3447
2017-11-02,2.8999
2017-11-03,15.1515
2017-11-06,-17.1053
2017-11-08,-1.5873
2017-11-09,0.0
2017-11-13,-9.645199999999999
2017-11-15,4.2306
2017-11-17,6.1826
2017-11-21,0.0
2017-11-28,-5.8225999999999996
2017-11-29,-10.5326
2017-12-05,-0.4594
2017-12-11,0.0
2017-12-12,-3.8462
2017-12-14,-8.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,21.7391
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,-28.2143
2018-01-03,74.1294
2018-01-04,0.0
2018-01-05,-1.4285999999999999
2018-01-08,-24.6377
2018-01-11,-7.6923
2018-01-16,45.8333
2018-01-17,-40.0
2018-01-18,48.3919
2018-01-19,17.1287
2018-01-22,-20.5479
2018-01-23,27.8448
2018-01-24,-21.3756
2018-01-25,-0.5146
2018-01-26,34.4828
2018-01-29,-27.8728
2018-01-31,-18.2356
2018-02-01,10.0535
2018-02-02,-1.2338
2018-02-05,-10.0
2018-02-06,0.0
2018-02-07,15.5556
2018-02-12,4.145
2018-02-14,-3.98
2018-02-15,3.8462
2018-02-16,0.0
2018-02-20,-1.8519
2018-02-22,1.8868
2018-02-23,-1.8519
2018-02-26,0.0
2018-02-27,13.2075
2018-03-02,-3.3333
2018-03-06,0.0
2018-03-15,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-27,-31.0
2018-03-29,0.0
2018-04-02,39.93
2018-04-03,-28.5357
2018-04-05,0.0
2018-04-06,0.0
2018-04-12,-0.05
2018-04-13,-24.5
2018-04-19,-0.6623
2018-04-24,65.3333
2018-04-26,8.0242
2018-04-27,2.6129
2018-05-03,-3.6013
2018-05-07,9.434
2018-05-08,-6.8966
2018-05-11,7.4074
2018-05-17,1.7241
2018-05-21,6.7797
2018-05-30,-15.873
2018-06-04,0.0
2018-06-08,0.0
2018-06-13,-1.8868
2018-06-14,-22.3077
2018-06-21,18.8119
2018-06-27,-20.75
2018-06-28,68.244
2018-07-02,12.5
2018-07-19,-16.1111
2018-07-20,-0.6623
2018-07-23,-16.6667
2018-08-01,0.0
2018-08-03,0.0
2018-08-09,-4.0
2018-08-10,25.0
2018-08-14,-38.3
2018-08-24,8.1037
2018-08-28,0.0
2018-08-29,-0.05
2018-09-04,-19.4
2018-09-05,-0.062
2018-09-06,0.0
2018-09-07,0.0
2018-09-14,0.869
2018-09-21,-37.8462
2018-09-24,58.4158
2018-10-12,-12.5
2018-10-17,-14.2857
2018-10-24,8.3333
2018-10-26,23.0769
2018-10-30,0.0
2018-11-01,37.5
2018-11-05,-22.7273
2018-11-06,47.0
2018-11-07,0.0
2018-11-13,0.0
2018-11-14,-27.9712
2018-11-20,11.1111
2018-11-21,0.0
2018-11-23,-1.0
2018-11-26,1.0101
2018-11-27,24.95
2018-12-12,-23.9696
2018-12-13,-10.526299999999999
2019-01-04,0.0
2019-01-07,0.0
2019-01-14,-41.1765
2019-01-15,0.0
2019-01-22,35.0
2019-01-25,-25.9259
2019-01-31,1.0
2019-02-11,18.8119
2019-02-13,-16.6667
2019-02-14,15.0
2019-02-26,-29.5652
2019-03-01,-13.5802
2019-03-04,54.2857
2019-03-05,0.0
2019-03-06,-7.4074
2019-03-08,0.0
2019-03-12,-20.0
2019-03-13,35.0
2019-03-14,-25.9259
2019-03-19,-35.0
2019-03-21,0.0
2019-03-22,80.7692
2019-03-25,10.6383
2019-04-10,-3.8462
2019-04-12,0.0
2019-04-17,0.0
2019-05-02,-10.0
2019-05-03,-12.72
2019-05-08,-18.5253
2019-05-14,12.25
2019-05-17,-12.1659
2019-07-03,-2.0602
2019-07-05,281.2298
2019-07-11,-49.0662
2019-07-16,0.0
2019-07-18,-0.8333
2019-07-31,-49.5798
2019-08-08,63.3333
2019-09-05,-58.1633
2019-09-30,0.0
2019-10-11,30.8537
2019-10-31,447.9963
2019-11-01,-86.0544
2019-11-05,0.0
2019-11-12,0.0
2019-12-17,22.1951
2019-12-20,0.0
2019-12-31,19.7605
2020-01-06,-16.6667
2020-03-05,-28.0
2020-03-18,0.0
2020-03-24,0.0
2020-03-30,0.2778
2020-04-08,575.9003
2020-04-14,-77.0082
2020-04-21,-10.8734
2020-05-01,0.2
2020-05-06,197.4052
2020-05-11,-59.7315
2020-05-12,69.4167
2020-05-13,67.2405
2020-05-15,-64.0
2020-05-21,127.6144
2020-06-05,0.5025
2020-06-18,-9.9286
2020-06-29,-36.479
2020-07-29,1.2484
2020-07-31,0.4932
