ticker,BYND US Equity
2019-09-19,0.6039
2019-09-20,0.2195
2019-09-23,-4.5343
2019-09-24,-3.5285
2019-09-25,-3.266
2019-09-26,11.5818
2019-09-27,-1.7364000000000002
2019-09-30,-2.0045
2019-10-01,-1.4803
2019-10-02,-2.1309
2019-10-03,1.4934
2019-10-04,0.1925
2019-10-07,-0.4529
2019-10-08,-1.6061999999999999
2019-10-09,-2.3681
2019-10-10,-2.404
2019-10-11,-3.3897
2019-10-14,-3.8664
2019-10-15,-3.3727
2019-10-16,1.5322
2019-10-17,-5.3018
2019-10-18,-6.2718
2019-10-21,0.1273
2019-10-22,-3.3869
2019-10-23,-7.9887
2019-10-24,3.8815
2019-10-25,-0.8751
2019-10-28,4.563
2019-10-29,-22.218
2019-10-30,8.4157
2019-10-31,-4.9949
2019-11-01,-2.9011
2019-11-04,-2.6951
2019-11-05,2.0805
2019-11-06,-0.884
2019-11-07,-2.1553
2019-11-08,1.2153
2019-11-11,-3.9525
2019-11-12,1.9273
2019-11-13,0.9518
2019-11-14,1.7908
2019-11-15,0.4725
2019-11-18,-1.3488
2019-11-19,-2.9729
2019-11-20,0.9955
2019-11-21,0.64
2019-11-22,-1.6280999999999999
2019-11-25,-0.0776
2019-11-26,2.7821
2019-11-27,2.8075
2019-11-29,1.592
2019-12-02,-4.4479
2019-12-03,-3.9233000000000002
2019-12-04,-2.9806
2019-12-05,-0.3113
2019-12-06,3.4754
2019-12-09,-2.847
2019-12-10,0.8103
2019-12-11,1.6745
2019-12-12,-0.8827
2019-12-13,-0.2791
2019-12-16,-1.8928
2019-12-17,3.7092
2019-12-18,1.2708
2019-12-19,0.0776
2019-12-20,-0.6722
2019-12-23,1.1713
2019-12-24,-0.0129
2019-12-26,-1.7111
2019-12-27,-0.9948
2019-12-30,-1.9699
2019-12-31,1.9555
2020-01-02,0.0529
2020-01-03,-0.3041
2020-01-06,-1.0874
2020-01-07,12.4682
2020-01-08,-2.8728
2020-01-09,10.7634
2020-01-10,6.4488
2020-01-13,19.0174
2020-01-14,2.3701
2020-01-15,-8.5177
2020-01-16,3.1005
2020-01-17,-1.1594
2020-01-21,18.3834
2020-01-22,-5.2485
2020-01-23,-3.0719
2020-01-24,0.7165
2020-01-27,4.402
2020-01-28,-3.7114000000000003
2020-01-29,-4.3623
2020-01-30,2.0978
2020-01-31,-5.8573
2020-02-03,-4.0029
2020-02-04,4.1792
2020-02-05,-0.2354
2020-02-06,1.5612
2020-02-07,4.0665
2020-02-10,2.8255
2020-02-11,-2.1632
2020-02-12,-2.0574
2020-02-13,-2.3708
2020-02-14,3.7586
2020-02-18,4.9991
2020-02-19,3.3352
2020-02-20,-4.3775
2020-02-21,-2.5958
2020-02-24,-2.9715
2020-02-25,-3.5451
2020-02-26,2.3563
2020-02-27,-5.6617
2020-02-28,-15.5361
2020-03-02,7.1946
2020-03-03,-0.6972
2020-03-04,6.7694
2020-03-05,-5.9083
2020-03-06,0.2295
2020-03-09,-8.4608
2020-03-10,3.4334
2020-03-11,-9.1668
2020-03-12,-10.455
2020-03-13,-1.2703
2020-03-16,-15.7542
2020-03-17,-1.9984
2020-03-18,-10.4443
2020-03-19,6.1274
2020-03-20,1.1512
2020-03-23,-0.7588
2020-03-24,17.1677
2020-03-25,8.2604
2020-03-26,-2.6027
2020-03-27,-7.0042
2020-03-30,-0.0454
2020-03-31,0.7717
2020-04-01,-3.6336
2020-04-02,-9.7071
2020-04-03,3.3822
2020-04-06,10.0317
2020-04-07,2.2907
2020-04-08,3.0254
2020-04-09,4.0737
2020-04-13,6.0443
2020-04-14,1.7999
2020-04-15,-4.2921
2020-04-16,0.1606
2020-04-17,2.7934
2020-04-20,2.8735
2020-04-21,7.3812
2020-04-22,4.1196
2020-04-23,12.7967
2020-04-24,9.0198
2020-04-27,-8.4115
2020-04-28,-0.1104
2020-04-29,0.5828
2020-04-30,-1.1089
2020-05-01,-7.5361
2020-05-04,3.9659
2020-05-05,5.2543
2020-05-06,26.0084
2020-05-07,-2.8128
2020-05-08,8.8456
2020-05-11,-2.0148
2020-05-12,4.6705
2020-05-13,-1.7673
2020-05-14,0.6691
2020-05-15,-0.9231
2020-05-18,-3.0784
2020-05-19,4.7451
2020-05-20,3.1571
2020-05-21,-1.7010999999999998
2020-05-22,-0.9485
2020-05-26,-2.8728
2020-05-27,-7.3154
2020-05-28,-1.892
2020-05-29,6.1828
2020-06-01,8.1066
2020-06-02,-2.5236
2020-06-03,-0.7101
2020-06-04,1.6463999999999999
2020-06-05,-2.1328
2020-06-08,21.6655
2020-06-09,-5.2382
2020-06-10,1.4355
2020-06-11,-8.1007
2020-06-12,0.8571
2020-06-15,6.3977
2020-06-16,-1.3377
2020-06-17,2.8959
2020-06-18,1.1897
2020-06-19,0.0506
2020-06-22,0.8529
2020-06-23,-4.2849
2020-06-24,-0.9228
2020-06-25,-3.9834
2020-06-26,-2.5249
2020-06-29,-7.1499
2020-06-30,1.8472
2020-07-01,5.7173
2020-07-02,-0.6495
2020-07-06,1.6202
2020-07-07,0.0769
2020-07-08,1.3067
2020-07-09,-2.5935
2020-07-10,-4.3832
2020-07-13,-6.7022
2020-07-14,1.4288
2020-07-15,3.1069
2020-07-16,-2.5047
2020-07-17,-0.1401
2020-07-20,0.1793
2020-07-21,1.1051
2020-07-22,0.5003
2020-07-23,-2.6193
2020-07-24,-1.6200999999999999
2020-07-27,1.3031
2020-07-28,-1.018
2020-07-29,0.9966
2020-07-30,-2.6524
2020-07-31,2.0921
