ticker,TCDA US Equity
2018-11-16,3.4711
2018-11-19,-6.3898
2018-11-20,-1.0239
2018-11-21,3.6552
2018-11-23,-0.5323
2018-11-26,-2.1739
2018-11-27,-4.6495999999999995
2018-11-28,10.5414
2018-11-29,-4.314
2018-11-30,1.1864
2018-12-03,1.943
2018-12-04,-6.1781
2018-12-06,2.9072
2018-12-07,1.6678
2018-12-10,6.3944
2018-12-11,1.7306
2018-12-12,-2.6291
2018-12-13,-1.3977
2018-12-14,2.5451
2018-12-17,-3.2988
2018-12-18,-3.1839
2018-12-19,0.2685
2018-12-20,-6.2584
2018-12-21,-12.1028
2018-12-24,1.0561
2018-12-26,-0.3215
2018-12-27,-4.6774000000000004
2018-12-28,-0.2961
2018-12-31,0.0424
2019-01-02,-1.9508
2019-01-03,-8.3045
2019-01-04,8.3962
2019-01-07,-0.1305
2019-01-08,0.0871
2019-01-09,0.2177
2019-01-10,-0.2606
2019-01-11,1.2195
2019-01-14,-5.1635
2019-01-15,2.4955
2019-01-16,0.0443
2019-01-17,-5.4425
2019-01-18,2.7609
2019-01-22,1.6393
2019-01-23,-5.914
2019-01-24,1.1905000000000001
2019-01-25,-0.7529
2019-01-28,-4.9312000000000005
2019-01-29,-0.4489
2019-01-30,3.5571
2019-01-31,6.1442
2019-02-01,-3.8286
2019-02-04,-2.8436
2019-02-05,4.3415
2019-02-06,-1.0285
2019-02-07,-0.992
2019-02-08,4.2939
2019-02-11,1.2351
2019-02-12,0.2259
2019-02-13,1.7133
2019-02-14,-1.5070999999999999
2019-02-15,3.7804
2019-02-19,-0.7372
2019-02-20,-0.3058
2019-02-21,-1.709
2019-02-22,0.3567
2019-02-25,-1.0218
2019-02-26,3.1867
2019-02-27,0.087
2019-02-28,0.5215
2019-03-01,2.5507999999999997
2019-03-04,1.1804000000000001
2019-03-05,2.3333
2019-03-06,-2.7279999999999998
2019-03-07,-2.8045
2019-03-08,-2.7561999999999998
2019-03-11,4.0744
2019-03-12,4.2553
2019-03-13,1.8776000000000002
2019-03-14,-0.9215
2019-03-15,0.5661
2019-03-18,4.1817
2019-03-19,-1.2736
2019-03-20,-0.5082
2019-03-21,-0.2358
2019-03-22,-5.6321
2019-03-25,-3.4224
2019-03-26,4.7537
2019-03-27,-0.7013
2019-03-28,57.042
2019-03-29,2.1693
2019-04-01,-8.5189
2019-04-02,2.604
2019-04-03,0.9379
2019-04-04,0.0273
2019-04-05,-0.0273
2019-04-08,-0.1093
2019-04-09,-5.3899
2019-04-10,-1.3881000000000001
2019-04-11,-4.6921
2019-04-12,1.0154
2019-04-15,-0.2741
2019-04-16,2.81
2019-04-17,-6.3874
2019-04-18,-1.1108
2019-04-22,0.4493
2019-04-23,3.7061
2019-04-24,0.5237
2019-04-25,1.3485
2019-04-26,2.2074
2019-04-29,0.9467
2019-04-30,0.4103
2019-05-01,-5.575
2019-05-02,-0.3091
2019-05-03,3.907
2019-05-06,2.9245
2019-05-07,0.5799
2019-05-08,1.6143
2019-05-09,0.766
2019-05-10,-1.1261
2019-05-13,-1.1105
2019-05-14,2.2171
2019-05-15,2.2817
2019-05-16,-0.4957
2019-05-17,-0.1937
2019-05-20,0.3882
2019-05-21,2.9282
2019-05-22,0.832
2019-05-23,0.8251
2019-05-24,-1.1088
2019-05-28,-1.6284
2019-05-29,-0.9769
2019-05-30,-0.7399
2019-05-31,1.4357
2019-06-03,1.8235999999999999
2019-06-04,-2.9671
2019-06-05,-0.0275
2019-06-06,-2.3422
2019-06-07,0.7336
2019-06-10,-5.2101
2019-06-11,1.7435
2019-06-12,2.2945
2019-06-13,0.142
2019-06-14,-2.2399
2019-06-17,7.4536
2019-06-18,0.8367
2019-06-19,0.5889
2019-06-20,-7.0782
2019-06-21,-1.5464
2019-06-24,1.8034
2019-06-25,0.4286
2019-06-26,-0.2845
2019-06-27,8.9872
2019-06-28,3.2984
2019-07-01,6.9944
2019-07-02,-7.5083
2019-07-03,-4.4814
2019-07-05,-4.1823
2019-07-08,-4.5048
2019-07-09,0.2051
2019-07-10,1.0526
2019-07-11,-3.8484
2019-07-12,-0.331
2019-07-15,-0.2114
2019-07-16,0.9682
2019-07-17,0.899
2019-07-18,-0.8019
2019-07-19,-0.0599
2019-07-22,1.5577999999999999
2019-07-23,-3.8348
2019-07-24,-0.3988
2019-07-25,-2.6486
2019-07-26,2.1512000000000002
2019-07-29,-3.3447
2019-07-30,3.6847
2019-07-31,-2.4722
2019-08-01,2.0596
2019-08-02,-5.3089
2019-08-05,-2.0656
2019-08-06,3.8165
2019-08-07,1.1609
2019-08-08,3.379
2019-08-09,1.8193000000000001
2019-08-12,-1.8171
2019-08-13,2.2209
2019-08-14,-3.0477
2019-08-15,1.5873
2019-08-16,6.1275
2019-08-19,1.8187
2019-08-20,-2.9203
2019-08-21,2.8037
2019-08-22,-2.642
2019-08-23,-3.3265000000000002
2019-08-26,2.4751
2019-08-27,-1.8262
2019-08-28,3.0303
2019-08-29,2.1549
2019-08-30,-0.5416
2019-09-03,-2.9520999999999997
2019-09-04,0.3249
2019-09-05,4.3568
2019-09-06,-3.7518000000000002
2019-09-09,-0.2345
2019-09-10,-2.8496
2019-09-11,3.2658
2019-09-12,0.9956
2019-09-13,-2.5515
2019-09-16,1.6364
2019-09-17,0.7026
2019-09-18,-0.6977
2019-09-19,-3.1909
2019-09-20,0.1814
2019-09-23,0.1811
2019-09-24,-1.8077999999999999
2019-09-25,-0.4296
2019-09-26,-4.869
2019-09-27,-0.3239
2019-09-30,0.325
2019-10-01,-0.9718
2019-10-02,2.7805
2019-10-03,2.3552
2019-10-04,-1.4303
2019-10-07,-1.6719
2019-10-08,-3.5611
2019-10-09,-1.5303
2019-10-10,2.9054
2019-10-11,2.0026
2019-10-14,0.7081
2019-10-15,5.3052
2019-10-16,1.9423
2019-10-17,3.9893
2019-10-18,1.3455
2019-10-21,2.2599
2019-10-22,-0.663
2019-10-23,0.9455
2019-10-24,0.2755
2019-10-25,0.9066
2019-10-28,1.4157
2019-10-29,-0.698
2019-10-30,0.0
2019-10-31,1.1354
2019-11-01,4.0898
2019-11-04,0.8218
2019-11-05,0.3311
2019-11-06,-0.4062
2019-11-07,0.1275
2019-11-08,-0.7637
2019-11-11,0.077
2019-11-12,1.7688000000000001
2019-11-13,-7.5062999999999995
2019-11-14,-2.3693
2019-11-15,-6.2762
2019-11-18,1.9643000000000002
2019-11-19,8.5522
2019-11-20,8.0667
2019-11-21,1.5924
2019-11-22,1.8124
2019-11-25,-3.7768
2019-11-26,-0.425
2019-11-27,-0.0502
2019-11-29,0.3768
2019-12-02,0.1502
2019-12-03,-1.0745
2019-12-04,0.2526
2019-12-05,0.9574
2019-12-06,4.9663
2019-12-09,-1.8782999999999999
2019-12-10,5.5731
2019-12-11,0.3213
2019-12-12,-8.9682
2019-12-13,-0.8294
2019-12-16,0.7349
2019-12-17,-0.2516
2019-12-18,-1.7149999999999999
2019-12-19,-0.5902
2019-12-20,-1.5746
2019-12-23,1.7965
2019-12-24,1.6617
2019-12-26,-1.2924
2019-12-27,-0.8986
2019-12-30,-2.6166
2019-12-31,0.399
2020-01-02,-1.4573
2020-01-03,-1.8822
2020-01-06,0.0822
2020-01-07,-1.287
2020-01-08,2.4133
2020-01-09,0.1354
2020-01-10,-2.218
2020-01-13,-0.5256
2020-01-14,-1.4461
2020-01-15,-1.4391
2020-01-16,-0.2577
2020-01-17,0.0574
2020-01-21,-4.5324
2020-01-22,-0.03
2020-01-23,2.4647
2020-01-24,-2.0241
2020-01-27,-1.2873999999999999
2020-01-28,1.7894999999999999
2020-01-29,1.9964
2020-01-30,-0.8764
2020-01-31,3.9198
2020-02-03,5.6721
2020-02-04,1.986
2020-02-05,-0.6842
2020-02-06,-1.5368
2020-02-07,1.5877
2020-02-10,0.7682
2020-02-11,-2.9968
2020-02-12,-1.1381999999999999
2020-02-13,-0.3289
2020-02-14,0.9901
2020-02-18,-2.4782
2020-02-19,0.1955
2020-02-20,1.2542
2020-02-21,1.6515
2020-02-24,-4.9012
2020-02-25,-4.0148
2020-02-26,-2.8182
2020-02-27,-1.8925999999999998
2020-02-28,-1.1201
2020-03-02,8.4959
2020-03-03,-2.8422
2020-03-04,4.6866
2020-03-05,-3.6784
2020-03-06,-3.0195
2020-03-09,-4.9451
2020-03-10,-0.5138
2020-03-11,-9.457699999999999
2020-03-12,-9.2692
2020-03-13,-0.4322
2020-03-16,-16.2983
2020-03-17,-3.4418
2020-03-18,-10.0098
2020-03-19,14.1617
2020-03-20,-4.0875
2020-03-23,5.6492
2020-03-24,5.0657
2020-03-25,1.5179
2020-03-26,6.1566
2020-03-27,-3.8525
2020-03-30,0.6032
2020-03-31,-5.7816
2020-04-01,-3.4091
2020-04-02,1.8824
2020-04-03,-2.0323
2020-04-06,16.9731
2020-04-07,-1.6526
2020-04-08,3.8933999999999997
2020-04-09,5.7594
2020-04-13,3.3943
2020-04-14,3.3911
2020-04-15,-7.9553
2020-04-16,1.6679
2020-04-17,1.827
2020-04-20,-1.9773
2020-04-21,-1.7557
2020-04-22,2.5475
2020-04-23,1.5573000000000001
2020-04-24,1.6064
2020-04-27,2.7309
2020-04-28,5.3165
2020-04-29,4.6164
2020-04-30,-3.9683
2020-05-01,-6.0826
2020-05-04,4.7518
2020-05-05,-2.4194
2020-05-06,-1.343
2020-05-07,2.0942
2020-05-08,2.5812
2020-05-11,-1.9497
2020-05-12,1.3596
2020-05-13,1.9785
2020-05-14,2.4992
2020-05-15,-0.6096
2020-05-18,1.8399
2020-05-19,-15.7528
2020-05-20,0.0376
2020-05-21,0.9026
2020-05-22,1.1554
2020-05-26,0.3316
2020-05-27,-0.7345
2020-05-28,0.5919
2020-05-29,-1.2137
2020-06-01,-3.5369
2020-06-02,2.7788
2020-06-03,1.0139
2020-06-04,-3.4201
2020-06-05,0.4426
2020-06-08,2.4717000000000002
2020-06-09,-0.9723
2020-06-10,-0.6798
2020-06-11,-3.4221
2020-06-12,0.5315
2020-06-15,6.0897
2020-06-16,1.7349999999999999
2020-06-17,-4.3179
2020-06-18,3.2234
2020-06-19,-0.4409
2020-06-22,0.3321
2020-06-23,-1.1401
2020-06-24,-0.2232
2020-06-25,0.9694
2020-06-26,-4.9114
2020-06-29,-0.7767
2020-06-30,7.5538
2020-07-01,-2.5109
2020-07-02,-1.1198
2020-07-06,0.2643
2020-07-07,0.6777
2020-07-08,0.7105
2020-07-09,-1.4482
2020-07-10,-2.0535
2020-07-13,-0.8271
2020-07-14,0.6594
2020-07-15,0.9634
2020-07-16,-40.3053
2020-07-17,5.4987
2020-07-20,-4.7879000000000005
2020-07-21,-4.2011
2020-07-22,-1.8605
2020-07-23,-2.5728
2020-07-24,-3.4746
2020-07-27,5.0396
2020-07-28,-4.7978
2020-07-29,-4.2477
2020-07-30,-0.2256
2020-07-31,0.8289
