ticker,EQTD US Equity
2006-08-08,6.6667
2006-08-09,-12.5
2006-08-10,0.0
2006-08-11,21.4286
2006-08-14,-11.7647
2006-08-15,-6.6667
2006-08-16,-21.4286
2006-08-17,9.0909
2006-08-18,33.3333
2006-08-21,-25.0
2006-08-22,0.0
2006-08-23,0.0
2006-08-24,0.0
2006-08-25,25.0
2006-08-28,0.0
2006-08-29,-6.6667
2006-08-30,6.25
2006-08-31,-12.605
2006-09-01,0.0
2006-09-05,-7.6923
2006-09-06,16.6667
2006-09-07,-7.1429
2006-09-08,-23.0769
2006-09-11,40.0
2006-09-12,7.1429
2006-09-13,-3.3333
2006-09-14,-3.4483
2006-09-15,3.5714
2006-09-18,-13.7931
2006-09-19,-12.0
2006-09-20,0.0
2006-09-21,0.0
2006-09-22,0.0
2006-09-25,-18.1818
2006-09-26,33.3333
2006-09-27,-16.6667
2006-09-28,0.0
2006-09-29,0.0
2006-10-02,0.0
2006-10-03,-20.0
2006-10-04,0.0
2006-10-05,-23.4375
2006-10-06,63.2653
2006-10-09,0.0
2006-10-11,-30.0
2006-10-12,107.1429
2006-10-13,-37.931
2006-10-16,-44.4444
2006-10-17,20.0
2006-10-18,0.0
2006-10-19,0.0
2006-10-20,0.0
2006-10-23,0.0
2006-10-24,116.6667
2006-10-25,-30.7692
2006-10-26,11.1111
2006-10-27,-20.0
2006-10-30,0.0
2006-10-31,12.5
2006-11-01,11.1111
2006-11-02,10.0
2006-11-03,-9.0909
2006-11-06,-20.0
2006-11-07,-12.5
2006-11-08,-7.1429
2006-11-09,7.6923
2006-11-10,42.8571
2006-11-13,0.0
2006-11-14,-60.0
2006-11-15,0.0
2006-11-16,0.0
2006-11-20,12.5
2006-11-21,11.1111
2006-11-22,90.0
2006-11-28,0.0
2006-12-01,-42.1053
2006-12-08,0.0
2006-12-11,-63.6364
2006-12-13,93.75
2006-12-15,3.2258
2006-12-18,42.1875
2006-12-19,-29.6703
2006-12-22,-37.5
2006-12-27,60.0
2006-12-28,100.0
2006-12-29,-31.25
2007-01-03,-81.8182
2007-01-05,0.0
2007-01-08,100.0
2007-01-12,0.0
2007-01-16,-50.0
2007-01-19,0.0
2007-01-23,100.0
2007-01-29,0.0
2007-01-30,400.0
2007-01-31,-80.0
2007-02-01,0.0
2007-02-06,0.0
2007-02-08,25.0
2007-02-09,0.0
2007-02-12,220.0
2007-02-13,25.0
2007-02-14,-45.0
2007-02-15,63.6364
2007-02-21,-38.8889
2007-03-01,-27.2727
2007-03-02,25.0
2007-03-23,100.0
2007-03-26,-90.0
2007-03-28,400.0
2007-04-02,-80.0
2007-04-04,200.0
2007-04-11,66.6667
2007-04-17,-97.5
2007-04-18,5500.0
2007-04-19,-98.2143
2007-04-23,3100.0
2007-04-25,-75.0
2007-04-26,12.5
2007-05-17,33.3333
2007-06-07,-41.6667
2007-06-08,0.0
2007-06-25,471.4286
2007-06-26,-80.0
2007-06-28,12.5
2007-07-03,0.0
2007-07-11,-88.8889
2007-08-08,0.0
2007-08-13,0.0
2007-09-11,50.0
2007-09-28,-33.3333
2007-11-28,700.0
2007-12-11,-62.5
2007-12-12,-16.6667
2008-01-18,-60.0
2008-02-13,150.0
2008-03-03,20.0
2008-03-12,-66.6667
2008-03-17,200.0
2008-03-27,-66.6667
2008-04-03,0.0
2008-04-07,0.0
2008-04-15,150.0
2008-04-21,-60.0
2008-05-02,50.0
2008-05-09,100.0
2008-05-13,0.0
2008-05-14,-66.6667
2008-05-27,0.0
2008-07-14,0.0
2008-08-01,150.0
2008-08-12,0.0
2008-08-21,-60.0
2008-08-22,0.0
2008-08-25,0.0
2008-08-26,200.0
2008-09-02,-66.6667
2008-09-19,0.0
2008-10-07,150.0
2008-10-14,0.0
2008-10-27,0.0
2008-11-11,-60.0
2008-12-01,0.0
2008-12-04,0.0
2008-12-05,0.0
2008-12-09,150.0
2008-12-29,-60.0
2009-03-04,0.0
2009-05-19,0.0
2009-06-12,0.0
2009-06-17,0.0
2009-08-18,0.0
2009-11-05,0.0
2009-11-17,0.0
2009-12-11,0.0
2009-12-17,0.0
2010-01-12,0.0
2010-06-08,0.0
2010-09-22,0.0
2010-10-19,0.0
2010-12-06,0.0
2011-12-30,0.0
2012-07-12,0.0
2012-10-16,300.0
2012-10-17,0.0
2012-12-31,0.0
2013-01-07,0.0
2015-07-27,100.0
2015-09-11,-87.5
2015-10-19,700.0
2015-10-23,-87.5
2017-10-12,-92.0
2017-11-01,-90.0
2017-12-19,900.0
2017-12-22,900.0
2018-01-05,-99.0
2018-02-27,0.0
2018-03-21,0.0
2018-05-29,0.0
2019-01-18,0.0
2019-01-22,0.0
2019-02-04,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-06-05,0.0
2019-08-05,0.0
2019-09-17,0.0
2019-10-04,0.0
2019-11-18,0.0
2020-01-06,0.0
2020-01-23,0.0
2020-04-29,900.0
2020-06-10,900.0
2020-06-19,-99.0
