ticker,BLFR US Equity
2013-11-13,2.9412000000000003
2013-11-14,8.5714
2013-11-15,3.9474
2013-11-18,-1.2658
2013-11-19,0.0
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,0.0
2013-11-25,-10.2564
2013-11-26,8.5714
2013-11-27,-7.8947
2013-11-29,8.5714
2013-12-02,-5.2632
2013-12-03,-4.1667
2013-12-04,1.4493
2013-12-05,-2.8571
2013-12-06,-11.7647
2013-12-09,10.0
2013-12-10,-4.5455
2013-12-11,-4.7619
2013-12-12,6.7083
2013-12-13,4.6466
2013-12-16,0.0
2013-12-17,-1.4925
2013-12-18,6.0606
2013-12-19,-17.1429
2013-12-20,3.4483
2013-12-23,0.0
2013-12-24,6.625
2013-12-26,-1.524
2013-12-27,-0.1984
2013-12-30,-4.5725999999999996
2013-12-31,-3.3333
2014-01-02,0.0
2014-01-03,0.6897
2014-01-06,1.0274
2014-01-07,-2.3729
2014-01-08,10.0694
2014-01-09,-5.3628
2014-01-10,6.6667
2014-01-13,-4.6875
2014-01-14,-0.6557
2014-01-15,0.0
2014-01-16,-14.1914
2014-01-17,9.9519
2014-01-21,-12.5492
2014-01-22,-8.0
2014-01-23,-4.3478
2014-01-24,-18.1818
2014-01-27,10.7292
2014-01-28,-10.1913
2014-01-29,-5.0279
2014-01-30,5.9559
2014-01-31,8.6051
2014-02-03,-7.9872
2014-02-04,2.1528
2014-02-05,-14.0721
2014-02-06,-16.2184
2014-02-07,-9.3484
2014-02-10,0.0
2014-02-11,-8.3333
2014-02-12,-9.0909
2014-02-13,-25.0
2014-02-14,-6.6667
2014-02-18,7.1429
2014-02-19,-17.1667
2014-02-20,20.5231
2014-02-21,-1.1686
2014-02-24,-14.8649
2014-02-25,10.9127
2014-02-26,0.0
2014-02-27,4.4723
2014-02-28,-4.1096
2014-03-03,-7.1429
2014-03-04,0.1923
2014-03-05,7.4856
2014-03-06,1.4285999999999999
2014-03-07,1.2324
2014-03-10,-2.7826
2014-03-11,0.1789
2014-03-12,-10.0
2014-03-13,8.2341
2014-03-14,-10.3575
2014-03-17,14.5194
2014-03-18,-10.0
2014-03-19,18.0556
2014-03-20,-15.1261
2014-03-21,10.6931
2014-03-24,13.059
2014-03-25,-22.6266
2014-03-26,16.1554
2014-03-27,-2.8169
2014-03-28,1.4493
2014-03-31,-9.732099999999999
2014-04-01,0.0
2014-04-02,2.8684
2014-04-03,-2.8846
2014-04-04,0.0
2014-04-07,0.0
2014-04-08,-12.8713
2014-04-09,-7.0455
2014-04-10,17.3594
2014-04-14,-10.625
2014-04-15,28.6713
2014-04-16,-2.3551
2014-04-17,-14.4712
2014-04-21,4.1215
2014-04-22,-9.1667
2014-04-23,-4.5872
2014-04-24,-13.461500000000001
2014-04-25,0.0
2014-04-28,0.0
2014-04-29,8.8889
2014-04-30,-28.5714
2014-05-01,2.8571
2014-05-02,-1.3889
2014-05-05,26.7606
2014-05-06,-26.9444
2014-05-07,0.0
2014-05-08,-8.7452
2014-05-09,-21.25
2014-05-12,5.8201
2014-05-13,-5.5
2014-05-14,1.5873
2014-05-15,0.0
2014-05-16,0.0
2014-05-19,-24.4792
2014-05-20,31.7241
2014-05-21,-15.445
2014-05-22,0.0
2014-05-23,18.2663
2014-05-28,0.0
2014-05-29,0.0
2014-05-30,-15.445
2014-06-02,-8.9783
2014-06-03,-2.0408
2014-06-05,-5.5556
2014-06-06,0.0
2014-06-09,-5.8824
2014-06-10,0.0
2014-06-11,0.0
2014-06-12,12.5
2014-06-13,2.0833
2014-06-16,-0.3401
2014-06-17,-12.628
2014-06-19,50.0
2014-06-20,-6.7708
2014-06-23,-3.0726
2014-06-24,6.0519
2014-06-25,-28.8043
2014-06-26,0.0
2014-06-27,-2.2901
2014-06-30,43.75
2014-07-01,-4.3478
2014-07-02,-13.6364
2014-07-03,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,0.0
2014-07-10,-10.526299999999999
2014-07-11,-3.6765
2014-07-14,-2.2901
2014-07-15,0.0
2014-07-16,18.75
2014-07-17,-25.6579
2014-07-18,16.8142
2014-07-21,-14.3939
2014-07-22,12.3894
2014-07-23,-24.4094
2014-07-24,0.0
2014-07-28,-4.1667
2014-07-29,20.6522
2014-07-30,-17.1171
2014-07-31,0.0
2014-08-01,0.0
2014-08-04,0.0
2014-08-06,-4.3478
2014-08-07,-4.5455
2014-08-08,0.0
2014-08-11,0.0
2014-08-12,1.1905000000000001
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-19,12.9412
2014-08-20,-12.5
2014-08-25,1.7856999999999998
2014-08-26,7.6023
2014-08-27,-8.6957
2014-08-28,4.7619
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,-4.5455
2014-09-05,0.0
2014-09-08,4.7619
2014-09-11,53.4091
2014-09-12,-28.8889
2014-09-15,0.0
2014-09-18,0.0
2014-09-19,37.5
2014-09-22,-21.2121
2014-09-24,-15.3846
2014-09-26,-9.0909
2014-09-29,0.0
2014-09-30,-10.0
2014-10-01,0.0
2014-10-03,0.0
2014-10-06,-9.7222
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,-1.5385
2014-10-10,-12.5
2014-10-13,0.0
2014-10-16,0.0
2014-10-17,0.0
2014-10-20,0.0
2014-10-22,14.2857
2014-10-23,-12.5
2014-10-24,0.0
2014-10-28,-14.2857
2014-10-29,0.0
2014-10-30,0.0
2014-10-31,-10.4167
2014-11-03,-6.9767
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-10,0.0
2014-11-12,0.0
2014-11-13,12.5
2014-11-14,-11.1111
2014-11-17,0.0
2014-11-18,-57.5
2014-11-19,17.647100000000002
2014-11-20,97.5
2014-11-21,-18.9873
2014-11-24,15.625
2014-11-26,0.0
2014-11-28,-9.4595
2014-12-02,8.9552
2014-12-03,-9.589
2014-12-05,-12.1212
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,-17.2414
2014-12-12,0.0
2014-12-15,-6.25
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-26,0.0
2014-12-29,0.0
2014-12-30,-11.1111
2014-12-31,0.0
2015-01-06,95.0
2015-01-07,-17.9487
2015-01-08,20.3125
2015-01-12,0.0
2015-01-13,-9.0909
2015-01-14,-12.857099999999999
2015-01-20,4.918
2015-01-21,-25.0
2015-01-23,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-02-09,60.4167
2015-02-11,-16.8831
2015-02-12,-25.0
2015-02-13,60.4167
2015-02-17,-37.6623
2015-02-20,60.4167
2015-02-23,-37.6623
2015-02-25,60.4167
2015-02-26,-16.8831
2015-02-27,0.0
2015-03-05,0.0
2015-03-09,0.0
2015-03-16,0.0
2015-03-17,15.625
2015-03-24,-13.5135
2015-03-26,0.0
2015-04-01,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-13,0.0
2015-04-14,0.0
2015-04-15,0.0
2015-04-20,3.125
2015-04-21,-3.0303
2015-04-22,0.0
2015-04-23,0.0
2015-04-24,0.0
2015-05-01,-34.375
2015-05-04,7.1429
2015-05-05,0.0
2015-05-06,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-15,-6.6667
2015-05-18,-4.7619
2015-05-27,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-09,0.0
2015-06-12,45.0
2015-06-25,13.7931
2015-06-30,-3.0303
2015-07-08,0.0
2015-07-09,0.0
2015-07-15,0.0
2015-07-17,-50.0
2015-07-21,50.0
2015-07-24,2.0833
2015-07-27,2.0408
2015-07-29,0.0
2015-08-05,0.0
2015-08-10,0.0
2015-08-12,-20.0
2015-08-14,20.0
2015-08-17,56.25
2015-08-18,4.0
2015-08-19,-10.2564
2015-08-20,14.2857
2015-08-24,0.0
2015-09-15,-23.75
2015-09-16,14.7541
2015-09-18,7.1429
2015-09-21,-22.6667
2015-10-01,0.0
2015-10-08,37.931
2015-10-09,-20.0
2015-10-12,-9.375
2015-10-14,0.0
2015-10-16,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-26,0.0
2015-10-28,0.0
2015-10-30,-17.2414
2015-11-03,0.0
2015-11-04,-33.3333
2015-11-09,0.0
2015-11-10,18.75
2015-11-11,-28.947400000000002
2015-11-24,18.5185
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-04,50.0
2015-12-07,0.0
2015-12-09,-33.3333
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-12,0.0
2016-01-15,0.0
2016-01-19,0.0
2016-01-20,0.0
2016-02-02,0.0
2016-02-04,6.25
2016-02-05,-5.8824
2016-02-10,-43.75
2016-02-23,50.0
2016-02-24,-22.2222
2016-02-26,157.1429
2016-03-02,-70.3704
2016-03-14,0.0
2016-03-21,0.0
2016-03-28,0.0
2016-03-31,0.0
2016-04-01,31.25
2016-04-06,0.0
2016-04-08,-23.8095
2016-04-12,0.0
2016-04-14,0.0
2016-04-21,300.0
2016-04-22,-14.0625
2016-04-26,16.3636
2016-04-27,0.0
2016-04-28,-71.875
2016-04-29,0.0
2016-05-02,255.5556
2016-05-06,-37.5
2016-05-09,-20.0
2016-05-17,0.0
2016-05-20,0.0
2016-05-24,0.0
2016-05-27,0.0
2016-05-31,0.0
2016-06-14,6.25
2016-06-16,-5.8824
2016-06-21,-93.75
2016-06-27,1000.0
2016-06-28,-18.1818
2016-07-01,44.4444
2016-07-08,-30.7692
2016-07-13,16.6667
2016-07-21,280.9524
2016-07-22,-52.5
2016-07-25,-36.8421
2016-07-26,33.3333
2016-07-27,25.0
2016-07-29,-32.5
2016-08-01,66.6667
2016-08-05,0.0
2016-08-08,-20.0
2016-08-10,-50.0
2016-08-11,0.0
2016-08-15,38.8889
2016-08-19,-36.0
2016-08-23,-18.75
2016-08-29,38.4615
2016-09-09,-27.7778
2016-09-15,38.4615
2016-09-16,0.0
2016-10-04,0.0
2016-10-12,-11.1111
2016-10-18,-50.0
2016-10-31,-75.0
2016-11-08,0.0
2016-11-10,50.0
2016-11-11,0.0
2016-11-18,-33.3333
2016-11-25,0.0
2016-11-30,0.0
2016-12-01,50.0
2016-12-02,66.6667
2016-12-05,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,120.0
2016-12-13,0.0
2016-12-19,27.2727
2016-12-21,-7.1429
2016-12-22,-15.3846
2016-12-27,9.0909
2016-12-28,8.3333
2016-12-29,-15.3846
2016-12-30,0.0
2017-01-06,0.0
2017-01-09,9.0909
2017-01-10,-8.3333
2017-01-13,0.0
2017-01-19,0.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-26,9.0909
2017-02-01,-8.3333
2017-02-07,0.0
2017-02-15,18.1818
2017-02-21,-15.3846
2017-02-24,18.1818
2017-02-27,0.0
2017-02-28,-15.3846
2017-03-01,0.0
2017-03-03,90.9091
2017-03-08,-23.8095
2017-03-09,-6.25
2017-03-20,40.0
2017-04-10,-38.0952
2017-04-17,0.0
2017-04-18,0.0
2017-04-20,0.0
2017-04-21,7.6923
2017-04-24,-7.1429
2017-04-25,0.0
2017-05-01,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-22,7.6923
2017-06-09,2.8571
2017-06-13,0.0
2017-06-16,0.0
2017-07-10,0.0
2017-07-13,0.0
2017-07-20,0.0
2017-07-26,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-10,0.0
2017-08-11,33.3333
2017-08-18,7.0
2017-08-23,-14.3302
2017-08-28,72.7273
2017-08-29,-36.8421
2017-09-05,0.0
2017-09-07,0.0
2017-09-13,-16.6667
2017-09-14,-10.0
2017-09-15,0.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-27,-22.2222
2017-09-29,0.0
2017-10-09,13.1429
2017-10-16,-9.7222
2017-10-18,-16.0839
2017-10-20,0.0
2017-10-25,0.0
2017-10-26,0.0
2017-11-02,0.0
2017-11-09,0.0
2017-11-14,0.0
2017-11-17,0.0
2017-11-20,15.3333
2017-11-22,-13.2948
2017-11-27,0.0
2017-11-29,0.0
2017-11-30,0.0
2017-12-04,15.3333
2017-12-05,-13.2948
2017-12-08,0.0
2017-12-11,-9.0
2017-12-13,-8.4249
2017-12-14,0.0
2017-12-15,20.0
2017-12-18,-16.6667
2017-12-20,4.0
2017-12-21,15.3846
2017-12-26,-16.6667
2017-12-27,9.2
2017-12-28,0.0
2017-12-29,13.5531
2018-01-02,383.871
2018-01-03,100.0
2018-01-04,-48.3333
2018-01-05,-3.2258
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,6.9
2018-01-12,2.8999
2018-01-17,-24.2424
2018-01-18,-8.0
2018-01-22,8.6957
2018-01-23,55.6
2018-01-26,-20.3085
2018-01-31,-3.2258
2018-02-06,-16.6667
2018-02-07,-8.0
2018-02-08,28.2609
2018-02-09,-22.0339
2018-02-12,0.0
2018-02-14,0.0
2018-02-21,3.0435
2018-02-22,3.8397
2018-03-02,-6.5421
2018-03-06,0.0
2018-03-13,-8.6957
2018-03-15,-23.8095
2018-03-20,0.0
2018-03-23,0.0
2018-03-28,0.0
2018-03-29,0.0
2018-04-02,43.125
2018-04-03,380.3493
2018-04-04,-52.7273
2018-04-05,0.0
2018-04-06,98.0769
2018-04-09,33.0097
2018-04-10,-5.1095
2018-04-11,-21.1538
2018-04-12,3.5122
2018-04-13,-24.5994
2018-04-16,38.75
2018-04-17,-3.1532
2018-04-18,-6.9767
2018-04-19,40.0
2018-04-20,0.0
2018-04-23,-12.857099999999999
2018-04-24,-18.0328
2018-04-25,0.0
2018-04-26,-11.0
2018-04-27,-10.1124
2018-04-30,50.0
2018-05-01,-8.3333
2018-05-02,-9.0909
2018-05-03,0.0
2018-05-04,-5.6
2018-05-07,5.9322
2018-05-08,-27.0
2018-05-09,17.8082
2018-05-10,-41.8605
2018-05-11,4.0
2018-05-16,1.9231
2018-05-17,79.2453
2018-05-21,0.0
2018-05-22,-0.1053
2018-05-24,-5.1633
2018-05-25,22.2222
2018-05-29,-13.6364
2018-05-30,5.2632
2018-05-31,9.0
2018-06-01,37.6147
2018-06-04,46.0
2018-06-05,5.0228
2018-06-06,8.6957
2018-06-07,16.44
2018-06-08,1.3397000000000001
2018-06-11,-1.6949
2018-06-12,31.0345
2018-06-13,-22.3684
2018-06-14,1.6949
2018-06-15,-1.6667
2018-06-18,0.0
2018-06-19,-15.2542
2018-06-20,20.0
2018-06-21,-4.0
2018-06-22,-9.5486
2018-06-25,-7.8695
2018-06-26,-9.1667
2018-06-27,-20.1835
2018-06-28,17.8161
2018-06-29,2.439
2018-07-02,0.0
2018-07-03,-4.7619
2018-07-05,67.55
2018-07-06,-0.0298
2018-07-09,-5.9701
2018-07-10,-4.7619
2018-07-13,16.6667
2018-07-16,11.4286
2018-07-17,-4.359
2018-07-18,-2.1448
2018-07-19,-1.6438000000000001
2018-07-20,-61.0028
2018-07-23,50.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,-23.8095
2018-07-27,-9.375
2018-07-30,37.931
2018-07-31,30.0
2018-08-03,-30.7692
2018-08-06,0.0
2018-08-08,0.0
2018-08-09,-11.1111
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,37.5
2018-08-20,0.0
2018-08-21,0.0
2018-08-22,0.0
2018-08-23,-22.7273
2018-08-24,-5.8824
2018-08-27,37.5
2018-08-28,-13.5455
2018-09-07,-4.6793
2018-09-12,9.7628
2018-09-14,-50.2513
2018-09-17,10.7071
2018-09-18,0.365
2018-09-20,16.8182
2018-09-27,-0.3891
2018-10-02,0.7813
2018-10-03,3.876
2018-10-05,-17.9104
2018-10-08,-31.8182
2018-10-10,88.1333
2018-10-11,-22.7498
2018-10-12,-30.9174
2018-10-15,32.8021
2018-10-16,19.0
2018-10-17,-33.8655
2018-10-18,27.0648
2018-10-19,40.0
2018-10-22,6.4286
2018-10-23,0.0
2018-10-24,0.6711
2018-10-25,0.0
2018-10-26,-0.3333
2018-10-29,13.7124
2018-10-30,0.0
2018-10-31,17.5882
2018-11-01,-48.9745
2018-11-02,76.4706
2018-11-05,0.0
2018-11-06,-25.0
2018-11-07,-3.7037
2018-11-08,-1.5385
2018-11-13,32.8125
2018-11-14,-11.7647
2018-11-16,0.0
2018-11-19,-13.3333
2018-11-21,-16.1538
2018-11-28,-8.2569
2018-11-29,20.0
2018-12-03,-28.3333
2018-12-04,10.6977
2018-12-10,-26.4706
2018-12-12,16.4286
2018-12-19,20.1227
2018-12-20,0.0
2018-12-21,-10.1124
2018-12-26,-42.0455
2018-12-27,49.0196
2018-12-28,-32.8947
2018-12-31,74.5098
2019-01-03,-36.2921
2019-01-04,111.6402
2019-01-07,-54.1667
2019-01-08,63.6364
2019-01-09,111.1111
2019-01-10,-43.6842
2019-01-11,-6.5421
2019-01-15,0.0
2019-01-16,-9.0
2019-01-18,37.3626
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,-4.0
2019-01-25,15.8333
2019-01-28,43.8849
2019-01-29,-35.0
2019-01-30,15.3846
2019-01-31,-1.4667
2019-02-01,1.4885
2019-02-04,0.0
2019-02-05,3.3333
2019-02-07,-3.2258
2019-02-11,0.2667
2019-02-14,18.0186
2019-02-19,-7.0423
2019-02-21,9.0909
2019-03-01,-4.4444
2019-03-06,-41.8605
2019-03-08,1.0
2019-03-11,-0.9901
2019-03-14,63.25
2019-03-15,108.2695
2019-03-18,-9.25
2019-03-20,-27.0783
2019-03-21,11.7778
2019-03-25,29.2247
2019-03-26,-26.1538
2019-03-29,23.125
2019-04-02,-15.3976
2019-04-04,16.0
2019-04-09,-39.6552
2019-04-16,-2.2857
2019-04-17,0.0
2019-04-18,-23.9766
2019-05-03,26.9231
2019-05-07,0.0
2019-05-08,-38.1818
2019-05-14,0.0
2019-05-15,2.9412000000000003
2019-05-24,55.2381
2019-05-31,-22.6994
2019-06-03,29.365099999999998
2019-06-06,0.0
2019-06-21,-7.9755
2019-06-24,0.0
2019-07-02,0.0
2019-07-18,-15.0
2019-07-23,-19.2157
2019-07-26,0.0
2019-07-30,0.0
2019-08-12,0.0
2019-08-14,-30.0971
2019-08-15,-9.7222
2019-08-19,0.0
2019-08-21,0.0
2019-08-22,-4.6154
2019-08-23,69.3548
2019-08-26,-6.6667
2019-08-28,-24.4898
2019-08-30,0.0
2019-09-03,21.6216
2019-09-04,-15.5556
2019-09-05,0.0
2019-09-06,25.0
2019-09-09,-5.2632
2019-09-11,-23.3333
2019-09-12,0.0
2019-09-13,-2.1739
2019-09-17,2.2222
2019-09-23,-2.8986
2019-09-25,0.0
2019-09-30,0.0
2019-10-02,-1.4925
2019-10-03,-7.5758
2019-10-04,-11.6721
2019-10-07,-23.905
2019-10-08,34.1463
2019-10-09,-23.6364
2019-10-11,26.6667
2019-10-17,5.2632
2019-10-25,25.0
2019-11-04,-28.5714
2019-11-15,2.0
2019-11-26,2.9412000000000003
2019-12-12,-4.7619
2019-12-13,-16.0
2019-12-20,19.0476
2019-12-23,22.0
2019-12-24,-31.1475
2019-12-26,-14.2857
2020-01-06,2.7778
2020-01-08,86.4865
2020-01-09,-1.4493
2020-01-13,-44.1176
2020-01-15,84.2105
2020-01-16,-7.1429
2020-01-17,0.0
2020-01-22,-38.4615
2020-01-28,-2.5
2020-02-04,28.2051
2020-02-11,-20.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,-2.5
2020-03-10,0.0
2020-03-12,105.1282
2020-03-16,-50.0
2020-03-18,0.0
2020-03-23,-12.5
2020-03-24,0.0
2020-03-30,40.0
2020-03-31,-28.5714
2020-04-01,2.8571
2020-04-02,8.3333
2020-04-17,-2.5641
2020-04-20,-2.6316
2020-04-23,0.0
2020-04-24,0.0
2020-04-29,2.7027
2020-05-01,9.473700000000001
2020-05-04,-8.6538
2020-05-06,65.7895
2020-05-11,-28.5714
2020-05-12,40.0
2020-05-18,58.730199999999996
2020-05-19,-18.7
2020-05-20,-24.9692
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-04,-8.5246
2020-06-11,-25.6272
2020-06-18,1.2048
2020-06-19,0.0
2020-06-23,0.0
2020-06-25,0.0
2020-07-06,0.0
2020-07-14,4.7619
2020-07-15,38.6364
2020-07-20,29.5082
2020-07-28,45.5696
2020-07-29,8.2609
2020-07-30,-58.2329
2020-07-31,117.7885
