ticker,BKUT US Equity
2006-03-01,-7.7869
2006-03-02,2.2222
2006-03-10,-19.5652
2006-03-14,20.2703
2006-03-21,3.3708
2006-03-22,-7.6087
2006-06-19,4.7059
2006-07-26,1.8676
2006-07-27,8.8889
2006-07-28,-10.2041
2006-08-02,2.2727
2006-08-18,1.1111
2006-08-22,-3.2967
2006-10-02,4.5455
2006-10-25,6.5217
2006-12-20,-3.8776
2007-03-12,-1.8392
2007-03-16,2.3965
2007-08-16,-8.9156
2007-09-27,-2.3529
2007-10-01,6.0241
2007-10-02,14.7727
2007-10-03,0.0
2007-10-23,-14.8515
2007-10-26,10.4651
2007-11-01,-0.2105
2007-12-20,0.211
2007-12-26,0.0
2008-02-04,-4.5295
2008-02-05,2.2222
2008-02-07,0.0
2008-02-20,-2.1739
2008-02-26,-5.5556
2008-03-17,5.8824
2008-03-19,4.4444
2008-04-07,-4.2553
2008-04-08,2.8889
2008-04-10,-0.432
2008-04-17,0.0
2008-04-18,-1.9523000000000001
2008-06-10,1.7699
2008-06-24,-7.6087
2008-08-01,0.1543
2008-08-14,0.0
2008-08-18,0.0
2008-08-20,0.0
2008-10-01,0.3555
2008-10-08,-5.0767
2008-11-12,-20.8955
2008-11-14,0.0
2008-11-19,0.6289
2008-11-20,-21.25
2008-12-23,-0.7937
2008-12-26,-10.0
2009-01-15,-5.9887
2009-03-03,0.9615
2009-04-16,0.0
2009-07-22,26.0606
2009-08-03,15.3846
2009-08-18,0.0
2009-08-20,0.0
2009-10-08,-20.6667
2009-11-20,-7.563
2009-11-23,8.1818
2009-11-27,40.7563
2010-02-08,-29.0137
2010-04-12,2.1277
2010-07-20,10.1462
2010-08-23,1.5385
2010-10-15,4.1667
2011-02-23,14.5814
2011-02-25,-4.8387
2011-03-02,0.0
2011-03-03,-1.6949
2011-03-04,-1.7241
2011-03-07,1.7544
2011-03-11,-3.4483
2011-03-14,0.0
2011-03-16,2.5
2011-05-23,-2.0906
2011-06-13,0.7117
2011-06-14,-1.7668
2011-06-15,1.0791
2011-07-21,2.3323
2011-07-22,0.0
2011-07-25,0.0
2011-07-26,0.0
2011-08-01,4.2403
2011-08-02,0.0
2011-08-03,0.0
2011-08-09,0.0
2011-08-10,0.0
2011-09-29,8.4746
2011-10-14,0.0
2011-11-16,0.0
2011-12-05,4.6875
2011-12-06,7.4627
2012-02-07,15.4442
2012-03-01,-15.3659
2012-03-09,6.6282
2012-03-12,-1.3514
2012-03-14,1.9178
2012-03-15,-3.2258
2012-03-22,11.1111
2012-05-23,-7.5
2012-06-12,0.0
2012-07-16,1.3282
2012-07-20,0.0
2012-08-02,2.7027
2012-08-14,-1.3158
2012-08-29,0.0
2012-08-30,0.0
2012-08-31,0.0
2012-12-18,0.0
2013-01-25,3.0705
2013-01-28,4.9869
2013-03-07,9.75
2013-03-12,0.0
2013-04-10,-6.6059
2013-04-15,10.9756
2013-04-18,-9.8879
2013-04-22,21.7043
2013-04-29,2.2044
2013-05-03,-1.9607999999999999
2013-06-10,-11.0
2013-06-19,-1.1506
2013-06-21,-1.0867
2013-11-11,10.5294
2014-01-03,2.0887000000000002
2014-01-08,0.0
2014-01-27,-1.0438
2014-03-05,0.2321
2014-03-07,0.1684
2014-06-03,8.216
2014-12-02,7.0306
2015-08-06,3.2282
2015-09-08,4.7273
2015-09-11,0.6944
2015-10-09,0.0
2015-10-13,-3.4483
2015-10-30,0.0
2015-11-03,0.0
2015-11-11,-0.9375
2015-11-12,8.1568
2015-12-14,-7.5
2016-01-07,0.0
2016-01-27,-2.479
2016-01-29,-0.9346
2016-02-03,-0.9434
2016-02-18,0.9524
2016-02-19,4.1509
2016-03-08,-2.1739
2016-04-05,-3.3333
2016-05-02,-1.341
2016-05-04,-0.9709
2016-05-05,-1.5196
2016-05-10,-2.3891999999999998
2016-05-17,-0.051
2016-06-01,-2.449
2016-06-02,-1.5167000000000002
2016-06-14,2.3898
2016-06-15,-3.9419
2016-06-16,-1.7257
2016-06-20,-0.0022
2016-06-29,-1.0254
2016-06-30,-1.3514
2016-07-18,8.4475
2016-08-08,0.0
2016-08-30,0.0
2016-09-28,2.1053
2016-10-24,-3.0928
2016-12-05,0.0
2016-12-23,9.5532
2017-02-27,27.9205
2017-03-10,-3.8314
2017-05-09,0.64
2017-05-18,-4.9285
2017-06-13,8.3612
2017-06-19,-7.4074
2017-07-27,-8.7668
2017-08-17,10.875
2017-09-26,0.0
2017-10-19,-5.0
2017-10-27,0.0
2017-11-02,-3.5088
2017-11-03,-1.4545
2017-12-05,10.7011
2018-01-05,5.4318
2018-02-08,-4.0
2018-02-21,-4.1667
2018-02-23,-4.3461
2018-03-07,1.8163
2018-03-12,-1.6071
2018-03-13,3.4483
2018-04-13,1.7544
2018-05-23,0.8621
2018-06-08,2.5641
2018-07-06,7.9622
2018-07-10,-7.8125
2018-07-12,0.1695
2018-07-19,0.0
2018-08-07,0.1692
2018-08-08,8.1081
2018-09-27,-7.6563
2018-10-11,-0.1692
2018-11-07,1.6949
2018-11-29,-1.0
2018-12-06,-0.1684
2018-12-21,0.0
2018-12-24,0.0
2019-01-09,3.3305
2019-01-23,-3.2231
2019-02-13,-0.0854
2019-02-15,0.0
2019-02-20,0.0
2019-04-05,2.5641
2019-05-08,-5.8333
2019-05-09,-1.7699
2019-05-10,0.0
2019-07-22,-2.2831
2019-07-26,0.7477
2019-08-27,-0.9276
2019-11-06,14.2322
2020-01-10,58.572
2020-01-14,-40.6
2020-03-02,10.1768
2020-03-05,0.0
2020-03-06,0.0
2020-03-10,0.0
2020-03-12,-8.0
2020-03-13,-4.3478
2020-03-24,0.0
2020-03-25,0.0
2020-03-31,-2.7273
2020-04-01,-2.8037
2020-04-16,3.3654
2020-04-22,0.0
2020-05-05,0.0
2020-05-08,-0.4651
2020-05-18,6.5421
2020-06-22,0.0
2020-07-10,1.3784
