ticker,NGM US Equity
2019-08-23,-0.7424
2019-08-26,1.3809
2019-08-27,-4.1998
2019-08-28,-1.7772999999999999
2019-08-29,5.3076
2019-08-30,1.5464
2019-09-03,0.1692
2019-09-04,2.4212
2019-09-05,-7.7515
2019-09-06,-5.8999
2019-09-09,-0.57
2019-09-10,-5.2229
2019-09-11,4.0995
2019-09-12,2.4532
2019-09-13,-0.063
2019-09-16,-0.8197
2019-09-17,2.3522
2019-09-18,-1.677
2019-09-19,3.0322
2019-09-20,1.2262
2019-09-23,0.1211
2019-09-24,-3.8717
2019-09-25,-0.8811
2019-09-26,-7.1429
2019-09-27,-4.6154
2019-09-30,-0.7168
2019-10-01,-3.1047
2019-10-02,-3.9493
2019-10-03,1.1637
2019-10-04,3.911
2019-10-07,-20.4428
2019-10-08,-7.2356
2019-10-09,3.3
2019-10-10,0.9681
2019-10-11,-2.2052
2019-10-14,0.6863
2019-10-15,-2.9211
2019-10-16,3.1093
2019-10-17,5.7393
2019-10-18,2.7599
2019-10-21,5.1925
2019-10-22,2.8085
2019-10-23,3.2285
2019-10-24,3.2077
2019-10-25,2.9526
2019-10-28,-0.9057
2019-10-29,-1.5232
2019-10-30,4.6404
2019-10-31,-4.139
2019-11-01,3.4695
2019-11-04,-8.4948
2019-11-05,3.1759
2019-11-06,2.6835
2019-11-07,-1.3067
2019-11-08,-1.4019
2019-11-11,1.2638
2019-11-12,1.4041000000000001
2019-11-13,-0.3846
2019-11-14,9.2664
2019-11-15,2.7561999999999998
2019-11-18,-4.7455
2019-11-19,4.9818999999999996
2019-11-20,1.238
2019-11-21,-2.6494999999999997
2019-11-22,4.7453
2019-11-25,4.2638
2019-11-26,2.492
2019-11-27,2.0574
2019-11-29,0.672
2019-12-02,6.1893
2019-12-03,-1.4857
2019-12-04,-2.6682
2019-12-05,-1.1919
2019-12-06,3.5585
2019-12-09,-3.0868
2019-12-10,5.1683
2019-12-11,-1.6
2019-12-12,6.2718
2019-12-13,2.0219
2019-12-16,-2.8923
2019-12-17,3.144
2019-12-18,3.0481
2019-12-19,-3.0618
2019-12-20,2.5696
2019-12-23,0.0
2019-12-24,5.8455
2019-12-26,-3.501
2019-12-27,-5.5697
2019-12-30,0.5411
2019-12-31,-0.4844
2020-01-02,1.8929
2020-01-03,-2.8662
2020-01-06,0.3825
2020-01-07,-0.0544
2020-01-08,-3.3224
2020-01-09,1.2394
2020-01-10,5.5648
2020-01-13,-0.1054
2020-01-14,1.6886999999999999
2020-01-15,1.2455
2020-01-16,-2.6653000000000002
2020-01-17,-0.4739
2020-01-21,-2.5397
2020-01-22,-1.7915
2020-01-23,1.7137
2020-01-24,-5.163
2020-01-27,2.8653
2020-01-28,-1.1699
2020-01-29,-4.1714
2020-01-30,-2.8235
2020-01-31,-2.1186
2020-02-03,5.0711
2020-02-04,-3.0606
2020-02-05,-3.8251
2020-02-06,0.0
2020-02-07,-0.5682
2020-02-10,-1.7778
2020-02-11,4.9774
2020-02-12,1.17
2020-02-13,-1.4607
2020-02-14,3.5825
2020-02-18,-3.3393
2020-02-19,3.2079
2020-02-20,-2.9289
2020-02-21,-0.3079
2020-02-24,16.5534
2020-02-25,-10.0424
2020-02-26,7.0398
2020-02-27,-2.6968
2020-02-28,2.0362
2020-03-02,-0.9978
2020-03-03,1.3437999999999999
2020-03-04,0.7182
2020-03-05,-0.2194
2020-03-06,1.7042000000000002
2020-03-09,-3.8919
2020-03-10,-9.1676
2020-03-11,-4.9536
2020-03-12,-18.3062
2020-03-13,9.0112
2020-03-16,-13.0212
2020-03-17,-6.0555
2020-03-18,-10.4745
2020-03-19,13.0
2020-03-20,3.1858
2020-03-23,1.0292
2020-03-24,11.0357
2020-03-25,1.9113
2020-03-26,5.0263
2020-03-27,-6.5714
2020-03-30,0.9174
2020-03-31,-6.5908999999999995
2020-04-01,-2.9196999999999997
2020-04-02,6.7669
2020-04-03,-2.5822000000000003
2020-04-06,7.6305
2020-04-07,5.8955
2020-04-08,5.9901
2020-04-09,1.5293
2020-04-13,-2.2921
2020-04-14,8.6461
2020-04-15,-5.9223
2020-04-16,1.377
2020-04-17,-0.3881
2020-04-20,0.6494
2020-04-21,1.5484
2020-04-22,1.9695
2020-04-23,2.4922
2020-04-24,6.6261
2020-04-27,4.1049
2020-04-28,-0.4381
2020-04-29,0.385
2020-04-30,0.0548
2020-05-01,-8.6528
2020-05-04,2.5779
2020-05-05,4.5587
2020-05-06,12.3533
2020-05-07,1.5423
2020-05-08,5.8795
2020-05-11,2.7765
2020-05-12,-1.1706
2020-05-13,-2.4601
2020-05-14,1.7282
2020-05-15,1.3774
2020-05-18,-2.8533
2020-05-19,-6.1538
2020-05-20,1.1923
2020-05-21,1.6691
2020-05-22,-2.366
2020-05-26,2.1266
2020-05-27,-1.7433
2020-05-28,0.5421
2020-05-29,-3.2843
2020-06-01,-0.7603
2020-06-02,4.0347
2020-06-03,0.1473
2020-06-04,-4.6078
2020-06-05,6.1665
2020-06-08,5.5663
2020-06-09,-1.238
2020-06-10,0.4643
2020-06-11,-2.8189
2020-06-12,-1.5692
2020-06-15,4.2512
2020-06-16,0.8804
2020-06-17,7.8088999999999995
2020-06-18,-4.0477
2020-06-19,-2.7087
2020-06-22,4.2903
2020-06-23,-2.1007
2020-06-24,-1.0729
2020-06-25,3.5246
2020-06-26,-2.357
2020-06-29,-12.4721
2020-06-30,0.8172
2020-07-01,-1.925
2020-07-02,-0.8264
2020-07-06,-0.9896
2020-07-07,5.05
2020-07-08,-0.6009
2020-07-09,-2.8212
2020-07-10,-0.8294
2020-07-13,-5.541
2020-07-14,1.7709000000000001
2020-07-15,2.7732
2020-07-16,-0.1058
2020-07-17,1.589
2020-07-20,-0.4171
2020-07-21,-3.2461
2020-07-22,-2.1645
2020-07-23,-0.6637
2020-07-24,-0.2784
2020-07-27,2.2892
2020-07-28,-1.2555
2020-07-29,1.8795
2020-07-30,-0.2713
2020-07-31,-0.4897
