ticker,TOMDF US Equity
2019-07-02,1.087
2019-07-03,7.5269
2019-07-08,-4.0
2019-07-09,4.0833
2019-07-11,8.0865
2019-07-12,3.7037
2019-07-15,-3.5714
2019-07-16,3.7037
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,3.5714
2019-07-22,3.4483
2019-07-23,0.0
2019-07-24,6.6667
2019-07-25,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,3.125
2019-08-12,-3.0303
2019-08-13,0.0
2019-08-14,3.125
2019-08-15,-3.0303
2019-08-19,0.0313
2019-08-20,-3.1553
2019-08-21,3.2258
2019-08-22,-3.125
2019-08-23,-3.2258
2019-08-26,-5.0
2019-08-27,-12.2807
2019-08-28,8.0
2019-08-29,-7.4074
2019-08-30,4.0
2019-09-03,15.3846
2019-09-04,-16.6667
2019-09-06,0.0
2019-09-09,20.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,-3.9
2019-09-13,-4.6133
2019-09-16,-1.8182
2019-09-17,0.0
2019-09-18,-1.8519
2019-09-19,-6.0377
2019-09-20,6.4257
2019-09-23,1.8868
2019-09-24,-3.7037
2019-09-25,-3.8462
2019-09-26,-26.0
2019-09-27,8.1081
2019-09-30,2.5
2019-10-01,0.0
2019-10-02,-11.9512
2019-10-03,10.526299999999999
2019-10-04,-19.7995
2019-10-07,0.0
2019-10-08,-18.75
2019-10-09,-15.3846
2019-10-10,0.0
2019-10-11,-9.0909
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,90.0
2019-10-17,-47.3684
2019-10-18,0.0
2019-10-21,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,30.0
2019-11-01,27.7385
2019-11-04,2.3726
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,-5.2941
2019-11-08,-0.6211
2019-11-11,0.0
2019-11-12,6.25
2019-11-13,5.8824
2019-11-14,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,-22.7778
2019-11-20,15.1079
2019-11-21,-10.625
2019-11-25,-4.1958
2019-11-26,16.7883
2019-11-29,0.0
2019-12-02,0.0
2019-12-03,-6.25
2019-12-04,-20.0
2019-12-05,-16.6667
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,20.0
2019-12-11,-41.6667
2019-12-12,-7.1429
2019-12-13,-7.6923
2019-12-16,-0.1667
2019-12-17,-16.5275
2019-12-18,0.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-27,-20.0
2019-12-30,25.0
2019-12-31,-20.0
2020-01-02,25.0
2020-01-03,-10.0
2020-01-06,11.1111
2020-01-07,-20.0
2020-01-08,0.0
2020-01-09,25.0
2020-01-10,20.0
2020-01-13,33.3333
2020-01-14,-18.75
2020-01-15,-23.0769
2020-01-16,-6.0
2020-01-17,-25.5319
2020-01-21,-2.8571
2020-01-22,-11.7647
2020-01-23,0.0
2020-01-24,16.6667
2020-01-27,-14.2857
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,-13.6667
2020-02-03,-3.4749
2020-02-04,-12.0
2020-02-05,-9.0909
2020-02-06,50.0
2020-02-07,0.0
2020-02-10,33.3333
2020-02-11,-25.25
2020-02-12,26.087
2020-02-13,-20.6897
2020-02-14,33.7793
2020-02-18,-12.5
2020-02-19,-2.8571
2020-02-20,17.647100000000002
2020-02-21,-30.0
2020-02-24,-26.7857
2020-02-25,46.3415
2020-02-26,-23.3333
2020-02-27,8.2609
2020-02-28,20.4819
2020-03-02,0.0
2020-03-03,66.6667
2020-03-04,-5.0
2020-03-05,51.5789
2020-03-06,-2.7778
2020-03-09,7.1429
2020-03-10,-26.6667
2020-03-11,-9.2727
2020-03-12,-19.8397
2020-03-13,-0.25
2020-03-16,0.2506
2020-03-17,61.75
2020-03-18,-7.4189
2020-03-19,180.4674
2020-03-20,-35.7143
2020-03-23,-2.7778
2020-03-24,-9.5238
2020-03-25,-10.6316
2020-03-26,-17.4323
2020-03-27,7.1327
2020-03-30,19.1744
2020-03-31,2.2346
2020-04-01,-12.5683
2020-04-02,2.375
2020-04-03,-3.6630000000000003
2020-04-06,-8.7452
2020-04-07,0.0
2020-04-08,-2.7778
2020-04-09,11.4286
2020-04-13,11.538499999999999
2020-04-14,-6.7816
2020-04-15,51.6646
2020-04-16,-13.8211
2020-04-17,-6.6038
2020-04-20,-2.2222
2020-04-21,2.2727
2020-04-22,-6.0606
2020-04-23,-9.6774
2020-04-24,2.3810000000000002
2020-04-27,4.5349
2020-04-28,-3.2258
2020-04-29,-2.2989
2020-04-30,-4.7059
2020-05-01,-1.358
2020-05-04,-17.0213
2020-05-05,4.0724
2020-05-06,0.0
2020-05-07,-1.4493
2020-05-08,-5.8824
2020-05-11,4.6875
2020-05-12,-2.9851
2020-05-13,-7.6923
2020-05-14,-5.0
2020-05-15,0.7018
2020-05-18,17.5087
2020-05-19,0.8154
2020-05-20,12.5
2020-05-21,-7.1895
2020-05-22,-5.6338
2020-05-26,4.4776
2020-05-27,-14.2857
2020-05-28,-0.9167
2020-05-29,0.9251
2020-06-01,-3.3333
2020-06-02,3.2759
2020-06-03,-4.8414
2020-06-04,4.2105
2020-06-05,1.0101
2020-06-08,-6.6667
2020-06-09,-9.8214
2020-06-10,-0.9901
2020-06-11,-10.0
2020-06-12,2.6667
2020-06-15,10.3896
2020-06-16,6.8627
2020-06-17,-6.2385
2020-06-18,1.7612999999999999
2020-06-19,7.6923
2020-06-22,1.7856999999999998
2020-06-23,-4.9561
2020-06-24,-5.8606
2020-06-25,-1.9607999999999999
2020-06-26,0.0
2020-06-29,13.0
2020-06-30,-2.6549
2020-07-01,-9.0909
2020-07-02,2.0
2020-07-06,4.902
2020-07-07,-6.5421
2020-07-08,14.0
2020-07-09,-10.526299999999999
2020-07-10,12.7451
2020-07-13,21.7391
2020-07-14,28.4286
2020-07-15,5.5617
2020-07-16,45.9431
2020-07-17,-9.7473
2020-07-20,-3.2
2020-07-21,-9.0909
2020-07-22,-9.0909
2020-07-23,-5.0
2020-07-24,-11.5789
2020-07-27,7.1429
2020-07-28,0.0
2020-07-29,5.5556
2020-07-30,-2.1053
2020-07-31,-8.6022
