ticker,RMBI US Equity
2019-11-22,-1.2328999999999999
2019-11-25,2.2191
2019-11-26,-1.1533
2019-11-27,0.5491
2019-11-29,-0.9556
2019-12-02,-0.0689
2019-12-03,-0.2759
2019-12-04,0.2766
2019-12-05,0.2069
2019-12-06,2.2023
2019-12-09,0.1347
2019-12-10,0.6725
2019-12-11,-0.1336
2019-12-12,1.3378
2019-12-13,1.3860999999999999
2019-12-16,0.1953
2019-12-17,-0.065
2019-12-18,0.7152
2019-12-19,0.9684
2019-12-20,-0.4476
2019-12-23,-0.8992
2019-12-24,-0.1944
2019-12-26,1.2987
2019-12-27,0.9615
2019-12-30,1.1429
2019-12-31,0.1883
2020-01-02,-0.5013
2020-01-03,-0.3778
2020-01-06,-0.1896
2020-01-07,-1.3933
2020-01-08,0.0
2020-01-09,-0.7065
2020-01-10,-1.8111000000000002
2020-01-13,-0.0659
2020-01-14,-0.857
2020-01-15,-1.1968
2020-01-16,0.0673
2020-01-17,0.8742
2020-01-21,1.8
2020-01-22,0.7204
2020-01-23,-0.3251
2020-01-24,-0.0652
2020-01-27,-0.4569
2020-01-28,0.2623
2020-01-29,-0.7194
2020-01-30,0.7905
2020-01-31,-0.5882
2020-02-03,0.1315
2020-02-04,-0.394
2020-02-05,0.4614
2020-02-06,-0.1969
2020-02-07,-0.1972
2020-02-10,0.2635
2020-02-11,0.1314
2020-02-12,0.2625
2020-02-13,-0.1963
2020-02-14,-0.5902
2020-02-18,-0.1319
2020-02-19,0.0
2020-02-20,-0.3303
2020-02-21,0.0663
2020-02-24,-1.9868000000000001
2020-02-25,-0.8784
2020-02-26,-4.4308
2020-02-27,-3.3524
2020-02-28,-0.738
2020-03-02,1.2639
2020-03-03,-0.9545
2020-03-04,0.0741
2020-03-05,-3.5556
2020-03-06,-0.5376
2020-03-09,-9.3436
2020-03-10,0.4259
2020-03-11,-3.3079
2020-03-12,-6.0526
2020-03-13,9.2437
2020-03-16,-8.547
2020-03-17,2.8037
2020-03-18,-11.9091
2020-03-19,2.1672
2020-03-20,0.7071
2020-03-23,-6.7202
2020-03-24,10.3226
2020-03-25,-0.6823
2020-03-26,3.5329
2020-03-27,-3.7915
2020-03-30,0.0985
2020-03-31,0.3937
2020-04-01,-6.3725
2020-04-02,3.5602
2020-04-03,-6.9767
2020-04-06,3.0435
2020-04-07,1.3713
2020-04-08,3.642
2020-04-09,1.1044
2020-04-13,-3.9722
2020-04-14,-0.4137
2020-04-15,-0.2077
2020-04-16,-2.3933
2020-04-17,5.1173
2020-04-20,-3.7525
2020-04-21,0.4215
2020-04-22,-4.1973
2020-04-23,1.7525
2020-04-24,3.3369
2020-04-27,6.25
2020-04-28,-0.2941
2020-04-29,8.1613
2020-04-30,-2.9091
2020-05-01,-2.5281000000000002
2020-05-04,3.4582
2020-05-05,-4.1783
2020-05-06,-1.1628
2020-05-07,4.2157
2020-05-08,1.8815
2020-05-11,-4.8938
2020-05-12,-1.7476
2020-05-13,-3.2609
2020-05-14,1.8386
2020-05-15,1.3039
2020-05-18,4.2574
2020-05-19,-4.3685
2020-05-20,2.284
2020-05-21,-0.5825
2020-05-22,3.9063
2020-05-26,3.5714
2020-05-27,5.1724
2020-05-28,-0.8628
2020-05-29,-3.2202
2020-06-01,-0.8993
2020-06-02,2.2686
2020-06-03,5.0577
2020-06-04,-4.3257
2020-06-05,8.422
2020-06-08,-4.4971
2020-06-09,0.9418
2020-06-10,-1.6964000000000001
2020-06-11,-3.4513
2020-06-12,-1.0724
2020-06-15,0.271
2020-06-16,3.1532
2020-06-17,-1.4847000000000001
2020-06-18,-0.8865
2020-06-19,3.3989
2020-06-22,0.0865
2020-06-23,-3.3708
2020-06-24,-0.5367
2020-06-25,1.3489
2020-06-26,1.1535
2020-06-29,-1.9298
2020-06-30,0.5367
2020-07-01,-1.9573
2020-07-02,0.1815
2020-07-06,-0.8152
2020-07-07,-1.0046
2020-07-08,-1.5683
2020-07-09,1.2184
2020-07-10,5.0926
2020-07-13,-2.2907
2020-07-14,-0.3607
2020-07-15,2.9864
2020-07-16,0.7909
2020-07-17,-0.4359
2020-07-20,-1.3135
2020-07-21,0.7098
2020-07-22,0.0
2020-07-23,-0.6167
2020-07-24,0.1773
2020-07-27,0.885
2020-07-28,0.1754
2020-07-29,0.2627
2020-07-30,0.3493
2020-07-31,0.3481
