ticker,ATIF US Equity
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,-4.4828
2019-09-30,4.3321
2019-10-01,-2.7682
2019-10-02,1.0676
2019-10-03,-4.2254
2019-10-04,-0.3676
2019-10-07,1.476
2019-10-08,-0.3636
2019-10-09,1.0949
2019-10-10,-2.1661
2019-10-11,2.214
2019-10-14,-1.8051
2019-10-15,4.4118
2019-10-16,-1.4085
2019-10-17,-1.4285999999999999
2019-10-18,1.087
2019-10-21,-1.0753
2019-10-22,1.8115999999999999
2019-10-23,-2.4911
2019-10-24,1.4599
2019-10-25,-0.7194
2019-10-28,-0.7246
2019-10-29,0.7299
2019-10-30,1.8115999999999999
2019-10-31,-1.7793999999999999
2019-11-01,-0.7246
2019-11-04,3.2847
2019-11-05,-1.4134
2019-11-06,-1.4337
2019-11-07,1.4545
2019-11-08,-2.1505
2019-11-11,1.4652
2019-11-12,-1.444
2019-11-13,2.5641
2019-11-14,-1.7856999999999998
2019-11-15,1.0909
2019-11-18,-1.7986
2019-11-19,1.4652
2019-11-20,1.083
2019-11-21,-1.2429000000000001
2019-11-22,-1.2730000000000001
2019-11-25,0.0
2019-11-26,1.0989
2019-11-27,0.5435
2019-11-29,-1.982
2019-12-02,1.1029
2019-12-03,1.8182
2019-12-04,-1.0679
2019-12-05,-1.4476
2019-12-06,-0.3663
2019-12-09,-4.4118
2019-12-10,-2.3077
2019-12-11,-2.9843
2019-12-12,-5.446
2019-12-13,0.8584
2019-12-16,0.0
2019-12-17,-3.7744999999999997
2019-12-18,-3.5953
2019-12-19,-0.4587
2019-12-20,-3.2258
2019-12-23,-8.0952
2019-12-24,13.456
2019-12-26,-9.1245
2019-12-27,3.0203
2019-12-30,3.4146
2019-12-31,-8.0189
2020-01-02,-1.0256
2020-01-03,-1.6061999999999999
2020-01-06,-2.5803000000000003
2020-01-07,4.8486
2020-01-08,-4.6244
2020-01-09,-1.6216
2020-01-10,-2.1978
2020-01-13,13.4607
2020-01-14,-7.1598
2020-01-15,-2.9333
2020-01-16,1.6484
2020-01-17,-1.0811
2020-01-21,0.0055
2020-01-22,4.9123
2020-01-23,-3.6458
2020-01-24,2.1622
2020-01-27,0.0
2020-01-28,0.5291
2020-01-29,21.5789
2020-01-30,-6.4935
2020-01-31,-13.8843
2020-02-03,-2.1558
2020-02-04,-2.1978
2020-02-05,-1.1236
2020-02-06,0.5682
2020-02-07,-2.8192
2020-02-10,0.5755
2020-02-11,1.1561
2020-02-12,-13.1429
2020-02-13,5.2632
2020-02-14,11.25
2020-02-18,7.8652
2020-02-19,-5.2083
2020-02-20,3.2967
2020-02-21,-0.5319
2020-02-24,-2.6738
2020-02-25,3.2967
2020-02-26,-2.6596
2020-02-27,3.2787
2020-02-28,21.6931
2020-03-02,-14.3478
2020-03-03,6.599
2020-03-04,3.3333
2020-03-05,-0.4654
2020-03-06,-5.0882
2020-03-09,-10.2439
2020-03-10,5.9783
2020-03-11,-2.0462
2020-03-12,-1.5758
2020-03-13,2.6649000000000003
2020-03-16,-2.5957
2020-03-17,-0.516
2020-03-18,-8.5708
2020-03-19,7.0175
2020-03-20,-0.5464
2020-03-23,-2.7143
2020-03-24,-3.9873
2020-03-25,-1.7647
2020-03-26,0.5988
2020-03-27,1.1905000000000001
2020-03-30,-0.5882
2020-03-31,2.3669000000000002
2020-04-01,2.8902
2020-04-02,-5.0562
2020-04-03,-4.142
2020-04-06,4.9383
2020-04-07,1.1764999999999999
2020-04-08,-2.907
2020-04-09,-7.1856
2020-04-13,-1.9355
2020-04-14,1.0263
2020-04-15,-1.6606
2020-04-16,26.4817
2020-04-17,18.3246
2020-04-20,-15.4867
2020-04-21,-8.9005
2020-04-22,21.8391
2020-04-23,-8.0189
2020-04-24,-3.5897
2020-04-27,0.0
2020-04-28,3.7234
2020-04-29,-3.5897
2020-04-30,-6.383
2020-05-01,0.5682
2020-05-04,-2.8249
2020-05-05,-2.907
2020-05-06,1.1976
2020-05-07,1.1834
2020-05-08,1.1696
2020-05-11,4.0462
2020-05-12,-2.7778
2020-05-13,-3.4286
2020-05-14,0.5917
2020-05-15,1.1764999999999999
2020-05-18,0.0
2020-05-19,11.6279
2020-05-20,6.7708
2020-05-21,-12.6829
2020-05-22,5.0279
2020-05-26,-7.4468
2020-05-27,1.2701
2020-05-28,0.7548
2020-05-29,-0.8674
2020-06-01,7.9545
2020-06-02,1.5789
2020-06-03,-3.1088
2020-06-04,2.6738
2020-06-05,0.5208
2020-06-08,3.6269
2020-06-09,1.5
2020-06-10,5.1724
2020-06-11,-7.26
2020-06-12,9.596
2020-06-15,-11.0599
2020-06-16,-2.0725
2020-06-17,5.2857
2020-06-18,3.5228
2020-06-19,0.9709
2020-06-22,-1.4423
2020-06-23,-2.439
2020-06-24,-2.0
2020-06-25,-2.551
2020-06-26,-0.5236
2020-06-29,-3.1579
2020-06-30,2.7174
2020-07-01,0.0
2020-07-02,1.3228
2020-07-06,2.3499
2020-07-07,-3.0612
2020-07-08,-1.5789
2020-07-09,-1.0695000000000001
2020-07-10,2.1622
2020-07-13,-3.7037
2020-07-14,-3.2967
2020-07-15,6.25
2020-07-16,0.5348
2020-07-17,0.0
2020-07-20,-0.5319
2020-07-21,-1.6042999999999998
2020-07-22,1.6303999999999998
2020-07-23,-4.2781
2020-07-24,-0.5587
2020-07-27,-6.7416
2020-07-28,1.5904
2020-07-29,0.2135
2020-07-30,-0.5917
2020-07-31,-1.7856999999999998
