ticker,BCDI US Equity
2010-09-15,14.1176
2010-09-16,-32.9897
2010-09-17,50.7692
2010-09-24,-8.1633
2010-09-28,8.8889
2010-10-07,-47.9592
2010-10-08,76.4706
2010-10-13,-6.6667
2010-10-14,0.0
2010-10-18,4.7619
2010-10-19,-14.7727
2010-10-20,-13.3333
2010-10-21,0.0
2010-10-25,0.0
2010-10-26,30.7692
2010-11-09,-17.647100000000002
2010-11-11,0.0
2010-11-17,21.4286
2010-11-19,-17.647100000000002
2010-11-22,-4.2857
2010-11-23,-8.9552
2010-11-29,0.0
2010-11-30,6.5574
2010-12-01,-7.6923
2010-12-02,0.0
2010-12-06,0.0
2010-12-09,8.3333
2010-12-10,0.0
2010-12-13,7.6923
2010-12-14,-1.4285999999999999
2010-12-17,4.3478
2010-12-20,-2.7778
2010-12-21,5.7143
2010-12-22,-4.3243
2010-12-23,5.9322
2010-12-27,-6.6667
2010-12-28,0.0
2010-12-29,0.7143
2011-01-03,0.0
2011-01-05,13.4752
2011-01-06,-0.125
2011-01-10,-11.1389
2011-01-11,12.6761
2011-01-12,-0.125
2011-01-13,0.1252
2011-01-18,-0.125
2011-01-19,0.1252
2011-01-20,0.0
2011-01-21,-0.125
2011-01-24,0.0
2011-01-25,0.1252
2011-01-26,0.0
2011-01-28,-7.5
2011-01-31,21.6216
2011-02-01,4.4444
2011-02-02,1.0638
2011-02-03,6.3158
2011-02-04,8.9109
2011-02-07,0.9091
2011-02-08,-4.5045
2011-02-09,-1.8868
2011-02-10,0.0
2011-02-11,0.0
2011-02-14,-5.7692
2011-02-15,6.1224
2011-02-16,0.0
2011-02-17,-0.9615
2011-02-18,0.0
2011-02-22,-2.9126
2011-02-23,-5.0
2011-02-24,4.2105
2011-02-25,-8.0808
2011-02-28,4.3956
2011-03-01,-7.3684
2011-03-02,-7.9545
2011-03-03,6.1728
2011-03-04,-6.9767
2011-03-07,0.0
2011-03-08,-7.5
2011-03-09,-2.7027
2011-03-10,-9.7222
2011-03-11,-7.6923
2011-03-14,8.3333
2011-03-15,-4.6154
2011-03-16,-9.6774
2011-03-17,7.1429
2011-03-18,-1.6667
2011-03-21,-1.6949
2011-03-22,-8.6207
2011-03-24,7.5472
2011-03-25,0.0
2011-03-28,-12.2807
2011-03-29,18.0
2011-03-30,-15.2542
2011-03-31,20.0
2011-04-01,0.0
2011-04-04,3.3333
2011-04-05,-8.0645
2011-04-06,12.2807
2011-04-07,4.6875
2011-04-08,-1.4925
2011-04-11,3.0303
2011-04-12,1.4706000000000001
2011-04-13,7.2464
2011-04-14,-5.4054
2011-04-15,-1.4285999999999999
2011-04-18,-5.7971
2011-04-19,10.7692
2011-04-20,-6.9444
2011-04-21,-25.2239
2011-04-25,11.7764
2011-04-26,5.3571
2011-04-27,-8.4746
2011-04-28,0.0
2011-04-29,-5.5556
2011-05-02,-11.7647
2011-05-03,11.1111
2011-05-04,0.0
2011-05-06,-4.0
2011-05-09,-6.25
2011-05-10,-33.3333
2011-05-11,10.0
2011-05-12,-12.1212
2011-05-13,3.4483
2011-05-16,-3.3333
2011-05-17,-13.7931
2011-05-18,16.0
2011-05-19,-3.4483
2011-05-20,0.0
2011-05-23,-10.7143
2011-05-24,0.0
2011-05-25,40.0
2011-05-26,8.5714
2011-05-31,-2.6316
2011-06-01,-18.9189
2011-06-02,0.0
2011-06-03,0.0
2011-06-06,-3.3333
2011-06-07,-3.1034
2011-06-09,-0.3559
2011-06-10,0.3571
2011-06-13,-7.4733
2011-06-14,11.538499999999999
2011-06-15,-13.7931
2011-06-16,20.0
2011-06-17,0.0
2011-06-20,30.0
2011-06-21,-10.2564
2011-06-23,-40.0
2011-06-24,19.0476
2011-06-27,0.0
2011-06-29,0.0
2011-06-30,-16.0
2011-07-01,-9.5238
2011-07-11,31.5789
2011-07-12,4.0
2011-07-13,-3.8462
2011-07-14,0.0
2011-07-15,20.0
2011-07-18,10.0
2011-07-19,-6.0606
2011-07-20,-6.4516
2011-07-21,-34.4828
2011-07-22,0.0
2011-07-26,0.0
2011-07-28,0.0
2011-07-29,-26.3158
2011-08-01,0.0
2011-08-02,42.8571
2011-08-04,-5.0
2011-08-09,-26.3158
2011-08-10,-14.2857
2011-08-11,40.8333
2011-08-16,-28.9941
2011-08-17,-58.3333
2011-08-18,260.0
2011-08-19,0.0
2011-08-23,-16.6667
2011-08-25,0.0
2011-08-26,26.6667
2011-08-29,-5.2632
2011-08-30,-2.7778
2011-08-31,-28.5714
2011-09-08,36.0
2011-09-09,-29.4118
2011-09-13,-25.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,0.0
2011-09-19,0.0
2011-09-22,-44.4444
2011-09-23,0.0
2011-09-26,100.0
2011-09-28,0.0
2011-09-29,39.0
2011-09-30,7.9137
2011-10-03,20.0
2011-10-11,0.0
2011-10-12,-27.7778
2011-10-14,-15.3846
2011-10-18,72.7273
2011-10-21,-21.0526
2011-10-24,0.0
2011-10-25,0.0
2011-11-01,0.0
2011-11-03,0.0
2011-11-08,0.0
2011-11-10,0.0
2011-11-14,-13.3333
2011-11-15,0.0
2011-11-18,0.0
2011-11-28,-7.6923
2011-11-29,0.0
2011-12-07,8.3333
2011-12-09,-7.6923
2011-12-13,0.0
2011-12-19,-20.8333
2011-12-20,0.0
2011-12-22,10.526299999999999
2011-12-23,-9.5238
2011-12-27,0.0
2011-12-28,0.0
2011-12-30,0.0
2012-01-04,0.0
2012-01-05,-57.8947
2012-01-06,125.0
2012-01-11,-61.1111
2012-01-12,0.0
2012-01-23,42.8571
2012-01-31,0.0
2012-02-01,0.0
2012-02-02,0.0
2012-02-07,0.0
2012-02-09,0.0
2012-02-15,40.0
2012-02-16,42.8571
2012-02-17,0.0
2012-02-24,40.0
2012-02-27,28.5714
2012-02-28,0.0
2012-03-09,-88.8889
2012-03-28,50.0
2012-04-02,233.3333
2012-04-03,0.0
2012-04-04,-70.0
2012-04-12,0.0
2012-05-07,633.3333
2012-05-08,9.0909
2012-05-09,-83.3333
2012-05-24,0.0
2012-05-25,50.0
2012-06-05,-33.3333
2012-06-06,0.0
2012-06-15,25.0
2012-07-06,20.0
2012-07-09,0.0
2012-07-13,0.0
2012-07-16,66.6667
2012-08-01,-60.0
2012-08-03,236.25
2012-08-09,-18.2156
2012-08-21,0.0
2012-08-31,0.0
2012-09-07,-13.6364
2012-09-10,0.0
2012-09-11,-5.2632
2012-10-02,-11.1111
2012-10-09,35.0
2012-10-17,-16.6667
2012-11-15,-33.3333
2012-11-30,-33.3333
2012-12-03,25.0
2012-12-05,0.0
2012-12-17,20.0
2013-01-04,33.3333
2013-02-06,-25.0
2013-03-07,-98.3333
2013-03-08,312.5
2013-03-11,21.2121
2013-03-12,-16.25
2013-03-13,0.0
2013-03-21,19.403
2013-04-04,-30.0
2013-04-05,0.0
2013-04-09,0.0
2013-04-22,3.5714
2013-04-29,0.0
2013-05-06,0.0
2013-06-06,0.0
2013-07-03,0.0
2013-07-25,0.0
2013-08-05,0.0
2013-08-23,0.0
2013-09-16,0.0
2013-10-03,-3.4483
2013-10-31,14.2857
2013-11-12,145.3125
2013-11-19,-94.9045
2013-11-27,637.5
2013-12-03,0.0
2013-12-04,35.5932
2013-12-10,-23.75
2013-12-16,0.0
2013-12-23,4.918
2014-01-03,125.0
2014-01-06,-55.5556
2014-01-15,0.0
2014-01-21,0.0
2014-02-14,0.0
2014-02-19,0.0
2014-03-19,117.1875
2014-04-29,3.5971
2014-05-05,-55.5556
2014-05-19,0.0
2014-05-22,0.0
2014-05-23,-12.5
2014-06-06,0.0
2014-06-13,0.0
2014-06-17,0.0
2014-06-19,39.2857
2014-06-23,-17.9487
2014-07-09,0.0
2014-07-10,0.0
2014-09-02,-12.5
2014-09-15,0.0
2014-10-07,0.0
2014-10-29,0.0
2014-11-12,0.0
2014-11-19,0.0
2014-12-04,-19.6429
2014-12-19,0.0
2014-12-30,0.0
2015-01-20,0.0
2015-01-29,0.0
2015-11-03,-64.4444
2016-04-13,0.0
2016-07-15,0.0
2017-01-09,-87.5
2017-02-27,0.0
2017-02-28,7900.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-29,0.0
2017-06-09,-99.0
2017-07-10,-90.0
2017-11-08,900.0
2017-12-19,0.0
2018-01-03,0.0
2018-01-09,0.0
2018-03-12,0.0
2018-05-18,0.0
2018-09-12,0.0
2018-12-12,0.0
2018-12-13,0.0
2018-12-17,0.0
2019-01-08,0.0
2019-01-31,0.0
2019-03-04,4900.0
2019-04-24,0.0
2019-05-15,-99.98
2019-09-17,0.0
2019-11-07,9900.0
2019-11-25,0.0
2019-12-23,0.0
2019-12-31,0.0
