ticker,ZDEC US Equity
2015-09-04,-13.8462
2015-09-08,-23.2143
2015-09-09,4.6512
2015-09-15,-8.8889
2015-09-16,0.0
2015-09-29,24.3902
2015-09-30,-1.9607999999999999
2015-10-01,-20.0
2015-10-02,0.0
2015-10-05,0.0
2015-10-06,-5.0
2015-10-07,5.2632
2015-10-08,-5.0
2015-10-09,0.0
2015-10-13,5.2632
2015-10-16,0.0
2015-10-22,-0.0313
2015-10-23,0.0313
2015-10-30,0.0
2015-11-13,-0.0313
2015-12-09,0.0313
2015-12-11,-50.0
2015-12-16,0.0
2015-12-17,81.0
2015-12-18,0.0
2015-12-21,10.4972
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2016-01-22,-31.25
2016-01-26,9.0909
2016-01-27,-8.3333
2016-01-28,-25.8182
2016-01-29,-1.9607999999999999
2016-02-05,-75.4375
2016-02-08,1.7812000000000001
2016-02-11,-20.0
2016-02-12,0.0
2016-02-16,350.0
2016-02-17,-44.4444
2016-02-22,-50.0
2016-02-23,-20.0
2016-02-29,25.0
2016-03-02,0.0
2016-03-23,-30.0
2016-05-02,14.2857
2016-05-04,1.25
2016-05-11,-1.2346
2016-05-17,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-08-30,0.0
2016-11-16,25.0
2016-11-22,0.0
2016-12-12,0.0
2017-02-15,20.0
2017-02-17,-33.3333
2017-04-07,2.5
2017-06-01,-2.439
2017-06-12,-25.0
2017-07-03,33.3333
2017-07-24,-25.0
2017-07-25,-33.3333
2017-09-06,95.0
2017-10-10,0.0
2017-10-13,-74.359
2017-10-31,100.0
2017-12-07,-50.0
2017-12-14,200.0
2017-12-18,-66.6667
2017-12-19,200.0
2017-12-21,-66.6667
2017-12-28,1.0
2018-01-04,197.0297
2018-01-08,0.0
2018-01-11,0.0
2018-02-06,-66.6667
2018-03-19,0.0
2018-05-10,0.0
2018-05-15,-50.0
2018-06-04,90.0
2018-06-11,-73.6842
2018-07-13,104.0
2018-07-16,25.4902
2018-07-17,7.8125
2018-07-23,-55.0725
2018-07-30,29.0323
2018-08-01,-2.5
2018-08-24,143.5897
2018-09-05,-26.3158
2018-09-10,4.2857
2018-09-11,-4.1096
2018-11-01,0.0
2018-12-21,0.0
2019-01-08,-21.4286
2019-01-15,9.0909
2019-01-31,150.0
2019-02-20,-37.3333
2019-02-21,-55.3191
2019-02-26,7.1429
2019-04-12,322.2222
2019-04-15,-15.7895
2019-04-16,12.5
2019-04-23,-30.5556
2019-05-13,28.0
2019-05-14,-3.125
2019-05-15,3.2258
2019-05-17,-6.25
2019-05-22,33.3333
2019-05-23,50.0
2019-05-24,0.0
2019-05-29,0.0
2019-05-30,-33.3333
2019-06-03,-19.5
2019-06-26,7.764
2019-07-11,21.0375
2019-07-12,42.381
2019-07-15,-24.4147
2019-07-16,-6.6372
2019-07-17,-9.4787
2019-07-22,0.0
2019-07-23,43.9791
2019-07-25,9.0909
2019-07-26,0.0
2019-07-29,10.0
2019-07-30,7.5758
2019-07-31,-26.7606
2019-08-01,34.6154
2019-08-02,20.0
2019-08-05,0.0
2019-08-06,-2.3810000000000002
2019-08-09,-36.3415
2019-08-13,3.4483
2019-08-15,-43.3333
2019-08-16,-1.3072
2019-08-19,49.0066
2019-08-20,0.0
2019-08-21,33.3333
2019-08-27,-23.3333
2019-08-30,29.8261
2019-09-03,-33.3557
2019-09-05,45.7286
2019-09-23,-35.2241
2019-09-25,-9.5023
2019-09-26,70.0
2019-10-01,-48.0969
2019-10-03,6.6667
2019-10-07,13.125
2019-10-09,58.011
2019-11-04,89.1608
2019-11-05,94.085
2019-11-06,-23.9048
2019-11-07,-21.1514
2019-11-08,-6.3492
2019-11-11,-7.2881
2019-11-12,-17.7331
2019-11-13,-8.8889
2019-11-14,-2.439
2019-11-15,50.0
2019-11-18,-32.2
2019-11-19,-13.9626
2019-11-20,9.7857
2019-11-21,4.0989
2019-11-22,-25.0
2019-11-25,30.0
2019-11-26,0.0
2019-11-27,-2.8205
2019-12-03,-28.2322
2019-12-04,65.0735
2019-12-05,-7.461
2019-12-06,-22.4188
2019-12-09,-12.5174
2019-12-10,-6.383
2019-12-11,-12.8788
2019-12-12,-8.6957
2019-12-13,39.2857
2019-12-16,-24.7863
2019-12-17,26.5909
2019-12-19,8.6176
2019-12-20,-0.1653
2019-12-26,0.0
2019-12-27,-23.8411
2020-01-02,31.3043
2020-01-03,-23.8411
2020-01-06,8.6957
2020-01-07,-12.0
2020-01-13,15.2273
2020-01-15,-18.7377
2020-01-22,22.8155
2020-01-28,31.2253
2020-01-29,-4.8193
2020-02-04,0.3165
2020-02-05,1.2618
2020-02-07,24.6106
2020-02-11,-21.75
2020-02-12,-0.1597
2020-02-26,-3.36
2020-02-27,15.894
2020-02-28,-32.1429
2020-03-04,-1.6842000000000001
2020-03-10,1.4989
2020-03-16,-25.3165
2020-03-24,12.9944
2020-04-08,-29.0
2020-04-16,38.7324
2020-04-20,1.0152
2020-04-28,-17.3367
2020-05-08,-50.7599
2020-05-11,-35.8025
2020-05-14,-1.9231
2020-05-28,17.647100000000002
2020-06-02,0.0
2020-06-09,0.0
2020-06-18,27.5
2020-06-25,161.4379
2020-06-26,28.5
2020-06-29,-72.3735
2020-07-10,7.0423
2020-07-14,9.2105
2020-07-15,-2.4096
2020-07-16,0.0
2020-07-20,0.0
2020-07-21,-6.1728
2020-07-27,64.4737
