ticker,RCBC US Equity
2005-10-11,-2.6515
2005-10-14,2.7237
2006-01-05,2.2727
2006-01-06,0.3704
2006-01-10,-4.059
2006-01-12,0.0
2006-01-13,-1.5385
2006-01-17,1.5625
2006-01-18,0.0
2006-01-20,0.0
2006-01-24,0.0
2006-01-30,2.3077
2006-01-31,-2.2556
2006-02-03,0.0
2006-02-08,0.7692
2006-02-15,0.7634
2006-02-17,0.7576
2006-02-21,-0.7519
2006-02-22,0.7576
2006-02-24,-0.7519
2006-02-27,0.7576
2006-02-28,1.5038
2006-03-01,0.0
2006-03-03,0.0
2006-03-06,0.7407
2006-03-07,1.4706000000000001
2006-03-08,-1.4493
2006-03-09,1.4706000000000001
2006-03-13,-1.4493
2006-03-14,0.0
2006-03-16,2.9412000000000003
2006-03-17,-1.4285999999999999
2006-03-20,0.7246
2006-03-21,-1.4388
2006-03-23,1.4599
2006-03-27,-0.7194
2006-03-28,0.0
2006-04-06,0.7246
2006-04-17,2.1583
2006-04-18,-0.7042
2006-04-20,0.7092
2006-04-21,-1.2324
2006-04-27,-0.1783
2006-05-03,0.0
2006-05-04,0.7143
2006-05-05,-0.7092
2006-05-08,0.0
2006-05-09,0.0
2006-05-10,0.7143
2006-05-12,-0.7092
2006-05-19,0.7143
2006-05-24,-0.7092
2006-05-25,0.0
2006-05-30,-2.1429
2006-06-02,2.1898
2006-06-08,0.0
2006-06-14,0.0
2006-06-16,0.0
2006-06-19,0.0
2006-06-21,1.4285999999999999
2006-06-22,-0.7042
2006-06-28,-0.7092
2006-07-03,0.7143
2006-07-13,0.0
2006-08-04,-0.7092
2006-08-07,1.4285999999999999
2006-08-08,-1.0563
2006-08-30,1.7793999999999999
2006-09-25,1.3986
2006-10-06,-2.069
2006-12-05,2.1127
2007-01-08,0.069
2007-01-09,0.0
2007-01-10,0.0
2007-01-12,-0.6897
2007-01-17,0.6944
2007-02-05,2.7586
2007-02-06,0.0
2007-02-08,0.0
2007-02-09,1.3423
2007-02-12,-1.3245
2007-02-13,0.6711
2007-02-15,0.0
2007-02-21,0.0
2007-02-22,0.0
2007-02-26,-0.3333
2007-02-28,1.0033
2007-03-05,-0.6623
2007-03-06,1.3333
2007-03-07,0.0329
2007-03-08,-0.6906
2007-03-12,0.6623
2007-03-19,0.0
2007-03-21,0.8224
2007-03-22,-0.1631
2007-03-26,-0.3268
2007-03-29,-0.3279
2007-04-02,0.7895
2007-04-03,0.6527
2007-04-05,0.3567
2007-04-10,-0.4847
2007-04-11,0.6494
2007-04-17,0.0
2007-04-18,0.3226
2007-04-19,-0.9646
2007-05-07,0.065
2007-05-11,0.0
2007-05-14,0.0
2007-06-12,0.6494
2007-06-13,-0.6452
2007-06-14,0.0
2007-06-19,0.0
2007-06-27,0.0
2007-06-28,0.0
2007-07-17,-0.6494
2007-07-19,-0.6536
2007-07-27,-1.3158
2007-08-08,-8.6057
2007-08-16,-0.7299
2007-11-05,-0.6623
2007-12-18,-4.0741
2007-12-21,-4.2471
2007-12-26,-0.8065
2008-01-07,-0.813
2008-01-16,-2.459
2008-01-17,-5.8824
2008-01-22,3.5714
2008-01-24,-0.8621
2008-01-25,0.9565
2008-01-29,0.0
2008-01-31,0.0
2008-02-04,-1.7241
2008-02-13,-6.1404
2008-02-25,-1.5577
2008-02-26,-1.2658
2008-03-05,-0.4808
2008-03-06,0.4831
2008-03-07,-5.7692
2008-03-10,-3.8265000000000002
2008-03-11,-2.9177999999999997
2008-03-12,0.5464
2008-03-13,-0.2717
2008-03-17,-0.8174
2008-03-19,-3.2967
2008-04-01,2.2727
2008-04-03,5.5556
2008-04-15,-4.2105
2008-04-23,0.0
2008-04-30,0.0
2008-05-22,0.132
2008-05-23,-0.022
2008-05-27,0.0
2008-06-19,4.3956
2008-07-07,-9.473700000000001
2008-07-15,-0.1163
2008-07-22,0.1164
2008-07-23,1.1628
2008-08-01,3.5673
2008-08-11,0.0
2008-08-12,0.0
2008-09-15,0.0
2008-09-17,-2.2222
2008-10-23,-1.1364
2008-11-07,-7.9402
2008-11-13,-20.0
2008-11-14,-6.25
2008-11-19,0.0
2008-11-21,0.0
2008-11-24,0.0
2008-11-26,0.0
2008-11-28,0.0
2008-12-01,0.0
2008-12-02,0.0
2008-12-12,0.0
2008-12-15,0.0
2008-12-16,0.0
2009-01-16,0.0
2009-01-20,0.0
2009-01-22,0.0
2009-01-28,-38.3333
2009-01-30,0.271
2009-02-10,0.0
2009-03-09,-40.3784
2009-03-10,0.0907
2009-03-12,13.7681
2009-03-13,0.0
2009-03-16,79.1401
2009-03-17,0.0
2009-03-18,0.0
2009-03-25,0.2222
2009-03-26,-0.2217
2009-04-01,0.0
2009-04-07,-17.7778
2009-04-09,0.0
2009-04-21,0.0
2009-04-22,0.0
2009-04-29,13.5135
2009-05-01,-6.9212
2009-05-05,-0.3846
2009-05-06,0.3861
2009-05-07,0.0
2009-05-13,0.0
2009-06-18,-7.6923
2009-07-02,1.3889
2009-07-23,-6.8493
2009-08-04,5.4572
2009-08-11,11.8881
2009-08-13,12.5
2009-09-23,0.0
2009-10-27,-5.0
2009-11-03,0.8206
2009-11-05,0.0
2009-11-17,0.0
2009-11-20,0.0
2009-11-30,-4.5349
2009-12-01,-2.4361
2009-12-02,0.0
2009-12-03,0.0
2009-12-07,-5.1186
2009-12-08,5.2632
2010-01-05,0.0
2010-01-07,0.0
2010-01-14,1.25
2010-01-21,0.0
2010-01-25,3.7037
2010-01-26,0.0
2010-01-27,0.0
2010-02-10,4.4153
2010-02-19,-3.7714
2010-02-26,0.0
2010-03-25,2.1378
2010-04-01,-2.3256
2010-04-16,0.0
2010-04-21,15.7143
2010-05-11,-11.3402
2010-05-18,8.1395
2010-06-24,4.8387
2010-07-23,-0.5128
2010-08-17,3.3058
2010-08-23,-3.5
2010-09-03,-8.8083
2010-09-07,-9.0909
2010-09-08,4.75
2010-09-09,-5.0119
2010-09-10,-2.0101
2010-09-13,15.3846
2010-09-14,-2.2222
2010-09-15,6.8182
2010-09-16,0.0
2010-09-20,-9.5532
2010-10-04,1.1527
2010-10-06,2.3256
2010-10-07,0.0
2010-10-12,1.1364
2010-10-14,-2.2472
2010-12-03,10.5991
2010-12-16,2.0833
2010-12-17,0.0
2010-12-22,0.0
2010-12-28,-2.0408
2011-01-04,1.0417
2011-01-07,1.0309
2011-01-20,2.0408
2011-01-24,0.0
2011-01-26,0.0
2011-02-17,0.2004
2011-03-23,0.0
2011-04-06,1.0
2011-04-07,0.9901
2011-04-11,0.0
2011-05-04,2.1569
2011-05-06,0.0
2011-07-22,15.3846
2011-09-14,-0.4174
2011-09-16,0.4191
2011-09-20,0.1669
2011-10-20,3.3333
2011-10-24,1.6129
2011-10-26,-1.1905000000000001
2011-11-02,2.9767
2011-11-17,9.375
2011-11-18,0.0
2011-11-25,-7.1429
2011-11-28,0.0
2011-12-09,-4.6154
2011-12-14,1.6129
2011-12-23,-1.5873
2012-01-13,0.0161
2012-01-24,-0.0161
2012-03-06,2.9079
2012-03-07,0.314
2012-03-19,0.2504
2012-04-02,1.4674
2012-04-11,6.1538
2012-04-19,-0.7246
2012-04-20,0.0
2012-04-24,0.7299
2012-05-02,1.5965
2012-05-23,-1.4285999999999999
2012-07-02,0.0
2012-08-10,2.3222
2012-09-12,-1.4043
2012-10-12,0.3453
2012-10-15,0.0
2012-10-22,0.0
2012-11-05,3.374
2012-11-15,-2.7778
2012-12-31,1.2931
2013-01-03,4.9645
2013-01-23,0.0
2013-01-30,1.5228000000000002
2013-03-27,-1.3333
2013-04-02,0.0676
2013-04-15,1.2829
2013-04-17,0.6667
2013-04-18,0.0
2013-04-25,3.3113
2013-04-30,2.5641
2013-05-03,22.6792
2013-05-06,-2.0308
2013-06-19,-11.9792
2013-06-21,0.5917
2013-06-24,5.8824
2013-06-25,8.3333
2013-07-05,0.0
2013-07-10,-7.6923
2013-07-16,3.3333
2013-07-24,2.1505
2013-08-05,2.7668
2013-08-06,0.5128
2013-08-27,1.0204
2013-09-12,3.0303
2013-10-08,-3.9215999999999998
2013-10-09,2.0408
2013-12-02,2.1277
2013-12-04,-1.9607999999999999
2013-12-27,-1.9
2013-12-30,1.9367999999999999
2014-01-15,-1.9
2014-01-31,0.1736
2014-02-03,1.916
2014-02-07,0.0
2014-02-14,3.0
2014-03-14,4.1262
2014-05-06,-0.6443
2014-05-09,1.4942
2014-06-26,1.8519
2014-07-10,-0.9091
2014-08-07,1.0565
2014-08-08,0.0
2014-08-12,1.8182
2014-10-10,1.1161
2014-10-14,1.1038000000000001
2014-11-07,4.941
2015-01-06,4.1667
2015-03-05,4.15
2015-03-30,3.8462
2015-04-06,3.7037
2015-06-04,0.1287
2015-06-05,-5.7143
2015-06-10,0.0
2015-06-11,6.0606
2015-07-17,-12.857099999999999
2015-07-21,4.918
2015-07-23,-2.3438
2015-07-31,-2.4595000000000002
2015-08-25,3.4908
2015-10-30,-7.01
2015-11-10,2.5641
2015-11-20,0.8333
2016-02-08,2.6574999999999998
2016-02-19,0.0081
2016-02-24,0.3951
2016-03-11,0.0
2016-07-18,1.3758
2016-07-19,0.7937
2016-08-08,-0.2287
2016-08-11,0.0
2016-08-24,0.3953
2016-08-26,0.0
2016-09-13,0.0
2016-09-19,1.5748
2016-09-26,0.3876
2016-10-04,-1.9304999999999999
2016-10-17,0.7874
2016-10-24,1.1719
2016-10-26,0.3861
2016-11-01,0.1618
2016-11-08,0.3846
2016-11-10,0.0
2016-11-28,1.9157
2016-11-29,5.2556
2016-11-30,0.0
2016-12-01,0.0071
2017-01-03,0.0
2017-01-13,3.5714
2017-01-31,-0.6897
2017-02-06,-2.6222
2017-02-08,2.8571
2017-02-17,3.4722
2017-02-24,17.4497
2017-02-27,0.2857
2017-03-16,-11.6809
2017-03-23,2.5806
2017-03-28,-2.5157
2017-04-13,1.2903
2017-04-24,-1.2739
2017-05-01,0.1486
2017-05-02,2.5806
2017-05-15,-2.5157
2017-05-30,2.5806
2017-06-09,-2.5157
2017-06-12,2.5806
2017-07-05,-2.5157
2017-07-26,0.6452
2017-08-04,2.7155
2017-08-15,3.125
2017-08-16,1.8182
2017-08-22,-2.9762
2017-09-06,0.6135
2017-09-08,0.122
2017-09-20,0.4872
2017-09-25,-0.6061
2017-10-02,0.6159
2017-10-04,0.4485
2017-10-06,0.1508
2017-10-11,1.0542
2017-10-12,0.149
2017-10-17,1.1905000000000001
2017-10-19,0.0
2017-10-20,2.9412000000000003
2017-10-25,0.0
2017-11-01,0.1316
2017-11-22,0.5714
2017-12-01,0.0
2017-12-05,0.1705
2017-12-06,0.3971
2017-12-20,1.1299
2017-12-22,0.0001
2017-12-26,3.352
2017-12-27,1.0811
2018-01-02,-3.4759
2018-01-11,1.9391
2018-01-12,0.0
2018-02-06,5.0397
2018-02-07,-3.6218
2018-02-08,0.5322
2018-02-09,-0.4011
2018-02-15,0.4027
2018-02-21,0.6417
2018-02-27,1.1955
2018-02-28,1.6015000000000001
2018-03-01,0.2584
2018-03-08,0.2577
2018-03-09,0.0
2018-03-12,0.2571
2018-03-13,0.1538
2018-03-15,1.3825
2018-03-20,-1.0101
2018-03-27,0.0
2018-03-29,0.0
2018-04-06,0.5102
2018-04-19,0.5076
2018-04-20,3.0293
2018-04-23,-1.4696
2018-04-24,1.99
2018-04-27,-0.9756
2018-05-02,0.1282
2018-05-07,0.0
2018-05-08,8.4975
2018-05-09,-2.3837
2018-05-15,2.3256
2018-05-17,-4.5455
2018-05-21,2.3810000000000002
2018-06-01,2.3256
2018-06-13,-2.0
2018-06-18,15.9555
2018-06-20,-12.8
2018-06-27,0.4587
2018-06-28,2.2831
2018-07-02,-1.3393
2018-07-05,0.0462
2018-07-09,4.0244
2018-07-10,-1.7391
2018-07-11,0.0
2018-07-13,-1.9912
2018-07-16,3.9503
2018-07-18,-2.2801
2018-07-20,0.0
2018-07-23,1.7778
2018-07-26,-1.4847000000000001
2018-07-27,0.0
2018-07-30,1.179
2018-07-31,-1.4254
2018-08-01,0.1112
2018-08-02,0.4444
2018-08-03,-0.4425
2018-08-07,0.8889
2018-08-09,-0.4405
2018-08-10,0.4425
2018-08-14,-0.859
2018-08-20,-0.3333
2018-08-27,-0.1337
2018-08-29,-0.7585
2018-08-30,-0.0004
2018-09-04,0.1574
2018-09-06,-0.1572
2018-09-10,0.5398
2018-09-12,-0.5369
2018-09-13,-0.0225
2018-09-17,0.1575
2018-09-21,-0.7143
2018-09-27,-0.0045
2018-09-28,-0.4072
2018-10-01,0.0
2018-10-05,0.5225
2018-10-10,0.0
2018-10-16,0.0226
2018-10-17,-0.1356
2018-10-23,-0.7692
2018-10-24,1.2312
2018-10-26,-3.6036
2018-11-02,-0.8047
2018-11-05,-0.3396
2018-11-12,-0.0237
2018-11-20,-1.7278
2018-11-26,-0.9634
2018-11-28,-0.2918
2018-11-30,0.0
2018-12-04,-0.4732
2018-12-06,-0.7009
2018-12-18,-1.2833
2018-12-19,-5.0
2018-12-21,-1.0526
2018-12-24,-3.7234
2018-12-26,-4.9724
2018-12-27,7.2674
2018-12-28,-4.8238
2018-12-31,5.3531
2019-01-03,-7.4054
2019-01-14,2.1599
2019-01-15,0.0
2019-01-25,2.8571
2019-01-28,2.5
2019-01-31,5.6911000000000005
2019-02-04,0.0
2019-02-06,0.1438
2019-02-07,0.0
2019-02-14,-0.9744
2019-02-15,0.9839
2019-02-21,-0.9744
2019-02-26,0.2071
2019-02-27,0.0517
2019-03-05,0.2583
2019-03-06,-0.0515
2019-03-08,0.0515
2019-03-13,0.0
2019-03-15,0.0
2019-03-19,0.0103
2019-03-28,-0.3194
2019-03-29,0.0
2019-04-02,-0.9819
2019-04-03,1.3831
2019-04-15,-0.103
2019-04-23,0.2319
2019-04-29,0.401
2019-05-02,-1.7436
2019-05-03,1.7745
2019-05-06,-1.5590000000000002
2019-05-22,-0.8648
2019-05-29,2.4698
2019-06-18,-2.4103
2019-06-19,0.0
2019-06-24,0.1051
2019-06-25,-3.6745
2019-06-28,3.3787
2019-07-02,-2.4776
2019-07-03,1.3514
2019-07-10,0.0
2019-07-17,1.1733
2019-07-18,-1.9504000000000001
2019-07-22,-1.6129
2019-07-23,0.0
2019-07-24,1.0929
2019-07-25,0.0
2019-07-31,2.6959999999999997
2019-08-15,-1.5709
2019-08-16,0.0
2019-08-19,-0.9212
2019-08-20,0.7568
2019-08-30,0.5097
2019-09-03,-0.0053
2019-09-05,0.0053
2019-09-13,0.0801
2019-09-16,0.2133
2019-09-17,0.7983
2019-09-18,0.0
2019-10-10,-1.7951000000000001
2019-10-22,0.0
2019-10-25,2.1505
2019-10-28,0.1421
2019-10-29,-2.1001
2019-10-31,1.9891999999999999
2019-11-06,1.0543
2019-11-07,-0.2087
2019-11-11,0.8364
2019-11-13,0.0
2019-11-18,0.0
2019-11-20,-0.5184
2019-11-22,1.6154
2019-11-25,2.5641
2019-11-27,0.5
2019-12-02,-1.4925
2019-12-04,0.0
2019-12-06,0.0
2019-12-10,0.0
2019-12-11,0.5051
2019-12-19,-0.7538
2019-12-20,1.1342
2019-12-24,12.6464
2019-12-30,-11.4444
2019-12-31,5.3952
2020-01-02,0.0
2020-01-06,0.0
2020-01-08,-4.7571
2020-01-14,-0.005
2020-01-17,2.5
2020-01-21,-2.439
2020-01-27,0.025
2020-01-28,-0.025
2020-01-30,-0.5
2020-01-31,-1.005
2020-02-04,0.736
2020-02-06,0.6299
2020-02-07,0.0
2020-02-10,-0.7021
2020-02-11,-0.4798
2020-02-18,0.2284
2020-02-19,1.1139000000000001
2020-02-20,-1.1017
2020-02-24,-0.2278
2020-02-26,-5.1002
2020-02-27,0.0
2020-02-28,0.2674
2020-03-05,-1.3333
2020-03-10,-1.0811
2020-03-18,-26.2295
2020-03-19,29.3998
2020-03-23,-19.858
2020-03-25,16.9214
2020-03-27,-8.3634
2020-03-31,5.9333
2020-04-01,-8.7476
2020-04-03,0.0
2020-04-06,-0.6897
2020-04-08,3.6458
2020-04-09,2.5126
2020-04-13,1.9542000000000002
2020-04-14,0.1666
2020-04-16,-7.1999
2020-04-23,0.0
2020-04-29,6.8966
2020-05-04,2.5806
2020-05-06,10.271
2020-05-11,-11.4343
2020-05-13,-6.6391
2020-05-14,5.0449
2020-05-15,-7.8947
2020-05-21,3.0
2020-05-27,-0.0693
2020-05-28,0.6246
2020-05-29,3.4483
2020-06-12,-6.0
2020-06-22,2.9078
2020-06-23,0.0
2020-06-25,0.0
2020-07-06,0.0551
2020-07-09,8.1415
2020-07-17,0.0001
2020-07-28,-0.6369
2020-07-30,-3.8462
