ticker,MITO US Equity
2019-07-08,-1.3312
2019-07-09,-2.3810000000000002
2019-07-10,-4.4715
2019-07-11,3.1489
2019-07-12,-3.4653
2019-07-15,-4.9573
2019-07-16,0.0
2019-07-17,-1.0791
2019-07-18,2.2727
2019-07-19,0.8889
2019-07-22,1.4978
2019-07-23,-0.3472
2019-07-24,5.4007
2019-07-25,0.0
2019-07-26,3.4298
2019-07-29,2.1127
2019-07-30,-2.1863
2019-07-31,0.0
2019-08-01,6.88
2019-08-02,-4.7904
2019-08-05,-4.6777
2019-08-06,0.9221
2019-08-07,4.6793
2019-08-08,-3.1961
2019-08-09,-0.5645
2019-08-12,-0.7299
2019-08-13,1.3072
2019-08-14,0.0
2019-08-15,-3.629
2019-08-16,1.1715
2019-08-19,-4.8801
2019-08-20,-6.1739
2019-08-21,2.4096
2019-08-22,2.3656
2019-08-23,-11.5936
2019-08-26,-1.0
2019-08-27,-2.7273
2019-08-28,-7.5805
2019-08-29,-0.1124
2019-08-30,0.1125
2019-09-03,-1.6854
2019-09-04,2.3634
2019-09-05,-6.7747
2019-09-06,-1.9162
2019-09-09,-5.3724
2019-09-10,3.871
2019-09-11,-3.1056
2019-09-12,-4.7436
2019-09-13,-4.4415
2019-09-16,-8.8732
2019-09-17,0.1546
2019-09-18,-2.9321
2019-09-19,-2.2258
2019-09-20,4.5527999999999995
2019-09-23,-7.2036999999999995
2019-09-24,2.3999
2019-09-25,-3.437
2019-09-26,1.0847
2019-09-27,-12.4748
2019-09-30,14.5594
2019-10-01,8.0268
2019-10-02,-5.5728
2019-10-03,-1.8033000000000001
2019-10-04,6.8447
2019-10-07,6.0938
2019-10-08,-5.7437000000000005
2019-10-09,0.0
2019-10-10,10.7812
2019-10-11,0.8463
2019-10-14,-4.1958
2019-10-15,0.8759
2019-10-16,-6.5123
2019-10-17,-1.2384
2019-10-18,-2.2727
2019-10-21,5.854
2019-10-22,-2.7273
2019-10-23,-1.9407999999999999
2019-10-24,0.0731
2019-10-25,0.3175
2019-10-28,0.0
2019-10-29,0.1582
2019-10-30,0.0
2019-10-31,1.1058
2019-11-01,0.0
2019-11-04,4.5313
2019-11-05,-1.7936999999999999
2019-11-06,3.8052
2019-11-07,-5.7185
2019-11-08,0.6221
2019-11-11,4.9459
2019-11-12,2.5037000000000003
2019-11-13,2.5862
2019-11-14,8.2633
2019-11-15,11.7723
2019-11-18,-17.2454
2019-11-19,4.6154
2019-11-20,3.2754
2019-11-21,0.9709
2019-11-22,5.2564
2019-11-25,0.2436
2019-11-26,5.164
2019-11-27,-1.7909000000000002
2019-11-29,36.5541
2019-12-02,-5.2304
2019-12-03,-1.8182
2019-12-04,9.6296
2019-12-05,-4.1731
2019-12-06,3.8261
2019-12-09,-7.2088
2019-12-10,0.6331
2019-12-11,2.0773
2019-12-12,6.0694
2019-12-13,-3.7782999999999998
2019-12-16,-0.6972
2019-12-17,3.1625
2019-12-18,10.7325
2019-12-19,5.3846
2019-12-20,-65.3285
2019-12-23,-6.3158
2019-12-24,-9.2135
2019-12-26,-11.8812
2019-12-27,-3.0899
2019-12-30,-1.7391
2019-12-31,-3.8348
2020-01-02,-4.908
2020-01-03,-2.5806
2020-01-06,-0.3311
2020-01-07,3.6545
2020-01-08,0.3205
2020-01-09,-2.5559
2020-01-10,0.0
2020-01-13,-0.6557
2020-01-14,-0.6601
2020-01-15,0.0
2020-01-16,2.3256
2020-01-17,0.0
2020-01-21,-1.9481000000000002
2020-01-22,-0.6623
2020-01-23,0.0
2020-01-24,-8.3333
2020-01-27,-2.5455
2020-01-28,0.3731
2020-01-29,-1.8587
2020-01-30,-2.6515
2020-01-31,-1.9455
2020-02-03,-0.7937
2020-02-04,-6.0
2020-02-05,3.8298
2020-02-06,-1.6393
2020-02-07,-1.25
2020-02-10,-1.6878
2020-02-11,0.8584
2020-02-12,-0.8511
2020-02-13,-3.4335
2020-02-14,-0.4444
2020-02-18,0.4464
2020-02-19,-4.4444
2020-02-20,4.186
2020-02-21,-4.4643
2020-02-24,-5.1402
2020-02-25,-1.9704000000000002
2020-02-26,-1.005
2020-02-27,-7.1066
2020-02-28,1.0929
2020-03-02,4.8865
2020-03-03,58.2148
2020-03-04,-13.0293
2020-03-05,-14.2322
2020-03-06,-8.2969
2020-03-09,-12.857099999999999
2020-03-10,-0.623
2020-03-11,-12.6416
2020-03-12,-14.3954
2020-03-13,-1.3309
2020-03-16,-18.0267
2020-03-17,11.6545
2020-03-18,-20.915399999999998
2020-03-19,7.9977
2020-03-20,9.0276
2020-03-23,-3.8122
2020-03-24,6.354
2020-03-25,18.8034
2020-03-26,-4.6763
2020-03-27,-2.6414999999999997
2020-03-30,-0.7752
2020-03-31,-3.125
2020-04-01,-0.8065
2020-04-02,7.3171
2020-04-03,-6.0606
2020-04-06,7.2581
2020-04-07,0.7519
2020-04-08,2.9851
2020-04-09,13.2391
2020-04-13,1.7534
2020-04-14,6.2826
2020-04-15,1.1834
2020-04-16,-1.7544
2020-04-17,1.1905000000000001
2020-04-20,-0.5882
2020-04-21,-5.3254
2020-04-22,1.875
2020-04-23,0.2086
2020-04-24,-0.2082
2020-04-27,3.681
2020-04-28,-1.4793
2020-04-29,-0.9009
2020-04-30,0.6061
2020-05-01,-4.3434
2020-05-04,3.9108
2020-05-05,-3.4121
2020-05-06,6.9837
2020-05-07,-2.6393
2020-05-08,1.8072
2020-05-11,2.8817
2020-05-12,21.332
2020-05-13,-11.3576
2020-05-14,-2.6738
2020-05-15,3.8462
2020-05-18,14.2857
2020-05-19,2.7778
2020-05-20,-0.4505
2020-05-21,0.0
2020-05-22,0.448
2020-05-26,-4.4957
2020-05-27,-2.0518
2020-05-28,-3.6887
2020-05-29,-2.0
2020-06-01,0.5102
2020-06-02,2.0609
2020-06-03,-0.0298
2020-06-04,1.4925
2020-06-05,0.9804
2020-06-08,2.9126
2020-06-09,3.184
2020-06-10,-5.3714
2020-06-11,-7.7295
2020-06-12,0.7853
2020-06-15,4.4156
2020-06-16,-1.8607
2020-06-17,-0.1318
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,4.8376
2020-06-23,-7.0353
2020-06-24,-2.3854
2020-06-25,8.8464
2020-06-26,-6.8627
2020-06-29,-2.6316
2020-06-30,-1.0811
2020-07-01,-0.1421
2020-07-02,-0.2627
2020-07-06,0.6365
2020-07-07,1.4066
2020-07-08,0.5376
2020-07-09,-3.2139
2020-07-10,2.7681
2020-07-13,-0.543
2020-07-14,-1.6162999999999998
2020-07-15,1.6484
2020-07-16,-2.1622
2020-07-17,0.0
2020-07-20,-1.6575
2020-07-21,-0.5618
2020-07-22,1.6893
2020-07-23,10.5561
2020-07-24,0.5076
2020-07-27,-5.0
2020-07-28,11.5789
2020-07-29,-0.9434
2020-07-30,6.1905
2020-07-31,0.0
