ticker,LFIN US Equity
2018-06-22,-32.7143
2018-06-25,16.7728
2018-06-26,0.0
2018-06-27,-5.4545
2018-06-28,-8.6538
2018-06-29,-8.4211
2018-07-02,-18.1609
2018-07-03,-10.7971
2018-07-05,-3.1687
2018-07-06,28.4553
2018-07-09,7.5949
2018-07-10,0.0
2018-07-11,17.647100000000002
2018-07-12,-15.0
2018-07-13,3.2941
2018-07-16,7.9727
2018-07-17,-4.0084
2018-07-18,-1.0989
2018-07-19,0.0
2018-07-20,-2.2222
2018-07-23,-9.0909
2018-07-24,-6.25
2018-07-25,-12.6667
2018-07-26,0.0
2018-07-27,-8.2443
2018-07-30,6.4892
2018-07-31,-5.9375
2018-08-01,1.3289
2018-08-02,0.0
2018-08-03,9.6721
2018-08-06,3.1390000000000002
2018-08-07,-6.5217
2018-08-08,6.8217
2018-08-09,-8.1277
2018-08-10,-2.8436
2018-08-13,-0.6504
2018-08-14,5.5646
2018-08-15,-14.4961
2018-08-16,14.2339
2018-08-17,0.7937
2018-08-20,-5.3543
2018-08-21,-1.3311
2018-08-22,-2.8246
2018-08-23,-2.82
2018-08-24,-1.7856999999999998
2018-08-27,-9.1091
2018-08-28,-7.9816
2018-08-29,1.087
2018-08-30,12.9032
2018-08-31,-12.5714
2018-09-04,5.6645
2018-09-05,0.0
2018-09-06,-10.7216
2018-09-07,3.6952
2018-09-10,-6.4588
2018-09-11,-4.7619
2018-09-12,-8.2125
2018-09-13,4.8618
2018-09-14,3.8961
2018-09-17,-10.0
2018-09-18,4.1667
2018-09-19,-6.6667
2018-09-20,-7.1429
2018-09-21,6.1538
2018-09-24,-1.4493
2018-09-25,-7.3529
2018-09-26,-2.8571
2018-09-27,2.2876
2018-09-28,-4.1534
2018-10-01,-13.6667
2018-10-02,-10.0386
2018-10-03,-13.3047
2018-10-04,-8.9109
2018-10-05,-8.6957
2018-10-08,-22.0238
2018-10-09,14.5038
2018-10-10,33.3333
2018-10-11,7.6
2018-10-12,-12.6394
2018-10-15,-13.2979
2018-10-16,3.681
2018-10-17,-14.2012
2018-10-18,-10.3448
2018-10-19,11.538499999999999
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,31.0345
2018-10-25,-0.5263
2018-10-26,-15.3439
2018-10-29,-3.125
2018-10-30,-12.2581
2018-10-31,0.0
2018-11-01,8.8235
2018-11-02,-1.3514
2018-11-05,6.1644
2018-11-06,19.3548
2018-11-07,-10.8108
2018-11-08,6.0606
2018-11-09,-1.1429
2018-11-12,4.0462
2018-11-13,-2.7778
2018-11-14,3.4286
2018-11-15,-14.3646
2018-11-16,3.2258
2018-11-19,0.0
2018-11-20,0.0
2018-11-21,-7.25
2018-11-23,-10.1078
2018-11-26,1.9489999999999998
2018-11-27,-0.7353
2018-11-28,-1.4815
2018-11-29,-2.2556
2018-11-30,-3.0769
2018-12-03,-0.7937
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,-11.2
2018-12-10,-7.2072
2018-12-11,20.3883
2018-12-12,0.0
2018-12-13,-10.0806
2018-12-14,-7.6233
2018-12-17,1.9417
2018-12-18,-12.7619
2018-12-19,-12.6638
2018-12-20,0.0
2018-12-21,-1.25
2018-12-24,-30.3797
2018-12-26,32.7273
2018-12-27,-30.137
2018-12-28,-1.9607999999999999
2018-12-31,-10.0
2019-01-02,15.5556
2019-01-03,36.5385
2019-01-04,-2.8169
2019-01-07,-36.2319
2019-01-08,56.8182
2019-01-09,-8.6957
2019-01-10,6.3492
2019-01-11,5.9701
2019-01-14,0.7042
2019-01-15,-20.979
2019-01-16,6.1947
2019-01-18,0.0
2019-01-22,-11.6667
2019-01-23,3.9623
2019-01-24,1.6334
2019-01-25,-5.3571
2019-01-28,-5.8491
2019-01-29,22.2445
2019-01-30,-3.2787
2019-01-31,-13.5593
2019-02-01,10.9804
2019-02-04,-9.894
2019-02-05,0.3922
2019-02-06,0.2539
2019-02-07,1.3053
2019-02-08,25.0
2019-02-11,6.1538
2019-02-12,-21.7391
2019-02-13,0.0
2019-02-14,25.9259
2019-02-15,-1.4706000000000001
2019-02-19,108.9552
2019-02-20,7.1429
2019-02-21,-10.0
2019-02-22,11.8519
2019-02-25,3.3113
2019-02-26,2.5641
2019-02-27,-23.75
2019-02-28,0.8197
2019-03-01,10.5691
2019-03-04,-4.4118
2019-03-05,11.538499999999999
2019-03-06,-10.3448
2019-03-07,-6.1538
2019-03-08,22.9508
2019-03-11,0.0
2019-03-12,-16.0
2019-03-13,0.0
2019-03-14,11.1111
2019-03-15,0.7143
2019-03-18,-4.2553
2019-03-19,11.1111
2019-03-20,-10.0
2019-03-21,10.3704
2019-03-22,-8.0537
2019-03-25,8.7591
2019-03-26,-0.6711
2019-03-27,-1.3514
2019-03-28,1.3699
2019-03-29,-8.7838
2019-04-01,-0.2222
2019-04-02,26.2064
2019-04-03,1.1764999999999999
2019-04-04,2.3256
2019-04-05,0.5682
2019-04-08,-6.7797
2019-04-09,-9.0909
2019-04-10,8.0
2019-04-11,1.8519
2019-04-12,-5.4545
2019-04-15,0.0
2019-04-16,2.5641
2019-04-17,0.0
2019-04-18,0.0
2019-04-22,0.6313
2019-04-23,-0.0062
2019-04-24,-0.6211
2019-04-25,-2.5
2019-04-26,-3.8462
2019-04-29,-6.6667
2019-04-30,7.1429
2019-05-01,-10.0
2019-05-02,0.0
2019-05-03,0.7407
2019-05-07,10.2941
2019-05-08,6.6667
2019-05-09,-6.25
2019-05-10,0.0
2019-05-13,-1.3333
2019-05-14,-17.5676
2019-05-15,6.5574
2019-05-16,3.8462
2019-05-17,-11.8519
2019-05-20,0.8403
2019-05-21,0.0
2019-05-22,12.5
2019-05-23,-25.9259
2019-05-24,2.0
2019-05-28,-1.9607999999999999
2019-05-29,-8.0
2019-05-30,3.2609
2019-05-31,22.8211
2019-06-03,1.9883
2019-06-04,-24.3613
2019-06-05,-0.0111
2019-06-06,-16.6667
2019-06-07,-7.8667
2019-06-10,8.5384
2019-06-11,33.3333
2019-06-12,-32.99
2019-06-13,46.2319
2019-06-17,-3.0615
2019-06-18,-28.4135
2019-06-19,-1.4559
2019-06-20,11.9385
2019-06-21,13.3182
2019-06-24,-9.4118
2019-06-26,46.7532
2019-06-27,-22.477899999999998
2019-06-28,1.6096
2019-07-01,1.1235
2019-07-02,4.4328
2019-07-05,31.9149
2019-07-08,12.9032
2019-07-09,5.7143
2019-07-10,-5.4054
2019-07-11,-35.7143
2019-07-12,3.3333
2019-07-15,39.7849
2019-07-17,-29.9923
2019-07-18,10.9768
2019-07-19,0.0
2019-07-22,0.0
2019-07-23,1.9802
2019-07-24,-10.6796
2019-07-25,4.3478
2019-07-31,0.0
2019-08-01,25.0
2019-08-02,-20.8333
2019-08-05,21.0526
2019-08-06,-30.4348
2019-08-07,12.5
2019-08-08,0.0
2019-08-09,11.1111
2019-08-13,-16.275
2019-08-14,-1.4631
2019-08-15,1.8182
2019-08-16,4.7619
2019-08-19,-2.2727
2019-08-20,6.3953
2019-08-21,-1.6393
2019-08-23,-1.1111
2019-08-26,-23.5955
2019-08-27,10.2941
2019-08-28,-10.6667
2019-08-29,31.3433
2019-08-30,-3.4091
2019-09-03,-20.0
2019-09-04,0.0
2019-09-05,1.4706000000000001
2019-09-06,1.3043
2019-09-10,4.4349
2019-09-11,-5.4795
2019-09-13,-1.4493
2019-09-16,2.9412000000000003
2019-09-17,-2.8571
2019-09-18,1.4706000000000001
2019-09-19,0.0
2019-09-20,-1.4493
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,17.647100000000002
2019-09-26,-25.0
2019-09-27,0.1667
2019-09-30,-0.1664
2019-10-02,-5.0
2019-10-04,28.0702
2019-10-07,-24.6575
2019-10-09,9.0909
2019-10-10,-4.1667
2019-10-11,2.6087
2019-10-15,1.6949
2019-10-16,25.0
2019-10-17,-1.3333
2019-10-18,-52.4324
2019-10-21,98.8636
2019-10-22,0.0
2019-10-23,-1.4285999999999999
2019-10-24,-13.0435
2019-10-25,-25.0
2019-10-28,11.1111
2019-10-29,-10.0
2019-10-30,2.2222
2019-10-31,2.1739
2019-11-01,2.1277
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,55.8333
2019-11-07,-6.4171
2019-11-08,-7.1429
2019-11-11,4.3077
2019-11-12,-2.2124
2019-11-14,-30.6184
2019-11-15,8.6957
2019-11-19,20.0
2019-11-20,4.6667
2019-11-21,-2.8662
2019-11-22,0.0
2019-11-25,-9.8361
2019-11-26,-27.2727
2019-11-27,0.25
2019-12-02,-0.2494
2019-12-03,-5.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,55.2632
2019-12-09,-32.2203
2019-12-11,-2.4756
2019-12-12,35.8974
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,-28.3019
2019-12-18,39.4737
2019-12-19,-26.4151
2019-12-20,0.0
2019-12-23,-2.5641
2019-12-24,5.2632
2019-12-26,30.0
2019-12-27,-25.0
2019-12-30,2.5641
2019-12-31,25.0
2020-01-02,-2.0
2020-01-03,0.0
2020-01-07,-18.3673
2020-01-08,-5.0
2020-01-09,0.0
2020-01-10,23.6842
2020-01-13,0.0
2020-01-14,-2.1277
2020-01-15,6.5217
2020-01-16,-21.4286
2020-01-17,22.0779
2020-01-21,10.2128
2020-01-23,-3.4749
2020-01-24,-23.0
2020-01-27,22.0779
2020-01-30,-25.5319
2020-01-31,0.0
2020-02-03,32.2857
2020-02-04,-24.406
2020-02-05,25.7143
2020-02-06,-4.5455
2020-02-07,-23.2024
2020-02-10,39.5133
2020-02-12,12.8889
2020-02-14,-0.0197
2020-02-19,-1.9492
2020-02-20,-7.6305
2020-02-21,8.2609
2020-02-25,-2.008
2020-02-26,2.0492
2020-02-27,0.0
2020-02-28,-7.6305
2020-03-03,-43.0435
2020-03-04,22.1374
2020-03-05,3.125
2020-03-06,-6.0606
2020-03-09,0.0
2020-03-10,54.1935
2020-03-11,-12.1339
2020-03-12,11.4286
2020-03-13,-38.0342
2020-03-17,3.4483
2020-03-18,-6.6667
2020-03-19,49.2857
2020-03-20,-76.0766
2020-03-23,30.0
2020-03-24,161.5385
2020-03-25,5.2941
2020-03-26,-2.2346
2020-03-27,5.1429
2020-03-30,0.5435
2020-03-31,-13.5135
2020-04-02,-43.75
2020-04-03,176.6667
2020-04-06,-8.0321
2020-04-07,2.1834
2020-04-08,-1.7094
2020-04-09,-21.7391
2020-04-13,33.3333
2020-04-15,-4.1667
2020-04-16,4.3478
2020-04-17,0.0
2020-04-21,-45.8333
2020-04-22,34.6154
2020-04-23,-19.4286
2020-04-24,70.2128
2020-04-27,0.0
2020-04-28,-43.75
2020-04-29,75.1852
2020-04-30,-45.0317
2020-05-01,78.8462
2020-05-04,3.2258
2020-05-05,-40.625
2020-05-06,5.2632
2020-05-07,33.3333
2020-05-08,8.75
2020-05-11,-30.7126
2020-05-12,59.2568
2020-05-13,-35.4167
2020-05-14,0.0
2020-05-18,-3.2258
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,56.6667
2020-05-26,-41.4894
2020-05-27,-1.8182
2020-05-28,55.5556
2020-05-29,0.0
2020-06-01,-4.7619
2020-06-02,-25.0
2020-06-03,-9.6667
2020-06-05,43.9114
2020-06-08,-28.2051
2020-06-09,14.2857
2020-06-10,-6.25
2020-06-11,53.3333
2020-06-12,-6.5217
2020-06-15,-34.3953
2020-06-16,2.8004
2020-06-17,0.0
2020-06-19,41.3793
2020-06-22,-26.8293
2020-06-23,26.6667
2020-06-24,-23.6842
2020-06-26,27.5862
2020-06-29,-27.027
2020-07-01,0.0
2020-07-02,1.8519
2020-07-06,0.0
2020-07-08,0.0
2020-07-09,5.0909
2020-07-10,-6.5398
2020-07-13,-0.037
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,-40.7407
2020-07-17,56.25
2020-07-20,0.04
2020-07-21,-27.6289
2020-07-27,65.7459
2020-07-28,20.0
2020-07-29,-16.6667
2020-07-30,-33.3333
2020-07-31,5.0
