ticker,PSTL US Equity
2019-10-03,-0.4456
2019-10-04,-0.5115
2019-10-07,0.8355
2019-10-08,-0.1912
2019-10-09,-0.447
2019-10-10,2.245
2019-10-11,0.2509
2019-10-14,2.378
2019-10-15,3.6064
2019-10-16,1.4748999999999999
2019-10-17,-1.4535
2019-10-18,0.354
2019-10-21,-0.1764
2019-10-22,-0.4122
2019-10-23,-0.7688
2019-10-24,0.1192
2019-10-25,0.5357
2019-10-28,-0.1776
2019-10-29,-1.3642
2019-10-30,0.3007
2019-10-31,0.7194
2019-11-01,0.0
2019-11-04,-0.1786
2019-11-05,-2.8026
2019-11-06,0.9816
2019-11-07,0.7898
2019-11-08,-2.2904999999999998
2019-11-11,1.1721
2019-11-12,-3.2927
2019-11-13,-0.3783
2019-11-14,2.2152
2019-11-15,-0.0625
2019-11-18,0.1875
2019-11-19,1.0293
2019-11-20,0.3396
2019-11-21,-0.9231
2019-11-22,-0.3106
2019-11-25,0.1869
2019-11-26,-0.1866
2019-11-27,-0.8723
2019-11-29,-0.3143
2019-12-02,-0.4098
2019-12-03,-1.1713
2019-12-04,0.5125
2019-12-05,1.0198
2019-12-06,-0.694
2019-12-09,1.0165
2019-12-10,-0.8805
2019-12-11,1.1421000000000001
2019-12-12,-0.0627
2019-12-13,-0.1883
2019-12-16,-0.6289
2019-12-17,-0.3165
2019-12-18,2.2222
2019-12-19,1.1179999999999999
2019-12-20,1.9656
2019-12-23,0.3614
2019-12-24,0.0
2019-12-26,-0.4802
2019-12-27,2.6538
2019-12-30,-1.2926
2019-12-31,0.8929
2020-01-02,-4.5428
2020-01-03,-1.3597000000000001
2020-01-06,0.6892
2020-01-07,0.4978
2020-01-08,2.7864
2020-01-09,-0.9639
2020-01-10,-0.3041
2020-01-13,0.7932
2020-01-14,-0.4237
2020-01-15,1.3374
2020-01-16,1.0798
2020-01-17,-0.178
2020-01-21,-3.3888
2020-01-22,0.9231
2020-01-23,-0.3049
2020-01-24,0.0
2020-01-27,-0.4281
2020-01-28,0.43
2020-01-29,-0.3058
2020-01-30,1.227
2020-01-31,1.0703
2020-02-03,-0.6392
2020-02-04,-0.6035
2020-02-05,-0.6679
2020-02-06,-0.9169
2020-02-07,-1.8507
2020-02-10,0.1886
2020-02-11,0.6901
2020-02-12,1.1838
2020-02-13,0.0
2020-02-14,0.0846
2020-02-18,-1.6389
2020-02-19,0.3262
2020-02-20,0.557
2020-02-21,-2.005
2020-02-24,-0.0991
2020-02-25,1.4432
2020-02-26,-0.3155
2020-02-27,-0.9494
2020-02-28,2.8754
2020-03-02,-2.1118
2020-03-03,-4.3782
2020-03-04,0.8626
2020-03-05,1.3158
2020-03-06,-1.2987
2020-03-09,-0.9211
2020-03-10,0.0
2020-03-11,-0.7968
2020-03-12,-2.4096
2020-03-13,-0.2743
2020-03-16,-4.5392
2020-03-17,-0.9366
2020-03-18,0.8727
2020-03-19,-6.0562
2020-03-20,-7.9048
2020-03-23,5.5
2020-03-24,-3.0806
2020-03-25,8.0277
2020-03-26,13.4666
2020-03-27,4.6543
2020-03-30,-4.2567
2020-03-31,4.9768
2020-04-01,-0.8217
2020-04-02,-0.3824
2020-04-03,-2.8151
2020-04-06,-2.1725
2020-04-07,6.2584
2020-04-08,0.6966
2020-04-09,-0.0629
2020-04-13,-1.3845
2020-04-14,-2.1698
2020-04-15,-5.2185
2020-04-16,2.2712
2020-04-17,2.7591
2020-04-20,-1.7682
2020-04-21,-0.4667
2020-04-22,0.134
2020-04-23,6.0201
2020-04-24,-0.5047
2020-04-27,-3.7413
2020-04-28,0.1318
2020-04-29,3.6184
2020-04-30,-0.1905
2020-05-01,-0.1908
2020-05-04,1.3384
2020-05-05,0.6289
2020-05-06,0.0
2020-05-07,3.5625
2020-05-08,-0.4225
2020-05-11,0.6135
2020-05-12,-7.622
2020-05-13,-5.7426
2020-05-14,5.3922
2020-05-15,6.9767
2020-05-18,5.5280000000000005
2020-05-19,1.2949
2020-05-20,-3.1958
2020-05-21,-1.6206
2020-05-22,0.6711
2020-05-26,0.9091
2020-05-27,-0.6006
2020-05-28,0.5438
2020-05-29,1.7428
2020-06-01,-4.9025
2020-06-02,2.7329
2020-06-03,-1.3906
2020-06-04,-1.2876
2020-06-05,5.5280000000000005
2020-06-08,-2.884
2020-06-09,-2.7879
2020-06-10,-3.2419000000000002
2020-06-11,0.7088
2020-06-12,2.0473
2020-06-15,-1.2539
2020-06-16,2.0952
2020-06-17,-0.9328
2020-06-18,-1.0672
2020-06-19,2.7919
2020-06-22,-6.4198
2020-06-23,0.2639
2020-06-24,-3.5526
2020-06-25,2.8649
2020-06-26,-0.2653
2020-06-29,5.7181
2020-06-30,0.3145
2020-07-01,1.5674000000000001
2020-07-02,-0.0617
2020-07-06,-4.3854
2020-07-07,-8.2687
2020-07-08,4.7887
2020-07-09,-1.5457
2020-07-10,3.2765
2020-07-13,4.0978
2020-07-14,-7.8978
2020-07-15,-7.5561
2020-07-16,-3.0574
2020-07-17,3.0769
2020-07-20,6.1194
2020-07-21,-0.2813
2020-07-22,0.7052
2020-07-23,1.3305
2020-07-24,-2.6261
2020-07-27,-0.2839
2020-07-28,1.7793999999999999
2020-07-29,1.3986
2020-07-30,1.3793
2020-07-31,0.1361
