ticker,STSA US Equity
2020-02-05,-3.5395
2020-02-06,-2.1088
2020-02-07,32.2275
2020-02-10,-3.5516
2020-02-11,-8.4797
2020-02-12,4.0236
2020-02-13,4.1519
2020-02-14,-3.5775
2020-02-18,2.9682
2020-02-19,-0.3432
2020-02-20,-1.4463
2020-02-21,-5.0314
2020-02-24,-3.0537
2020-02-25,-0.9488
2020-02-26,1.0728
2020-02-27,-1.3647
2020-02-28,9.4927
2020-03-02,2.2113
2020-03-03,-9.1003
2020-03-04,9.558
2020-03-05,-7.2069
2020-03-06,-3.3816
2020-03-09,-1.4615
2020-03-10,13.2319
2020-03-11,-18.1317
2020-03-12,-27.2842
2020-03-13,0.9844
2020-03-16,-16.6858
2020-03-17,17.5499
2020-03-18,-9.9532
2020-03-19,7.0221
2020-03-20,20.2309
2020-03-23,-14.1991
2020-03-24,3.0035
2020-03-25,-5.7747
2020-03-26,14.199
2020-03-27,0.0531
2020-03-30,5.6293
2020-03-31,8.1951
2020-04-01,-25.6041
2020-04-02,4.6221
2020-04-03,-3.403
2020-04-06,8.1582
2020-04-07,-3.4857
2020-04-08,5.0918
2020-04-09,1.9155
2020-04-13,6.5782
2020-04-14,3.9419
2020-04-15,-8.8822
2020-04-16,-1.9715
2020-04-17,-2.0112
2020-04-20,0.3991
2020-04-21,-0.795
2020-04-22,3.2627
2020-04-23,3.4368
2020-04-24,-2.358
2020-04-27,8.0681
2020-04-28,-6.2976
2020-04-29,8.4011
2020-04-30,-2.0
2020-05-01,-6.7347
2020-05-04,2.2976
2020-05-05,6.9519
2020-05-06,1.75
2020-05-07,-4.5209
2020-05-08,0.4117
2020-05-11,1.8452
2020-05-12,0.4026
2020-05-13,-5.9649
2020-05-14,6.1301
2020-05-15,12.6067
2020-05-18,2.0517
2020-05-19,-9.4843
2020-05-20,25.5432
2020-05-21,-0.2308
2020-05-22,0.1542
2020-05-26,-0.154
2020-05-27,-3.7394
2020-05-28,3.8847
2020-05-29,1.0023
2020-06-01,-5.8779
2020-06-02,1.7437
2020-06-03,5.0219
2020-06-04,2.4668
2020-06-05,-0.8148
2020-06-08,6.124
2020-06-09,0.7037
2020-06-10,1.2928
2020-06-11,-8.5892
2020-06-12,1.8491
2020-06-15,6.2616
2020-06-16,-0.2789
2020-06-17,1.2238
2020-06-18,6.3903
2020-06-19,3.7013
2020-06-22,8.6099
2020-06-23,-1.9026
2020-06-24,-9.4035
2020-06-25,4.4113
2020-06-26,-6.8034
2020-06-29,-6.7667
2020-06-30,2.8245
2020-07-01,-5.4242
2020-07-02,0.1838
2020-07-06,3.0459
2020-07-07,-0.2849
2020-07-08,-7.2857
2020-07-09,-1.7334
2020-07-10,0.9408
2020-07-13,-4.7379
2020-07-14,6.4411
2020-07-15,9.0387
2020-07-16,-1.7210999999999999
2020-07-17,-1.6082999999999998
2020-07-20,-2.9422
2020-07-21,-1.759
2020-07-22,-2.6667
2020-07-23,0.7436
2020-07-24,-0.4274
2020-07-27,0.2731
2020-07-28,-1.1673
2020-07-29,-1.1417
2020-07-30,-2.5488
2020-07-31,-3.5145
