ticker,QUCT US Equity
2011-09-19,-2.0
2011-09-20,-1.0204
2011-09-26,0.5155
2011-09-30,0.5128
2011-10-05,1.0309
2011-10-06,0.0
2011-10-11,1.7856999999999998
2011-10-12,0.2506
2011-10-21,-0.75
2011-11-01,0.0
2011-12-05,-0.2519
2011-12-12,-0.5051
2011-12-14,0.5076
2012-01-03,1.1111
2012-02-01,0.0999
2012-02-02,-0.1996
2012-02-14,2.5
2012-03-12,26.8293
2012-04-04,-22.3077
2012-04-23,0.9901
2012-04-24,0.0
2012-05-03,0.0
2012-05-22,0.0
2012-05-29,0.0
2012-05-30,0.0
2012-06-01,0.0
2012-06-05,-0.4902
2012-06-06,0.4926
2012-06-07,0.0
2012-06-11,0.0
2012-06-12,0.0
2012-06-19,0.0
2012-06-26,0.0
2012-06-27,0.0
2012-07-05,0.0
2012-07-06,-3.9215999999999998
2012-07-13,0.4082
2012-07-16,0.6087
2012-07-20,-1.0091
2012-07-25,0.3061
2012-07-26,2.7467
2012-07-27,-2.9703
2012-08-03,-0.3061
2012-08-13,-0.4094
2012-08-14,0.4111
2012-08-20,1.3306
2012-08-21,2.0202
2012-09-12,0.0
2012-09-17,0.0
2012-09-24,0.0
2012-09-25,0.0
2012-09-26,1.4851
2012-09-27,-0.4878
2012-10-01,1.4706000000000001
2012-10-04,-4.0927
2012-10-05,1.9277
2012-10-08,0.0
2012-10-17,2.5948
2012-10-18,-0.7782
2012-10-23,-2.9412000000000003
2012-11-08,1.6162
2012-11-09,-1.5905
2012-11-12,0.9091
2012-11-27,0.7007
2012-11-28,0.0
2012-11-29,0.0
2012-11-30,0.0
2012-12-07,0.0
2013-01-11,-0.3936
2013-01-28,-0.2036
2013-01-29,0.0
2013-02-14,3.5
2013-02-15,0.0
2013-02-19,0.0
2013-02-21,-2.4154999999999998
2013-02-25,-1.4723
2013-02-26,-0.415
2013-02-28,0.9082
2013-03-08,0.0
2013-03-11,2.0
2013-03-19,-1.7402
2013-03-21,0.7733
2013-03-22,0.0
2013-04-04,3.9604
2013-04-09,2.3810000000000002
2013-04-29,0.0
2013-05-02,-2.3256
2013-05-06,0.0
2013-05-16,2.3810000000000002
2013-05-17,0.0
2013-05-22,-0.4651
2013-06-03,0.4673
2013-06-05,-1.3851
2013-06-06,-0.482
2013-06-07,0.0
2013-06-13,1.8957000000000002
2013-06-18,0.0
2013-06-21,-3.7209
2013-06-26,11.1111
2013-07-05,0.0
2013-07-09,-1.3043
2013-07-11,0.0
2013-07-18,-3.0837
2013-07-19,0.0
2013-07-22,0.0
2013-07-26,0.0
2013-08-09,-3.5455
2013-08-26,1.3195000000000001
2013-08-28,2.3247
2013-09-04,-0.0018
2013-09-05,0.9109
2013-09-10,-0.9
2013-09-13,-0.0909
2013-09-18,0.091
2013-09-24,0.0
2013-09-25,0.0
2013-09-26,0.0
2013-09-30,-4.4545
2013-10-01,4.6622
2013-10-03,-0.9091
2013-10-17,0.9174
2013-10-18,0.0
2013-10-23,-8.8082
2013-10-25,8.6621
2013-10-28,0.9174
2013-10-29,0.4545
2013-10-30,0.8145
2013-11-01,-0.3623
2013-11-27,-3.1818
2013-12-03,2.2535
2013-12-05,-0.9183
2013-12-12,1.9462000000000002
2013-12-26,0.0
2013-12-30,0.0
2013-12-31,4.5455
2014-01-02,-3.4783
2014-01-07,3.6036
2014-01-08,-1.3043
2014-01-14,0.3524
2014-01-15,-5.18
2014-01-16,6.2036999999999995
2014-01-31,0.0
2014-02-04,0.2616
2014-02-07,0.0
2014-02-13,0.0
2014-02-14,-2.6087
2014-02-19,0.0893
2014-02-24,0.0
2014-02-27,2.5869999999999997
2014-02-28,-1.3043
2014-03-14,0.793
2014-03-19,0.5245
2014-03-20,-1.3043
2014-03-26,1.3216
2014-03-31,0.0
2014-04-02,0.0
2014-04-15,-2.5435
2014-04-16,-6.0344
2014-04-21,9.1993
2014-04-25,-4.3478
2014-04-29,4.5455
2014-04-30,0.087
2014-05-13,-2.2589
2014-05-20,0.0
2014-05-27,0.0
2014-05-29,0.0
2014-06-03,-5.4222
2014-06-05,5.7331
2014-06-10,0.0
2014-06-11,2.2222
2014-06-17,0.0
2014-06-20,-4.3478
2014-06-26,4.5455
2014-07-03,0.0
2014-07-07,-0.8696
2014-07-08,0.8772
2014-07-10,0.0
2014-07-11,-2.6087
2014-07-23,-0.9821
2014-07-24,1.4426999999999999
2014-08-01,-3.1111
2014-08-14,5.5046
2014-09-04,0.0
2014-09-05,0.0
2014-09-18,0.0
2014-10-03,1.7544
2014-10-07,7.7586
2014-10-09,-7.2
2014-10-10,-5.1724
2014-10-16,9.0909
2014-10-21,-9.1667
2014-10-22,0.9174
2014-10-31,8.1818
2014-11-10,9.0756
2014-12-02,-14.0986
2014-12-03,0.8969
2014-12-04,-0.8889
2014-12-05,0.8969
2014-12-19,2.2222
2014-12-24,-4.3478
2015-01-06,4.5455
2015-01-07,0.0
2015-01-08,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-20,-3.9130000000000003
2015-01-28,0.0
2015-03-02,-0.4525
2015-03-17,-2.2618
2015-03-18,0.4539
2015-03-20,1.8519
2015-03-25,1.3636
2015-03-30,3.1390000000000002
2015-04-01,-4.7826
2015-04-02,-1.3708
2015-04-06,0.012
2015-04-09,4.1551
2015-04-10,1.3333
2015-04-15,-3.5088
2015-04-23,-2.2618
2015-04-24,2.3142
2015-04-28,0.0
2015-04-29,0.0
2015-05-11,0.0
2015-05-22,2.2727
2015-05-28,-4.4338
2015-06-05,11.6154
2015-06-29,4.1667
2015-06-30,-0.0008
2015-07-09,0.0008
2015-08-28,4.0
2015-08-31,0.0
2015-09-04,0.0
2015-09-17,3.8462
2015-10-06,3.7037
2015-10-12,3.7143
2015-10-14,0.2066
2015-10-16,-3.7801
2015-10-19,0.0
2015-11-12,2.518
2015-11-19,0.0
2016-01-13,0.0
2016-01-15,-8.7719
2016-01-19,0.0
2016-01-25,1.9231
2016-01-26,0.0
2016-02-02,-1.8868
2016-02-05,0.0
2016-02-12,0.0
2016-02-25,0.0
2016-03-01,-3.8462
2016-03-10,2.4
2016-03-15,2.668
2016-03-17,-0.3158
2016-03-21,0.7634
2016-03-23,2.2727
2016-04-26,1.4815
2016-05-27,-8.7591
2016-06-15,0.0
2016-06-16,0.0
2016-06-22,0.0
2016-07-05,0.16
2016-07-29,7.8275
2016-08-31,3.7037
2016-09-20,0.0
2016-09-29,-7.1429
2016-09-30,7.6923
2016-10-07,-3.5714
2016-10-27,0.0
2016-11-16,0.7463
2016-11-29,0.3704
2016-12-07,0.369
2016-12-09,-0.8824
2016-12-22,2.003
2017-01-19,-1.3178
2017-01-25,1.3354
2017-01-26,1.8175
2017-01-31,-3.2136
2017-02-01,-0.369
2017-02-02,0.0
2017-02-07,0.7407
2017-02-15,-0.7353
2017-02-16,1.8519
2017-03-15,-1.8182
2017-03-16,0.0
2017-03-20,0.0
2017-04-04,-1.4815
2017-04-06,1.5038
2017-04-10,0.0
2017-04-11,-1.8519
2017-04-17,-4.3774
2017-04-21,2.6046
2017-04-26,-1.5385
2017-05-10,0.0
2017-05-25,3.5156
2017-06-13,0.0
2017-06-19,0.0
2017-06-26,0.0
2017-06-30,0.0
2017-07-07,1.5093999999999999
2017-07-10,-1.1152
2017-07-12,1.1278
2017-07-14,0.3717
2017-07-25,-3.5556
2017-07-27,3.6866
2017-07-31,0.0
2017-08-01,0.0
2017-08-10,-2.5926
2017-08-11,1.1407
2017-08-21,0.094
2017-08-25,3.2864
2017-08-28,-2.9091
2017-08-29,0.7491
2017-09-11,0.3717
2017-09-13,0.0
2017-09-15,0.7407
2017-09-21,0.1471
2017-09-22,0.7342
2017-10-19,0.0
2017-10-20,-2.6968
2017-10-23,-0.2996
2017-10-25,-2.7047
2017-11-01,1.1673
2017-11-07,0.0
2017-11-09,0.0
2017-11-21,0.0
2017-11-27,-0.3077
2017-12-08,-0.463
2017-12-11,-1.0853
2017-12-12,1.2539
2017-12-13,-0.1548
2018-01-04,0.7752
2018-01-05,0.0
2018-01-09,1.9231
2018-01-11,-1.8868
2018-01-16,0.0
2018-01-19,0.0
2018-01-24,0.0
2018-01-26,-7.5385
2018-02-01,6.0732
2018-02-07,-12.8627
2018-02-09,8.0108
2018-02-13,-4.1667
2018-03-01,3.4783
2018-03-02,0.0
2018-03-05,-3.3613
2018-03-06,0.0
2018-03-07,-0.8696
2018-03-08,0.8772
2018-03-09,4.3478
2018-03-12,-0.8333
2018-03-13,0.0
2018-03-15,-1.6806999999999999
2018-03-22,1.7094
2018-03-23,0.0
2018-03-26,0.0
2018-04-09,-0.8403
2018-04-16,-2.5423999999999998
2018-04-17,0.0
2018-04-23,-0.0043
2018-04-25,2.1784
2018-04-30,0.0
2018-05-03,0.0
2018-05-08,0.0
2018-05-10,0.0
2018-05-17,0.0
2018-05-21,-1.0213
2018-05-22,-0.043
2018-05-23,-1.0744
2018-05-24,3.4774
2018-05-31,-3.7807
2018-06-05,0.8725
2018-06-15,3.8961
2018-06-19,4.1667
2018-06-22,-4.0
2018-07-10,4.1625
2018-07-27,-7.1955
2018-08-06,3.4474
2018-08-29,0.0002
2018-09-04,-0.0002
2018-09-13,0.0
2018-09-18,0.0
2018-09-20,4.1667
2018-09-28,2.0
2018-10-02,-3.5294
2018-10-10,1.626
2018-10-16,-1.6
2018-10-19,-0.4065
2018-11-05,0.0
2018-11-08,-5.6245
2018-12-18,2.0853
2019-01-09,-3.5042999999999997
2019-01-11,3.6315
2019-02-01,0.0
2019-02-05,1.7094
2019-02-15,0.8403
2019-03-01,-1.25
2019-03-07,-1.2658
2019-03-08,-0.0043
2019-03-11,-5.9789
2019-03-13,0.0
2019-03-14,-4.4436
2019-03-15,4.6455
2019-03-18,0.0045
2019-03-19,0.0
2019-03-20,-0.0045
2019-03-21,0.0045
2019-03-22,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-04-01,0.0
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,0.0
2019-04-05,0.0
2019-04-09,0.0
2019-04-10,0.0
2019-04-11,0.9091
2019-04-12,-0.9009
2019-04-16,-0.4545
2019-04-23,0.4521
2019-04-29,8.0958
2019-05-21,-9.0833
2019-05-22,4.5328
2019-05-24,-2.6549
2019-05-31,0.0
2019-06-07,0.0
2019-06-10,0.0
2019-06-14,-2.2727
2019-06-19,2.3256
2019-06-25,-1.8182
2019-06-26,1.8519
2019-07-01,0.0
2019-07-02,-1.8182
2019-07-05,-0.463
2019-07-08,-2.3256
2019-07-24,2.3810000000000002
2019-07-30,0.4651
2019-08-02,0.0
2019-08-05,1.8519
2019-08-07,-2.2727
2019-08-09,0.4651
2019-08-20,0.0
2019-08-22,0.0
2019-08-26,0.0
2019-09-09,-0.463
2019-09-10,1.3953
2019-09-13,0.0
2019-09-17,0.0
2019-09-23,0.9174
2019-09-25,0.0
2019-10-03,0.4545
2019-10-04,-2.2624
2019-10-07,-0.9259
2019-10-11,0.0
2019-10-17,2.0449
2019-10-18,-2.0039
2019-10-22,-9.8131
2019-10-23,3.6269
2019-11-08,0.0
2019-11-11,0.8081
2019-11-12,0.2004
2019-11-13,0.0
2019-11-15,-4.0
2019-11-18,0.5
2019-11-25,-0.4851
2019-11-26,4.1536
2019-12-09,-0.001
2019-12-16,-0.499
2019-12-17,0.5025
2019-12-18,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-02,0.0
2020-01-09,-1.0
2020-01-14,0.0
2020-01-16,0.0
2020-01-17,-0.0202
2020-01-22,0.9174
2020-01-23,0.0
2020-01-28,-1.3896
2020-01-29,0.5076
2020-01-30,-0.5253
2020-01-31,-0.4874
2020-02-03,0.0
2020-02-05,0.0
2020-02-10,1.0204
2020-02-13,-0.0202
2020-02-19,-2.3035
2020-02-21,3.2968
2020-02-26,-1.3896
2020-02-27,-1.5228000000000002
2020-03-03,0.6701
2020-03-09,-1.5873
2020-03-10,-3.1217
2020-03-11,4.0816
2020-03-12,-7.1208
2020-03-16,-0.5555
2020-03-17,3.352
2020-03-18,-13.5135
2020-03-19,-5.0
2020-03-20,-1.9737
2020-03-23,-6.0403
2020-03-25,12.857099999999999
2020-03-30,-6.962
2020-03-31,10.1728
2020-04-09,-7.3564
2020-04-13,-0.0267
2020-04-16,8.0
2020-04-21,1.8519
2020-04-22,3.0303
2020-04-27,3.6471
2020-04-28,3.2917
2020-04-29,1.0989
2020-05-01,-1.087
2020-05-12,-0.5495
2020-05-13,-1.105
2020-06-01,1.1173
2020-06-03,4.4199
2020-06-05,0.0
2020-06-08,0.0
2020-06-10,0.5291
2020-06-19,2.6263
2020-06-22,0.0051
2020-06-24,0.0
2020-06-26,-5.1231
2020-07-13,-0.0054
2020-07-20,2.6811
2020-07-22,2.6532
2020-07-24,-2.5846
2020-07-28,0.0
2020-07-30,0.0211
