ticker,SDC US Equity
2020-02-03,-2.5392
2020-02-04,5.2107
2020-02-05,3.059
2020-02-06,-0.0353
2020-02-07,2.7925
2020-02-10,-1.1004
2020-02-11,3.338
2020-02-12,0.3365
2020-02-13,2.8169
2020-02-14,-16.3079
2020-02-18,1.9485999999999999
2020-02-19,-5.4281
2020-02-20,-2.4252000000000002
2020-02-21,-0.4557
2020-02-24,-1.7062
2020-02-25,-4.0644
2020-02-26,-29.391
2020-02-27,-2.375
2020-02-28,-4.2254
2020-03-02,-2.0053
2020-03-03,3.8199
2020-03-04,7.6216
2020-03-05,0.7326
2020-03-06,-2.303
2020-03-09,-13.1514
2020-03-10,-2.0
2020-03-11,-5.3936
2020-03-12,-18.3359
2020-03-13,3.5849
2020-03-16,-19.8543
2020-03-17,13.1818
2020-03-18,-19.8795
2020-03-19,0.5013
2020-03-20,2.2444
2020-03-23,-0.2439
2020-03-24,4.6455
2020-03-25,0.0
2020-03-26,13.3178
2020-03-27,13.4021
2020-03-30,-10.1818
2020-03-31,-5.4656
2020-04-01,-10.9208
2020-04-02,-2.6442
2020-04-03,-4.1975
2020-04-06,8.5052
2020-04-07,-4.038
2020-04-08,7.6733
2020-04-09,0.2299
2020-04-13,-5.5046
2020-04-14,3.6408
2020-04-15,-2.1077
2020-04-16,-0.4785
2020-04-17,11.7788
2020-04-20,0.7527
2020-04-21,1.8143
2020-04-22,15.9329
2020-04-23,-4.5208
2020-04-24,0.0
2020-04-27,2.0833
2020-04-28,24.4898
2020-04-29,1.6393
2020-04-30,13.1965
2020-05-01,-9.9741
2020-05-04,0.0
2020-05-05,-2.8777
2020-05-06,10.5185
2020-05-07,1.3405
2020-05-08,6.0847
2020-05-11,14.5885
2020-05-12,-11.9695
2020-05-13,-4.5735
2020-05-14,-9.3264
2020-05-15,-2.0
2020-05-18,-1.4577
2020-05-19,5.9172
2020-05-20,-2.5140000000000002
2020-05-21,9.4556
2020-05-22,-0.5236
2020-05-26,-1.3158
2020-05-27,4.5333
2020-05-28,-2.6786
2020-05-29,2.3590999999999998
2020-06-01,3.3291
2020-06-02,3.2218
2020-06-03,3.9616
2020-06-04,-2.194
2020-06-05,4.0142
2020-06-08,6.8104
2020-06-09,-7.5452
2020-06-10,-6.2069
2020-06-11,-12.2549
2020-06-12,2.7933
2020-06-15,2.4457
2020-06-16,7.2943999999999996
2020-06-17,-2.225
2020-06-18,1.6435
2020-06-19,-0.7463
2020-06-22,-7.3935
2020-06-23,3.5183
2020-06-24,-6.6667
2020-06-25,4.3417
2020-06-26,0.6711
2020-06-29,2.8
2020-06-30,2.4643
2020-07-01,2.5316
2020-07-02,0.0
2020-07-06,2.8395
2020-07-07,-1.4405999999999999
2020-07-08,0.3654
2020-07-09,-1.9417
2020-07-10,2.2277
2020-07-13,7.3245000000000005
2020-07-14,-1.5228000000000002
2020-07-15,0.2291
2020-07-16,-2.1714
2020-07-17,-1.0514000000000001
2020-07-20,-0.5903
2020-07-21,10.0356
2020-07-22,-1.565
2020-07-23,-7.2368
2020-07-24,-0.2364
2020-07-27,4.5024
2020-07-28,-4.195
2020-07-29,2.6036
2020-07-30,-0.2307
2020-07-31,-2.3121
