ticker,CCNB US Equity
2018-09-14,0.0
2018-09-17,-1.0977
2018-09-19,-0.111
2018-09-24,-0.4444
2018-09-25,0.4464
2018-10-15,2.7778
2018-10-16,0.0
2018-10-26,-2.1622
2018-10-29,-2.7624
2018-10-30,2.2727
2018-11-01,-1.1111
2018-11-13,-1.1236
2018-11-15,-0.5682
2018-11-27,2.8571
2018-12-03,-2.7778
2018-12-04,-0.5714
2018-12-07,-0.5747
2018-12-10,-4.0462
2018-12-11,-3.6145
2018-12-19,-5.0
2018-12-21,-5.2632
2018-12-24,-0.6944
2018-12-26,0.5594
2018-12-27,-0.5563
2018-12-31,-0.1399
2019-01-02,0.0
2019-01-03,0.7003
2019-01-08,-0.9736
2019-01-11,0.1404
2019-01-16,2.3843
2019-01-22,-1.0959
2019-01-23,1.108
2019-01-25,1.3699
2019-01-28,-1.0811
2019-01-31,2.459
2019-02-01,0.1333
2019-02-12,4.9268
2019-02-13,1.5228000000000002
2019-02-15,-3.125
2019-02-19,3.2258
2019-02-26,0.0
2019-02-28,-0.5
2019-03-01,0.5025
2019-03-08,0.125
2019-03-13,0.0
2019-03-15,0.4994
2019-03-19,-0.4969
2019-03-21,0.1248
2019-03-22,0.1247
2019-03-25,-0.1245
2019-04-01,2.2444
2019-04-02,3.6585
2019-04-08,5.2941
2019-04-11,-4.8045
2019-04-16,5.3521
2019-04-18,-4.2892
2019-04-24,-0.7682
2019-04-26,0.7742
2019-05-13,0.7682
2019-05-14,0.0
2019-05-15,0.0
2019-05-20,-1.7789000000000001
2019-05-21,0.0
2019-05-23,3.4929
2019-05-28,3.125
2019-06-04,-11.5152
2019-06-06,3.0137
2019-06-10,0.0
2019-06-11,9.8404
2019-06-12,-0.2421
2019-06-19,-7.4029
2019-06-20,8.1258
2019-06-25,-5.2121
2019-06-27,0.1279
2019-07-01,0.2554
2019-07-02,0.1274
2019-07-11,4.9618
2019-07-15,-4.1212
2019-07-16,0.0
2019-07-17,1.1378
2019-07-22,-0.5
2019-07-23,0.0
2019-07-26,3.6432
2019-07-29,0.6061
2019-08-01,0.0
2019-08-06,-3.1325
2019-08-09,0.1244
2019-08-12,2.9814
2019-08-20,-2.4125
2019-08-29,-0.1236
2019-08-30,0.3713
2019-09-03,-0.6165
2019-09-05,-1.737
2019-09-10,0.0
2019-09-12,0.6313
2019-09-16,0.3764
2019-09-27,0.0
2019-10-02,0.25
2019-10-07,-0.2494
2019-10-08,-0.5
2019-10-14,-0.5025
2019-10-17,-1.3889
2019-10-28,0.128
2019-10-29,1.023
2019-10-30,-1.2658
2019-10-31,-0.641
2019-11-01,0.0
2019-11-06,0.0
2019-11-18,2.0645
2019-11-19,-1.3906
2019-11-20,-0.3846
2019-11-21,-0.1287
2019-11-25,-0.2577
2019-11-26,0.1292
2019-11-27,0.129
2019-12-02,-0.5155
2019-12-05,0.0
2019-12-06,0.0
2019-12-10,0.1295
2019-12-12,1.5524
2019-12-13,0.0
2019-12-20,-1.1465
2019-12-27,-0.2577
2019-12-30,0.1292
2019-12-31,-0.129
2020-01-02,0.2584
2020-01-10,2.4485
2020-01-14,-2.2641999999999998
2020-01-17,0.3861
2020-01-27,0.2564
2020-01-28,0.3836
2020-01-29,-0.8917
2020-02-03,-0.1285
2020-02-04,-0.7722
2020-02-05,0.1297
2020-02-11,-0.6477
2020-02-12,0.0
2020-02-18,-0.6519
2020-02-21,0.8399
2020-02-24,-2.5247
2020-02-25,0.1335
2020-02-26,0.0
2020-02-27,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-09,-6.0
2020-03-12,-7.8014
2020-03-16,-7.6923
2020-03-17,-16.6667
2020-03-18,2.4
2020-03-19,0.0
2020-03-20,16.2109
2020-03-23,-0.3361
2020-03-24,-15.3457
2020-03-26,29.4821
2020-04-07,-10.0
2020-04-14,2.5641
2020-04-24,1.6667
2020-04-29,-4.5902
2020-05-15,-2.0619
2020-05-18,5.2632
2020-06-01,0.0
2020-06-05,0.0
2020-06-12,-0.1667
2020-06-15,-3.172
2020-06-16,0.8621
2020-06-18,0.6838
2020-06-25,-1.3582
2020-06-26,3.2702
2020-06-30,0.0
2020-07-06,-0.8333
2020-07-16,-1.5126
2020-07-20,0.0
2020-07-21,-1.1945000000000001
2020-07-23,-0.5181
2020-07-27,-0.8681
2020-07-29,-0.1751
