ticker,HCCCD US Equity
2019-08-22,-2.3171
2019-08-27,0.0
2019-08-29,-0.2326
2019-09-04,-0.2331
2019-09-05,-6.5421
2019-09-06,50.0
2019-09-09,25.0
2019-09-10,33.3333
2019-09-11,0.0
2019-09-13,-25.0
2019-09-16,0.0
2019-09-17,-20.0
2019-09-18,-8.3333
2019-09-19,-18.1818
2019-09-20,11.1111
2019-09-23,10.0
2019-09-24,-5.4545
2019-09-25,-21.1346
2019-09-26,2.414
2019-09-27,-2.3810000000000002
2019-09-30,3.6585
2019-10-02,-10.5882
2019-10-03,-18.1316
2019-10-04,12.504
2019-10-08,-14.2857
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,30.6667
2019-10-21,2.0408
2019-10-22,-25.0
2019-10-23,0.0
2019-10-28,31.6667
2019-11-01,21.519
2019-11-04,4.1667
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-18,-24.0
2019-11-19,18.4211
2019-11-21,11.1111
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,2.0
2019-11-29,0.0
2019-12-06,-1.9607999999999999
2019-12-11,-30.0
2019-12-12,14.2857
2019-12-13,37.5
2019-12-16,18.1818
2019-12-17,15.3846
2019-12-18,-32.0
2019-12-20,-11.7647
2019-12-30,-7.7778
2019-12-31,-15.6386
2020-01-03,14.2531
2020-01-06,7.5
2020-01-09,5.814
2020-01-10,82.4176
2020-01-13,1.2048
2020-01-15,-50.9524
2020-01-21,82.0388
2020-01-23,0.0
2020-02-05,0.0
2020-02-06,-42.4
2020-02-07,1.8519
2020-02-10,6.8182
2020-02-12,25.5319
2020-02-13,-15.2542
2020-02-14,-10.0
2020-02-18,-8.8889
2020-02-21,0.0
2020-02-24,0.0
2020-03-02,-2.439
2020-03-03,40.0
2020-03-05,-1.7856999999999998
2020-03-06,0.0
2020-03-16,-45.4545
2020-03-17,-6.6667
2020-03-18,-42.5357
2020-03-23,18.0858
2020-03-24,0.0
2020-03-25,31.6053
2020-03-26,159.948
2020-03-27,-3.0769
2020-03-30,-36.5079
2020-03-31,-31.25
2020-04-01,63.6364
2020-04-02,-2.2222
2020-04-03,0.0
2020-04-06,-34.0909
2020-04-08,-6.8966
2020-04-09,3.7037
2020-04-13,0.0
2020-04-14,-7.1429
2020-04-16,0.0
2020-04-17,0.0
2020-04-21,7.6923
2020-04-22,-3.5714
2020-04-23,0.0
2020-04-24,0.0
2020-04-28,-3.7037
2020-04-29,-11.538499999999999
2020-05-04,0.0
2020-05-05,-3.8043
2020-05-06,-5.0847
2020-05-08,61.9048
2020-05-11,2.9412000000000003
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,31.4286
2020-05-19,0.0
2020-05-20,-47.8261
2020-05-21,4.1667
2020-05-22,-20.0
2020-05-26,-14.0
2020-05-27,33.7209
2020-05-28,-24.3478
2020-05-29,37.931
2020-06-01,12.5
2020-06-02,-7.4074
2020-06-03,15.8
2020-06-04,3.6269
2020-06-05,-6.5
2020-06-09,14.082
2020-06-10,-20.1563
2020-06-11,-17.4168
2020-06-15,32.7014
2020-06-16,0.0
2020-06-17,0.0
2020-06-22,7.1429
2020-06-24,-20.0
2020-06-25,8.6771
2020-06-26,14.6363
2020-06-29,3.0936
2020-06-30,-8.3536
2020-07-01,6.1947
2020-07-06,10.0
2020-07-07,-9.0909
2020-07-09,-11.3333
2020-07-10,0.0
2020-07-13,0.0
2020-07-15,-5.6391
2020-07-16,0.0
2020-07-17,-4.3825
2020-07-20,-8.3333
2020-07-22,31.8182
2020-07-23,-15.5172
2020-07-24,10.2041
2020-07-27,-24.0741
