ticker,GBCHF US Equity
2018-12-28,-15.6627
2018-12-31,-7.3571
2019-01-02,-22.899
2019-01-03,55.2
2019-01-04,-0.7732
2019-01-07,-9.0909
2019-01-08,-41.4286
2019-01-09,21.9512
2019-01-10,28.0
2019-01-11,1.5625
2019-01-14,0.0
2019-01-15,7.6923
2019-01-16,-4.7143
2019-01-17,-10.045
2019-01-18,-4.0
2019-01-22,-6.25
2019-01-23,-8.8889
2019-01-24,19.9187
2019-01-25,1.6949
2019-01-28,-25.0
2019-01-29,11.1111
2019-01-30,-24.0
2019-01-31,21.0526
2019-02-01,-2.1739
2019-02-04,-11.1111
2019-02-05,25.0
2019-02-06,20.0
2019-02-07,-5.0
2019-02-08,71.9298
2019-02-11,-32.6531
2019-02-12,6.0606
2019-02-13,11.4286
2019-02-14,-3.8462
2019-02-15,2.6667
2019-02-19,10.3896
2019-02-20,-13.6471
2019-02-21,-12.0981
2019-02-22,8.4935
2019-02-25,10.0
2019-02-26,1.2987
2019-02-27,-1.2821
2019-02-28,1.2987
2019-03-01,21.5128
2019-03-04,5.5075
2019-03-05,-7.0
2019-03-06,-6.4516
2019-03-07,0.0
2019-03-08,-10.9195
2019-03-11,-3.2258
2019-03-12,0.0
2019-03-13,-13.3333
2019-03-14,0.7692
2019-03-15,-6.8702
2019-03-18,-9.0164
2019-03-19,14.4144
2019-03-20,0.7874
2019-03-21,9.375
2019-03-22,25.7143
2019-03-25,-19.3182
2019-03-26,5.6338
2019-03-27,5.3333
2019-03-28,10.1266
2019-03-29,-2.2989
2019-04-01,-18.8235
2019-04-02,40.5797
2019-04-03,3.0928
2019-04-04,5.0
2019-04-05,22.8571
2019-04-08,55.0388
2019-04-09,-17.5
2019-04-10,21.2121
2019-04-11,0.0
2019-04-12,-10.0
2019-04-15,-19.4444
2019-04-16,7.2414
2019-04-17,8.6817
2019-04-18,-5.3254
2019-04-22,0.0
2019-04-23,-0.625
2019-04-24,-0.6289
2019-04-25,0.6329
2019-04-26,-14.7799
2019-04-29,-1.107
2019-04-30,-7.7612
2019-05-01,-10.598700000000001
2019-05-02,19.0045
2019-05-03,7.2243
2019-05-06,-1.4184
2019-05-07,6.4748
2019-05-08,-1.3514
2019-05-09,2.0548
2019-05-10,0.0
2019-05-13,0.6711
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,3.3333
2019-05-17,-3.2258
2019-05-20,-2.0
2019-05-21,9.5238
2019-05-22,-3.1056
2019-05-23,-4.4872
2019-05-24,54.3624
2019-05-28,33.4783
2019-05-29,-13.355
2019-05-30,-6.015
2019-05-31,-4.0
2019-06-03,-12.5
2019-06-04,-18.5714
2019-06-05,16.3743
2019-06-06,-10.0503
2019-06-07,3.352
2019-06-10,-2.7027
2019-06-11,-5.5556
2019-06-12,4.7059
2019-06-13,-5.618
2019-06-14,0.119
2019-06-17,-1.9024999999999999
2019-06-18,-5.4545
2019-06-19,-8.9744
2019-06-20,14.7887
2019-06-21,-4.908
2019-06-24,5.1613
2019-06-25,11.6564
2019-06-26,4.3956
2019-06-27,-10.526299999999999
2019-06-28,5.0
2019-07-01,0.8403
2019-07-02,-7.2222
2019-07-03,-1.1976
2019-07-05,-8.4848
2019-07-08,9.2715
2019-07-09,-37.5758
2019-07-10,45.6311
2019-07-11,4.6667
2019-07-12,3.8217
2019-07-15,-11.0429
2019-07-16,8.2759
2019-07-17,-25.4777
2019-07-18,2.5641
2019-07-19,-4.1667
2019-07-22,-13.0435
2019-07-23,1.0
2019-07-24,8.9109
2019-07-25,-20.0
2019-07-26,6.8182
2019-07-29,22.3404
2019-07-30,-43.4783
2019-07-31,30.7692
2019-08-01,5.8824
2019-08-02,-5.5556
2019-08-05,1.1764999999999999
2019-08-06,-6.9767
2019-08-07,-10.0
2019-08-08,-5.5556
2019-08-09,17.647100000000002
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,-33.75
2019-08-15,13.2075
2019-08-16,-3.3333
2019-08-19,-13.4483
2019-08-20,9.5618
2019-08-21,0.0
2019-08-22,3.6364
2019-08-23,-1.7544
2019-08-26,14.2857
2019-08-27,-7.8125
2019-08-28,-3.3898
2019-08-29,-5.2632
2019-08-30,22.2222
2019-09-03,10.6061
2019-09-04,-15.7534
2019-09-05,8.9431
2019-09-06,4.4776
2019-09-09,-4.2857
2019-09-10,1.4925
2019-09-11,-4.4118
2019-09-12,-8.461500000000001
2019-09-13,0.8403
2019-09-16,-8.3333
2019-09-17,-2.7273
2019-09-18,2.8037
2019-09-19,-7.2727
2019-09-20,-1.9607999999999999
2019-09-23,16.0
2019-09-24,-12.069
2019-09-25,9.8039
2019-09-26,1.7856999999999998
2019-09-27,1.7544
2019-09-30,0.0
2019-10-01,-3.4483
2019-10-02,5.3571
2019-10-03,0.0
2019-10-04,-2.0339
2019-10-07,-4.8443000000000005
2019-10-08,-7.2727
2019-10-09,5.8824
2019-10-10,0.0
2019-10-11,-1.8519
2019-10-14,-5.6604
2019-10-15,-4.0
2019-10-16,8.3333
2019-10-17,-17.3077
2019-10-18,-18.6047
2019-10-21,14.2857
2019-10-22,-0.5
2019-10-23,3.0151
2019-10-24,-2.439
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,2.5
2019-10-30,-7.3171
2019-10-31,0.0
2019-11-01,5.2632
2019-11-04,-2.5
2019-11-05,-10.2564
2019-11-06,-22.8571
2019-11-07,11.1111
2019-11-08,13.3333
2019-11-11,-20.5882
2019-11-12,36.2963
2019-11-13,-2.1739
2019-11-14,-3.8889
2019-11-15,6.9364
2019-11-18,0.0
2019-11-19,-2.7027
2019-11-20,-1.3889
2019-11-21,-15.493
2019-11-22,-10.0
2019-11-25,-3.7037
