ticker,CBNK US Equity
2019-02-20,-2.297
2019-02-21,-0.4198
2019-02-22,0.253
2019-02-25,-0.7569
2019-02-26,0.0
2019-02-27,0.8475
2019-02-28,-0.7563
2019-03-01,-0.0847
2019-03-04,0.0
2019-03-05,0.9322
2019-03-06,-3.7782999999999998
2019-03-07,-2.8796
2019-03-08,-0.9883
2019-03-11,0.9982
2019-03-12,0.9883
2019-03-13,-1.1566
2019-03-14,-0.09
2019-03-15,1.0811
2019-03-18,0.713
2019-03-19,-1.6814
2019-03-20,-0.09
2019-03-21,0.5405
2019-03-22,-0.0896
2019-03-25,2.0628
2019-03-26,3.6907
2019-03-27,-1.2711999999999999
2019-03-28,2.2318
2019-03-29,-2.4349
2019-04-01,2.4096
2019-04-02,0.8403
2019-04-03,1.4167
2019-04-04,-4.355
2019-04-05,5.6701
2019-04-08,-7.561
2019-04-09,-1.759
2019-04-10,3.1334
2019-04-11,-0.7813
2019-04-12,2.0122
2019-04-15,-2.0583
2019-04-16,-0.2627
2019-04-17,-0.6146
2019-04-18,2.5618
2019-04-22,0.4307
2019-04-23,0.2573
2019-04-24,-2.2241
2019-04-25,-0.8749
2019-04-26,2.9126
2019-04-29,-1.8010000000000002
2019-04-30,-0.6987
2019-05-01,0.0
2019-05-02,1.847
2019-05-03,3.6269
2019-05-06,-3.9167
2019-05-07,0.954
2019-05-08,0.8591
2019-05-09,-1.5332
2019-05-10,2.3356
2019-05-13,-1.3525
2019-05-14,1.8852
2019-05-15,-1.3035999999999999
2019-05-16,0.0426
2019-05-17,-0.4259
2019-05-20,1.0265
2019-05-21,1.8628
2019-05-22,-1.1638
2019-05-23,1.3457
2019-05-24,0.0
2019-05-28,-0.4979
2019-05-29,-2.1685
2019-05-30,2.2165
2019-05-31,0.0834
2019-06-03,-0.25
2019-06-04,0.2506
2019-06-05,-0.5
2019-06-06,0.5025
2019-06-07,-2.0
2019-06-10,2.0408
2019-06-11,0.0
2019-06-12,0.1667
2019-06-13,-0.1664
2019-06-14,-0.25
2019-06-17,0.919
2019-06-18,0.0
2019-06-19,-1.0762
2019-06-20,0.5021
2019-06-21,-1.4155
2019-06-24,-0.3378
2019-06-25,-2.1186
2019-06-26,0.2597
2019-06-27,3.4542
2019-06-28,2.6711
2019-07-01,0.0
2019-07-02,-0.6504
2019-07-03,0.6547
2019-07-05,0.6504
2019-07-08,0.8078
2019-07-09,-0.4006
2019-07-10,-0.9654
2019-07-11,0.9748
2019-07-12,-0.5632
2019-07-15,0.5663
2019-07-16,-0.2414
2019-07-17,-0.0806
2019-07-18,-0.4036
2019-07-19,-1.2156
2019-07-22,-0.082
2019-07-23,-3.1199
2019-07-24,2.7965999999999998
2019-07-25,-0.5771
2019-07-26,0.5804
2019-07-29,2.061
2019-07-30,1.1309
2019-07-31,1.7572
2019-08-01,-0.2355
2019-08-02,1.3375
2019-08-05,-1.9409999999999998
2019-08-06,-1.0293
2019-08-07,-6.32
2019-08-08,4.0137
2019-08-09,-1.8062
2019-08-12,0.9197
2019-08-13,2.6512000000000002
2019-08-14,-4.1162
2019-08-15,1.0943
2019-08-16,1.5819999999999999
2019-08-19,-0.082
2019-08-20,-0.4922
2019-08-21,-3.38
2019-08-22,0.3413
2019-08-23,-1.1054
2019-08-26,2.6654999999999998
2019-08-27,-1.5913
2019-08-28,2.4681
2019-08-29,0.0831
2019-08-30,0.4149
2019-09-03,-0.8264
2019-09-04,0.3333
2019-09-05,-0.3322
2019-09-06,0.4167
2019-09-09,1.1618
2019-09-10,7.7112
2019-09-11,0.6855
2019-09-12,4.9924
2019-09-13,-0.7925
2019-09-16,2.6144
2019-09-17,0.0
2019-09-18,-1.4154
2019-09-19,1.5793
2019-09-20,-0.0707
2019-09-23,0.3536
2019-09-24,-0.9866
2019-09-25,1.3523
2019-09-26,-1.5449000000000002
2019-09-27,-1.9971
2019-09-30,-0.8734
2019-10-01,-0.8076
2019-10-02,-1.9245
2019-10-03,1.3585
2019-10-04,-1.4892
2019-10-07,-0.9826
2019-10-08,1.2214
2019-10-09,0.905
2019-10-10,-1.7936999999999999
2019-10-11,1.5981999999999998
2019-10-14,-1.1236
2019-10-15,-0.3788
2019-10-16,0.3802
2019-10-17,0.6818
2019-10-18,-0.3762
2019-10-21,2.1903
2019-10-22,2.2912
2019-10-23,-0.6503
2019-10-24,0.8727
2019-10-25,0.721
2019-10-28,1.4316
2019-10-29,1.4114
2019-10-30,0.0696
2019-10-31,0.765
2019-11-01,-2.0704
2019-11-04,-0.6342
2019-11-05,2.0567
2019-11-06,-0.2085
2019-11-07,-0.0696
2019-11-08,-0.3484
2019-11-11,0.8392
2019-11-12,-0.2774
2019-11-13,-0.9736
2019-11-14,1.6152
2019-11-15,-1.6585999999999999
2019-11-18,0.3162
2019-11-19,2.1366
2019-11-20,-1.2346
2019-11-21,-0.8333
2019-11-22,2.9412000000000003
2019-11-25,2.517
2019-11-26,-0.1327
2019-11-27,0.0
2019-11-29,-0.9967
2019-12-02,-1.0067
2019-12-03,-2.0339
2019-12-04,-0.8997
2019-12-05,-0.2095
2019-12-06,0.9797
2019-12-09,-0.2079
2019-12-10,-0.1389
2019-12-11,-1.5994000000000002
2019-12-12,-0.2827
2019-12-13,3.8270999999999997
2019-12-16,0.6826
2019-12-17,-0.1356
2019-12-18,0.4752
2019-12-19,-1.4865
2019-12-20,1.6461000000000001
2019-12-23,-0.6073
2019-12-24,0.4073
2019-12-26,-0.4733
2019-12-27,-0.1359
2019-12-30,-1.0884
2019-12-31,2.4072
2020-01-02,-0.3358
2020-01-03,-3.504
2020-01-06,2.6536
2020-01-07,0.068
2020-01-08,0.2039
2020-01-09,-0.2035
2020-01-10,1.1557
2020-01-13,-0.5376
2020-01-14,-0.1351
2020-01-15,-0.0677
2020-01-16,-0.8125
2020-01-17,-1.4334
2020-01-21,-0.9695
2020-01-22,-3.2168
2020-01-23,-0.3613
2020-01-24,1.3778000000000001
2020-01-27,-0.7153
2020-01-28,0.8646
2020-01-29,-0.7143
2020-01-30,-1.5827
2020-01-31,-0.4386
2020-02-03,5.2129
2020-02-04,0.7676
2020-02-05,1.108
2020-02-06,-2.2603
2020-02-07,0.7708
2020-02-10,1.669
2020-02-11,-1.5048
2020-02-12,-0.2778
2020-02-13,0.0
2020-02-14,0.1393
2020-02-18,-0.1391
2020-02-19,0.4178
2020-02-20,-0.1387
2020-02-21,-1.1111
2020-02-24,-1.5449000000000002
2020-02-25,2.1398
2020-02-26,-0.5587
2020-02-27,-0.632
2020-02-28,-2.1908
2020-03-02,2.2399
2020-03-03,-1.5548
2020-03-04,2.5126
2020-03-05,-2.9412000000000003
2020-03-06,-3.4632
2020-03-09,-10.2392
2020-03-10,1.8317999999999999
2020-03-11,-3.9248
2020-03-12,-21.3617
2020-03-13,18.7229
2020-03-16,-36.3719
2020-03-17,69.914
2020-03-18,-12.4789
2020-03-19,-1.7341
2020-03-20,-2.9412000000000003
2020-03-23,1.0101
2020-03-24,12.6
2020-03-25,1.3321
2020-03-26,12.1823
2020-03-27,-7.8906
2020-03-30,8.1425
2020-03-31,-1.8039
2020-04-01,-8.0671
2020-04-02,-1.0426
2020-04-03,-9.3064
2020-04-06,16.8441
2020-04-07,-2.4027
2020-04-08,-0.5093
2020-04-09,2.3891
2020-04-13,-4.1667
2020-04-14,-1.913
2020-04-15,-1.0638
2020-04-16,-4.1219
2020-04-17,3.5514
2020-04-20,-5.1444
2020-04-21,1.8077999999999999
2020-04-22,-0.7477
2020-04-23,-3.1073
2020-04-24,0.3887
2020-04-27,3.0978
2020-04-28,4.4131
2020-04-29,8.4532
2020-04-30,-9.9502
2020-05-01,2.4862
2020-05-04,-6.9182
2020-05-05,0.0
2020-05-06,-1.4479
2020-05-07,0.4897
2020-05-08,12.0858
2020-05-11,-7.7391
2020-05-12,-6.7389
2020-05-13,-1.1622
2020-05-14,-3.2720000000000002
2020-05-15,8.8795
2020-05-18,6.0194
2020-05-19,-6.1355
2020-05-20,5.6585
2020-05-21,-0.1847
2020-05-22,1.1101
2020-05-26,-1.3724
2020-05-27,8.9981
2020-05-28,-1.0213
2020-05-29,-2.1496
2020-06-01,-6.5026
2020-06-02,0.094
2020-06-03,5.8216
2020-06-04,1.9521
2020-06-05,2.0017
2020-06-08,0.7679
2020-06-09,1.6088
2020-06-10,-3.6667
2020-06-11,-12.8893
2020-06-12,2.6812
2020-06-15,3.7718
2020-06-16,0.2796
2020-06-17,-3.4387
2020-06-18,-3.7536
2020-06-19,1.0
2020-06-22,-0.297
2020-06-23,1.8868
2020-06-24,-3.5088
2020-06-25,0.7071
2020-06-26,-5.7172
2020-06-29,8.4043
2020-06-30,5.0049
2020-07-01,-4.5794
2020-07-02,1.0774
2020-07-06,4.0698
2020-07-07,-6.7039
2020-07-08,2.495
2020-07-09,-6.816
2020-07-10,9.0909
2020-07-13,-0.5747
2020-07-14,0.1927
2020-07-15,3.2692
2020-07-16,1.4898
2020-07-17,-1.8349
2020-07-20,0.0
2020-07-21,1.7757
2020-07-22,-0.9183
2020-07-23,4.7266
2020-07-24,0.0
2020-07-27,0.7965
2020-07-28,-4.2142
2020-07-29,0.8249
2020-07-30,-1.6364
2020-07-31,-1.8484
