ticker,XCOMQ US Equity
2016-04-05,0.346
2016-04-06,-2.069
2016-04-07,2.1127
2016-04-08,-5.1724
2016-04-11,6.5455
2016-04-12,-8.1911
2016-04-13,-0.3717
2016-04-14,0.0
2016-04-15,-5.5969999999999995
2016-04-18,3.1621
2016-04-19,5.7471
2016-04-20,2.1739
2016-04-21,-0.3546
2016-04-22,2.1352
2016-04-25,-6.6202
2016-04-26,3.7313
2016-04-27,-2.1583
2016-04-28,0.3676
2016-04-29,-4.7619
2016-05-02,2.6923
2016-05-03,-0.7491
2016-05-04,0.7547
2016-05-05,2.9962999999999997
2016-05-06,-3.2727
2016-05-09,0.3759
2016-05-10,-5.9925
2016-05-11,-8.7699
2016-05-12,-12.659
2016-05-13,7.25
2016-05-16,-6.2937
2016-05-17,-7.9602
2016-05-18,-11.3514
2016-05-19,35.3659
2016-05-20,-23.8739
2016-05-23,3.5503
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.5714
2016-05-27,0.5682
2016-05-31,2.2599
2016-06-01,1.105
2016-06-02,-2.7321999999999997
2016-06-03,-2.2472
2016-06-06,-2.8736
2016-06-07,3.5503
2016-06-08,0.0
2016-06-09,-1.7143000000000002
2016-06-10,-2.907
2016-06-13,-17.3653
2016-06-14,-6.5217
2016-06-15,-7.3643
2016-06-16,-16.318
2016-06-17,-1.0625
2016-06-20,-3.9798
2016-06-21,0.0
2016-06-22,-10.526299999999999
2016-06-23,3.8456
2016-06-24,3.0942
2016-06-27,-15.2747
2016-06-28,10.2464
2016-06-29,10.5882
2016-06-30,-4.2553
2016-07-01,4.4306
2016-07-05,-7.4345
2016-07-06,0.0
2016-07-07,0.0575
2016-07-08,7.9839
2016-07-11,-11.6888
2016-07-12,-9.6522
2016-07-13,4.0
2016-07-14,-0.5529
2016-07-15,4.4235
2016-07-18,-3.0864
2016-07-19,-4.4427
2016-07-20,1.3414
2016-07-21,-7.901
2016-07-22,58.5431
2016-07-25,17.1171
2016-07-26,9.2308
2016-07-27,58.4507
2016-07-28,-15.1111
2016-07-29,15.7068
2016-08-01,-5.4299
2016-08-02,-14.8325
2016-08-03,-15.1685
2016-08-04,3.9735
2016-08-05,-22.293
2016-08-08,-2.459
2016-08-09,0.0
2016-08-10,-10.084
2016-08-11,5.6075
2016-08-12,-17.7876
2016-08-15,-9.6878
2016-08-16,-4.6484
2016-08-17,-7.5156
2016-08-18,0.0169
2016-08-19,-3.1926
2016-08-22,-2.3033
2016-08-23,-49.4731
2016-08-24,52.7041
2016-08-25,59.2593
2016-08-26,-9.3023
2016-08-29,-13.6538
2016-08-30,-12.1752
2016-08-31,-8.5165
2016-09-01,57.0802
2016-09-02,-19.4118
2016-09-06,10.9489
2016-09-07,-8.2895
2016-09-08,-2.8156
2016-09-09,-6.8001000000000005
2016-09-12,-2.9502
2016-09-13,0.8161
2016-09-14,0.3744
2016-09-15,3.2258
2016-09-16,0.7813
2016-09-19,-5.4264
2016-09-20,1.6189
2016-09-21,-0.8369
2016-09-22,1.9217
2016-09-23,-1.8155999999999999
2016-09-26,-5.0803
2016-09-27,-3.2327
2016-09-28,4.4248
2016-09-29,-3.6441
2016-09-30,-2.3747
2016-10-03,-2.1396
2016-10-04,-7.9402
2016-10-05,0.1625
2016-10-06,-6.1899
2016-10-07,10.6825
2016-10-10,7.9087
2016-10-11,-10.5146
2016-10-12,-0.8215
2016-10-13,-7.8564
2016-10-14,-12.3672
2016-10-17,-15.4492
2016-10-18,-12.9963
2016-10-19,1.4156
2016-10-20,-0.1042
2016-10-21,0.0626
2016-10-24,0.0417
2016-10-25,6.3333
2016-10-26,-8.7774
2016-10-27,3.0928
2016-10-28,3.3333
2016-10-31,-11.2903
2016-11-01,-20.0
2016-11-02,4.5455
2016-11-03,-8.6957
2016-11-04,4.7619
2016-11-07,-9.0909
2016-11-08,2.5
2016-11-09,-9.7561
2016-11-10,-18.9189
2016-11-11,13.3333
2016-11-14,0.0
2016-11-15,2.9412000000000003
2016-11-16,-60.0714
2016-11-17,-8.6762
2016-11-18,-11.9491
2016-11-21,-3.8932
2016-11-22,11.1111
2016-11-23,8.3333
2016-11-25,-9.2308
2016-11-28,-19.4915
2016-11-29,-9.473700000000001
2016-11-30,16.2791
2016-12-01,-28.0
2016-12-02,11.1111
2016-12-05,-5.0
2016-12-06,0.0
2016-12-07,10.526299999999999
2016-12-08,-4.7619
2016-12-09,-10.0
2016-12-12,-2.7778
2016-12-13,13.9286
2016-12-14,-9.7179
2016-12-15,0.0
2016-12-16,-2.7778
2016-12-19,-25.7143
2016-12-20,-23.0769
2016-12-21,-24.0625
2016-12-22,0.0
2016-12-23,-1.2346
2016-12-27,-6.6667
2016-12-28,-14.2857
2016-12-29,66.6667
2016-12-30,-30.0
2017-01-03,22.3214
2017-01-04,0.0
2017-01-05,16.7883
2017-01-06,-0.625
2017-01-09,-14.4654
2017-01-10,2.9412000000000003
2017-01-11,2.8571
2017-01-12,11.1111
2017-01-13,0.0
2017-01-17,-10.0
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,4.8611
2017-01-23,-25.8278
2017-01-24,25.0
2017-01-25,-14.2857
2017-01-26,0.0
2017-01-27,26.6667
2017-01-30,0.0
2017-01-31,-20.3947
2017-02-01,19.0083
2017-02-02,-16.6667
2017-02-03,0.0
2017-02-06,23.3333
2017-02-07,0.0
2017-02-08,-29.7297
2017-02-09,38.4615
2017-02-10,-5.5556
2017-02-14,-11.7647
2017-02-15,33.3333
2017-02-16,38.125
2017-02-17,-15.3846
2017-02-21,27.0053
2017-02-22,-22.5263
2017-02-23,23.3696
2017-02-24,-26.8722
2017-02-27,-13.253
2017-02-28,11.1111
2017-03-01,-20.0
2017-03-02,-10.5469
2017-03-03,0.0
2017-03-06,-6.9869
2017-03-07,-4.6948
2017-03-08,41.8719
2017-03-09,-28.8194
2017-03-10,2.439
2017-03-13,34.2857
2017-03-14,-10.9929
2017-03-15,-11.5538
2017-03-16,36.036
2017-03-17,21.8543
2017-03-20,-21.7391
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,35.0694
2017-03-24,-25.964
2017-03-27,0.0
2017-03-29,11.1111
2017-03-30,0.0
2017-03-31,-25.0
2017-04-04,-7.5
2017-04-05,0.9009
2017-04-06,0.0
2017-04-07,7.1429
2017-04-11,-13.3333
2017-04-13,6.7308
2017-04-19,0.0
2017-04-21,0.0
2017-04-25,-6.3063
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-05-01,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-08,15.3846
2017-05-10,-13.3333
2017-05-11,0.0
2017-05-15,-9.1346
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,-57.672
2017-05-22,-40.0
2017-05-23,0.0
2017-05-25,33.3333
2017-05-30,0.0
2017-06-01,-25.0
2017-06-02,229.1667
2017-06-05,0.0
2017-06-06,-69.6203
2017-06-07,0.0
2017-06-08,216.6667
2017-06-09,0.0
2017-06-12,-62.6316
2017-06-13,69.0141
2017-06-14,-41.6667
2017-06-19,42.8571
2017-06-20,0.0
2017-06-21,0.0
2017-06-23,0.0
2017-06-26,-6.0
2017-06-29,-25.5319
2017-07-06,0.0
2017-07-10,171.4286
2017-07-18,-33.6842
2017-07-24,1.5873
2017-07-28,0.0
2017-07-31,48.4375
2017-08-03,-32.6316
2017-08-09,9.375
2017-08-14,-8.5714
2017-08-21,-6.25
2017-08-22,0.0
2017-08-23,98.3333
2017-08-24,530.2521
2017-08-25,-34.1333
2017-08-28,-59.5142
2017-08-29,36.0
2017-08-30,-19.1176
2017-08-31,-4.5455
2017-09-01,-14.2857
2017-09-05,-2.7778
2017-09-06,14.2857
2017-09-07,-17.5
2017-09-08,-33.3333
2017-09-11,54.5455
2017-09-13,-29.4118
2017-09-14,0.0
2017-09-15,0.0
2017-09-18,25.0
2017-09-19,0.0
2017-09-20,0.0
2017-09-21,-13.3333
2017-09-22,0.0
2017-09-25,0.0
2017-09-26,0.7692
2017-09-27,0.0
2017-09-28,-8.3969
2017-09-29,9.1667
2017-10-02,0.0
2017-10-03,-7.6336
2017-10-04,23.9669
2017-10-05,-3.3333
2017-10-06,0.0
2017-10-09,-2.7586
2017-10-10,6.383
2017-10-13,0.0
2017-10-17,0.0
2017-10-19,0.0
2017-10-20,13.3333
2017-10-24,-35.2941
2017-10-25,0.0
2017-10-26,0.0
2017-10-27,45.4545
2017-10-31,-31.25
2017-11-02,0.0
2017-11-03,-9.0909
2017-11-06,10.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,0.0
2017-11-13,50.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-20,-39.3939
2017-11-21,10.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,0.0
2017-11-30,0.0
2017-12-01,0.0
2017-12-05,0.0
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,-9.0909
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,60.0
2017-12-28,-25.0
2017-12-29,-8.3333
2018-01-02,0.0
2018-01-04,54.5455
2018-01-09,-29.4118
2018-01-10,0.0
2018-01-12,0.0
2018-01-16,-8.3333
2018-01-17,63.6364
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,-36.1111
2018-01-25,0.0
2018-01-31,0.0
2018-02-05,0.0
2018-02-08,0.0
2018-02-14,-4.3478
2018-02-16,0.0
2018-02-21,0.0
2018-02-27,0.0
2018-02-28,-9.0909
2018-03-01,0.0
2018-03-02,0.0
2018-03-07,0.0
2018-03-09,10.0
2018-03-13,-8.1818
2018-03-15,-0.9901
2018-03-20,0.0
2018-03-23,0.0
2018-03-26,-30.0
2018-03-27,0.0
2018-03-28,0.0
2018-03-29,0.0
2018-04-03,0.0
2018-04-05,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-27,0.0
2018-05-02,-42.8571
2018-05-03,-5.0
2018-05-04,0.0
2018-05-10,0.0
2018-05-14,0.0
2018-05-15,5.2632
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,-5.0
2018-05-21,5.2632
2018-05-23,0.0
2018-05-24,0.0
2018-06-01,0.0
2018-06-04,-17.5
2018-06-06,-3.0303
2018-06-07,212.5
2018-06-08,1.0
2018-06-12,28.7129
2018-06-13,38.4615
2018-06-14,-44.4444
2018-06-19,0.0
2018-06-21,1.0
2018-06-22,28.7129
2018-06-26,-22.3077
2018-06-29,-20.7921
2018-07-05,-25.0
2018-07-06,0.0
2018-07-10,66.6667
2018-07-11,-40.0
2018-07-12,0.0
2018-07-16,8.3333
2018-07-17,0.0
2018-07-18,0.0
2018-07-23,30.7692
2018-07-24,-23.5294
2018-07-25,53.8462
2018-07-26,-30.0
2018-07-30,0.0
2018-07-31,4.2857
2018-08-03,-4.1096
2018-08-06,0.0
2018-08-14,0.0
2018-08-15,67.8571
2018-08-21,-40.4255
2018-08-22,0.0
2018-08-24,-7.1429
2018-08-27,53.8462
2018-08-29,-35.0
2018-09-04,53.8462
2018-09-06,-35.0
2018-09-10,84.6154
2018-09-11,-45.8333
2018-09-12,84.6154
2018-09-14,0.0
2018-09-17,-45.8333
2018-09-18,4.2308
2018-09-19,33.5793
2018-09-21,10.4972
2018-09-27,20.0
2018-10-03,-0.8333
2018-10-05,-3.7815
2018-10-09,-42.3581
2018-10-12,0.0
2018-10-15,-18.1818
2018-10-19,122.2222
2018-10-22,-17.5
2018-10-25,-45.4545
2018-10-26,0.0
2018-10-30,103.7037
2018-10-31,-54.5455
2018-11-01,0.0
2018-11-02,120.0
2018-11-05,-31.8182
2018-11-07,33.3333
2018-11-12,-40.0
2018-11-16,0.0
2018-11-19,83.3333
2018-11-26,-45.4545
2018-11-27,79.1667
2018-11-28,-42.093
2018-12-07,1.2048
2018-12-11,0.0
2018-12-13,2.9365
2018-12-14,-2.8527
2018-12-18,0.0
2018-12-20,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-08,0.0
2019-01-18,-4.7619
2019-01-24,-8.3333
2019-01-25,0.0
2019-02-06,0.0
2019-02-11,43.1818
2019-02-13,-61.9048
2019-02-14,0.0
2019-02-25,6.5
2019-02-28,-6.1033
2019-03-07,0.0
2019-03-13,-30.0
2019-03-14,0.0
2019-03-15,0.0
2019-03-25,0.0
2019-04-15,4.7619
2019-04-16,127.2727
2019-04-22,-40.0
2019-05-01,0.0
2019-05-03,0.0
2019-05-14,8.0
2019-05-15,-4.321
2019-05-22,-3.2258
2019-05-28,7.7333
2019-05-30,85.6436
2019-06-05,-15.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-19,-19.6078
2019-06-25,-24.3902
2019-06-28,0.0
2019-07-02,175.0968
2019-07-03,-63.6492
2019-07-25,29.0323
2019-07-29,0.0
2019-08-08,0.0
2019-08-13,0.0
2019-08-15,0.0
2019-08-23,0.0
2019-08-26,-22.5
2019-08-30,-3.2258
2019-09-03,63.3333
2019-09-10,-38.7755
2019-09-12,0.0
2019-09-13,60.0
2019-09-16,-37.5
2019-09-17,3.0
2019-09-18,55.3398
2019-09-20,87.5
2019-09-25,-64.4444
2019-10-03,115.625
2019-10-04,2.1739
2019-10-07,-53.1915
2019-10-08,0.0
2019-10-14,-21.2121
2019-10-18,0.0
2019-10-22,7.3846
2019-10-23,79.0831
2019-10-25,0.0
2019-10-28,-44.16
2019-10-29,0.0
2019-10-30,-6.8768
2019-11-01,7.3846
2019-11-06,-24.7851
2019-11-07,0.0
2019-11-08,4.7619
2019-11-11,0.0
2019-11-13,0.0
2019-11-15,104.5455
2019-11-18,-51.1111
2019-11-19,0.0
2019-11-20,0.0
2019-11-22,0.0
2019-11-26,0.0
2019-11-27,-4.5455
2019-11-29,42.8571
2019-12-03,3.3333
2019-12-04,-19.3548
2019-12-06,-16.0
2019-12-09,66.6667
2019-12-10,42.8571
2019-12-11,-50.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-20,0.0
2019-12-23,8.0
2019-12-26,-18.5185
2019-12-27,10.1818
2019-12-31,-9.2409
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,0.0
2020-01-17,0.0
2020-01-22,0.0
2020-01-29,-4.5455
2020-01-31,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-07,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-20,0.0
2020-02-26,0.0
2020-03-02,0.0
2020-03-10,-23.8095
2020-03-11,25.0
2020-03-13,25.0
2020-03-24,-56.0
2020-03-27,0.0
2020-03-30,9.0909
2020-03-31,141.6667
2020-04-02,-58.6207
2020-04-08,-8.3333
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-20,32.7273
2020-04-21,-17.8082
2020-04-24,-8.3333
2020-04-30,9.0909
2020-05-01,108.3333
2020-05-04,8.0
2020-05-06,-7.4074
2020-05-07,0.0
2020-05-11,0.0
2020-05-12,50.0
2020-05-13,-54.6667
2020-05-15,105.8824
2020-05-18,-14.2857
2020-05-19,0.0
2020-05-21,0.0
2020-05-22,-26.6667
2020-05-28,59.0909
2020-05-29,37.1429
2020-06-02,-54.1667
2020-06-03,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-16,59.0909
2020-06-17,157.1429
2020-06-22,-78.8889
2020-06-24,21.0526
2020-06-25,769.5652
2020-06-26,-80.0
2020-07-07,148.75
2020-07-08,-24.6231
2020-07-10,0.0
2020-07-13,20.0
2020-07-15,0.0
2020-07-17,0.0
2020-07-21,11.1111
2020-07-24,-10.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,66.6667
