ticker,PT US Equity
2019-04-08,-2.8668
2019-04-09,-4.5139
2019-04-10,-3.9091
2019-04-11,-1.6082999999999998
2019-04-12,-3.5019
2019-04-15,0.1415
2019-04-16,-1.194
2019-04-17,-3.8268
2019-04-18,-12.4607
2019-04-22,-8.8517
2019-04-23,-2.231
2019-04-24,-4.5638
2019-04-25,1.2658
2019-04-26,-6.25
2019-04-29,-6.6667
2019-04-30,-2.3810000000000002
2019-05-01,5.0407
2019-05-02,0.6192
2019-05-03,-3.7692
2019-05-06,-2.1583
2019-05-07,-2.7778
2019-05-08,4.3697
2019-05-09,20.7729
2019-05-10,7.2
2019-05-13,0.7463
2019-05-14,1.358
2019-05-15,1.218
2019-05-16,0.1203
2019-05-17,-9.4952
2019-05-20,3.5857
2019-05-21,1.2821
2019-05-22,-0.6329
2019-05-23,-6.3694
2019-05-24,-1.2245
2019-05-28,0.8264
2019-05-29,1.0929
2019-05-30,2.2973
2019-05-31,1.7173
2019-06-03,-26.2338
2019-06-04,-19.3662
2019-06-05,-1.7467000000000001
2019-06-06,1.7778
2019-06-07,1.0917
2019-06-10,-0.6479
2019-06-11,2.1739
2019-06-12,-3.1915
2019-06-13,-0.2198
2019-06-14,1.9824000000000002
2019-06-17,-4.9676
2019-06-18,-0.2273
2019-06-19,-6.6059
2019-06-20,-31.7073
2019-06-21,12.5
2019-06-24,-4.127
2019-06-25,-5.9603
2019-06-26,1.0563
2019-06-27,4.5296
2019-06-28,-1.0
2019-07-01,7.4074
2019-07-02,12.2257
2019-07-03,-9.2179
2019-07-05,0.0
2019-07-08,9.8462
2019-07-09,5.8824
2019-07-10,5.0265
2019-07-11,-3.0227
2019-07-12,-2.8571
2019-07-15,-3.7433
2019-07-16,-15.5556
2019-07-17,-6.5789
2019-07-18,-4.2254
2019-07-19,8.8235
2019-07-22,5.7432
2019-07-23,-2.8754
2019-07-24,1.3158
2019-07-25,6.4935
2019-07-26,4.2683
2019-07-29,8.1871
2019-07-30,6.2162
2019-07-31,-2.0356
2019-08-01,-2.5974
2019-08-02,-8.0
2019-08-05,-1.4493
2019-08-06,0.0
2019-08-07,0.8824
2019-08-08,3.4985
2019-08-09,4.7887
2019-08-12,2.1505
2019-08-13,5.5263
2019-08-14,3.7406
2019-08-15,-7.2115
2019-08-16,7.772
2019-08-19,-13.461500000000001
2019-08-20,-7.2222
2019-08-21,-0.5988
2019-08-22,-1.2048
2019-08-23,-6.0976
2019-08-26,-11.039
2019-08-27,10.5839
2019-08-28,9.901
2019-08-29,-6.3063
2019-08-30,0.0
2019-09-03,-8.0128
2019-09-04,2.0906
2019-09-05,7.6792
2019-09-06,-4.2789
2019-09-09,-1.6556
2019-09-10,-3.367
2019-09-11,-3.1359
2019-09-12,-3.5971
2019-09-13,0.7463
2019-09-16,4.8148
2019-09-17,-6.7138
2019-09-18,-3.7879
2019-09-19,-3.9370000000000003
2019-09-20,-6.1475
2019-09-23,-0.4367
2019-09-24,-28.5088
2019-09-25,-15.3374
2019-09-26,-0.7246
2019-09-27,-5.8394
2019-09-30,-10.0775
2019-10-01,22.4138
2019-10-02,-6.338
2019-10-03,-3.0075
2019-10-04,0.0
2019-10-07,10.0775
2019-10-08,-8.4507
2019-10-09,2.3077
2019-10-10,-1.5038
2019-10-11,-3.8167999999999997
2019-10-14,4.7619
2019-10-15,4.5455
2019-10-16,-10.8696
2019-10-17,5.6911000000000005
2019-10-18,-3.8462
2019-10-21,0.8
2019-10-22,0.7937
2019-10-23,-4.7244
2019-10-24,-9.9174
2019-10-25,0.0
2019-10-28,-7.3394
2019-10-29,2.9703
2019-10-30,-2.8846
2019-10-31,-7.1683
2019-11-01,5.3648
2019-11-04,-3.5327
2019-11-05,-8.4995
2019-11-06,-0.2294
2019-11-07,-11.2644
2019-11-08,1.2824
2019-11-11,1.1255
2019-11-12,-11.4708
2019-11-13,-9.0143
2019-11-14,-13.0947
2019-11-15,-7.7687
2019-11-18,-6.5622
2019-11-19,-2.3061
2019-11-20,6.5665
2019-11-21,5.7189
2019-11-22,21.4286
2019-11-25,18.4314
2019-11-26,20.5033
2019-11-27,-1.0772
2019-11-29,43.3333
2019-12-02,-4.6512
2019-12-03,-9.7561
2019-12-04,-3.6036
2019-12-05,-13.0748
2019-12-06,-3.2255
2019-12-09,-7.7325
2019-12-10,25.2258
2019-12-11,6.7308
2019-12-12,-10.5045
2019-12-13,-12.422
2019-12-16,-0.5977
2019-12-17,-7.4352
2019-12-18,-7.5578
2019-12-19,2.7027
2019-12-20,10.526299999999999
2019-12-23,27.381
2019-12-24,0.9346
2019-12-26,18.5185
2019-12-27,66.4062
2019-12-30,-8.4507
2019-12-31,-6.6667
2020-01-02,1.6484
2020-01-03,-5.9459
2020-01-06,10.9195
2020-01-07,-2.0725
2020-01-08,-3.1746
2020-01-09,20.765
2020-01-10,-1.3575
2020-01-13,-0.4587
2020-01-14,-2.0092
2020-01-15,8.164
2020-01-16,19.5652
2020-01-17,7.6364
2020-01-21,-9.1216
2020-01-22,8.1784
2020-01-23,-4.4674
2020-01-24,-8.6331
2020-01-27,-9.4488
2020-01-28,7.8261
2020-01-29,2.8226
2020-01-30,-1.6196000000000002
2020-01-31,-8.7177
2020-02-03,2.6201
2020-02-04,6.8085
2020-02-05,1.992
2020-02-06,-1.9531
2020-02-07,2.7888
2020-02-10,4.2636
2020-02-11,7.8067
2020-02-12,5.8621
2020-02-13,-2.9316
2020-02-14,-6.7114
2020-02-18,-9.2086
2020-02-19,5.7844999999999995
2020-02-20,5.618
2020-02-21,-8.156
2020-02-24,-8.4903
2020-02-25,-6.755
2020-02-26,1.3575
2020-02-27,-6.25
2020-02-28,1.9048
2020-03-02,2.3364
2020-03-03,6.8493
2020-03-04,0.8547
2020-03-05,0.8475
2020-03-06,-1.6806999999999999
2020-03-09,-5.9829
2020-03-10,4.3182
2020-03-11,1.9607999999999999
2020-03-12,-6.8376
2020-03-13,5.0459
2020-03-16,-10.4803
2020-03-17,4.878
2020-03-18,1.3953
2020-03-19,-0.4587
2020-03-20,-5.0691
2020-03-23,-10.6796
2020-03-24,-4.3478
2020-03-25,-14.7727
2020-03-26,12.6667
2020-03-27,-1.7751000000000001
2020-03-30,-0.6024
2020-03-31,-1.8182
2020-04-01,-5.5556
2020-04-02,-5.8824
2020-04-03,-22.9167
2020-04-06,24.3243
2020-04-07,-2.1739
2020-04-08,2.2222
2020-04-09,-5.0725
2020-04-13,-4.5802
2020-04-14,0.0
2020-04-15,3.2
2020-04-16,0.7752
2020-04-17,-3.0769
2020-04-20,-2.3810000000000002
2020-04-21,3.252
2020-04-22,-3.1496
2020-04-23,-12.1951
2020-04-24,-7.5926
2020-04-27,4.2084
2020-04-28,8.6538
2020-04-29,4.4248
2020-04-30,3.3898
2020-05-01,2.459
2020-05-04,-3.2
2020-05-05,6.6116
2020-05-06,1.5504
2020-05-07,3.8167999999999997
2020-05-08,0.7353
2020-05-11,-5.1095
2020-05-12,-3.0769
2020-05-13,-3.9683
2020-05-14,1.6529
2020-05-15,0.0
2020-05-18,-8.1301
2020-05-19,2.6549
2020-05-20,2.5862
2020-05-21,-10.9244
2020-05-22,-12.2737
2020-05-26,3.237
2020-05-27,-0.6667
2020-05-28,-9.2806
2020-05-29,-6.3692
2020-06-01,10.8642
2020-06-02,-6.4588
2020-06-03,4.5832
2020-06-04,-1.4228
2020-06-05,-0.6928
2020-06-08,10.4651
2020-06-09,7.3684
2020-06-10,6.8627
2020-06-11,-13.6697
2020-06-12,5.2072
2020-06-15,-3.9495
2020-06-16,-2.9972
2020-06-17,30.0954
2020-06-18,-7.9167
2020-06-19,34.8416
2020-06-22,-16.7785
2020-06-23,0.8065
2020-06-24,-4.0
2020-06-25,0.8333
2020-06-26,-0.8264
2020-06-29,0.8333
2020-06-30,-1.6529
2020-07-01,-5.8824
2020-07-02,0.0
2020-07-06,14.2857
2020-07-07,-4.6875
2020-07-08,1.6393
2020-07-09,-1.879
2020-07-10,2.7369
2020-07-13,2.4
2020-07-14,-2.3438
2020-07-15,8.0
2020-07-16,-5.1852
2020-07-17,9.375
2020-07-20,1.4285999999999999
2020-07-21,-4.2254
2020-07-22,-5.8824
2020-07-23,-10.9375
2020-07-24,-0.614
2020-07-27,7.6787
2020-07-28,-5.7377
2020-07-29,2.6087
2020-07-30,4.8644
2020-07-31,-3.8306
