ticker,PFBN US Equity
2014-12-18,0.6494
2015-02-12,3.2258
2015-03-25,-0.75
2015-04-14,-11.838799999999999
2015-04-15,-7.1429
2015-04-21,-6.1538
2015-04-22,0.0
2015-05-13,13.9344
2015-06-23,0.7194
2015-07-02,7.1429
2015-11-04,0.0
2015-11-05,0.0
2015-11-06,0.0
2016-01-27,-6.0
2016-02-19,-3.5461
2016-05-02,-5.5882
2016-05-03,9.0343
2016-05-11,7.0
2016-05-31,-6.5421
2016-06-10,7.0
2016-06-16,0.1335
2016-06-22,0.0
2016-07-05,7.3333
2016-07-07,3.1056
2016-07-11,-9.6386
2016-08-19,20.0
2016-08-22,0.0
2016-08-24,-5.5556
2016-08-25,5.8824
2016-08-26,0.5556
2016-09-07,-2.7624
2016-09-09,-3.4091
2016-09-12,0.0
2016-10-10,4.7059
2016-10-18,0.0
2016-10-27,-4.4944
2016-11-21,-1.7647
2016-12-07,0.0
2016-12-15,7.7844
2016-12-23,4.4444
2016-12-29,0.0
2017-04-12,-1.5957
2017-04-17,-4.8649000000000004
2017-05-04,0.0
2017-05-11,5.6818
2017-05-26,-3.2258
2017-05-31,3.3333
2017-06-22,-3.2258
2017-06-28,-3.3333
2017-06-30,-0.5747
2017-07-03,0.0
2017-07-10,-0.1156
2017-07-12,-0.463
2017-07-18,4.6512
2017-07-19,0.0
2017-07-20,0.0
2017-07-24,-0.2222
2017-07-25,-0.3341
2017-07-26,-0.5587
2017-08-08,-1.1236
2017-08-09,-0.5682
2017-08-10,0.0
2017-08-11,0.0
2017-08-14,-1.1429
2017-08-15,-2.6012
2017-08-16,2.0772
2017-08-17,0.0
2017-08-18,0.5814
2017-08-22,-0.578
2017-08-24,-0.5814
2017-08-30,0.5848
2017-09-11,0.0
2017-09-13,-2.907
2017-09-15,0.0
2017-09-18,2.9939999999999998
2017-09-19,0.6977
2017-10-02,6.2356
2017-10-06,0.0
2017-10-12,0.0
2017-10-19,-1.3587
2017-11-01,2.4793
2017-11-07,4.0323
2017-11-27,0.2584
2017-11-28,0.3093
2017-11-29,-0.8222
2017-12-19,3.6269
2017-12-22,-0.5
2017-12-29,2.5136
2018-01-10,2.9402
2018-01-11,4.7619
2018-01-12,2.2727
2018-01-16,-2.2222
2018-01-19,-0.9091
2018-02-20,-0.4587
2018-02-21,0.4608
2018-02-28,0.0
2018-03-22,0.0
2018-03-28,0.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-23,5.5046
2018-05-03,-1.0
2018-05-04,-1.1858
2018-05-07,-0.4444
2018-05-08,0.4464
2018-05-10,-1.3333
2018-05-11,0.0
2018-05-15,0.0
2018-05-16,-0.1802
2018-05-22,0.0
2018-05-30,-0.6318
2018-05-31,0.3633
2018-06-05,0.905
2018-06-15,0.4484
2018-06-18,0.0
2018-06-25,-1.6964000000000001
2018-06-26,0.0
2018-06-28,0.3633
2018-07-05,-0.362
2018-07-09,0.8174
2018-07-18,0.9009
2018-07-19,0.0
2018-07-23,0.4473
2018-07-31,-0.4453
2018-08-13,0.0
2018-08-23,0.4464
2018-08-31,-1.7778
2018-09-06,-0.362
2018-09-10,2.8156
2018-09-12,0.0
2018-09-18,0.265
2018-10-04,-2.9956
2018-11-28,0.3642
2018-11-30,-0.0009
2018-12-04,-0.4525
2018-12-06,-2.2727
2018-12-12,-2.3256
2018-12-18,-2.2857
2018-12-19,-0.0975
2018-12-24,3.9024
2018-12-26,2.8169
2018-12-27,-0.9132
2018-12-28,-4.0553
2019-01-02,-3.9385
2019-01-04,1.0
2019-01-08,0.0
2019-02-04,2.1
2019-02-06,0.0
2019-02-14,0.3918
2019-03-08,0.6829
2019-03-18,0.0969
2019-03-25,-1.4521
2019-04-12,1.1788
2019-04-15,0.4854
2019-04-16,0.0
2019-04-22,1.4493
2019-04-24,2.3810000000000002
2019-05-06,0.186
2019-05-30,0.2786
2019-06-03,-1.2037
2019-06-05,-1.4058
2019-06-24,0.0
2019-07-12,0.2852
2019-07-22,0.4739
2019-07-25,0.0
2019-08-19,-0.9434
2019-08-20,-1.2381
2019-08-22,0.0
2019-08-27,-0.675
2019-09-03,-0.4845
2019-09-09,1.4624
2019-09-11,-0.8654
2019-11-08,-0.9699
2019-11-12,0.8815
2019-12-20,-0.4854
2019-12-24,0.0
2020-01-03,2.439
2020-01-06,0.1905
2020-01-08,-1.616
2020-01-10,0.0
2020-01-21,0.0966
2020-01-24,0.0965
2020-01-30,0.0
2020-01-31,0.001
2020-02-14,0.779
2020-02-20,-0.001
2020-02-27,-6.7633
2020-02-28,-1.5544
2020-03-11,-4.7368
2020-03-12,-0.442
2020-03-23,-10.0999
2020-03-25,-7.4074
2020-03-26,0.0
2020-03-27,0.0
2020-03-30,-4.6667
2020-04-03,-1.3986
2020-04-09,13.4752
2020-04-15,15.625
2020-04-16,-21.0811
2020-04-22,-2.3288
2020-04-30,5.8906
2020-05-01,-0.6623
2020-05-06,-4.5333
2020-05-12,-0.838
2020-05-14,-0.5634
2020-06-02,26.7705
2020-06-18,-12.2905
2020-06-24,-1.9108
2020-07-09,-2.5974
2020-07-13,2.0
2020-07-17,-4.5752
