ticker,LTGJ US Equity
2017-10-16,11.818200000000001
2017-10-20,-18.6992
2017-10-27,1.6667
2017-12-06,0.0
2017-12-13,6.5574
2017-12-19,7.6923
2017-12-29,-14.2857
2018-01-02,100.0
2018-01-17,-0.8333
2018-02-09,-1.9748
2018-02-21,62.8804
2018-02-22,31.5789
2018-02-23,-20.0
2018-02-27,-25.0
2018-02-28,-19.9333
2018-03-01,24.8959
2018-03-02,-20.0
2018-03-05,-16.6667
2018-03-06,10.0
2018-03-08,0.0
2018-03-13,0.0
2018-03-19,0.0
2018-03-28,-18.1818
2018-04-03,16.6667
2018-04-05,-14.2857
2018-04-11,0.0
2018-04-19,133.3333
2018-04-20,-4.7619
2018-04-23,-49.95
2018-04-27,-49.95
2018-05-01,-0.1996
2018-05-11,99.8
2018-05-14,0.1001
2018-05-15,0.0
2018-05-24,49.9
2018-05-29,0.0667
2018-06-04,-33.3333
2018-06-05,50.0
2018-06-08,0.0
2018-06-12,0.0
2018-06-15,-3.3333
2018-06-18,18.6207
2018-06-22,-2.6163
2018-06-25,32.5373
2018-06-26,-9.9099
2018-06-27,-44.885
2018-06-28,123.1697
2018-07-05,-32.2764
2018-07-06,-39.976
2018-07-09,9.25
2018-07-10,83.0664
2018-07-11,-1.0
2018-07-27,-12.1212
2018-07-31,-36.7816
2018-08-07,-9.0909
2018-08-15,0.0
2018-08-21,70.0
2018-08-22,0.0
2018-08-27,-13.5294
2018-09-10,-18.3673
2018-09-13,0.0
2018-09-17,0.0
2018-09-18,-8.3333
2018-09-26,-4.5455
2018-10-19,23.8095
2018-10-30,38.4615
2018-11-01,0.0
2018-11-13,-16.6667
2018-11-14,-27.8333
2018-11-19,-6.6975
2018-11-20,-0.9901
2018-12-10,0.0
2019-01-16,80.0
2019-01-23,27.7778
2019-02-08,-13.0435
2019-02-13,15.0
2019-03-04,-34.7826
2019-04-02,-46.6667
2019-04-04,87.5
2019-04-05,0.0
2019-04-10,0.0
2019-04-15,100.0
2019-04-16,-16.6667
2019-04-17,-4.0
2019-04-18,4.1667
2019-04-22,-4.4
2019-05-07,-43.9331
2019-05-22,49.2537
2019-06-06,-40.0
2019-06-24,0.0
2019-07-15,21.25
2019-07-30,-13.9175
2019-08-02,-12.1756
2019-08-15,0.0
2019-09-17,0.0
2019-09-24,61.8182
2019-10-08,6.7416
2019-10-09,0.0
2019-10-11,-21.0526
2019-10-14,-33.3333
2019-10-15,0.0
2019-10-25,1.1
2019-10-28,-0.0989
2019-11-22,18.8119
2019-11-25,-33.3333
2019-12-13,0.0
2019-12-27,0.0
2020-01-14,0.0
2020-01-21,31.875
2020-01-22,9.0047
2020-01-24,73.913
2020-01-27,-27.15
2020-01-30,-24.5024
2020-02-10,28.1818
2020-02-14,-14.8936
2020-02-18,66.6667
2020-02-20,-40.0
2020-03-19,-41.6667
2020-04-28,-14.2857
2020-05-08,66.6667
2020-05-11,-70.0
2020-05-13,66.6667
2020-06-08,80.0
2020-07-17,-22.2222
2020-07-22,28.5714
2020-07-27,-44.4444
