ticker,KLDO US Equity
2019-07-17,10.4242
2019-07-18,-4.6103
2019-07-19,-4.3728
2019-07-22,-7.2202
2019-07-23,-2.3346
2019-07-24,-2.1248
2019-07-25,-1.6282
2019-07-26,3.3103
2019-07-29,-2.2697
2019-07-30,1.776
2019-07-31,2.953
2019-08-01,-1.8253
2019-08-02,-4.2497
2019-08-05,-6.5187
2019-08-06,11.276
2019-08-07,2.5333
2019-08-08,9.4928
2019-08-09,3.9192
2019-08-12,5.1429
2019-08-13,-3.3696
2019-08-14,-3.4871
2019-08-15,-2.4476
2019-08-16,3.2258
2019-08-19,3.588
2019-08-20,1.3408
2019-08-21,0.882
2019-08-22,-1.6393
2019-08-23,0.1111
2019-08-26,2.4417
2019-08-27,-1.5168
2019-08-28,3.3003
2019-08-29,1.1715
2019-08-30,-1.4737
2019-09-03,-1.7094
2019-09-04,-5.3261
2019-09-05,1.837
2019-09-06,0.7892
2019-09-09,-0.3356
2019-09-10,0.4489
2019-09-11,4.0223
2019-09-12,-0.1074
2019-09-13,-1.5053999999999998
2019-09-16,1.8559
2019-09-17,-3.3226
2019-09-18,5.5432
2019-09-19,0.0
2019-09-20,0.0
2019-09-23,-6.3025
2019-09-24,-3.4753
2019-09-25,-1.626
2019-09-26,-6.7296
2019-09-27,-6.3291
2019-09-30,1.7568000000000001
2019-10-01,-1.1952
2019-10-02,-3.2258
2019-10-03,-3.1944
2019-10-04,1.8651
2019-10-07,4.3662
2019-10-08,-5.668
2019-10-09,-4.4349
2019-10-10,1.4969999999999999
2019-10-11,-4.7198
2019-10-14,-13.6223
2019-10-15,-1.2545
2019-10-16,-4.3557
2019-10-17,3.4156
2019-10-18,-7.3394
2019-10-21,4.3564
2019-10-22,-0.3795
2019-10-23,9.7143
2019-10-24,3.4722
2019-10-25,0.1678
2019-10-28,2.8476
2019-10-29,2.2801
2019-10-30,5.2548
2019-10-31,-11.3464
2019-11-01,3.5836
2019-11-04,2.1417
2019-11-05,1.129
2019-11-06,-4.1467
2019-11-07,4.6589
2019-11-08,7.3132
2019-11-11,-8.2963
2019-11-12,-1.2924
2019-11-13,0.0
2019-11-14,6.383
2019-11-15,0.9231
2019-11-18,6.5549
2019-11-19,6.4378
2019-11-20,-1.0753
2019-11-21,-0.4076
2019-11-22,1.5007000000000001
2019-11-25,12.5
2019-11-26,0.0
2019-11-27,-1.6726
2019-11-29,5.8323
2019-12-02,1.837
2019-12-03,-5.4115
2019-12-04,-12.9917
2019-12-05,-12.0548
2019-12-06,-16.5109
2019-12-09,-2.4254
2019-12-10,0.1912
2019-12-11,-1.7176
2019-12-12,15.1456
2019-12-13,0.1686
2019-12-16,-6.734
2019-12-17,5.5957
2019-12-18,-8.0342
2019-12-19,0.5576
2019-12-20,-0.5545
2019-12-23,10.0372
2019-12-24,-5.0676
2019-12-26,3.0249
2019-12-27,-4.6632
2019-12-30,-6.1594
2019-12-31,-3.0888
2020-01-02,3.5857
2020-01-03,4.6154
2020-01-06,3.125
2020-01-07,3.3868
2020-01-08,5.5172
2020-01-09,-11.4379
2020-01-10,-2.4908
2020-01-13,-3.3113
2020-01-14,0.5871
2020-01-15,-3.6965
2020-01-16,3.0303
2020-01-17,-3.5294
2020-01-21,11.5854
2020-01-22,4.5537
2020-01-23,34.1463
2020-01-24,-1.1688
2020-01-27,20.8936
2020-01-28,-9.6739
2020-01-29,12.0337
2020-01-30,-6.9817
2020-01-31,-0.9238
2020-02-03,8.2751
2020-02-04,0.5382
2020-02-05,-1.4989
2020-02-06,-0.6522
2020-02-07,-2.1882
2020-02-10,6.1521
2020-02-11,-14.647
2020-02-12,-7.037
2020-02-13,-7.9681
2020-02-14,-3.6075
2020-02-18,2.8443
2020-02-19,5.8224
2020-02-20,-2.0633
2020-02-21,0.4213
2020-02-24,-3.2168
2020-02-25,-2.8902
2020-02-26,-2.0833
2020-02-27,-8.0547
2020-02-28,-1.3223
2020-03-02,14.2379
2020-03-03,-3.2258
2020-03-04,4.8485
2020-03-05,-6.6474
2020-03-06,2.6316
2020-03-09,-9.9548
2020-03-10,-5.3601
2020-03-11,-1.9468999999999999
2020-03-12,-22.2022
2020-03-13,-8.5847
2020-03-16,-8.1218
2020-03-17,14.6409
2020-03-18,7.9518
2020-03-19,11.3839
2020-03-20,17.4349
2020-03-23,4.4369
2020-03-24,0.9804
2020-03-25,-8.4142
2020-03-26,6.0071
2020-03-27,0.8333
2020-03-30,7.438
2020-03-31,-5.3846
2020-04-01,-15.2846
2020-04-02,2.6871
2020-04-03,-13.6449
2020-04-06,19.9134
2020-04-07,-5.7762
2020-04-08,1.341
2020-04-09,4.1588
2020-04-13,8.892900000000001
2020-04-14,5.1667
2020-04-15,-4.9128
2020-04-16,7.0
2020-04-17,0.7788
2020-04-20,3.864
2020-04-21,-6.3988
2020-04-22,8.1081
2020-04-23,-4.2647
2020-04-24,-0.1536
2020-04-27,1.3846
2020-04-28,2.4279
2020-04-29,6.5184999999999995
2020-04-30,-9.4576
2020-05-01,-3.9939
2020-05-04,6.88
2020-05-05,-3.2934
2020-05-06,4.7988
2020-05-07,-6.0561
2020-05-08,0.3145
2020-05-11,4.232
2020-05-12,-0.7519
2020-05-13,-2.7273
2020-05-14,-9.6573
2020-05-15,12.069
2020-05-18,-1.8462
2020-05-19,1.0972
2020-05-20,1.8605
2020-05-21,-3.1963
2020-05-22,3.9308
2020-05-26,17.7005
2020-05-27,0.5141
2020-05-28,-1.4066
2020-05-29,-6.3554
2020-06-01,10.9418
2020-06-02,-11.236
2020-06-03,-1.5471
2020-06-04,0.0
2020-06-05,0.7143
2020-06-08,5.6738
2020-06-09,2.0134
2020-06-10,-2.1053
2020-06-11,-5.2419
2020-06-12,-0.8511
2020-06-15,2.8612
2020-06-16,4.4506
2020-06-17,-1.7309999999999999
2020-06-18,-3.3875
2020-06-19,1.8233000000000001
2020-06-22,1.5152
2020-06-23,-1.8996
2020-06-24,-0.4149
2020-06-25,-0.6944
2020-06-26,8.951
2020-06-29,-5.2632
2020-06-30,0.6775
2020-07-01,2.288
2020-07-02,2.6316
2020-07-06,-5.5128
2020-07-07,-1.8996
2020-07-08,-4.1494
2020-07-09,1.443
2020-07-10,-3.8407
2020-07-13,-9.0237
2020-07-14,0.1626
2020-07-15,3.4091
2020-07-16,-5.1805
2020-07-17,10.596
2020-07-20,1.7964
2020-07-21,-3.6765
2020-07-22,-5.0382
2020-07-23,-0.8039
2020-07-24,0.3241
2020-07-27,0.1616
2020-07-28,-2.7419000000000002
2020-07-29,-0.4975
2020-07-30,0.8333
2020-07-31,-1.3223
