ticker,AVRI US Equity
2009-11-05,25.0
2009-11-11,-20.0
2009-11-17,0.0
2009-11-18,0.0
2010-02-02,-75.0
2010-02-05,0.0
2010-02-17,0.0
2010-02-19,0.0
2010-02-25,0.0
2010-03-01,0.0
2010-03-05,0.0
2010-03-17,0.0
2010-03-26,0.0
2010-03-30,0.0
2010-04-20,0.0
2010-04-23,0.0
2010-04-27,0.0
2010-04-28,0.0
2010-05-25,0.0
2010-06-16,0.0
2010-06-18,0.0
2010-07-12,0.0
2010-07-13,-40.0
2010-10-14,-66.6667
2010-10-22,18.75
2010-10-26,742.1053
2010-10-27,-88.125
2010-12-23,321.0526
2011-01-13,100.0
2011-01-14,0.0
2011-01-20,100.0
2011-01-25,0.0
2011-02-17,0.0
2011-03-10,-89.0625
2011-03-14,88.5714
2011-03-15,0.0
2011-03-23,-43.9394
2011-03-30,13.5135
2011-04-05,40.4762
2011-05-26,11.8644
2011-08-09,0.0
2011-08-16,0.0
2011-09-28,0.0
2011-10-19,0.0
2011-10-20,0.0
2011-10-24,0.0
2011-10-26,0.0
2011-10-27,45.4545
2011-11-03,0.0
2011-11-10,0.0
2011-11-14,0.0
2011-11-15,0.0
2011-11-30,0.0
2012-01-04,-66.6667
2012-01-05,0.0
2012-01-10,0.0
2012-01-11,0.0
2012-01-12,-9.375
2012-01-13,0.0
2012-01-17,3210.3448
2012-01-18,-66.6667
2012-01-25,0.0
2012-01-30,-50.0
2012-02-07,0.0
2012-07-31,0.0
2012-08-13,0.0
2012-09-10,0.0
2012-11-08,0.0
2013-01-23,-30.0
2013-01-24,0.0
2013-05-07,0.0
2013-06-19,37.5
2013-06-20,-27.2727
2013-07-30,0.0
2013-09-27,-14.2857
2013-10-10,10.4167
2013-12-04,0.0
2014-06-03,17.9245
2015-02-03,-15.2
2015-11-18,-9.434
2015-12-11,-30.2083
2016-01-08,55.2239
2016-01-12,0.0
2016-02-01,-23.0769
2016-02-02,-10.0
2016-02-03,-33.3333
2016-02-04,-29.1667
2016-03-14,-5.8824
2016-05-20,-25.0
2017-04-28,37.5
2017-06-01,142.4242
2017-06-20,100.0
2017-06-28,0.0
2017-07-12,-69.0
2017-08-22,0.0
2017-08-24,-29.0323
2017-08-25,-31.8182
2017-09-26,6.6667
2017-12-11,775.0
2017-12-14,-50.0571
2018-01-05,-34.2105
2018-01-26,11.3043
2018-02-23,34.7656
2018-03-08,-7.2464
2018-03-13,0.0
2018-03-16,4.375
2018-03-19,3.2934
2018-03-22,1.4493
2018-03-23,185.7143
2018-03-26,138.5
2018-03-27,-9.8532
2018-03-28,-41.8605
2018-03-29,-12.0
2018-04-02,-19.9091
2018-04-10,-0.681
2018-04-11,21.4286
2018-04-18,17.647100000000002
2018-04-23,-27.0
2018-05-02,-4.1096
2018-05-03,42.8571
2018-05-04,-30.0
2018-05-09,0.0
2018-05-18,64.5714
2018-05-22,-19.6181
2018-05-23,-24.406
2018-06-05,-28.5714
2018-06-06,16.4
2018-07-02,-0.3436
2018-07-09,-26.8966
2018-07-10,3.5849
2018-07-11,27.6867
2018-07-12,0.9272
2018-07-17,2.4735
2018-07-18,34.4828
2018-07-24,2.5641
2018-07-25,-19.5
2018-07-26,24.2236
2018-07-27,0.0
2018-07-30,-19.35
2018-08-03,-28.7043
2018-08-07,39.1304
2018-08-13,0.0
2018-08-15,34.375
2018-08-16,4.186
2018-08-22,-25.4911
2018-08-27,-3.5351
2018-08-28,0.0
2018-09-04,36.646
2018-09-06,-9.0909
2018-09-10,0.0
2018-09-13,-3.75
2018-09-19,-40.2597
2018-09-20,-4.3478
2018-09-25,0.0
2018-09-26,26.3636
2018-09-27,-2.1583
2018-10-01,8.0882
2018-10-04,36.0544
2018-10-11,-45.0
2018-10-12,0.0
2018-10-17,42.2727
2018-10-24,-4.7923
2018-10-25,-22.8188
2018-11-08,4.5217
2018-11-16,23.9601
2018-11-21,32.8859
2018-11-23,0.5051
2018-11-26,-0.5025
2018-11-27,0.6061
2018-12-04,-0.1004
2018-12-07,-19.598
2018-12-10,85.625
2018-12-11,-56.6162
2018-12-12,15.6383
2018-12-20,67.7852
2018-12-21,-50.48
2018-12-26,13.0856
2018-12-31,0.0
2019-01-02,0.0
2019-01-09,0.0
2019-01-11,35.0
2019-01-31,4.2328
2019-02-11,-1.4213
2019-02-12,-0.4892
2019-03-28,-36.8693
2019-04-10,22.9508
2019-04-11,0.0
2019-07-08,-0.6667
2019-07-09,-29.5302
2019-07-10,-0.9524
2019-07-11,0.0
2019-07-25,-12.5
2019-07-26,-1.0989
2019-08-07,55.5556
2019-08-19,-53.5714
2019-09-05,0.0
2019-09-10,-18.4615
2019-09-17,0.0
2019-10-16,-11.3208
2019-10-17,-4.2553
2019-10-21,-8.8889
2019-10-22,-14.6341
2019-10-30,-11.4286
2019-11-12,109.6774
2019-11-14,-27.6923
2019-11-26,-25.5319
2019-11-27,71.4286
2019-12-17,-41.6667
2019-12-24,-11.4286
2019-12-26,87.0968
2020-01-07,-46.5517
2020-01-13,0.0
2020-02-04,0.0
2020-02-18,61.2903
2020-04-02,0.0
2020-04-07,104.0
2020-04-08,27.451
2020-04-09,-7.6923
2020-04-29,58.3333
2020-05-05,15.3684
2020-05-11,-36.1314
2020-05-14,-39.2857
2020-05-27,-29.4118
2020-06-02,-31.6667
2020-06-26,0.0
2020-06-30,46.3415
2020-07-07,33.3333
2020-07-13,1.25
