ticker,FANH US Equity
2008-03-25,0.6496
2008-03-26,-1.2909
2008-03-27,-1.4821
2008-03-28,0.0885
2008-03-31,1.9452
2008-04-01,0.954
2008-04-02,1.0309
2008-04-03,1.7006999999999999
2008-04-04,3.8462
2008-04-07,9.8229
2008-04-08,-4.7654
2008-04-09,-1.0778
2008-04-10,1.4786000000000001
2008-04-11,-0.0767
2008-04-14,-0.7675
2008-04-15,-1.6240999999999999
2008-04-16,3.9308
2008-04-17,0.3026
2008-04-18,5.0528
2008-04-21,0.3589
2008-04-22,-3.3619
2008-04-23,3.0792
2008-04-24,6.3478
2008-04-25,3.4436
2008-04-28,-9.2689
2008-04-29,1.295
2008-04-30,-0.2131
2008-05-01,2.6308
2008-05-02,1.0428
2008-05-05,10.5697
2008-05-06,-1.5518
2008-05-07,-4.0984
2008-05-08,3.4188
2008-05-09,-5.5944
2008-05-12,-2.1549
2008-05-13,-0.7571
2008-05-14,3.2594
2008-05-15,0.6716
2008-05-16,4.3362
2008-05-19,3.4527
2008-05-20,-0.4944
2008-05-21,-0.6211
2008-05-22,-2.5
2008-05-23,-4.6154
2008-05-27,0.8065
2008-05-28,5.0
2008-05-29,3.0476
2008-05-30,-3.6714
2008-06-02,-2.457
2008-06-03,-2.3607
2008-06-04,-0.0672
2008-06-05,3.4274
2008-06-06,2.3392
2008-06-09,-0.127
2008-06-10,-5.658
2008-06-11,5.593
2008-06-12,-0.8934
2008-06-13,-0.1932
2008-06-16,-0.1935
2008-06-17,-2.9089
2008-06-18,-4.3941
2008-06-19,1.9499
2008-06-20,-1.3660999999999999
2008-06-23,-1.108
2008-06-24,-1.6806999999999999
2008-06-25,-0.7123
2008-06-26,0.1435
2008-06-27,4.7994
2008-06-30,-0.1367
2008-07-01,-8.5558
2008-07-02,-5.015
2008-07-03,-5.2009
2008-07-07,4.2394
2008-07-08,0.0797
2008-07-09,5.8964
2008-07-10,-1.3544
2008-07-11,-1.6018
2008-07-14,-1.5504
2008-07-15,-1.4961
2008-07-16,1.7586
2008-07-17,0.597
2008-07-18,1.3587
2008-07-21,-2.7735
2008-07-22,0.8716
2008-07-23,-3.2993
2008-07-24,-2.1933
2008-07-25,1.9933999999999998
2008-07-28,3.4202
2008-07-29,1.1024
2008-07-30,3.1153
2008-07-31,4.6073
2008-08-01,-2.5271
2008-08-04,0.6667
2008-08-05,-0.6623
2008-08-06,-2.1481
2008-08-07,-2.4981
2008-08-08,-4.0373
2008-08-11,-0.6472
2008-08-12,0.0
2008-08-13,-0.2443
2008-08-14,-0.4082
2008-08-15,-1.2295
2008-08-18,-2.6555999999999997
2008-08-19,-1.1083
2008-08-20,-0.8621
2008-08-21,0.7826
2008-08-22,3.6238
2008-08-25,-0.0833
2008-08-26,1.5
2008-08-27,8.1281
2008-08-28,-1.3667
2008-08-29,2.1555
2008-09-02,3.6925
2008-09-03,-1.8895
2008-09-04,0.0
2008-09-05,0.5926
2008-09-08,0.0736
2008-09-09,-1.0302
2008-09-10,0.9665
2008-09-11,-4.271
2008-09-12,-0.2308
2008-09-15,-5.7055
2008-09-16,-0.7359
2008-09-17,-10.2965
2008-09-18,-6.7952
2008-09-19,0.0
2008-09-22,-4.532
2008-09-23,-2.2704
2008-09-24,0.3168
2008-09-25,3.2632
2008-09-26,-4.0775
2008-09-29,-8.6079
2008-09-30,4.6512
2008-10-01,2.1111
2008-10-02,-3.3731999999999998
2008-10-03,-2.027
2008-10-06,-8.046
2008-10-07,-2.125
2008-10-08,-3.8314
2008-10-09,-3.0544
2008-10-10,-8.3562
2008-10-13,15.2466
2008-10-14,-4.4099
2008-10-15,-4.4776
2008-10-16,0.142
2008-10-17,8.9362
2008-10-20,13.9323
2008-10-21,-2.2857
2008-10-22,-4.0936
2008-10-23,-2.0732
2008-10-24,4.7323
2008-10-27,-15.5767
2008-10-28,7.0423
2008-10-29,-1.3158
2008-10-30,0.5333
2008-10-31,15.9151
2008-11-03,15.4462
2008-11-04,7.8295
2008-11-05,-4.0441
2008-11-06,-4.6935
2008-11-07,0.5025
2008-11-10,-8.1
2008-11-11,-9.2492
2008-11-12,-7.3141
2008-11-13,4.3984
2008-11-14,-5.7001
2008-11-17,-5.3876
2008-11-18,-2.5
2008-11-19,-7.6923
2008-11-20,-15.7407
2008-11-21,1.8315000000000001
2008-11-24,8.0935
2008-11-25,0.0
2008-11-26,11.1481
2008-11-28,14.0719
2008-12-01,-9.0551
2008-12-02,2.886
2008-12-03,8.6957
2008-12-04,-10.3226
2008-12-05,2.8058
2008-12-08,17.0049
2008-12-09,-8.2536
2008-12-10,7.0404
2008-12-11,-2.3143000000000002
2008-12-12,-2.6185
2008-12-15,3.073
2008-12-16,-1.1179999999999999
2008-12-17,3.2663
2008-12-18,9.6107
2008-12-19,0.9989
2008-12-22,-1.8681
2008-12-23,-4.0314
2008-12-24,3.734
2008-12-26,-0.1125
2008-12-29,-2.1396
2008-12-30,3.6824
2008-12-31,-2.4417
2009-01-02,6.5984
2009-01-05,-7.1505
2009-01-06,2.069
2009-01-07,-9.7973
2009-01-08,-5.1186
2009-01-09,-0.5263
2009-01-12,-2.7778
2009-01-13,4.6259
2009-01-14,-7.0221
2009-01-15,9.6503
2009-01-16,-6.25
2009-01-20,-4.4898
2009-01-21,4.9858
2009-01-22,-3.7992
2009-01-23,-1.5514999999999999
2009-01-26,0.5731
2009-01-27,5.5556
2009-01-28,4.5884
2009-01-29,-5.1613
2009-01-30,0.0
2009-02-02,-1.0204
2009-02-03,3.0928
2009-02-04,0.1333
2009-02-05,0.5326
2009-02-06,0.0
2009-02-09,-4.3709
2009-02-10,-2.6316
2009-02-11,-2.276
2009-02-12,8.4425
2009-02-13,-2.6846
2009-02-17,-2.3448
2009-02-18,0.9887
2009-02-19,-4.4755
2009-02-20,0.0
2009-02-23,-2.489
2009-02-24,9.1592
2009-02-25,-4.2641
2009-02-26,2.1552
2009-02-27,-0.7032
2009-03-02,-0.9915
2009-03-03,-1.4306
2009-03-04,0.1451
2009-03-05,-0.8696
2009-03-06,0.0
2009-03-09,-1.7544
2009-03-10,2.6786
2009-03-11,0.5797
2009-03-12,0.8646
2009-03-13,-0.4286
2009-03-16,4.5911
2009-03-17,0.2743
2009-03-18,-0.8208
2009-03-19,-4.4138
2009-03-20,3.7518000000000002
2009-03-23,-0.1391
2009-03-24,3.0641
2009-03-25,1.1512
2009-03-26,-0.7373
2009-03-27,1.3442
2009-03-30,-0.7952
2009-03-31,-1.3387
2009-04-01,0.9515
2009-04-02,-0.9425
2009-04-03,-0.5427
2009-04-06,-3.1378
2009-04-07,1.831
2009-04-08,3.7344
2009-04-09,4.665
2009-04-13,1.6577
2009-04-14,-2.5063
2009-04-15,0.2571
2009-04-16,1.0256
2009-04-17,5.7107
2009-04-20,-3.8415
2009-04-21,-1.1236
2009-04-22,-1.5783
2009-04-23,0.9622
2009-04-24,-1.3977
2009-04-27,-2.0619
2009-04-28,1.3158
2009-04-29,1.4285999999999999
2009-04-30,-2.4328
2009-05-01,-0.3937
2009-05-04,2.7668
2009-05-05,-0.5128
2009-05-06,-0.3866
2009-05-07,-1.8111000000000002
2009-05-08,2.7668
2009-05-11,-1.6667
2009-05-12,-0.6519
2009-05-13,-1.5748
2009-05-14,0.4
2009-05-15,-0.2656
2009-05-18,3.1957
2009-05-19,5.9355
2009-05-20,3.7759
2009-05-21,7.277
2009-05-22,10.3939
2009-05-26,5.0545
2009-05-27,-1.7925
2009-05-28,3.3622
2009-05-29,2.6952
2009-06-01,5.5204
2009-06-02,6.2607
2009-06-03,-3.067
2009-06-04,1.1657
2009-06-05,0.3292
2009-06-08,0.6153
2009-06-09,7.3787
2009-06-10,-1.2908
2009-06-11,4.1538
2009-06-12,-1.1078000000000001
2009-06-15,-7.4683
2009-06-16,0.1614
2009-06-17,0.0
2009-06-18,1.2086999999999999
2009-06-19,-0.4777
2009-06-22,-2.08
2009-06-23,1.3072
2009-06-24,7.9032
2009-06-25,5.1672
2009-06-26,0.9393
2009-06-29,-3.078
2009-06-30,-0.9601
2009-07-01,7.0097
2009-07-02,-2.7178
2009-07-06,-3.8682
2009-07-07,2.6826
2009-07-08,-1.5602
2009-07-09,-0.1106
2009-07-10,0.8856
2009-07-13,1.4631
2009-07-14,2.3792
2009-07-15,2.1127
2009-07-16,1.3103
2009-07-17,4.2886
2009-07-20,10.705
2009-07-21,-3.6557
2009-07-22,0.3672
2009-07-23,-0.8537
2009-07-24,12.2386
2009-07-27,5.6986
2009-07-28,-0.0518
2009-07-29,-2.0747
2009-07-30,3.178
2009-07-31,-9.5483
2009-08-03,10.2157
2009-08-04,-3.553
2009-08-05,-0.1602
2009-08-06,-4.5989
2009-08-07,2.5224
2009-08-10,-1.8589
2009-08-11,-0.1114
2009-08-12,3.179
2009-08-13,13.5135
2009-08-14,-9.381
2009-08-17,-15.0815
2009-08-18,1.7327
2009-08-19,0.365
2009-08-20,6.303
2009-08-21,-5.4732
2009-08-24,10.9771
2009-08-25,4.5652
2009-08-26,-6.9647
2009-08-27,2.4022
2009-08-28,-4.2553
2009-08-31,-5.755
2009-09-01,1.2696
2009-09-02,-1.1343
2009-09-03,8.0918
2009-09-04,1.8436
2009-09-08,5.4855
2009-09-09,0.676
2009-09-10,-0.1033
2009-09-11,4.757
2009-09-14,-0.9378
2009-09-15,-1.3453
2009-09-16,4.0404
2009-09-17,-0.0485
2009-09-18,6.848
2009-09-21,2.0909
2009-09-22,1.87
2009-09-23,4.8951
2009-09-24,-5.9167
2009-09-25,-5.0044
2009-09-28,5.5012
2009-09-29,0.7954
2009-09-30,0.6576
2009-10-01,-7.0993
2009-10-02,-0.3751
2009-10-05,3.3412
2009-10-06,4.7359
2009-10-07,-0.087
2009-10-08,-0.3916
2009-10-09,2.1407
2009-10-12,-0.0855
2009-10-13,-4.7089
2009-10-14,4.5373
2009-10-15,-2.3636
2009-10-16,-1.1004
2009-10-19,0.9346
2009-10-20,2.1605
2009-10-21,-1.1221
2009-10-22,0.873
2009-10-23,0.8654
2009-10-26,-5.7486
2009-10-27,-5.553
2009-10-28,-10.8434
2009-10-29,8.973
2009-10-30,0.5456
2009-11-02,-1.4307
2009-11-03,0.1001
2009-11-04,0.4
2009-11-05,4.3327
2009-11-06,-0.1432
2009-11-09,-2.9637000000000002
2009-11-10,1.5764
2009-11-11,-0.388
2009-11-12,1.2658
2009-11-13,4.6635
2009-11-16,5.65
2009-11-17,-0.0435
2009-11-18,-0.9134
2009-11-19,-6.1018
2009-11-20,-2.0103
2009-11-23,1.9561
2009-11-24,2.8545
2009-11-25,1.0919
2009-11-27,-2.3402
2009-11-30,-3.1797
2009-12-01,2.2846
2009-12-02,0.1396
2009-12-03,-1.9052
2009-12-04,0.0947
2009-12-07,1.7511
2009-12-08,-1.9535
2009-12-09,-1.8975
2009-12-10,-0.5319
2009-12-11,-1.1667
2009-12-14,3.394
2009-12-15,0.8088
2009-12-16,1.463
2009-12-17,-0.6512
2009-12-18,-0.0936
2009-12-21,-2.3899
2009-12-22,-0.3841
2009-12-23,1.6867
2009-12-24,-0.8531
2009-12-28,-0.8126
2009-12-29,-0.7229
2009-12-30,-3.0097
2009-12-31,0.5005
2010-01-04,2.7888
2010-01-05,2.5194
2010-01-06,2.9301
2010-01-07,1.1019
2010-01-08,1.4986
2010-01-11,-5.5034
2010-01-12,-1.2784
2010-01-13,-1.3909
2010-01-14,0.9728
2010-01-15,-2.1676
2010-01-19,2.4618
2010-01-20,-3.4118
2010-01-21,-6.9154
2010-01-22,-0.6414
2010-01-25,1.1834
2010-01-26,-2.605
2010-01-27,-0.0546
2010-01-28,1.5838
2010-01-29,0.0538
2010-02-01,-2.2569
2010-02-02,3.4634
2010-02-03,-1.1158
2010-02-04,-7.3079
2010-02-05,-1.6812
2010-02-08,-1.0024
2010-02-09,4.8839
2010-02-10,1.4196
2010-02-11,12.9339
2010-02-12,-2.3302
2010-02-16,3.9594
2010-02-17,6.5918
2010-02-18,-0.8704
2010-02-19,-0.4159
2010-02-22,-0.3248
2010-02-23,-2.5140000000000002
2010-02-24,2.7221
2010-02-25,0.2789
2010-02-26,2.6426
2010-03-01,-1.3098
2010-03-02,1.7849
2010-03-03,9.937100000000001
2010-03-04,0.6544
2010-03-05,4.9573
2010-03-08,0.5033
2010-03-09,-0.963
2010-03-10,0.1556
2010-03-11,-0.8932
2010-03-12,-0.0392
2010-03-15,-0.4312
2010-03-16,-1.2992
2010-03-17,1.1169
2010-03-18,0.5917
2010-03-19,-0.8627
2010-03-22,1.2263
2010-03-23,6.4478
2010-03-24,-1.6886999999999999
2010-03-25,-1.0082
2010-03-26,1.2071
2010-03-29,-0.7082
2010-03-30,1.0886
2010-03-31,-1.1883
2010-04-01,3.8707000000000003
2010-04-05,0.5789
2010-04-06,-1.295
2010-04-07,-0.0364
2010-04-08,1.7499
2010-04-09,1.3973
2010-04-12,0.0353
2010-04-13,0.0706
2010-04-14,-0.2118
2010-04-15,0.7782
2010-04-16,-9.7929
2010-04-19,-0.8949
2010-04-20,7.5383
2010-04-21,-0.7667
2010-04-22,-0.0368
2010-04-23,-2.2083
2010-04-26,-0.6022
2010-04-27,-4.7709
2010-04-28,8.9463
2010-04-29,3.0657
2010-04-30,-1.7705
2010-05-03,2.3792
2010-05-04,-2.9577
2010-05-05,-1.0522
2010-05-06,-1.9802
2010-05-07,-10.4003
2010-05-10,8.5595
2010-05-11,0.8462
2010-05-12,3.585
2010-05-13,-0.405
2010-05-14,-0.0739
2010-05-17,-4.2545
2010-05-18,-2.7434
2010-05-19,-3.051
2010-05-20,-13.706
2010-05-21,8.7812
2010-05-24,8.3811
2010-05-25,-1.5466
2010-05-26,0.4547
2010-05-27,3.4568
2010-05-28,-0.4773
2010-06-01,-3.6771000000000003
2010-06-02,2.0747
2010-06-03,3.7398
2010-06-04,-0.8229
2010-06-07,-2.5682
2010-06-08,2.4736000000000002
2010-06-09,0.1187
2010-06-10,2.5692
2010-06-11,3.9692
2010-06-14,0.7784
2010-06-15,0.3678
2010-06-16,-0.1466
2010-06-17,-2.3853
2010-06-18,1.8420999999999998
2010-06-21,1.5135
2010-06-22,0.0
2010-06-23,0.2545
2010-06-24,-0.3627
2010-06-25,1.2013
2010-06-28,-0.8993
2010-06-29,-5.3721
2010-06-30,-0.4987
2010-07-01,-0.3855
2010-07-02,1.2384
2010-07-06,2.37
2010-07-07,2.1285
2010-07-08,-6.5814
2010-07-09,-3.2094
2010-07-12,0.5257
2010-07-13,0.8045
2010-07-14,-0.1197
2010-07-15,-2.6368
2010-07-16,-3.0776
2010-07-19,-2.6672000000000002
2010-07-20,4.1757
2010-07-21,0.4175
2010-07-22,1.8295
2010-07-23,1.1842
2010-07-26,-2.0178
2010-07-27,-3.6656
2010-07-28,0.0
2010-07-29,-0.1283
2010-07-30,0.9418
2010-08-02,3.1383
2010-08-03,1.1102
2010-08-04,1.22
2010-08-05,-0.7232
2010-08-06,0.2833
2010-08-09,0.4843
2010-08-10,-1.5663
2010-08-11,-3.9168
2010-08-12,-1.0616
2010-08-13,-1.7597
2010-08-16,1.0048
2010-08-17,1.6436
2010-08-18,0.2553
2010-08-19,0.382
2010-08-20,0.592
2010-08-23,2.1858
2010-08-24,1.7688000000000001
2010-08-25,-3.0315
2010-08-26,-1.6674
2010-08-27,2.4587
2010-08-30,-2.3997
2010-08-31,-7.4184
2010-09-01,-0.0458
2010-09-02,0.229
2010-09-03,0.2742
2010-09-07,-1.8232
2010-09-08,1.3463
2010-09-09,0.4123
2010-09-10,0.1825
2010-09-13,1.867
2010-09-14,0.7599
2010-09-15,2.3514
2010-09-16,-1.4738
2010-09-17,-0.9239
2010-09-20,-3.1083
2010-09-21,0.2291
2010-09-22,0.503
2010-09-23,-1.2739
2010-09-24,0.8295
2010-09-27,-4.159
2010-09-28,2.432
2010-09-29,4.4693
2010-09-30,3.5651
2010-10-01,0.5594
2010-10-04,-0.3851
2010-10-05,2.2337
2010-10-06,0.7563
2010-10-07,-4.0867
2010-10-08,-4.6087
2010-10-11,3.0766
2010-10-12,2.8521
2010-10-13,3.8693
2010-10-14,2.4834
2010-10-15,0.0404
2010-10-18,-1.4937
2010-10-19,0.4508
2010-10-20,0.7344
2010-10-21,4.6578
2010-10-22,0.7353
2010-10-25,1.1909
2010-10-26,-0.6454
2010-10-27,-0.4203
2010-10-28,-0.0384
2010-10-29,-1.3628
2010-11-01,2.2378
2010-11-02,0.3045
2010-11-03,-0.5693
2010-11-04,-15.6107
2010-11-05,3.3017
2010-11-08,5.4291
2010-11-09,-1.3289
2010-11-10,0.1684
2010-11-11,-2.7311
2010-11-12,-5.27
2010-11-15,1.2768
2010-11-16,-1.7109
2010-11-17,5.0389
2010-11-18,0.3925
2010-11-19,-2.9539999999999997
2010-11-22,-1.9247999999999998
2010-11-23,-13.2816
2010-11-24,13.8421
2010-11-26,-0.0462
2010-11-29,0.9713
2010-11-30,-0.3207
2010-12-01,1.7923
2010-12-02,-16.93
2010-12-03,-8.7772
2010-12-06,1.2213
2010-12-07,-0.1177
2010-12-08,-5.716
2010-12-09,3.0
2010-12-10,8.6772
2010-12-13,2.1217
2010-12-14,-5.4401
2010-12-15,-5.2905
2010-12-16,2.3810000000000002
2010-12-17,0.0596
2010-12-20,0.0
2010-12-21,-1.9666000000000001
2010-12-22,0.2432
2010-12-23,-1.2129
2010-12-27,0.4911
2010-12-28,-0.9163
2010-12-29,0.8015
2010-12-30,4.526
2010-12-31,1.1703000000000001
2011-01-03,-1.2724
2011-01-04,1.4060000000000001
2011-01-05,2.8307
2011-01-06,0.0
2011-01-07,1.9663
2011-01-10,1.708
2011-01-11,1.896
2011-01-12,-1.2227999999999999
2011-01-13,5.8126999999999995
2011-01-14,-3.4079
2011-01-18,8.7941
2011-01-19,-2.6137
2011-01-20,-5.7157
2011-01-21,-3.9009
2011-01-24,-1.1519
2011-01-25,-0.444
2011-01-26,-0.8361
2011-01-27,-2.7544
2011-01-28,-1.3295
2011-01-31,-1.2302
2011-02-01,6.1091
2011-02-02,-2.8508
2011-02-03,0.0575
2011-02-04,0.0575
2011-02-07,-0.6322
2011-02-08,-0.7519
2011-02-09,6.1772
2011-02-10,-0.933
2011-02-11,-0.0554
2011-02-14,0.0
2011-02-15,0.4989
2011-02-16,-1.8753
2011-02-17,0.9556
2011-02-18,0.8909
2011-02-22,-1.1589
2011-02-23,-1.7309
2011-02-24,-2.7273
2011-02-25,1.0514000000000001
2011-02-28,1.6185
2011-03-01,1.7065000000000001
2011-03-02,-10.962
2011-03-03,-0.0628
2011-03-04,1.0057
2011-03-07,-1.7424
2011-03-08,-0.5066
2011-03-09,-4.6467
2011-03-10,-5.3405000000000005
2011-03-11,2.2567
2011-03-14,-3.6552
2011-03-15,-0.6442
2011-03-16,-0.6484
2011-03-17,0.2901
2011-03-18,-1.4461
2011-03-21,-0.5869
2011-03-22,-5.0185
2011-03-23,10.3341
2011-03-24,1.338
2011-03-25,-5.9069
2011-03-28,-13.3678
2011-03-29,12.7877
2011-03-30,2.1164
2011-03-31,-4.0711
2011-04-01,-0.8488
2011-04-04,0.6226
2011-04-05,-0.1547
2011-04-06,2.0914
2011-04-07,-0.2276
2011-04-08,2.8137
2011-04-11,-0.8136
2011-04-12,-1.9388999999999998
2011-04-13,4.4867
2011-04-14,-0.2183
2011-04-15,2.3341
2011-04-18,-0.2851
2011-04-19,0.2144
2011-04-20,3.4237
2011-04-21,-0.6897
2011-04-25,-0.4167
2011-04-26,4.3933
2011-04-27,-2.004
2011-04-28,0.0682
2011-04-29,0.0
2011-05-02,-0.4768
2011-05-03,-2.601
2011-05-04,-0.8433
2011-05-05,-0.2835
2011-05-06,0.0
2011-05-09,-2.2743
2011-05-10,-1.0182
2011-05-11,-1.6165
2011-05-12,-2.3152
2011-05-13,0.6116
2011-05-16,31.6109
2011-05-17,-2.4249
2011-05-18,-4.142
2011-05-19,0.1235
2011-05-20,-0.185
2011-05-23,-1.853
2011-05-24,-0.5664
2011-05-25,-0.9494
2011-05-26,2.0447
2011-05-27,-0.5636
2011-05-31,-0.1259
2011-06-01,0.8827
2011-06-02,2.75
2011-06-03,-4.9878
2011-06-06,-2.1767
2011-06-07,4.5812
2011-06-08,-3.0038
2011-06-09,0.7097
2011-06-10,-0.6406
2011-06-13,0.1289
2011-06-14,2.3181
2011-06-15,-0.0629
2011-06-16,-14.6725
2011-06-17,0.5166
2011-06-20,2.5698
2011-06-21,-0.1432
2011-06-22,1.5053999999999998
2011-06-23,1.6949
2011-06-24,8.8889
2011-06-27,-0.574
2011-06-28,-3.8486000000000002
2011-06-29,-0.5337
2011-06-30,-1.2072
2011-07-01,-0.5431
2011-07-05,-0.8191
2011-07-06,-1.6518000000000002
2011-07-07,4.6186
2011-07-08,3.1438
2011-07-11,-2.7885999999999997
2011-07-12,0.0
2011-07-13,1.0674
2011-07-14,0.132
2011-07-15,1.5162
2011-07-18,-3.8312
2011-07-19,-0.135
2011-07-20,-5.5443
2011-07-21,-0.2863
2011-07-22,0.5025
2011-07-25,-0.2857
2011-07-26,-1.6476
2011-07-27,0.1457
2011-07-28,3.0545
2011-07-29,1.1997
2011-08-01,1.1855
2011-08-02,-1.5162
2011-08-03,-0.4899
2011-08-04,-7.173
2011-08-05,-1.8939
2011-08-08,-6.1776
2011-08-09,5.8436
2011-08-10,-2.0995
2011-08-11,3.6536999999999997
2011-08-12,-0.3831
2011-08-15,3.6154
2011-08-16,4.3801
2011-08-17,-4.4097
2011-08-18,-2.8274
2011-08-19,-2.3737
2011-08-22,-1.8039
2011-08-23,4.0735
2011-08-24,-6.2932
2011-08-25,-10.4832
2011-08-26,-1.0979
2011-08-29,7.4006
2011-08-30,-10.5943
2011-08-31,6.1657
2011-09-01,-6.5336
2011-09-02,-4.8544
2011-09-06,-1.0204
2011-09-07,5.3608
2011-09-08,2.8376
2011-09-09,-1.4272
2011-09-12,0.1931
2011-09-13,1.9268
2011-09-14,0.8507
2011-09-15,-15.3702
2011-09-16,-3.1008
2011-09-19,-16.4571
2011-09-20,-2.5991999999999997
2011-09-21,-2.3876
2011-09-22,-3.5971
2011-09-23,2.8358
2011-09-26,-5.8055
2011-09-27,0.1541
2011-09-28,-2.9231
2011-09-29,-5.8637
2011-09-30,17.8451
2011-10-03,-11.7143
2011-10-04,-1.1327
2011-10-05,2.9459999999999997
2011-10-06,0.7949
2011-10-07,-5.205
2011-10-10,4.9917
2011-10-11,-4.7544
2011-10-12,0.9983
2011-10-13,5.4366
2011-10-14,2.3437
2011-10-17,-1.5267
2011-10-18,4.3411
2011-10-19,-3.7147
2011-10-20,4.0123
2011-10-21,4.8961
2011-10-24,10.0424
2011-10-25,5.9126
2011-10-26,-2.9126
2011-10-27,0.125
2011-10-28,-1.4981
2011-10-31,-4.3093
2011-11-01,-9.0066
2011-11-02,18.3406
2011-11-03,-4.92
2011-11-04,1.423
2011-11-07,2.6786
2011-11-08,0.0
2011-11-09,0.6211
2011-11-10,-1.7284000000000002
2011-11-11,0.5025
2011-11-14,-4.25
2011-11-15,-2.6109999999999998
2011-11-16,-0.6702
2011-11-17,0.5398
2011-11-18,1.3423
2011-11-21,3.9735
2011-11-22,-22.9299
2011-11-23,-3.9669
2011-11-25,0.6885
2011-11-28,3.5897
2011-11-29,-0.165
2011-11-30,4.2975
2011-12-01,2.0602
2011-12-02,6.3665
2011-12-05,-1.0219
2011-12-06,-1.3274
2011-12-07,1.1958
2011-12-08,-2.3634
2011-12-09,0.6051
2011-12-12,0.4511
2011-12-13,3.7425
2011-12-14,1.1544
2011-12-15,-0.5706
2011-12-16,-0.7174
2011-12-19,-0.4335
2011-12-20,1.7417
2011-12-21,-2.5678
2011-12-22,1.6105
2011-12-23,-2.3055
2011-12-27,-1.1799
2011-12-28,0.4478
2011-12-29,0.8915
2011-12-30,1.9146
2012-01-03,5.2023
2012-01-04,-0.8242
2012-01-05,0.0
2012-01-06,-4.4321
2012-01-09,-2.1739
2012-01-10,1.6296
2012-01-11,-0.8746
2012-01-12,1.0294
2012-01-13,-1.0189
2012-01-17,2.0588
2012-01-18,0.7205
2012-01-19,24.8927
2012-01-20,-3.2073
2012-01-23,0.4734
2012-01-24,-2.3557
2012-01-25,-0.965
2012-01-26,-2.9233000000000002
2012-01-27,0.3764
2012-01-30,0.875
2012-01-31,-0.3717
2012-02-01,-1.2438
2012-02-02,1.2594
2012-02-03,1.4925
2012-02-06,1.7157
2012-02-07,-1.5663
2012-02-08,1.224
2012-02-09,2.2975
2012-02-10,0.4728
2012-02-13,0.8235
2012-02-14,-0.8168
2012-02-15,0.0
2012-02-16,0.0015
2012-02-17,0.3515
2012-02-21,2.8136
2012-02-22,-2.1665
2012-02-23,-6.5268
2012-02-24,0.6234
2012-02-27,-3.3457
2012-02-28,-0.1282
2012-02-29,-6.5469
2012-03-01,-2.6099
2012-03-02,-15.3738
2012-03-05,-0.3333
2012-03-06,0.0
2012-03-07,1.6722000000000001
2012-03-08,2.6316
2012-03-09,4.1667
2012-03-12,4.9231
2012-03-13,6.0117
2012-03-14,-0.9682
2012-03-15,-3.2123
2012-03-16,-0.7215
2012-03-19,1.0174
2012-03-20,-2.0144
2012-03-21,-2.0558
2012-03-22,-1.7991000000000001
