ticker,ANDC US Equity
2018-03-26,-1.6736
2018-04-06,0.8511
2018-04-10,1.6878
2018-04-11,0.2075
2018-04-12,0.3727
2018-04-13,0.0
2018-04-25,-0.9901
2018-04-26,0.0
2018-05-01,0.0417
2018-05-08,-0.4581
2018-05-14,0.4184
2018-05-22,-0.8333
2018-05-23,0.0
2018-05-29,-0.4202
2018-05-31,-0.4219
2018-06-01,0.0
2018-06-15,-2.5423999999999998
2018-06-19,3.2609
2018-06-20,-1.8947
2018-06-22,1.3514
2018-07-10,1.7204000000000002
2018-07-17,1.4799
2018-07-30,-1.6667
2018-08-08,0.0424
2018-08-13,1.6518000000000002
2018-08-21,-1.625
2018-08-23,0.0847
2018-08-24,1.5657999999999999
2018-08-27,0.0
2018-08-29,0.0
2018-08-30,0.0
2018-09-04,-1.5
2018-09-13,0.0423
2018-10-19,0.0
2018-11-06,1.4799
2018-11-14,-1.6667
2018-11-15,0.0
2018-11-19,-0.4237
2018-11-21,0.0
2018-11-29,1.0638
2018-12-06,1.0526
2018-12-14,-2.0833
2019-01-03,-2.7448
2019-01-10,2.2222
2019-01-15,-1.087
2019-01-16,0.0
2019-01-18,1.0549
2019-01-23,0.0
2019-01-28,0.0435
2019-01-29,-1.087
2019-02-04,0.0
2019-02-05,0.2637
2019-02-06,0.0
2019-02-07,0.0
2019-02-08,0.0
2019-02-11,0.0
2019-02-15,1.929
2019-02-19,0.0
2019-02-20,0.7312
2019-02-21,-2.8608000000000002
2019-02-22,3.2967
2019-02-28,-3.1915
2019-03-12,1.0989
2019-03-28,-4.1304
2019-04-02,-0.2268
2019-04-03,-7.9545
2019-04-05,1.2346
2019-04-09,2.1951
2019-04-10,-2.148
2019-04-11,-0.2439
2019-04-15,0.0
2019-04-16,0.0
2019-04-26,0.0
2019-04-29,0.0
2019-05-01,2.445
2019-05-02,-2.3866
2019-05-03,0.0
2019-05-06,0.0
2019-05-09,2.445
2019-05-22,-2.3866
2019-05-23,0.0
2019-05-24,0.0
2019-05-31,0.0
2019-06-06,0.0
2019-06-10,-0.7335
2019-06-12,-0.2463
2019-06-14,0.5926
2019-06-17,-0.5891
2019-06-20,0.5679
2019-06-25,0.25
2019-06-26,0.0
2019-06-27,-3.4913
2019-07-10,0.0
2019-07-31,4.3928
2019-08-05,-3.7129
2019-08-20,0.3599
2019-08-23,-0.8709
2019-08-27,-0.5168
2019-08-30,0.0
2019-09-06,0.0519
2019-09-09,-0.0519
2019-09-10,2.5974
2019-09-13,-2.5316
2019-09-25,0.0
2019-09-27,1.8182
2019-10-17,-1.7856999999999998
2019-10-28,1.2987
2019-11-08,-1.2821
2019-12-03,0.2597
2019-12-10,3.6269
2019-12-16,-2.5
2019-12-20,0.8623
2019-12-23,0.0
2019-12-30,1.0363
2020-01-06,7.6923
2020-01-08,2.4286
2020-01-09,-2.371
2020-01-17,-7.1429
2020-01-21,0.0513
2020-01-24,6.612
2020-01-28,0.9615
2020-01-30,-6.4762
2020-02-07,-0.2546
2020-02-12,-0.2042
2020-02-13,1.023
2020-02-14,1.2152
2020-02-18,0.05
2020-02-19,-1.75
2020-02-25,0.1018
2020-03-04,2.9487
2020-03-10,-3.7037
2020-03-17,-12.5128
2020-03-19,7.6788
2020-03-25,-4.736
2020-04-01,5.7143
2020-04-03,1.0811
2020-04-07,7.9679
2020-04-09,-10.3517
2020-04-13,0.5525
2020-04-14,1.4835
2020-04-21,2.8695
2020-05-19,-3.6316
2020-05-27,0.0546
2020-06-08,-0.1092
2020-06-15,-0.2732
2020-06-18,6.1096
2020-06-29,-4.7368
2020-07-02,4.9724
2020-07-07,-4.7368
2020-07-08,-1.105
2020-07-09,0.5587
2020-07-10,0.0
2020-07-13,0.0
2020-07-28,-2.7778
2020-07-29,5.5429
