ticker,AMCT US Equity
2017-10-10,18.4211
2017-10-11,-36.1333
2017-10-12,18.302
2017-10-13,11.7647
2017-10-17,26.3158
2017-10-18,-76.875
2017-10-20,242.3423
2017-10-23,36.8421
2017-10-24,-25.9423
2017-10-25,22.6694
2017-10-26,-2.6249000000000002
2017-10-30,3.6957
2017-11-02,6.9182
2017-11-06,96.0784
2017-11-07,-34.0
2017-11-08,-10.7576
2017-11-09,66.3837
2017-11-10,-8.0612
2017-11-14,-37.7358
2017-11-15,1.6042999999999998
2017-11-16,-3.3333
2017-11-17,-0.1815
2017-11-27,45.4545
2017-11-28,-3.3375
2017-11-30,-4.1821
2017-12-01,-22.398
2017-12-04,28.9026
2017-12-13,1.1886
2017-12-18,-13.3333
2017-12-20,0.0
2017-12-21,1.5385
2017-12-29,-1.5152
2018-01-04,23.0769
2018-01-10,-12.5
2018-01-11,0.0
2018-02-09,0.0
2018-02-16,3.2857
2018-02-20,-3.1812
2018-03-01,-28.5714
2018-04-03,0.0
2018-04-24,0.0
2018-04-25,30.0
2018-04-27,-21.5385
2018-04-30,21.5686
2018-05-02,-11.2903
2018-05-04,-1.8182
2018-05-09,1.8519
2018-05-11,-12.7273
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,14.5833
2018-05-21,-12.7273
2018-05-22,0.0
2018-05-25,0.0
2018-05-29,0.0
2018-06-05,0.0
2018-06-07,0.0
2018-06-08,0.0
2018-06-13,0.0
2018-07-19,2.0833
2018-07-23,2.0408
2018-07-24,0.0
2018-07-25,-2.0
2018-07-26,-18.3673
2018-09-17,-25.0
2018-10-05,0.0
2018-11-01,70.0
2018-11-05,0.0
2018-11-21,0.0
2018-11-28,0.0
2018-12-03,-3.9215999999999998
2018-12-06,0.0
2018-12-07,0.0
2018-12-12,0.0
2018-12-20,-38.7755
2018-12-21,136.6667
2018-12-27,-1.4085
2018-12-28,-21.4286
2018-12-31,9.0909
2019-01-02,0.0
2019-02-06,-48.0
2019-02-07,118.141
2019-02-08,-0.8228
2019-02-11,-3.7037
2019-02-13,-38.4615
2019-02-28,-12.5
2019-03-01,42.8571
2019-03-07,0.0
2019-03-11,10.0
2019-03-20,18.1818
2019-03-25,-1.5385
2019-03-27,0.0
2019-04-05,-45.1563
2019-04-10,13.9601
2019-04-11,0.0
2019-04-12,0.25
2019-04-16,0.0
2019-04-17,-6.1097
2019-04-23,6.2417
2019-04-24,-23.4875
2019-04-25,30.6976
2019-04-26,-40.9
2019-04-30,60.7445
2019-05-01,73.6842
2019-05-02,-54.5455
2019-05-03,3.3333
2019-05-07,9.6935
2019-05-08,8.8075
2019-05-13,0.0
2019-05-15,-11.8784
2019-05-16,-12.2834
2019-05-22,130.7692
2019-05-23,0.0
2019-05-24,-39.0909
2019-06-04,11.9403
2019-07-10,27.8222
2019-07-11,-29.9374
2019-07-15,2.6055
2019-07-17,0.0
2019-07-22,-2.5393
2019-07-29,-17.5931
2019-09-19,0.271
2019-09-23,0.0
2019-10-03,-53.7237
2019-10-04,16.8073
2019-10-08,-14.3889
2019-10-09,62.2323
2019-10-10,-8.0
2019-10-11,26.087
2019-10-14,20.6897
2019-10-15,-17.1429
2019-10-16,-54.4483
2019-10-17,96.8206
2019-10-18,17.3077
2019-10-21,14.7541
2019-10-24,-40.0
2019-10-25,-2.3810000000000002
2019-10-28,-26.8293
2019-10-29,100.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,126.6667
2019-11-04,10.6618
2019-11-22,-26.9103
2019-12-16,-63.4545
2019-12-17,153.7313
2019-12-18,-3.9215999999999998
2020-01-22,-56.7347
2020-01-24,-4.717
2020-01-27,142.5743
2020-01-28,-58.7755
2020-01-29,0.5446
2020-01-30,4.4313
2020-01-31,-20.297
2020-02-03,4.7619
2020-02-04,131.5076
2020-02-05,-62.9268
2020-02-06,2.0395
2020-02-07,0.0
2020-02-12,-0.0645
2020-02-26,29.0323
2020-02-27,-24.95
2020-04-09,0.0
2020-04-13,13.3245
2020-04-14,-11.2287
2020-04-15,0.0662
2020-04-16,0.0
2020-04-24,0.0
2020-04-28,0.0
2020-05-01,-0.0662
2020-05-08,0.0662
2020-05-22,0.0
2020-06-08,-0.0662
2020-06-17,7.351
2020-07-30,-0.0617
