ticker,PINS US Equity
2019-09-05,-4.1692
2019-09-06,-2.8791
2019-09-09,-7.1146
2019-09-10,2.1277
2019-09-11,2.7778
2019-09-12,0.5743
2019-09-13,-2.4521
2019-09-16,0.7576
2019-09-17,2.9050000000000002
2019-09-18,-2.0259
2019-09-19,2.1695
2019-09-20,0.2654
2019-09-23,-5.5261
2019-09-24,-5.0438
2019-09-25,0.0
2019-09-26,0.9959
2019-09-27,-3.214
2019-09-30,-0.1887
2019-10-01,-0.0756
2019-10-02,0.3027
2019-10-03,3.2441
2019-10-04,-0.2192
2019-10-07,-2.9293
2019-10-08,-3.3195
2019-10-09,0.078
2019-10-10,0.5458
2019-10-11,4.2652
2019-10-14,-3.6073
2019-10-15,-1.3503
2019-10-16,0.6648
2019-10-17,0.9713
2019-10-18,-2.6164
2019-10-21,5.729
2019-10-22,-3.2885
2019-10-23,-0.6955
2019-10-24,0.2724
2019-10-25,0.3492
2019-10-28,1.5081
2019-10-29,-2.5905
2019-10-30,1.3688
2019-10-31,-3.0093
2019-11-01,-17.0247
2019-11-04,-1.3423
2019-11-05,-0.5345
2019-11-06,-2.1006
2019-11-07,-0.2495
2019-11-08,0.3502
2019-11-11,1.6949
2019-11-12,0.5882
2019-11-13,-1.5594999999999999
2019-11-14,-2.9703
2019-11-15,-0.3061
2019-11-18,-0.2047
2019-11-19,0.9231
2019-11-20,-1.4228
2019-11-21,-1.701
2019-11-22,-2.2024
2019-11-25,1.6086
2019-11-26,3.0079
2019-11-27,1.4857
2019-11-29,-1.6658
2019-12-02,-3.4908
2019-12-03,-1.9681
2019-12-04,-0.3256
2019-12-05,0.3811
2019-12-06,1.7354
2019-12-09,-2.9318
2019-12-10,-1.2081
2019-12-11,1.1673
2019-12-12,-2.4176
2019-12-13,-1.7455
2019-12-16,4.3553
2019-12-17,0.0
2019-12-18,1.7572999999999999
2019-12-19,3.0221
2019-12-20,-0.5762
2019-12-23,-3.1085
2019-12-24,0.4894
2019-12-26,-0.974
2019-12-27,1.0383
2019-12-30,-2.0552
2019-12-31,2.9266
2020-01-02,0.8584
2020-01-03,-2.3404
2020-01-06,2.9956
2020-01-07,1.8509
2020-01-08,2.3884
2020-01-09,-0.4564
2020-01-10,0.7641
2020-01-13,-0.8089
2020-01-14,9.633
2020-01-15,1.1623
2020-01-16,5.4687
2020-01-17,0.2179
2020-01-21,-3.0435
2020-01-22,0.5381
2020-01-23,0.8475
2020-01-24,-0.7519
2020-01-27,-2.7184
2020-01-28,1.6033
2020-01-29,1.9838
2020-01-30,-1.8568
2020-01-31,-0.7658
2020-02-03,1.4526
2020-02-04,0.4922
2020-02-05,-2.4488
2020-02-06,5.0205
2020-02-07,9.5176
2020-02-10,-3.6111
2020-02-11,-1.0704
2020-02-12,-0.3745
2020-02-13,-1.6707999999999998
2020-02-14,-1.3594
2020-02-18,-1.9811
2020-02-19,3.6907
2020-02-20,-0.2542
2020-02-21,-4.503
2020-02-24,-3.6922
2020-02-25,-3.1871
2020-02-26,-3.1011
2020-02-27,-0.4924
2020-02-28,-3.5131
2020-03-02,2.5641
2020-03-03,-3.6
2020-03-04,2.6971
2020-03-05,-4.3434
2020-03-06,-2.2702999999999998
2020-03-09,-12.4257
2020-03-10,3.2696
2020-03-11,-7.7061
2020-03-12,-13.8511
2020-03-13,7.5131
2020-03-16,-18.6583
2020-03-17,8.677
2020-03-18,-13.6759
2020-03-19,15.4762
2020-03-20,-3.1721
2020-03-23,2.5389
2020-03-24,13.8978
2020-03-25,-1.6129
2020-03-26,8.3393
2020-03-27,-1.7105000000000001
2020-03-30,3.2129
2020-03-31,0.1297
2020-04-01,-8.2254
2020-04-02,-3.3169
2020-04-03,0.8759
2020-04-06,10.0579
2020-04-07,-0.9862
2020-04-08,11.753
2020-04-09,-0.4753
2020-04-13,-1.6716
2020-04-14,4.6752
2020-04-15,-1.2181
2020-04-16,-0.1174
2020-04-17,2.5867
2020-04-20,-0.1146
2020-04-21,-3.2129
2020-04-22,14.1672
2020-04-23,-2.1288
2020-04-24,9.3899
2020-04-27,0.7759
2020-04-28,-4.283
2020-04-29,4.8265
2020-04-30,-0.9113
2020-05-01,-4.4046
2020-05-04,8.5063
2020-05-05,-2.8931
2020-05-06,-14.8486
2020-05-07,5.5305
2020-05-08,5.8289
2020-05-11,-5.9626
2020-05-12,-4.5674
2020-05-13,-6.4752
2020-05-14,2.7092
2020-05-15,6.9168
2020-05-18,1.5351
2020-05-19,0.7559
2020-05-20,1.2326
2020-05-21,-1.0588
2020-05-22,-0.4815
2020-05-26,4.8387
2020-05-27,-2.0
2020-05-28,3.6107
2020-05-29,2.4747
2020-06-01,0.69
2020-06-02,0.3916
2020-06-03,4.5344
2020-06-04,-1.1194
2020-06-05,4.3868
2020-06-08,0.2711
2020-06-09,-0.676
2020-06-10,1.6787999999999998
2020-06-11,-9.5939
2020-06-12,3.1096
2020-06-15,1.2446
2020-06-16,4.9645
2020-06-17,0.9009
2020-06-18,2.9464
2020-06-19,0.6505
2020-06-22,3.1883
2020-06-23,0.501
2020-06-24,-3.7391
2020-06-25,-2.5464
2020-06-26,-4.2958
2020-06-29,1.9898
2020-06-30,0.5898
2020-07-01,5.0068
2020-07-02,3.5653
2020-07-06,7.0925
2020-07-07,0.1162
2020-07-08,4.4487
2020-07-09,1.5556
2020-07-10,-3.1364
2020-07-13,-6.7395
2020-07-14,-0.1211
2020-07-15,-0.485
2020-07-16,0.1219
2020-07-17,1.1359
2020-07-20,4.6129
2020-07-21,-1.3804
2020-07-22,-1.283
2020-07-23,-2.9539
2020-07-24,-0.4058
2020-07-27,-1.1002
2020-07-28,-1.1125
2020-07-29,3.9583
2020-07-30,0.9619
2020-07-31,36.1254
