ticker,GLPT US Equity
2008-01-14,0.0
2008-01-17,9.0909
2008-01-18,0.0
2008-01-22,8.3333
2008-01-23,0.0
2008-01-24,-7.6923
2008-01-25,0.0
2008-01-29,0.0
2008-01-30,0.0
2008-02-01,8.3333
2008-02-04,0.0
2008-02-06,0.0
2008-02-14,0.0
2008-02-21,-18.4615
2008-02-22,13.2075
2008-02-25,8.3333
2008-02-26,-18.4615
2008-02-28,13.2075
2008-03-04,0.0
2008-03-10,0.0
2008-03-12,0.0
2008-03-17,0.0
2008-03-24,0.0
2008-03-25,-15.0
2008-03-26,27.451
2008-03-27,0.0
2008-04-02,-7.6923
2008-04-03,0.0
2008-04-04,-25.0
2008-04-11,-33.3333
2008-04-15,70.0
2008-04-18,-9.8039
2008-04-22,-23.913
2008-04-23,40.0
2008-06-10,-28.5714
2008-07-07,45.7143
2008-07-18,0.0
2008-07-21,0.0
2008-07-23,-19.6078
2008-07-24,21.9512
2008-07-25,0.0
2008-08-07,-16.0
2008-08-13,0.0
2008-08-25,-16.6667
2008-08-26,14.2857
2008-08-29,-12.5
2008-09-18,-14.2857
2008-10-22,-33.3333
2008-10-23,-75.0
2008-10-24,260.0
2008-11-07,-16.6667
2008-11-10,-66.6667
2008-11-20,200.0
2008-11-21,93.3333
2008-11-24,0.0
2008-11-25,-31.0345
2008-11-26,50.0
2008-12-01,-3.3333
2008-12-05,0.0
2008-12-08,0.0
2008-12-15,0.0
2008-12-22,-31.0345
2009-01-07,25.0
2009-01-08,0.0
2009-01-12,0.0
2009-01-15,0.0
2009-01-20,40.0
2009-02-05,-17.1429
2009-02-20,-13.7931
2009-03-04,0.0
2009-03-26,0.0
2009-04-28,-60.0
2009-04-30,150.0
2009-07-08,0.0
2009-08-20,-60.0
2009-08-21,350.0
2009-08-25,-73.3333
2009-08-26,-16.6667
2009-08-27,150.0
2009-12-14,-12.0
2009-12-15,-45.4545
2009-12-17,83.3333
2009-12-24,-13.6364
2009-12-31,15.7895
2010-03-01,-31.8182
2010-03-03,0.0
2010-03-05,0.0
2010-03-11,33.3333
2010-03-25,-60.0
2010-03-26,87.5
2010-03-29,0.0
2010-04-05,0.0
2010-04-22,6.6667
2010-06-03,-50.0
2010-06-08,150.0
2010-06-10,-60.0
2010-06-11,200.0
2010-06-17,-58.3333
2010-06-18,0.0
2010-06-21,0.0
2010-06-22,20.0
2010-08-30,16.6667
2011-02-22,-14.2857
2011-02-24,-16.6667
2011-03-10,0.0
2011-03-15,0.0
2011-04-06,0.0
2011-05-02,0.0
2011-05-20,0.0
2011-06-01,40.0
2011-10-11,-14.2857
2011-10-12,8.3333
2011-10-13,0.0
2012-02-29,-23.0769
2012-03-01,0.0
2012-03-19,-60.0
2012-03-20,38.2813
2012-03-21,-36.7232
2012-04-05,0.0
2012-04-17,42.8571
2012-05-03,-50.0
2012-08-20,220.0
2012-08-21,-25.0
2012-08-23,0.0
2012-10-24,16.6667
2012-12-21,14.2857
2013-02-15,0.0
2013-06-04,-37.5
2013-08-14,100.0
2013-11-18,0.0
2013-11-20,40.0
2013-11-29,78.5714
2013-12-03,0.0
2013-12-05,20.0
2013-12-09,-16.6667
2013-12-12,-12.0
2013-12-17,4.5455
2013-12-18,0.0
2013-12-27,21.7391
2013-12-30,0.0
2014-01-02,0.0
2014-01-06,167.8571
2014-01-08,0.0
2014-01-09,-13.3333
2014-01-15,0.0
2014-01-22,-15.3846
2014-01-24,0.0
2014-01-30,18.1818
2014-01-31,0.0
2014-02-03,-15.3846
2014-02-04,-16.3636
2014-02-06,8.6957
2014-02-07,0.0
2014-02-11,8.0
2014-02-12,1.8519
2014-02-14,-54.5455
2014-02-18,60.0
2014-02-20,0.0
2014-02-21,0.0
2014-02-24,25.0
2014-02-25,0.0
2014-02-26,20.0
2014-02-27,0.0
2014-03-06,-8.3333
2014-03-07,0.0
2014-03-10,-1.8182
2014-03-11,1.8519
2014-03-17,0.0
2014-03-21,-9.0909
2014-03-24,0.0
2014-03-25,0.0
2014-03-26,8.0
2014-03-28,1.8519
2014-04-01,-9.0909
2014-04-02,0.0
2014-04-03,-10.0
2014-04-04,11.1111
2014-04-07,-2.0
2014-04-08,0.0
2014-04-09,0.0
2014-04-10,-6.1224
2014-04-11,-2.1739
2014-04-14,0.0
2014-04-15,-0.2222
2014-04-17,11.3586
2014-04-23,0.0
2014-04-24,0.0
2014-04-25,8.0
2014-04-28,0.0
2014-04-29,-7.4074
2014-05-02,8.0
2014-05-06,0.0
2014-05-08,1.8519
2014-05-14,0.0
2014-05-19,-1.8182
2014-05-20,1.8519
2014-05-28,0.0
2014-05-29,0.0
2014-05-30,0.0
2014-06-02,0.0
2014-06-03,18.1818
2014-06-18,0.0
2014-06-19,6.1538
2014-06-26,1.4493
2014-07-07,-1.4285999999999999
2014-07-08,1.4493
2014-07-15,0.0
2014-07-16,0.0
2014-08-04,0.0
2014-08-06,-27.1429
2014-08-08,-11.7647
2014-08-11,11.1111
2014-08-12,0.0
2014-08-13,30.0
2014-08-19,12.3077
2014-08-21,2.7397
2014-08-25,0.0
2014-08-28,-20.0
2014-08-29,16.6667
2014-09-03,-1.4285999999999999
2014-09-09,-13.0435
2014-09-10,-6.6667
2014-09-11,7.1429
2014-09-12,16.6667
2014-09-15,0.0
2014-09-16,0.0
2014-09-23,-1.4285999999999999
2014-09-30,-27.5362
2014-10-02,-10.0
2014-10-03,22.2222
2014-10-07,9.0909
2014-10-10,-13.3333
2014-10-13,-1.9231
2014-10-15,-1.9607999999999999
2014-10-21,-7.2
2014-10-23,3.8792999999999997
2014-11-03,-6.639
2014-11-17,0.0
2014-11-18,0.0
2014-11-24,0.0
2014-12-11,2.2222
2014-12-16,-39.1304
2014-12-31,64.2857
2015-01-02,0.0
2015-01-13,-39.1304
2015-01-14,-0.7143
2015-01-16,-2.8777
2015-02-11,29.6296
2015-02-26,-1.1429
2015-03-05,1.1561
2015-03-19,14.2857
2015-03-23,0.0
2015-03-25,7.5
2015-04-01,9.3023
2015-04-08,-25.5319
2015-04-17,57.1429
2015-05-20,-18.1818
2015-05-27,24.4444
2015-06-02,-8.9286
2015-06-22,17.647100000000002
2015-06-26,-25.0
2015-07-07,22.2222
2015-08-12,-63.6364
2015-08-25,55.0
2015-08-27,12.9032
2015-09-25,20.0
2015-10-28,-4.7619
2015-11-13,0.0
2015-11-30,0.0
2015-12-11,0.0
2016-03-17,-90.0
2016-03-21,775.0
2016-03-29,45.7143
2016-05-04,-41.1765
2016-06-02,0.0
2016-06-13,0.0
2016-07-01,133.3333
2016-07-05,-48.9286
2016-07-26,11.8881
2016-08-17,-25.0
2016-08-26,-16.6667
2016-09-02,60.0
2016-09-16,-75.0
2016-09-19,30.0
2016-09-21,0.0
2016-09-29,92.3077
2016-10-17,0.0
2016-11-02,0.0
2016-11-15,-20.0
2016-11-16,40.0
2016-12-09,7.1429
2017-01-06,-8.3333
2017-02-09,-27.2727
2017-03-17,-25.0
2017-03-29,-20.0
2017-05-05,12.5
2017-06-06,-48.1481
2017-06-09,167.1429
2017-06-15,6.9519
2017-06-22,-65.0
2017-06-26,185.7143
2017-07-03,0.0
2017-07-28,-65.0
2017-08-02,185.7143
2017-09-05,-10.0
2017-09-06,11.1111
2017-09-11,-10.0
2017-09-13,66.6667
2017-09-21,-33.3333
2017-10-13,50.0
2017-11-08,16.6667
2017-11-29,-11.4286
2017-12-08,0.0
2018-03-01,0.0
2018-03-16,-32.2581
2018-05-29,5.0
2018-05-30,5.034
2018-06-06,7.9447
2018-06-07,0.0
2018-06-12,0.0
2018-06-13,0.0
2018-06-18,-12.0
2018-06-21,31.8182
2018-06-25,0.0
2018-06-27,-10.3448
2018-06-29,-3.8462
2018-08-28,14.0
2018-08-29,5.2632
2018-08-31,-0.8333
2018-09-04,0.8403
2018-11-29,-16.6667
2018-12-06,0.0
2018-12-21,-20.0
2019-01-07,0.0
2019-03-15,0.0
2019-04-01,0.0
2019-06-10,-15.0
2019-06-27,-41.1765
2019-07-02,100.0
2019-07-03,25.0
2019-07-05,0.0
2019-07-08,120.0
2019-07-11,-7.2727
2019-07-15,-1.9607999999999999
2019-07-18,-20.0
2019-07-24,-15.0
2019-07-30,-2.9412000000000003
2019-08-02,-9.0606
2019-08-07,-0.0333
2019-08-13,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-28,-16.6667
2019-09-18,-19.96
2019-10-07,-0.05
2019-10-14,0.0
2019-10-23,-10.0
2019-11-06,0.0
2019-12-04,-5.5556
2019-12-27,0.0
2020-01-23,0.0
2020-01-28,-11.7647
2020-02-07,0.0
2020-02-19,7.0
2020-05-27,-6.5421
2020-05-28,0.0
2020-06-17,-20.0
